Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"00AAFF";"00AAFF";"00AAFF";"00AAFF";"00AAFF";"00AAFF"
0;6.083254;4.222236;-5.706046;0.116489;10.000000;0.100000
1;6.193731;4.577471;1.985229;0.303873;10.000000;0.100000
2;6.193731;4.577471;1.985229;0.303873;10.000000;0.100000
3;6.388440;7.692571;1.985229;0.303873;10.000000;0.100000
4;6.388440;7.692571;1.985229;0.540086;10.000000;0.100000
5;6.388440;7.692571;1.985229;0.303873;10.000000;0.100000
6;6.388440;8.504593;6.732688;0.303873;10.000000;0.100000
7;6.388440;12.313675;0.402325;0.116489;10.000000;0.100000
8;6.388440;12.313675;0.402325;0.303873;10.000000;0.100000
9;6.388440;12.313675;0.402325;0.303873;10.000000;0.100000
10;6.835601;8.504593;2.965167;0.116489;10.000000;0.100000
11;6.193731;12.556387;1.985229;0.303873;10.000000;0.100000
12;6.193731;12.556387;1.985229;0.303873;10.000000;0.100000
13;6.193731;14.324049;5.050508;0.303873;10.000000;0.100000
14;5.966235;14.324049;1.153635;0.303873;10.000000;0.100000
15;5.966235;14.324049;6.732688;0.116489;10.000000;0.100000
16;6.760055;14.324049;1.153635;0.303873;10.000000;0.100000
17;6.760055;12.556387;6.732688;0.106708;10.000000;0.100000
18;6.760055;12.556387;6.732688;0.392060;10.000000;0.100000
19;6.760055;12.556387;6.732688;0.303873;10.000000;0.100000
20;6.193731;16.522693;1.985229;0.392060;10.000000;0.100000
21;6.193731;16.522693;5.050508;0.131934;10.000000;0.100000
22;10.676251;16.522693;1.985229;0.141460;10.000000;0.100000
23;6.193731;29.958257;5.050508;0.439606;10.000000;0.100000
24;6.193731;29.958257;5.050508;0.114054;10.000000;0.100000
25;6.193731;46.141657;5.050508;0.439606;10.000000;0.100000
26;6.193731;29.958257;1.985229;0.125244;10.000000;0.100000
27;6.193731;29.958257;0.232938;0.092950;10.000000;0.100000
28;10.915736;54.473097;5.050508;0.125244;10.000000;0.100000
29;6.193731;29.958257;5.050508;0.114054;10.000000;0.100000
30;6.193731;47.968542;5.844206;0.392060;10.000000;0.100000
31;6.193731;55.558984;5.050508;0.114054;10.000000;0.100000
32;6.193731;47.968542;5.844206;0.139320;10.000000;0.100000
33;3.622193;47.968542;5.844206;0.303873;10.000000;0.100000
34;4.770015;47.968542;6.478573;0.114054;10.000000;0.100000
35;6.193731;47.968542;3.165152;0.139320;10.000000;0.100000
36;4.821646;47.968542;5.844206;0.139320;10.000000;0.100000
37;6.193731;56.377884;5.844206;0.139320;10.000000;0.100000
38;6.193731;58.197722;2.364561;0.139320;10.000000;0.100000
39;6.193731;75.119015;5.844206;0.139320;10.000000;0.100000
40;6.193731;75.119015;5.844206;0.139320;10.000000;0.100000
41;4.843374;75.119015;5.844206;0.141460;10.000000;0.100000
42;6.193731;97.561797;3.165152;0.046485;10.000000;0.100000
43;6.193731;97.561797;2.364561;0.170970;10.000000;0.100000
44;6.193731;97.561797;5.844206;0.139320;10.000000;0.100000
45;6.193731;104.966826;5.844206;0.139320;10.000000;0.100000
46;6.193731;104.966826;5.844206;0.141460;10.000000;0.100000
