Zeit [s];y
;-
0;1
0;"2496FF"
0.010000;0.000001
0.030000;0.000028
0.050000;0.000219
0.070000;0.000854
0.090000;0.002308
0.110000;0.004844
0.130000;0.008557
0.150000;0.013373
0.170000;0.018925
0.190000;0.024706
0.210000;0.030329
0.230000;0.035624
0.250000;0.040561
0.270000;0.045218
0.290000;0.049677
0.310000;0.054005
0.330000;0.058182
0.350000;0.062060
0.370000;0.065436
0.390000;0.067969
0.410000;0.069214
0.430000;0.068938
0.450000;0.067173
0.470000;0.063982
0.490000;0.059424
0.510000;0.053566
0.530000;0.047069
0.550000;0.043102
0.570000;0.047381
0.590000;0.065935
0.610000;0.102969
0.630000;0.159761
0.650000;0.234739
0.670000;0.324514
0.690000;0.425323
0.710000;0.534329
0.730000;0.650359
0.750000;0.773942
0.770000;0.906769
0.790000;1.050863
0.810000;1.207797
0.830000;1.378209
0.850000;1.561731
0.870000;1.757262
0.890000;1.963445
0.910000;2.179132
0.930000;2.403698
0.950000;2.637114
0.970000;2.879810
0.990000;3.132403
1.010000;3.395425
1.030000;3.669120
1.050000;3.953388
1.070000;4.247843
1.090000;4.551970
1.110000;4.865288
1.130000;5.187472
1.150000;5.518399
1.170000;5.858123
1.190000;6.206788
1.210000;6.564531
1.230000;6.931408
1.250000;7.307358
1.270000;7.692216
1.290000;8.085758
1.310000;8.487758
1.330000;8.898034
1.350000;9.316473
1.370000;9.743025
1.390000;10.177682
1.410000;10.620442
1.430000;11.071281
1.450000;11.530137
1.470000;11.996913
1.490000;12.471486
1.510000;12.953727
1.530000;13.443522
1.550000;13.940775
1.570000;14.445419
1.590000;14.957398
1.610000;15.476666
1.630000;16.003172
1.650000;16.536850
1.670000;17.077627
1.690000;17.625415
1.710000;18.180125
1.730000;18.741593
1.750000;19.309516
1.770000;19.883664
1.790000;20.464001
1.810000;21.050637
1.830000;21.643722
1.850000;22.243359
1.870000;22.849582
1.890000;23.462339
1.910000;24.081480
1.930000;24.706769
1.950000;25.337996
1.970000;25.975030
1.990000;26.617767
2.010000;27.266133
2.030000;27.920122
2.050000;28.579761
2.070000;29.245042
2.090000;29.915880
2.110000;30.592127
2.130000;31.273480
2.150000;31.959483
2.170000;32.649433
2.190000;33.341940
2.210000;34.034548
2.230000;34.723305
2.250000;35.402542
2.270000;36.065386
2.290000;36.705452
2.310000;37.318823
2.330000;37.904958
2.350000;38.466301
2.370000;39.006952
2.390000;39.531040
2.410000;40.041387
2.430000;40.538868
2.450000;41.022552
2.470000;41.490417
2.490000;41.940301
2.510000;42.370715
2.530000;42.781277
2.550000;43.172690
2.570000;43.546356
2.590000;43.903829
2.610000;44.246321
2.630000;44.574413
2.650000;44.888038
2.670000;45.186681
2.690000;45.469690
2.710000;45.736581
2.730000;45.987217
2.750000;46.221846
2.770000;46.440994
2.790000;46.645288
2.810000;46.835277
