Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"2496FF";"2496FF";"2496FF";"2496FF";"2496FF";"2496FF"
0;-0.838252;0.084323;-0.089938;0.765252;100000000.000000;0.100000
1;-0.888485;-0.290384;-0.781854;0.908750;100000000.000000;0.100000
2;-0.704581;-0.178930;-0.768759;0.908750;100000000.000000;0.100000
3;-0.704581;-0.178930;-0.768759;0.908750;100000000.000000;0.100000
4;-0.619455;-0.178933;-0.781854;0.908750;100000000.000000;0.100000
5;-0.663076;-0.178930;-0.768759;0.980011;100000000.000000;0.100000
6;-0.704581;0.146604;-0.768759;0.908750;100000000.000000;0.100000
7;-0.663076;-0.178930;-0.768759;0.908750;100000000.000000;0.100000
8;-0.704581;0.148635;-0.768759;0.908750;100000000.000000;0.100000
9;-0.704581;0.146604;-0.768759;0.908750;100000000.000000;0.100000
10;-0.965697;-0.750359;-0.768759;0.908750;100000000.000000;0.100000
11;-0.704581;0.146604;-0.768759;0.908750;100000000.000000;0.100000
12;-0.965697;-0.750359;-0.768759;0.908750;100000000.000000;0.100000
13;-0.965697;-0.750359;-0.768759;0.908750;100000000.000000;0.100000
14;-0.704581;-0.750359;-0.768759;0.908750;100000000.000000;0.100000
15;-0.704581;-0.797109;-0.804769;0.908750;100000000.000000;0.100000
16;-0.704581;-0.750359;-0.768759;0.908750;100000000.000000;0.100000
17;-0.619455;-0.750359;-0.804769;0.908750;100000000.000000;0.100000
18;-0.704581;-0.750359;-0.804769;0.908750;100000000.000000;0.100000
19;-0.704581;-0.750359;-0.804769;0.908750;100000000.000000;0.100000
20;-0.704581;-0.750359;-0.848449;0.908750;100000000.000000;0.100000
21;-0.704581;-0.770841;-0.841742;0.977249;100000000.000000;0.100000
22;-0.704581;-0.770841;-0.841742;0.991719;100000000.000000;0.100000
23;-0.738179;-0.750359;-0.841742;0.991719;100000000.000000;0.100000
24;-0.704581;-0.750359;-0.841742;0.996111;100000000.000000;0.100000
25;-0.740004;-0.770841;-0.841742;0.996111;100000000.000000;0.100000
26;-0.651365;-0.770841;-0.841742;1.023702;100000000.000000;0.100000
27;-0.740562;-0.750359;-0.841742;0.996111;100000000.000000;0.100000
28;-0.740562;-0.757127;-0.841742;0.996111;100000000.000000;0.100000
29;-0.759969;-0.750359;-0.841742;1.002867;100000000.000000;0.100000
30;-0.704581;-0.750359;-0.896483;0.991719;100000000.000000;0.100000
31;-0.704581;-0.750359;-0.841742;1.087012;100000000.000000;0.100000
32;-0.704581;-0.716108;-0.841742;1.087012;100000000.000000;0.100000
33;-0.704581;-0.716108;-0.841742;1.087012;100000000.000000;0.100000
34;-0.704581;-0.750359;-0.888398;1.087012;100000000.000000;0.100000
35;-0.812611;-0.716108;-0.888398;1.087012;100000000.000000;0.100000
36;-0.727008;-0.716108;-0.921200;1.087012;100000000.000000;0.100000
37;-0.661731;-0.716108;-0.937983;1.087012;100000000.000000;0.100000
38;-0.661731;-0.716108;-0.888398;1.151917;100000000.000000;0.100000
39;-0.727008;-0.716108;-1.002915;1.130356;100000000.000000;0.100000
40;-0.812611;-0.716108;-1.072763;1.130356;100000000.000000;0.100000
