Epoche;Durchschnitt
Fehler;-
0;1
0;"18B9FF"
0;47879.394338
1;46536.781090
2;44332.256079
3;42014.399299
4;39216.883128
5;36585.494200
6;33839.286015
7;31209.837816
8;28596.392294
9;25983.696633
10;23518.595943
11;21229.713318
12;19163.782099
13;17277.868193
14;15578.917734
15;14048.535551
16;12670.693759
17;11429.133015
18;10311.294720
19;9305.137239
20;8399.469339
21;7584.441699
22;6851.409722
23;6191.177619
24;5596.453999
25;5061.243042
26;4579.861732
27;4146.238217
28;3755.649329
29;3404.717062
30;3088.385095
31;2803.967135
32;2547.469578
33;2316.971640
34;2109.838175
35;1923.171992
36;1754.805958
37;1603.470528
38;1467.121903
39;1345.116311
40;1234.838341
41;1135.229697
42;1045.845623
43;965.107642
44;892.516819
45;827.643705
46;769.558391
47;716.920874
48;669.039534
49;626.619967
50;588.014585
51;553.225703
52;521.767455
53;493.436101
54;468.681176
55;445.518690
56;424.664817
57;405.852567
58;389.016032
59;373.670772
60;359.888702
61;347.530854
62;336.288024
63;326.316911
64;317.168533
65;309.108243
66;301.683094
67;295.099059
68;289.663191
69;284.444964
70;280.193289
71;275.937949
72;272.075322
73;268.521998
74;266.608406
75;263.428235
76;260.593697
77;257.978345
78;255.736915
79;253.699339
80;251.813536
81;250.170372
82;249.052980
83;247.909573
84;246.718737
85;245.774911
86;244.783636
87;244.099623
88;243.216903
89;242.406551
90;241.850178
91;242.665181
92;242.629724
93;242.282122
94;241.630080
95;241.129207
96;241.322070
97;241.105159
98;240.836275
99;240.362458
100;240.730004
101;1103898.214762
102;2096940.577823
103;2990296.371385
104;3794151.635404
105;4517520.214731
106;5167968.178609
107;5752922.495256
108;6279619.961635
109;6753168.716259
110;7179461.346817
111;7563059.909214
112;7908031.601757
113;8218556.759150
114;8498129.424072
115;8749930.862399
116;8976425.121194
117;9180146.992087
118;9363461.255629
119;9528299.640556
120;9676902.475350
121;9810400.480596
122;9930518.295280
123;10038582.068478
124;10135752.024147
125;10223384.127761
126;10301798.080278
127;10372558.473649
128;10436214.086793
129;10493326.602153
130;10544641.405898
131;10590895.335160
132;10632349.052441
133;10669361.716733
134;10702229.929740
135;10731670.345430
136;10757829.048885
137;10780570.545266
138;10800522.446391
139;10818543.338484
140;10834434.472949
141;10848619.570608
142;10861024.172931
143;10872348.283261
144;10883071.821974
145;10892897.541970
146;10901029.804426
147;10908242.937546
148;10914487.763894
149;10920521.871276
150;10925973.169981
151;10930374.392853
152;10934119.047612
153;10937558.303969
154;10941046.917443
155;10944167.029499
156;10946833.507842
157;10949062.091167
158;10951097.943781
159;10953817.843126
160;10955638.979421
161;10957635.015307
162;10958793.505105
163;10960415.027626
164;10961391.275117
165;10962045.207604
166;10962383.676503
167;10963317.079439
168;10964325.710247
169;10964880.650960
170;10965420.801226
