Epoche;Durchschnitt
Fehler;-
0;1
0;"0071FF"
0;176.270891
1;174.061577
2;169.990706
3;164.540161
4;154.894276
5;145.370887
6;135.426733
7;125.369411
8;117.630582
9;109.165609
10;101.697284
11;94.426037
12;87.426819
13;80.937912
14;74.897879
15;69.318070
16;64.135327
17;59.409967
18;54.953140
19;50.840769
20;47.045740
21;43.512943
22;40.306974
23;37.388142
24;34.696562
25;32.208134
26;29.853192
27;27.695195
28;25.721787
29;23.923917
30;22.297268
31;20.824393
32;19.493270
33;18.294199
34;17.208970
35;16.226527
36;15.303049
37;14.504187
38;13.747070
39;13.030729
40;12.340012
41;11.717850
42;11.126723
43;10.546650
44;10.036115
45;9.547112
46;9.084375
47;8.648663
48;8.231289
49;7.888909
50;7.632427
51;7.320315
52;7.040148
53;6.847346
54;6.612058
55;6.402533
56;6.216460
57;6.041297
58;5.934633
59;5.789364
60;5.654452
61;5.529406
62;5.421559
63;5.353191
64;5.277619
65;5.200092
66;5.118844
67;5.043767
68;4.976214
69;4.935263
70;4.888893
71;4.850335
72;4.804921
73;4.773822
74;4.758013
75;4.738137
76;4.759161
77;4.741648
78;4.732104
79;4.711741
80;4.693881
81;4.701858
82;4.706342
83;4.706042
84;4.688847
85;4.676397
86;4.650997
87;4.650768
88;4.641844
89;4.627398
90;4.626451
91;4.619861
92;4.623035
93;4.606727
94;4.617263
95;4.616065
96;4.602467
97;4.614624
98;4.622608
99;4.620325
100;4.613383
101;4.599176
102;4.581748
103;4.566079
104;4.558521
105;4.541549
106;4.529635
107;4.530816
108;4.525347
109;4.531824
110;4.559307
111;4.569602
112;4.572174
113;4.590470
114;4.605798
115;4.610909
116;4.605544
117;4.602479
118;4.607642
119;4.598926
120;4.632780
121;4.665331
122;4.638069
123;4.606151
124;4.593852
125;4.587727
126;4.594663
127;4.570962
128;4.546212
129;4.530240
130;4.521804
131;4.509062
132;4.506104
133;4.520994
134;4.516354
135;4.508966
136;4.506283
137;4.504041
138;4.530346
139;4.522078
140;4.530683
141;4.524557
142;4.516419
143;4.500663
144;4.515322
145;4.526907
146;4.536603
147;4.544244
148;4.554977
149;4.563366
150;4.570256
151;4.571024
152;4.581199
153;4.582756
154;4.579530
155;4.577433
156;4.577528
157;4.587692
158;4.589796
159;4.587830
160;4.590759
161;4.613246
162;4.608696
163;4.602612
164;4.595886
165;4.611891
166;4.632843
167;4.631071
168;4.614888
169;4.606465
170;4.596778
171;4.591864
172;4.585996
173;4.568682
174;4.579943
175;4.571583
176;4.578146
177;4.596368
178;4.583166
179;4.570144
180;4.571524
181;4.562591
182;4.548731
183;4.550929
184;4.552322
185;4.552931
186;4.556399
187;4.548575
188;4.543057
189;4.553863
190;4.550982
191;4.551986
192;4.554320
193;4.573736
194;4.563615
195;4.578573
196;4.568009
197;4.560353
