Epoche;Durchschnitt
Fehler;-
0;1
0;7116B1
0;133.197020
1;129.865180
2;124.447541
3;118.042050
4;111.723171
5;105.334888
6;98.505552
7;91.353466
8;83.813101
9;76.873458
10;70.567242
11;64.826236
12;59.616441
13;54.460958
14;49.807623
15;45.569608
16;41.740782
17;38.270996
18;35.111739
19;32.248698
20;29.658607
21;27.314523
22;25.194840
23;23.274452
24;21.535886
25;19.961066
26;18.538054
27;17.253180
28;16.083825
29;15.026904
30;14.071316
31;13.209500
32;12.427467
33;11.722320
34;11.081986
35;10.502101
36;9.975764
37;9.495624
38;9.057865
39;8.658258
40;8.289812
41;7.951860
42;7.643994
43;7.359680
44;7.098841
45;6.858841
46;6.639798
47;6.438493
48;6.255250
49;6.088709
50;5.936710
51;5.797438
52;5.670383
53;5.554819
54;5.449373
55;5.353165
56;5.265181
57;5.185021
58;5.112436
59;5.045838
60;4.985258
61;4.930005
62;4.879832
63;4.834406
64;4.793220
65;4.755768
66;4.721950
67;4.691496
68;4.663993
69;4.639230
70;4.616855
71;4.596681
72;4.578446
73;4.561952
74;4.547044
75;4.533531
76;4.521370
77;4.510410
78;4.500461
79;4.491507
80;4.483343
81;4.475872
82;4.469149
83;4.463016
84;4.457434
85;4.452258
86;4.447520
87;4.443235
88;4.439379
89;4.435872
90;4.432678
91;4.429804
92;4.427146
93;4.424755
94;4.422602
95;4.420568
96;4.418672
97;4.416947
98;4.415395
99;4.413998
100;4.412680
101;4.411493
102;4.410425
103;4.409464
104;4.408585
105;4.407765
106;4.406985
107;4.406238
108;4.405348
109;4.404547
110;4.403810
111;4.403121
112;4.402481
113;4.401901
114;4.401374
115;4.400779
116;4.400237
117;4.399654
118;4.399129
119;4.398656
120;4.398231
121;4.397772
122;4.397304
123;4.396884
124;4.396483
125;4.396003
126;4.395571
127;4.395182
128;4.394832
129;4.394517
130;4.394224
131;4.393960
132;4.393716
133;4.393497
134;4.393247
135;4.392964
136;4.392709
137;4.392461
138;4.392237
139;4.392035
140;4.391854
141;4.391690
142;4.391543
143;4.391391
144;4.391254
145;4.391130
146;4.390989
147;4.390833
148;4.390650
149;4.390486
150;4.390338
151;4.390183
152;4.390043
153;4.389841
154;4.389660
155;4.389425
156;4.389210
157;4.389017
158;4.388820
159;4.388552
160;4.388304
161;4.388059
162;4.387839
163;4.387576
164;4.387339
165;4.387008
166;4.386645
167;4.386315
168;4.386018
169;4.385693
170;4.385400
171;4.385136
172;4.384855
173;4.384602
174;4.384370
175;4.384160
176;4.383972
177;4.383802
178;4.383650
179;4.383500
180;4.383365
181;4.383204
182;4.383050
183;4.382904
184;4.382755
185;4.382621
186;4.382405
187;4.382211
188;4.382036
189;4.381845
190;4.381673
191;4.381471
192;4.381289
193;4.381085
194;4.380901
195;4.380735
196;4.380586
197;4.380452
