Zeit [s];i;j;k;l;m;n;o;p;w;ds;e;g
Winkel [rad];-;--;-;--;-;--;-;--;-;--;-;--
0;1;1;1;1;1;1;1;1;1;1;1;1
0;00bbae;00bbae;00c9a0;00cab8;00d791;00d791;00e47d;00e47d;00f165;00f165;1bfe3f;1bfe3f
5.95;-1.36454216;0.587477826;-2.714539755;0.051836279;-4.071809633;-2.671924552;-5.42907951;-5.969026042;-6.786349388;-9.098052325;-8.143619265;-13.39732187
5.96;-1.350023724;0.590619419;-2.685658441;0.078539816;-4.028487662;-2.591813939;-5.371316882;-5.906194189;-6.714146103;-8.944114285;-8.056975324;-13.3015033
5.97;-1.335660253;0.595331808;-2.657083637;0.125663706;-3.985625456;-2.550973235;-5.314167274;-5.796238446;-6.642709093;-8.871857654;-7.971250911;-13.19783074
5.98;-1.321448395;0.600044197;-2.628809053;0.172787596;-3.943213579;-2.51013253;-5.257618105;-5.686282703;-6.572022631;-8.799601023;-7.886427158;-13.09415818
5.99;-1.307385216;0.601614993;-2.600829259;0.193207948;-3.901243888;-2.477145807;-5.201658517;-5.636017221;-6.502073146;-8.735198373;-7.802487776;-12.91194581
6;-1.29346822;0.603185789;-2.573139679;0.2136283;-3.859709518;-2.444159084;-5.146279357;-5.585751738;-6.432849197;-8.670795724;-7.719419036;-12.72973343
6.01;-1.279695322;0.606327382;-2.545736532;0.232477856;-3.818604798;-2.408030769;-5.091473064;-5.540198645;-6.364341329;-8.601680686;-7.637209595;-12.64648123
6.02;-1.266064817;0.609468975;-2.518616737;0.251327412;-3.777925106;-2.371902453;-5.037233475;-5.494645551;-6.296541843;-8.532565647;-7.555850212;-12.56322902
6.03;-1.252575321;0.611039771;-2.491777795;0.270176968;-3.737666693;-2.3090706;-4.98355559;-5.445950865;-6.229444488;-8.408472737;-7.475333385;-12.48940159
6.04;-1.239225705;0.612610567;-2.465217652;0.289026524;-3.697826479;-2.246238747;-4.930435305;-5.397256179;-6.163044131;-8.284379828;-7.395652957;-12.41557417
6.05;-1.226015034;0.617322956;-2.438934568;0.32515484;-3.658401851;-2.213252024;-4.877869135;-5.314003974;-6.097336419;-8.229401956;-7.316803703;-12.33389276
6.06;-1.212942491;0.622035345;-2.412926981;0.361283155;-3.619390471;-2.180265302;-4.825853962;-5.230751768;-6.032317452;-8.174424085;-7.238780943;-12.25221135
6.07;-1.200007323;0.623606142;-2.387193398;0.380132711;-3.580790097;-2.150420171;-4.774386795;-5.183627878;-5.967983494;-8.122587806;-7.161580193;-12.10769809
6.08;-1.187208781;0.625176938;-2.361732289;0.398982267;-3.542598434;-2.120575041;-4.723464579;-5.136503989;-5.904330723;-8.070751527;-7.085196868;-11.96318482
6.09;-1.174546079;0.625176938;-2.336542016;0.416261027;-3.504813025;-2.087588318;-4.673084033;-5.095663284;-5.841355041;-8.012632063;-7.009626049;-11.89092819
6.1;-1.162018358;0.625176938;-2.311620773;0.433539786;-3.46743116;-2.054601595;-4.623241546;-5.05482258;-5.779051933;-7.954512599;-6.934862319;-11.81867156
6.11;-1.149624669;0.626747734;-2.286966554;0.452389342;-3.430449831;-1.993340539;-4.573933108;-4.971570374;-5.717416384;-7.846127652;-6.860899661;-11.75112732
6.12;-1.137363954;0.628318531;-2.262577139;0.471238898;-3.393865709;-1.932079482;-4.525154278;-4.888318169;-5.656442848;-7.737742706;-6.787731417;-11.68358308
6.13;-1.125235051;0.626747734;-2.238450101;0.510508806;-3.357675151;-1.892809574;-4.476900201;-4.834911094;-5.596125252;-7.679623242;-6.715350302;-11.53906982
6.14;-1.113236697;0.625176938;-2.214582818;0.549778714;-3.321874227;-1.853539666;-4.429165637;-4.781504019;-5.536457046;-7.621503778;-6.643748455;-11.39455655
6.15;-1.101367537;0.625176938;-2.19097251;0.570199067;-3.286458764;-1.823694535;-4.381945019;-4.732809333;-5.477431274;-7.56495511;-6.572917529;-11.31130435
6.16;-1.089626145;0.625176938;-2.167616264;0.590619419;-3.251424397;-1.793849405;-4.335232529;-4.684114647;-5.419040661;-7.508406442;-6.502848793;-11.22805214
6.17;-1.078011042;0.623606142;-2.144511085;0.609468975;-3.216766628;-1.754579497;-4.28902217;-4.636990757;-5.361277713;-7.389025921;-6.433533256;-11.14165835
6.18;-1.066520712;0.622035345;-2.121653925;0.628318531;-3.182480888;-1.715309589;-4.24330785;-4.589866867;-5.304134813;-7.2696454;-6.364961776;-11.05526455
6.19;-1.055153627;0.620464549;-2.099041727;0.648738883;-3.14856259;-1.652477736;-4.198083454;-4.489335902;-5.247604317;-7.200530362;-6.297125181;-10.98300792
6.2;-1.04390826;0.618893753;-2.076671455;0.669159235;-3.115007183;-1.589645883;-4.15334291;-4.388804937;-5.191678638;-7.131415324;-6.230014365;-10.91075129
6.21;-1.032783106;0.617322956;-2.054540124;0.706858347;-3.081810186;-1.553517567;-4.109080248;-4.333827066;-5.13635031;-7.071725063;-6.163620372;-10.74581767
6.22;-1.021776687;0.61575216;-2.032644821;0.744557459;-3.048967231;-1.517389252;-4.065289641;-4.278849194;-5.081612051;-7.012034803;-6.097934462;-10.58088406
6.23;-1.010887567;0.61575216;-2.010982718;0.761836218;-3.016474077;-1.487544121;-4.021965436;-4.230154508;-5.027456795;-6.946061357;-6.032948153;-10.48977787
6.24;-1.000114356;0.61575216;-1.989551085;0.779114978;-2.984326627;-1.457698991;-3.979102169;-4.181459822;-4.973877712;-6.880087911;-5.968653254;-10.39867168
6.25;-0.989455714;0.614181364;-1.968347288;0.794822941;-2.952520933;-1.426283065;-3.936694577;-4.128052747;-4.920868221;-6.755995002;-5.905041865;-10.31856107
6.26;-0.978910349;0.612610567;-1.947368793;0.810530905;-2.921053189;-1.394867138;-3.894737585;-4.074645672;-4.868421981;-6.631902092;-5.842106378;-10.23845046
6.27;-0.968477015;0.612610567;-1.926613151;0.826238868;-2.889919727;-1.343030859;-3.853226302;-3.983539485;-4.816532878;-6.565928646;-5.779839453;-10.14891507
6.28;-0.95815451;0.612610567;-1.906077999;0.841946831;-2.859116998;-1.291194581;-3.812155998;-3.892433298;-4.765194997;-6.4999552;-5.718233996;-10.05937968
6.29;-0.947941671;0.612610567;-1.885761041;0.870221165;-2.828641561;-1.264491043;-3.771522081;-3.845309408;-4.714402602;-6.444977329;-5.657283122;-9.905441637
6.3;-0.937837366;0.612610567;-1.86566004;0.898495499;-2.79849006;-1.237787506;-3.73132008;-3.798185518;-4.6641501;-6.389999457;-5.59698012;-9.751503597
6.31;-0.927840488;0.614181364;-1.845772806;0.912632666;-2.768659209;-1.214225561;-3.691545612;-3.757344814;-4.614432014;-6.328738401;-5.537318417;-9.671392984
6.32;-0.917949952;0.61575216;-1.826097182;0.926769833;-2.739145774;-1.190663616;-3.652194365;-3.716504109;-4.565242956;-6.267477344;-5.478291547;-9.591282371
6.33;-0.908164687;0.61575216;-1.806631039;0.939336203;-2.709946558;-1.162389282;-3.613262078;-3.680375794;-4.516577597;-6.165375583;-5.419893116;-9.523738129
6.34;-0.898483632;0.61575216;-1.787372261;0.951902574;-2.681058391;-1.134114948;-3.574744522;-3.644247478;-4.468430652;-6.063273821;-5.362116782;-9.456193887
6.35;-0.888905734;0.61575216;-1.768318744;0.966039741;-2.652478116;-1.086991058;-3.536637488;-3.606548366;-4.42079686;-6.006725154;-5.304956232;-9.388649645
6.36;-0.879429941;0.61575216;-1.74946839;0.980176908;-2.624202585;-1.039867168;-3.49893678;-3.568849254;-4.373670975;-5.950176486;-5.24840517;-9.321105403
6.37;-0.870055205;0.61575216;-1.730819103;1.006880445;-2.596228654;-1.01787602;-3.461638206;-3.493451031;-4.327047757;-5.909335781;-5.192457309;-9.190729308
6.38;-0.860780479;0.61575216;-1.712368789;1.033583983;-2.568553183;-0.995884871;-3.424737577;-3.418052807;-4.280921971;-5.868495077;-5.137106366;-9.060353213
6.39;-0.851604716;0.61575216;-1.694115356;1.044579557;-2.541173033;-0.973893723;-3.388230711;-3.381924492;-4.235288389;-5.818229594;-5.082346067;-8.994379767
6.4;-0.842526872;0.61575216;-1.676056716;1.055575132;-2.514085075;-0.951902574;-3.352113433;-3.345796176;-4.190141791;-5.767964112;-5.028170149;-8.928406322
6.41;-0.833545904;0.61575216;-1.65819079;1.069712299;-2.487286185;-0.926769833;-3.31638158;-3.311238657;-4.145476974;-5.672145536;-4.974572369;-8.868716061
6.42;-0.824660773;0.61575216;-1.640515504;1.083849465;-2.460773256;-0.901637092;-3.281031007;-3.276681138;-4.101288759;-5.57632696;-4.921546511;-8.809025801
6.43;-0.815870446;0.61575216;-1.623028799;1.108982207;-2.434543198;-0.854513202;-3.246057598;-3.199712118;-4.057571997;-5.530773867;-4.869086397;-8.738339966
6.44;-0.807173898;0.61575216;-1.605728632;1.134114948;-2.408592948;-0.807389312;-3.211457264;-3.122743098;-4.01432158;-5.485220773;-4.817185896;-8.667654131
6.45;-0.79857011;0.61575216;-1.588612978;1.148252115;-2.382919468;-0.783827367;-3.177225957;-3.081902393;-3.971532446;-5.43966768;-4.765838935;-8.545132018
6.46;-0.790058077;0.61575216;-1.571679834;1.162389282;-2.357519751;-0.760265422;-3.143359669;-3.041061689;-3.929199586;-5.394114586;-4.715039503;-8.422609904
6.47;-0.781636801;0.61575216;-1.55492722;1.173384856;-2.33239083;-0.738274274;-3.10985444;-3.000220984;-3.88731805;-5.290442029;-4.66478166;-8.350353273
6.48;-0.7733053;0.61575216;-1.53835318;1.18438043;-2.30752977;-0.716283125;-3.076706361;-2.95938028;-3.845882951;-5.186769471;-4.615059541;-8.278096642
6.49;-0.765062601;0.61575216;-1.521955786;1.193805208;-2.282933679;-0.694291976;-3.043911573;-2.920110372;-3.804889466;-5.130220803;-4.565867359;-8.213693993
6.5;-0.756907747;0.61575216;-1.505733135;1.203229986;-2.258599703;-0.672300828;-3.01146627;-2.880840463;-3.764332838;-5.073672136;-4.517199405;-8.149291343
6.51;-0.748839793;0.61575216;-1.48968335;1.222079542;-2.234525026;-0.631460123;-2.979366701;-2.838428963;-3.724208376;-5.02026506;-4.469050051;-8.072322323
6.52;-0.740857808;0.61575216;-1.473804582;1.240929098;-2.210706872;-0.590619419;-2.947609163;-2.796017462;-3.684511454;-4.966857985;-4.421413745;-7.995353303
6.53;-0.732960872;0.61575216;-1.458095003;1.250353876;-2.187142505;-0.571769863;-2.916190006;-2.715906849;-3.645237508;-4.91345091;-4.374285009;-7.85555243
6.54;-0.72514808;0.61575216;-1.442552813;1.259778654;-2.16382922;-0.552920307;-2.885105627;-2.635796236;-3.606382034;-4.860043835;-4.32765844;-7.715751557
6.55;-0.717418535;0.61575216;-1.427176234;1.267632636;-2.140764351;-0.534070751;-2.854352468;-2.596526328;-3.567940585;-4.805065964;-4.281528702;-7.637211741
6.56;-0.709771354;0.61575216;-1.411963508;1.275486617;-2.117945262;-0.515221195;-2.823927016;-2.55725642;-3.52990877;-4.750088092;-4.235890523;-7.558671925
6.57;-0.702205664;0.61575216;-1.396912898;1.284911395;-2.095369347;-0.496371639;-2.793825797;-2.522698901;-3.492282246;-4.641703146;-4.190738695;-7.491127682
6.58;-0.694720601;0.61575216;-1.382022688;1.294336173;-2.073034032;-0.477522083;-2.764045376;-2.488141382;-3.45505672;-4.533318199;-4.146068064;-7.42358344
6.59;-0.687315312;0.61575216;-1.367291178;1.310044137;-2.050936767;-0.442964564;-2.734582356;-2.419026343;-3.418227945;-4.492477495;-4.101873534;-7.349756013
6.6;-0.679988951;0.61575216;-1.352716687;1.3257521;-2.029075031;-0.408407045;-2.705433374;-2.349911305;-3.381791718;-4.45163679;-4.058150061;-7.275928586
6.61;-0.672740682;0.61575216;-1.33829755;1.333606081;-2.007446325;-0.392699082;-2.6765951;-2.315353786;-3.345743875;-4.396658919;-4.01489265;-7.147123287
6.62;-0.665569676;0.61575216;-1.324032118;1.341460063;-1.986048177;-0.376991118;-2.648064236;-2.280796267;-3.310080295;-4.341681047;-3.972096354;-7.018317988
6.63;-0.658475114;0.61575216;-1.309918759;1.349314045;-1.964878138;-0.361283155;-2.619837517;-2.250951136;-3.274796897;-4.256858046;-3.929756276;-6.953915339
6.64;-0.651456182;0.61575216;-1.295955855;1.357168026;-1.943933782;-0.345575192;-2.59191171;-2.221106006;-3.239889637;-4.172035044;-3.887867564;-6.889512689
6.65;-0.644512077;0.61575216;-1.282141805;1.365022008;-1.923212707;-0.328296432;-2.564283609;-2.188119283;-3.205354511;-4.129623543;-3.846425414;-6.832964022
6.66;-0.637642;0.61575216;-1.268475022;1.37287599;-1.902712533;-0.311017673;-2.536950044;-2.15513256;-3.171187555;-4.087212042;-3.805425066;-6.776415354
6.67;-0.630845163;0.61575216;-1.254953937;1.38544236;-1.882430905;-0.279601746;-2.509907874;-2.098583893;-3.137384842;-4.046371338;-3.76486181;-6.715154297
6.68;-0.624120785;0.61575216;-1.241576994;1.398008731;-1.862365491;-0.24818582;-2.483153988;-2.042035225;-3.103942485;-4.005530633;-3.724730982;-6.65389324
6.69;-0.617468092;0.61575216;-1.228342654;1.404291916;-1.842513982;-0.232477856;-2.456685309;-2.010619298;-3.070856636;-3.963119133;-3.685027963;-6.54707909
6.7;-0.610886319;0.61575216;-1.215249395;1.410575101;-1.822874093;-0.216769893;-2.430498791;-1.979203372;-3.038123488;-3.920707632;-3.645748186;-6.44026494
6.71;-0.604374707;0.61575216;-1.20229571;1.41528749;-1.803443564;-0.202632726;-2.404591419;-1.950929038;-3.005739274;-3.842167815;-3.606887129;-6.382145476
6.72;-0.597932509;0.61575216;-1.189480106;1.419999879;-1.784220159;-0.188495559;-2.378960213;-1.922654704;-2.973700266;-3.763627999;-3.568440319;-6.324026012
6.73;-0.591558981;0.61575216;-1.176801111;1.424712268;-1.765201666;-0.158650429;-2.353602221;-1.891238777;-2.942002777;-3.719645702;-3.530403332;-6.272189733
6.74;-0.585253392;0.61575216;-1.164257264;1.429424657;-1.746385896;-0.128805299;-2.328514528;-1.859822851;-2.91064316;-3.675663405;-3.492771792;-6.220353454
6.75;-0.579015015;0.61575216;-1.151847124;1.435707843;-1.727770686;-0.114668132;-2.303694248;-1.801703387;-2.87961781;-3.637964293;-3.455541371;-6.16223399
6.76;-0.572843132;0.61575216;-1.139569263;1.441991028;-1.709353895;-0.100530965;-2.279138526;-1.743583923;-2.848923158;-3.600265181;-3.418707789;-6.104114526
6.77;-0.566737036;0.61575216;-1.127422271;1.445132621;-1.691133406;-0.086393798;-2.254844541;-1.7105972;-2.818555676;-3.554712088;-3.382266812;-5.995729579
6.78;-0.560696024;0.61575216;-1.115404751;1.448274213;-1.673107127;-0.072256631;-2.230809502;-1.677610477;-2.788511878;-3.509158994;-3.346214253;-5.887344633
6.79;-0.554719402;0.61575216;-1.103515324;1.451415806;-1.655272986;-0.05969026;-2.207030648;-1.650906939;-2.75878831;-3.427477585;-3.310545972;-5.833937558
6.8;-0.548806483;0.61575216;-1.091752625;1.454557399;-1.637628937;-0.04712389;-2.18350525;-1.624203402;-2.729381562;-3.345796176;-3.275257874;-5.780530483
6.81;-0.54295659;0.61575216;-1.080115303;1.457698991;-1.620172954;-0.021991149;-2.160230605;-1.594358272;-2.700288257;-3.300243083;-3.240345908;-5.727123407
6.82;-0.53716905;0.61575216;-1.068602022;1.460840584;-1.602903033;0.003141593;-2.137204044;-1.564513141;-2.671505055;-3.254689989;-3.205806066;-5.673716332
6.83;-0.531443199;0.61575216;-1.057211462;1.463982177;-1.585817193;0.014137167;-2.114422924;-1.512676863;-2.643028655;-3.215420081;-3.171634386;-5.557477404
6.84;-0.525778381;0.61575216;-1.045942315;1.467123769;-1.568913472;0.025132741;-2.09188463;-1.460840584;-2.614855787;-3.176150173;-3.137826944;-5.441238476
6.85;-0.520173944;0.61575216;-1.034793288;1.468694566;-1.552189931;0.036128316;-2.069586575;-1.434137046;-2.586983219;-3.132167876;-3.104379863;-5.381548216
6.86;-0.514629247;0.61575216;-1.023763101;1.470265362;-1.535644651;0.04712389;-2.047526201;-1.407433509;-2.559407751;-3.088185578;-3.071289302;-5.321857955
6.87;-0.509143652;0.61575216;-1.012850488;1.471836158;-1.519275732;0.058119464;-2.025700976;-1.383871564;-2.53212622;-3.011216558;-3.038551464;-5.265309287
6.88;-0.50371653;0.61575216;-1.002054197;1.473406955;-1.503081295;0.069115038;-2.004108394;-1.360309619;-2.505135492;-2.934247538;-3.006162591;-5.20876062
6.89;-0.498347257;0.61575216;-0.991372988;1.474977751;-1.487059482;0.089535391;-1.982745976;-1.335176878;-2.47843247;-2.896548427;-2.974118964;-5.158495137
6.9;-0.493035219;0.61575216;-0.980805635;1.476548547;-1.471208452;0.109955743;-1.96161127;-1.310044137;-2.452014087;-2.858849315;-2.942416905;-5.108229655
6.91;-0.487779803;0.61575216;-0.970350924;1.476548547;-1.455526386;0.119380521;-1.940701848;-1.266061839;-2.42587731;-2.825862592;-2.911052772;-5.006127893
6.92;-0.482580408;0.61575216;-0.960007655;1.476548547;-1.440011482;0.128805299;-1.92001531;-1.222079542;-2.400019137;-2.792875869;-2.880022965;-4.904026132
6.93;-0.477436435;0.61575216;-0.949774639;1.474977751;-1.424661959;0.138230077;-1.899549279;-1.196946801;-2.374436599;-2.755176757;-2.849323918;-4.850619057
6.94;-0.472347294;0.61575216;-0.939650702;1.473406955;-1.409476053;0.147654855;-1.879301404;-1.17181406;-2.349126755;-2.717477645;-2.818952106;-4.797211982
6.95;-0.467312401;0.61575216;-0.92963468;1.473406955;-1.39445202;0.157079633;-1.85926936;-1.151393708;-2.324086701;-2.6515042;-2.788904041;-4.7469465
6.96;-0.462331176;0.61575216;-0.919725423;1.473406955;-1.379588135;0.166504411;-1.839450846;-1.130973355;-2.299313558;-2.585530754;-2.759176269;-4.696681017
6.97;-0.457403049;0.61575216;-0.909921792;1.471836158;-1.364882688;0.186924763;-1.819843585;-1.10741141;-2.274804481;-2.552544031;-2.729765377;-4.655840313
6.98;-0.452527452;0.61575216;-0.900222662;1.470265362;-1.350333993;0.207345115;-1.800445324;-1.083849465;-2.250556655;-2.519557308;-2.700667986;-4.614999608
6.99;-0.447703825;0.61575216;-0.890626918;1.467123769;-1.335940376;0.215199097;-1.781253835;-1.043008761;-2.226567294;-2.489712178;-2.671880753;-4.523893421
7;-0.442931616;0.61575216;-0.881133457;1.463982177;-1.321700186;0.223053078;-1.762266914;-1.002168056;-2.202833643;-2.459867048;-2.643400371;-4.432787234
7.01;-0.438210274;0.61575216;-0.87174119;1.463982177;-1.307611785;0.232477856;-1.74348238;-0.980176908;-2.179352975;-2.395464398;-2.61522357;-4.382521752
7.02;-0.433539259;0.61575216;-0.862449038;1.463982177;-1.293673557;0.241902634;-1.724898075;-0.958185759;-2.156122594;-2.331061749;-2.587347113;-4.332256269
7.03;-0.428918033;0.61575216;-0.853255933;1.463982177;-1.279883899;0.249756616;-1.706511866;-0.939336203;-2.133139832;-2.29650423;-2.559767798;-4.291415565
7.04;-0.424346066;0.61575216;-0.844160819;1.463982177;-1.266241229;0.257610598;-1.688321639;-0.920486648;-2.110402049;-2.261946711;-2.532482458;-4.25057486
7.05;-0.419822833;0.61575216;-0.835162653;1.463982177;-1.25274398;0.273318561;-1.670325307;-0.898495499;-2.087906633;-2.230530784;-2.50548796;-4.208163359
7.06;-0.415347813;0.61575216;-0.826260401;1.463982177;-1.239390601;0.289026524;-1.652520802;-0.87650435;-2.065651002;-2.199114858;-2.478781202;-4.165751859
7.07;-0.410920495;0.61575216;-0.81745304;1.463982177;-1.226179559;0.295309709;-1.634906079;-0.840376035;-2.043632599;-2.169269727;-2.452359119;-4.074645672
7.08;-0.406540368;0.61575216;-0.808739559;1.463982177;-1.213109338;0.301592895;-1.617479117;-0.804247719;-2.021848896;-2.139424597;-2.426218676;-3.983539485
7.09;-0.40220693;0.61575216;-0.800118957;1.463982177;-1.200178435;0.30787608;-1.600237914;-0.78696896;-2.000297392;-2.07816354;-2.400356871;-3.931703206
7.1;-0.397919684;0.61575216;-0.791590245;1.463982177;-1.187385367;0.314159265;-1.583180489;-0.7696902;-1.978975611;-2.016902484;-2.374770734;-3.879866927
7.11;-0.393678136;0.61575216;-0.783152442;1.463982177;-1.174728663;0.320442451;-1.566304885;-0.752411441;-1.957881106;-1.987057353;-2.349457327;-3.837455426
7.12;-0.389481801;0.61575216;-0.774804581;1.463982177;-1.162206872;0.326725636;-1.549609162;-0.735132681;-1.937011453;-1.957212223;-2.324413743;-3.795043926
7.13;-0.385330195;0.61575216;-0.766545702;1.463982177;-1.149818554;0.339292007;-1.533091405;-0.702145958;-1.916364256;-1.928937889;-2.299637107;-3.751061628
7.14;-0.381222843;0.61575216;-0.758374858;1.463982177;-1.137562286;0.351858377;-1.516749715;-0.669159235;-1.895937144;-1.900663555;-2.275124573;-3.707079331
7.15;-0.377159272;0.61575216;-0.750291109;1.463982177;-1.125436663;0.356570766;-1.500582217;-0.653451272;-1.875727771;-1.870818425;-2.250873326;-3.614402348
7.16;-0.373139017;0.61575216;-0.742293527;1.463982177;-1.11344029;0.361283155;-1.484587053;-0.637743309;-1.855733817;-1.840973295;-2.22688058;-3.521725365
7.17;-0.369161614;0.61575216;-0.734381194;1.463982177;-1.10157179;0.365995544;-1.468762387;-0.622035345;-1.835952984;-1.78756622;-2.203143581;-3.473030679
7.18;-0.365226608;0.61575216;-0.726553201;1.463982177;-1.089829801;0.370707933;-1.453106401;-0.606327382;-1.816383002;-1.734159145;-2.179659602;-3.424335992
7.19;-0.361333546;0.61575216;-0.718808649;1.463982177;-1.078212973;0.375420322;-1.437617298;-0.592190215;-1.797021622;-1.705884811;-2.156425946;-3.383495288
7.2;-0.357481982;0.61575216;-0.711146649;1.463982177;-1.066719973;0.380132711;-1.422293297;-0.578053048;-1.777866622;-1.677610477;-2.133439946;-3.342654583
7.21;-0.353671473;0.61575216;-0.70356632;1.463982177;-1.05534948;0.389557489;-1.40713264;-0.562345085;-1.7589158;-1.654048532;-2.11069896;-3.295530694
7.22;-0.349901581;0.61575216;-0.696066793;1.463982177;-1.044100189;0.398982267;-1.392133585;-0.546637122;-1.740166982;-1.630486587;-2.088200378;-3.248406804
7.23;-0.346171873;0.61575216;-0.688647205;1.463982177;-1.032970808;0.403694656;-1.37729441;-0.518362788;-1.721618013;-1.605353846;-2.065941615;-3.166725395
7.24;-0.342481922;0.61575216;-0.681306705;1.463982177;-1.021960058;0.408407045;-1.36261341;-0.490088454;-1.703266763;-1.580221105;-2.043920116;-3.085043986
7.25;-0.338831303;0.61575216;-0.67404445;1.463982177;-1.011066675;0.411548638;-1.3480889;-0.475951287;-1.685111125;-1.533097215;-2.02213335;-3.042632485
7.26;-0.335219597;0.61575216;-0.666859605;1.463982177;-1.000289408;0.41469023;-1.33371921;-0.46181412;-1.667149013;-1.485973325;-2.000578816;-3.000220984
7.27;-0.33164639;0.61575216;-0.659751346;1.463982177;-0.989627019;0.420973416;-1.319502692;-0.449247749;-1.649378365;-1.459269788;-1.979254038;-2.962521872
7.28;-0.32811127;0.61575216;-0.652718856;1.463982177;-0.979078284;0.427256601;-1.305437711;-0.436681379;-1.631797139;-1.43256625;-1.958156567;-2.92482276
7.29;-0.324613832;0.61575216;-0.645761327;1.463982177;-0.96864199;0.430398194;-1.291522654;-0.422544212;-1.614403317;-1.409004305;-1.937283981;-2.883982056
7.3;-0.321153675;0.61575216;-0.63887796;1.463982177;-0.958316941;0.433539786;-1.277755921;-0.408407045;-1.597194901;-1.38544236;-1.916633881;-2.843141351
7.31;-0.3177304;0.61575216;-0.632067966;1.463982177;-0.948101949;0.436681379;-1.264135932;-0.3848451;-1.580169915;-1.361880415;-1.896203898;-2.769313924
7.32;-0.314343615;0.61575216;-0.625330561;1.463982177;-0.937995842;0.439822972;-1.250661122;-0.361283155;-1.563326403;-1.33831847;-1.875991683;-2.695486497
7.33;-0.310992931;0.61575216;-0.618664972;1.463982177;-0.927997458;0.441393768;-1.237329944;-0.348716785;-1.546662431;-1.292765377;-1.855994917;-2.656216589
7.34;-0.307677962;0.61575216;-0.612070434;1.463982177;-0.918105651;0.442964564;-1.224140868;-0.336150414;-1.530176085;-1.247212283;-1.836211302;-2.61694668
7.35;-0.304398329;0.61575216;-0.605546189;1.463982177;-0.908319283;0.446106157;-1.211092378;-0.326725636;-1.513865472;-1.223650339;-1.816638566;-2.580818365
7.36;-0.301153655;0.61575216;-0.599091488;1.463982177;-0.898637231;0.449247749;-1.198182975;-0.317300858;-1.497728719;-1.200088394;-1.797274463;-2.544690049
7.37;-0.297943566;0.61575216;-0.592705589;1.463982177;-0.889058383;0.450818546;-1.185411178;-0.295309709;-1.481763972;-1.181238838;-1.778116767;-2.503849345
7.38;-0.294767695;0.61575216;-0.58638776;1.463982177;-0.879581639;0.452389342;-1.172775519;-0.273318561;-1.465969399;-1.162389282;-1.759163279;-2.46300864
7.39;-0.291625676;0.61575216;-0.580137274;1.463982177;-0.870205911;0.452389342;-1.160274548;-0.262322987;-1.450343185;-1.138827337;-1.740411822;-2.390752009
7.4;-0.28851715;0.61575216;-0.573953414;1.463982177;-0.860930121;0.452389342;-1.147906828;-0.251327412;-1.434883535;-1.115265392;-1.721860242;-2.318495378
7.41;-0.285441757;0.61575216;-0.56783547;1.463982177;-0.851753205;0.453960138;-1.13567094;-0.241902634;-1.419588675;-1.071283095;-1.70350641;-2.276083878
7.42;-0.282399147;0.61575216;-0.561782739;1.463982177;-0.842674108;0.455530935;-1.123565477;-0.232477856;-1.404456847;-1.027300798;-1.685348216;-2.233672377
7.43;-0.279388968;0.61575216;-0.555794525;1.463982177;-0.833691788;0.455530935;-1.111589051;-0.224623875;-1.389486314;-1.006880445;-1.667383576;-2.200685654
7.44;-0.276410876;0.61575216;-0.549870142;1.463982177;-0.824805214;0.455530935;-1.099740285;-0.216769893;-1.374675356;-0.986460093;-1.649610427;-2.167698931
7.45;-0.273464529;0.61575216;-0.544008909;1.463982177;-0.816013364;0.455530935;-1.088017818;-0.199491134;-1.360022273;-0.967610537;-1.632026727;-2.126858226
7.46;-0.270549587;0.61575216;-0.538210153;1.463982177;-0.807315229;0.455530935;-1.076420305;-0.182212374;-1.345525381;-0.948760981;-1.614630458;-2.086017522
7.47;-0.267665717;0.61575216;-0.532473207;1.463982177;-0.79870981;0.455530935;-1.064946413;-0.172787596;-1.331183017;-0.928340629;-1.59741962;-2.015331687
7.48;-0.264812586;0.61575216;-0.526797413;1.463982177;-0.790196119;0.455530935;-1.053594826;-0.163362818;-1.316993532;-0.907920277;-1.580392238;-1.944645853
7.49;-0.261989868;0.61575216;-0.521182119;1.463982177;-0.781773178;0.453960138;-1.042364238;-0.157079633;-1.302955297;-0.870221165;-1.563546356;-1.906946741
7.5;-0.259197238;0.61575216;-0.51562668;1.463982177;-0.77344002;0.452389342;-1.03125336;-0.150796447;-1.2890667;-0.832522053;-1.54688004;-1.869247629
7.51;-0.256434376;0.61575216;-0.510130458;1.463982177;-0.765195687;0.452389342;-1.020260917;-0.141371669;-1.275326146;-0.813672497;-1.530391375;-1.836260906
7.52;-0.253700964;0.61575216;-0.504692822;1.463982177;-0.757039234;0.452389342;-1.009385645;-0.131946891;-1.261732056;-0.794822941;-1.514078467;-1.803274183
7.53;-0.250996688;0.61575216;-0.499313148;1.463982177;-0.748969722;0.450818546;-0.998626296;-0.117809725;-1.24828287;-0.779114978;-1.497939444;-1.767145868
7.54;-0.248321238;0.61575216;-0.493990817;1.463982177;-0.740986226;0.449247749;-0.987981634;-0.103672558;-1.234977043;-0.763407015;-1.481972452;-1.731017552
7.55;-0.245674307;0.61575216;-0.488725219;1.463982177;-0.733087828;0.449247749;-0.977450437;-0.097389372;-1.221813047;-0.744557459;-1.466175656;-1.666614903
