Zeit [s];i;j;k;l;m;n;o;p;w;ds;e;g
Winkel [rad];-;--;-;--;-;--;-;--;-;--;-;--
0;1;1;1;1;1;1;1;1;1;1;1;1
0;00bbae;00bbae;00c9a0;00cab8;00d791;00d791;00e47d;00e47d;00f165;00f165;1bfe3f;1bfe3f
0;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.01;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.02;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.03;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.04;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.05;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.06;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.07;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.08;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.09;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.1;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.11;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.12;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.13;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.14;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.15;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.16;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.17;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.18;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.19;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.2;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.21;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.22;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.23;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.24;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.25;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.26;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.27;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.28;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.29;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.3;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.31;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.32;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.33;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.34;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.35;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.36;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.37;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.38;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.39;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.4;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.41;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.42;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.43;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.44;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.45;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.46;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.47;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.48;0;0;0;-5.68E-14;0;0;0;5.68E-14;0;-2.84E-14;0;2.84E-14
0.486127952;0;0;-2.90E-08;-5.68E-14;-4.35E-08;0;-5.80E-08;5.68E-14;-7.26E-08;-2.84E-14;-8.71E-08;2.84E-14
0.49;0;0;-3.32E-07;-5.68E-14;-4.99E-07;0;-6.65E-07;5.68E-14;-8.31E-07;-2.84E-14;-9.97E-07;2.84E-14
0.495975904;-1.07E-07;0;-3.39E-06;-5.68E-14;-5.08E-06;0;-6.77E-06;5.68E-14;-8.47E-06;-2.84E-14;-1.02E-05;2.84E-14
0.5;-8.26E-07;0;-1.03E-05;-5.68E-14;-1.54E-05;0;-2.05E-05;5.68E-14;-2.56E-05;-2.84E-14;-3.08E-05;2.84E-14
0.51;-1.34E-05;0;-7.45E-05;-5.68E-14;-0.000111799;0;-0.000149065;5.68E-14;-0.000186331;-2.84E-14;-0.000223597;2.84E-14
0.52;-7.35E-05;0;-0.000292373;-5.68E-14;-0.000438559;0;-0.000584746;5.68E-14;-0.000730932;-2.84E-14;-0.000877118;2.84E-14
0.53;-0.000243561;0;-0.000809245;-5.68E-14;-0.001213867;0;-0.00161849;5.68E-14;-0.002023112;-2.84E-14;-0.002427735;2.84E-14
0.54;-0.000605022;0;-0.001799363;-5.68E-14;-0.002699044;0;-0.003598725;5.68E-14;-0.004498406;-2.84E-14;-0.005398088;2.84E-14
0.55;-0.001249333;0;-0.003449126;-5.68E-14;-0.00517369;-0.001570796;-0.006898253;-0.001570796;-0.008622816;-2.84E-14;-0.010347379;-0.001570796
0.56;-0.00227023;0;-0.005942682;-5.68E-14;-0.008914023;-0.003141593;-0.011885364;-0.003141593;-0.014856705;-2.84E-14;-0.017828046;-0.003141593
0.57;-0.003757137;0;-0.009450123;-5.68E-14;-0.014175184;-0.003141593;-0.018900245;-0.004712389;-0.023625307;-0.001570796;-0.028350368;-0.004712389
0.58;-0.005789984;0;-0.014118614;-5.68E-14;-0.021177921;-0.003141593;-0.028237228;-0.006283185;-0.035296535;-0.003141593;-0.042355842;-0.006283185
0.59;-0.008435514;0;-0.020066482;-0.001570796;-0.030099723;-0.006283185;-0.040132964;-0.009424778;-0.050166206;-0.006283185;-0.060199447;-0.009424778
0.6;-0.011745056;0;-0.027380126;-0.003141593;-0.04107019;-0.009424778;-0.054760253;-0.012566371;-0.068450316;-0.009424778;-0.082140379;-0.012566371
0.61;-0.015753637;-0.001570796;-0.036113451;-0.006283185;-0.054170177;-0.018849556;-0.072226902;-0.026703538;-0.090283628;-0.021991149;-0.108340353;-0.020420352
0.62;-0.020480267;-0.003141593;-0.046289423;-0.009424778;-0.069434135;-0.028274334;-0.092578847;-0.040840704;-0.115723559;-0.034557519;-0.13886827;-0.028274334
0.63;-0.025929176;-0.003141593;-0.057903289;-0.012566371;-0.086854933;-0.037699112;-0.115806578;-0.053407075;-0.144758222;-0.04712389;-0.173709867;-0.056548668
0.64;-0.032091749;-0.003141593;-0.070926959;-0.015707963;-0.106390439;-0.04712389;-0.141853919;-0.065973446;-0.177317398;-0.05969026;-0.212780878;-0.084823002
0.65;-0.03894894;-0.004712389;-0.085314098;-0.025132741;-0.127971146;-0.058119464;-0.170628195;-0.091106187;-0.213285244;-0.081681409;-0.255942293;-0.10681415
0.66;-0.046473907;-0.006283185;-0.101005463;-0.034557519;-0.151508195;-0.069115038;-0.202010926;-0.116238928;-0.252513658;-0.103672558;-0.30301639;-0.128805299
0.67;-0.054634689;-0.007853982;-0.117934142;-0.042411501;-0.176901213;-0.102101761;-0.235868285;-0.138230077;-0.294835356;-0.125663706;-0.353802427;-0.155508836
0.68;-0.063396736;-0.009424778;-0.136030356;-0.050265482;-0.204045534;-0.135088484;-0.272060712;-0.160221225;-0.34007589;-0.147654855;-0.408091068;-0.182212374
0.69;-0.072725168;-0.012566371;-0.155225623;-0.05969026;-0.232838434;-0.157079633;-0.310451246;-0.185353967;-0.388064057;-0.208915911;-0.465676868;-0.226194671
0.7;-0.082586664;-0.015707963;-0.175456127;-0.069115038;-0.263184191;-0.179070781;-0.350912254;-0.210486708;-0.438640318;-0.270176968;-0.526368381;-0.270176968
0.71;-0.092950938;-0.01727876;-0.196665223;-0.092676983;-0.294997835;-0.179070781;-0.393330447;-0.271747765;-0.491663058;-0.312588469;-0.58999567;-0.314159265
0.72;-0.103791767;-0.018849556;-0.218805068;-0.116238928;-0.328207602;-0.179070781;-0.437610136;-0.333008821;-0.54701267;-0.35499997;-0.656415203;-0.358141563
0.73;-0.115087596;-0.026703538;-0.24183743;-0.120951317;-0.362756145;-0.223053078;-0.483674861;-0.378561915;-0.604593576;-0.406836249;-0.725512291;-0.455530935
0.74;-0.126821756;-0.034557519;-0.265733774;-0.125663706;-0.398600661;-0.267035376;-0.531467548;-0.424115008;-0.664334435;-0.458672527;-0.797201322;-0.552920307
0.75;-0.138982334;-0.037699112;-0.290474727;-0.15393804;-0.43571209;-0.32515484;-0.580949453;-0.453960138;-0.726186817;-0.49165925;-0.87142418;-0.604756586
0.76;-0.151561786;-0.040840704;-0.316049083;-0.182212374;-0.474073625;-0.383274304;-0.632098166;-0.483805269;-0.790122708;-0.524645973;-0.948147249;-0.656592865
0.77;-0.164556339;-0.043982297;-0.342452476;-0.197920337;-0.513678714;-0.413119434;-0.684904952;-0.529358362;-0.85613119;-0.625176938;-1.027357429;-0.725707903
0.78;-0.177965272;-0.04712389;-0.369685863;-0.2136283;-0.554528795;-0.442964564;-0.739371726;-0.574911456;-0.924214658;-0.725707903;-1.109057589;-0.794822941
0.79;-0.191790131;-0.050265482;-0.397753947;-0.226194671;-0.596630921;-0.472809694;-0.795507894;-0.656592865;-0.994384868;-0.725707903;-1.193261842;-0.918915851
0.8;-0.206033944;-0.053407075;-0.426663648;-0.238761042;-0.639995471;-0.502654825;-0.853327295;-0.738274274;-1.066659119;-0.725707903;-1.279990943;-1.043008761
0.81;-0.220700486;-0.058119464;-0.456422702;-0.270176968;-0.684634053;-0.562345085;-0.912845404;-0.785398163;-1.141056755;-0.840376035;-1.369268106;-1.116836188
0.82;-0.23579362;-0.062831853;-0.487038466;-0.301592895;-0.730557699;-0.622035345;-0.974076932;-0.832522053;-1.217596164;-0.955044167;-1.461115397;-1.190663616
0.83;-0.251316757;-0.065973446;-0.518516951;-0.318871654;-0.777775426;-0.656592865;-1.037033901;-0.874933554;-1.296292376;-1.060287521;-1.555550852;-1.258207858
0.84;-0.267272438;-0.069115038;-0.550862116;-0.336150414;-0.826293174;-0.691150384;-1.101724233;-0.917345055;-1.377155291;-1.165530874;-1.652586349;-1.3257521
0.85;-0.283662046;-0.072256631;-0.584075421;-0.353429174;-0.876113131;-0.72256631;-1.168150841;-0.966039741;-1.460188551;-1.223650339;-1.752226262;-1.404291916
0.86;-0.300485638;-0.075398224;-0.618155607;-0.370707933;-0.92723341;-0.753982237;-1.236311214;-1.014734427;-1.545389017;-1.281769803;-1.85446682;-1.482831732
0.87;-0.3177419;-0.078539816;-0.653098704;-0.3848451;-0.979648055;-0.783827367;-1.306197407;-1.105840614;-1.632746759;-1.341460063;-1.959296111;-1.558229956
0.88;-0.335428189;-0.081681409;-0.688898198;-0.398982267;-1.033347297;-0.813672497;-1.377796396;-1.196946801;-1.722245495;-1.401150324;-2.066694594;-1.63362818
0.89;-0.353540662;-0.089535391;-0.725545343;-0.422544212;-1.088318015;-0.882787536;-1.451090687;-1.250353876;-1.813863358;-1.460840584;-2.17663603;-1.735729941
0.9;-0.372074449;-0.097389372;-0.763029557;-0.446106157;-1.144544336;-0.951902574;-1.526059114;-1.303760951;-1.907573893;-1.520530844;-2.289088672;-1.837831702
0.91;-0.391023874;-0.102101761;-0.801338871;-0.480663676;-1.202008306;-0.994314075;-1.602677741;-1.382300768;-2.003347177;-1.639911365;-2.404016612;-2.002765317
0.92;-0.410382684;-0.10681415;-0.840460392;-0.515221195;-1.260690588;-1.036725576;-1.680920784;-1.460840584;-2.10115098;-1.759291886;-2.521381176;-2.167698931
0.93;-0.430144278;-0.111526539;-0.880380751;-0.535641547;-1.320571127;-1.071283095;-1.760761503;-1.520530844;-2.200951878;-1.759291886;-2.641142254;-2.254092729
0.94;-0.450301921;-0.116238928;-0.921086506;-0.5560619;-1.381629759;-1.105840614;-1.842173012;-1.580221105;-2.302716265;-1.759291886;-2.763259517;-2.340486527
0.95;-0.470848933;-0.120951317;-0.962564483;-0.582765437;-1.443846725;-1.151393708;-1.925128966;-1.635198976;-2.406411208;-1.930508686;-2.88769345;-2.45044227
0.96;-0.491778844;-0.125663706;-1.004802055;-0.609468975;-1.507203082;-1.196946801;-2.009604109;-1.690176848;-2.512005137;-2.101725485;-3.014406164;-2.560398013
0.97;-0.513085512;-0.135088484;-1.047787333;-0.629889327;-1.571680999;-1.281769803;-2.095574665;-1.756150293;-2.619468331;-2.188119283;-3.143361998;-2.648362607
0.98;-0.534763203;-0.144513262;-1.091509293;-0.650309679;-1.637263939;-1.366592804;-2.183018586;-1.822123739;-2.728773232;-2.274513081;-3.274527879;-2.736327201
0.99;-0.55680663;-0.150796447;-1.135957498;-0.675442421;-1.703936247;-1.412145898;-2.271914995;-1.952499834;-2.839893744;-2.346769712;-3.407872493;-2.927964353
1;-0.579210147;-0.157079633;-1.181113489;-0.700575162;-1.771670234;-1.457698991;-2.362226978;-2.082875929;-2.952783723;-2.419026343;-3.543340467;-3.119601505
1.01;-0.601958399;-0.161792022;-1.226924151;-0.75712383;-1.840386227;-1.506393677;-2.453848303;-2.166128135;-3.067310378;-2.514844919;-3.680772454;-3.238982026
1.02;-0.625011786;-0.166504411;-1.273282685;-0.813672497;-1.909924027;-1.555088364;-2.546565369;-2.24938034;-3.183206711;-2.610663495;-3.819848054;-3.358362547
1.03;-0.648304081;-0.1712168;-1.320036661;-0.841946831;-1.980054991;-1.606924642;-2.640073322;-2.337344934;-3.300091652;-2.789734276;-3.960109983;-3.447897937
1.04;-0.671750569;-0.175929189;-1.367005407;-0.870221165;-2.050508111;-1.658760921;-2.734010814;-2.425309529;-3.417513518;-2.968805058;-4.101016221;-3.537433328
1.05;-0.695256666;-0.186924763;-1.413996424;-0.89378311;-2.120994637;-1.748296312;-2.827992849;-2.505420141;-3.534991061;-3.058340448;-4.241989273;-3.66466783
1.06;-0.718725655;-0.197920337;-1.4608197;-0.917345055;-2.191229551;-1.837831702;-2.921639401;-2.585530754;-3.652049251;-3.147875839;-4.382459101;-3.791902333
1.07;-0.742065215;-0.202632726;-1.507299387;-0.947190185;-2.260949081;-1.891238777;-3.014598775;-2.657787385;-3.768248468;-3.147875839;-4.521898162;-4.013384615
1.08;-0.765192552;-0.207345115;-1.553282578;-0.977035315;-2.329923868;-1.944645853;-3.106565157;-2.730044016;-3.883206446;-3.147875839;-4.659847735;-4.234866897
1.09;-0.788038038;-0.2136283;-1.598645139;-1.035154779;-2.397967708;-2.046747614;-3.197290277;-2.811725425;-3.996612847;-3.422765196;-4.795935416;-4.368384585
1.1;-0.810547415;-0.219911486;-1.643294739;-1.093274243;-2.464942109;-2.148849375;-3.286589478;-2.893406834;-4.108236848;-3.697654553;-4.929884217;-4.501902273
1.11;-0.832682653;-0.224623875;-1.687171387;-1.121548577;-2.530757081;-2.200685654;-3.374342775;-3.044203281;-4.217928469;-3.798185518;-5.061514162;-4.501902273
1.12;-0.854421656;-0.229336264;-1.730245857;-1.149822911;-2.595368786;-2.252521933;-3.460491715;-3.194999729;-4.325614643;-3.898716483;-5.190737572;-4.501902273
1.13;-0.875757021;-0.23090706;-1.772516476;-1.173384856;-2.658774714;-2.299645822;-3.545032952;-3.284535119;-4.43129119;-3.978827096;-5.317549428;-4.723384555
1.14;-0.89669411;-0.232477856;-1.814004754;-1.196946801;-2.721007131;-2.346769712;-3.628009508;-3.37407051;-4.535011885;-4.058937708;-5.442014262;-4.944866837
1.15;-0.917248647;-0.235619449;-1.854750328;-1.228362728;-2.782125492;-2.404889176;-3.709500657;-3.443185548;-4.636875821;-4.170464248;-5.564250985;-5.120796025
1.16;-0.937444099;-0.238761042;-1.894805652;-1.259778654;-2.842208479;-2.46300864;-3.789611305;-3.512300587;-4.737014131;-4.281990787;-5.684416957;-5.296725214
1.17;-0.957309018;-0.241902634;-1.934230805;-1.283340599;-2.901346208;-2.547831642;-3.868461611;-3.570420051;-4.835577013;-4.432787234;-5.802692416;-5.405110161
1.18;-0.976874531;-0.245044227;-1.973088722;-1.306902544;-2.959633083;-2.632654644;-3.946177444;-3.628539515;-4.932721805;-4.583583682;-5.919266165;-5.513495107
1.19;-0.996172101;-0.245044227;-2.011441068;-1.346172452;-3.017161603;-2.671924552;-4.022882137;-3.752632425;-5.028602671;-4.663694294;-6.034323205;-5.706703055
1.2;-1.015231653;-0.245044227;-2.049344907;-1.38544236;-3.074017361;-2.71119446;-4.098689814;-3.876725335;-5.123362268;-4.743804907;-6.148034721;-5.899911003
1.21;-1.034080118;-0.245044227;-2.08685022;-1.407433509;-3.13027533;-2.759889146;-4.17370044;-3.937986391;-5.21712555;-4.809778353;-6.26055066;-6.009866746
1.22;-1.052740413;-0.245044227;-2.123998297;-1.429424657;-3.185997446;-2.808583832;-4.247996594;-3.999247448;-5.309995743;-4.875751798;-6.371994892;-6.119822489
1.23;-1.071230846;-0.243473431;-2.160820942;-1.445132621;-3.241231414;-2.844712148;-4.321641885;-4.068362486;-5.402052356;-4.94329604;-6.482462827;-6.212499472
1.24;-1.089564907;-0.241902634;-2.1973404;-1.460840584;-3.2960106;-2.880840463;-4.3946808;-4.137477525;-5.493351;-5.010840282;-6.5920212;-6.305176456
1.25;-1.107751396;-0.238761042;-2.233569885;-1.474977751;-3.350354828;-2.918539575;-4.46713977;-4.187743007;-5.583924713;-5.100375673;-6.700709656;-6.379003883
1.26;-1.125794813;-0.235619449;-2.269514583;-1.489114918;-3.404271874;-2.956238687;-4.539029166;-4.23800849;-5.673786457;-5.189911064;-6.808543749;-6.45283131
1.27;-1.143695953;-0.234048653;-2.305172966;-1.506393677;-3.457759449;-2.98922541;-4.610345933;-4.288273972;-5.762932416;-5.306149992;-6.915518899;-6.536083516
1.28;-1.161452622;-0.232477856;-2.340538303;-1.523672437;-3.510807454;-3.022212133;-4.681076606;-4.338539455;-5.851345757;-5.42238892;-7.021614909;-6.619335721
1.29;-1.179060413;-0.23090706;-2.375600221;-1.558229956;-3.563400331;-3.110176727;-4.751200442;-4.445353605;-5.939000552;-5.488362366;-7.126800663;-6.796835706
1.3;-1.196513488;-0.229336264;-2.410346228;-1.592787475;-3.615519341;-3.198141321;-4.820692455;-4.552167755;-6.025865569;-5.554335812;-7.231038683;-6.974335691
1.31;-1.213805307;-0.227765467;-2.444763093;-1.610066235;-3.66714464;-3.234269637;-4.889526186;-4.607145626;-6.111907733;-5.639158813;-7.33428928;-7.065441878
1.32;-1.23092928;-0.226194671;-2.478838041;-1.627344995;-3.718257061;-3.270397952;-4.957676081;-4.662123498;-6.197095101;-5.723981815;-7.436514122;-7.156548065
1.33;-1.247879301;-0.224623875;-2.512559697;-1.643052958;-3.768839545;-3.306526268;-5.025119393;-4.734380129;-6.281399242;-5.791526057;-7.53767909;-7.23980027
1.34;-1.26465016;-0.223053078;-2.545918791;-1.658760921;-3.818878187;-3.342654583;-5.091837582;-4.80663676;-6.364796978;-5.859070299;-7.637756373;-7.323052476
1.35;-1.281237833;-0.221482282;-2.578908599;-1.679181273;-3.868362899;-3.396061659;-5.157817199;-4.861614631;-6.447271499;-5.932897726;-7.736725798;-7.433008218
1.36;-1.297639638;-0.219911486;-2.611525151;-1.699601626;-3.917287727;-3.449468734;-5.223050302;-4.916592503;-6.528812878;-6.006725154;-7.834575454;-7.542963961
1.37;-1.313854285;-0.219911486;-2.643767227;-1.737300737;-3.96565084;-3.524866957;-5.287534453;-4.980995152;-6.609418066;-6.177941953;-7.93130168;-7.725176335
1.38;-1.329881829;-0.219911486;-2.675636182;-1.774999849;-4.013454273;-3.600265181;-5.351272364;-5.045397802;-6.689090455;-6.349158753;-8.026908546;-7.907388709
1.39;-1.345723546;-0.219911486;-2.707135642;-1.793849405;-4.060703463;-3.639535089;-5.414271285;-5.164778323;-6.767839106;-6.427698569;-8.121406927;-8.012632063
1.4;-1.361381751;-0.219911486;-2.738271105;-1.812698961;-4.107406657;-3.678804997;-5.47654221;-5.284158843;-6.845677762;-6.506238386;-8.214813314;-8.117875417
1.41;-1.376859589;-0.219911486;-2.769049491;-1.831548517;-4.153574236;-3.724358091;-5.538098981;-5.348561493;-6.922623727;-6.575353424;-8.307148472;-8.235685141
1.42;-1.392160798;-0.219911486;-2.799478686;-1.850398073;-4.199218029;-3.769911184;-5.598957372;-5.412964142;-6.998696715;-6.644468462;-8.398436058;-8.353494866
1.43;-1.407289488;-0.219911486;-2.829567097;-1.869247629;-4.244350645;-3.804468703;-5.659134194;-5.46951281;-7.073917742;-6.729291464;-8.488701291;-8.446171849
1.44;-1.422249923;-0.219911486;-2.859323251;-1.888097185;-4.288984876;-3.839026223;-5.718646501;-5.526061478;-7.148308127;-6.814114466;-8.577969752;-8.538848832
1.45;-1.437046336;-0.221482282;-2.888755453;-1.91165913;-4.333133179;-3.904999668;-5.777510906;-5.636017221;-7.221888632;-6.960198524;-8.666266358;-8.64252139
1.46;-1.451682778;-0.223053078;-2.917871517;-1.935221075;-4.376807276;-3.970973114;-5.835743034;-5.745972963;-7.294678793;-7.106282582;-8.753614551;-8.746193948
1.47;-1.466162995;-0.223053078;-2.946678569;-1.963495408;-4.420017854;-4.014955411;-5.893357138;-5.800950835;-7.366696423;-7.198959566;-8.840035707;-8.937831099
1.48;-1.480490357;-0.223053078;-2.975182926;-1.991769742;-4.462774389;-4.058937708;-5.950365852;-5.855928706;-7.437957315;-7.291636549;-8.925548778;-9.129468251
1.49;-1.494667807;-0.223053078;-3.003390043;-2.004336113;-4.505085064;-4.091924431;-6.006780086;-5.906194189;-7.508475107;-7.352897606;-9.010170129;-9.222145235
1.5;-1.508697857;-0.223053078;-3.031304523;-2.016902484;-4.546956784;-4.124911154;-6.062609046;-5.956459671;-7.578261307;-7.414158662;-9.093913569;-9.314822218
1.51;-1.522582603;-0.223053078;-3.058930173;-2.031039651;-4.588395259;-4.153185488;-6.117860345;-6.028716302;-7.647325431;-7.473848923;-9.176790518;-9.39964522
1.52;-1.536323764;-0.223053078;-3.086270098;-2.045176817;-4.629405147;-4.181459822;-6.172540196;-6.100972933;-7.715675245;-7.533539183;-9.258810294;-9.484468221
1.53;-1.549922738;-0.223053078;-3.113326825;-2.054601595;-4.669990237;-4.211304952;-6.226653649;-6.14495523;-7.783317062;-7.596371036;-9.339980474;-9.558295649
1.54;-1.563380663;-0.223053078;-3.140102431;-2.064026373;-4.710153646;-4.241150082;-6.280204861;-6.188937528;-7.850256077;-7.659202889;-9.420307292;-9.632123076
1.55;-1.57669849;-0.223053078;-3.166598682;-2.082875929;-4.749898023;-4.305552732;-6.333197364;-6.237632214;-7.916496705;-7.77858341;-9.499796046;-9.78449032
1.56;-1.589877045;-0.223053078;-3.192817163;-2.101725485;-4.789225744;-4.369955381;-6.385634325;-6.2863269;-7.982042907;-7.897963931;-9.578451488;-9.936857563
1.57;-1.602917096;-0.223053078;-3.218759392;-2.114291856;-4.828139088;-4.401371308;-6.437518785;-6.374291494;-8.046898481;-7.951371006;-9.656278177;-10.02796375
1.58;-1.615819403;-0.223053078;-3.244426923;-2.126858226;-4.866640384;-4.432787234;-6.488853846;-6.462256088;-8.111067307;-8.004778081;-9.733280769;-10.11906994
1.59;-1.628584765;-0.223053078;-3.269821418;-2.137853801;-4.904732126;-4.457919975;-6.539642835;-6.509379978;-8.174553544;-8.051901971;-9.809464253;-10.18661418
1.6;-1.64121405;-0.223053078;-3.294944706;-2.148849375;-4.942417059;-4.483052717;-6.589889412;-6.556503868;-8.237361765;-8.099025861;-9.884834118;-10.25415842
1.61;-1.653708222;-0.223053078;-3.319798817;-2.156703357;-4.979698225;-4.517610236;-6.639597634;-6.614623332;-8.299497042;-8.161857714;-9.95939645;-10.32327346
1.62;-1.666068348;-0.223053078;-3.344385992;-2.164557338;-5.016578988;-4.552167755;-6.688771984;-6.672742796;-8.36096498;-8.224689567;-10.03315798;-10.3923885
1.63;-1.678295602;-0.223053078;-3.368708683;-2.175552913;-5.053063025;-4.586725274;-6.737417367;-6.719866686;-8.421771708;-8.270242661;-10.10612605;-10.47092831
1.64;-1.69039126;-0.223053078;-3.392769533;-2.186548487;-5.089154299;-4.621282793;-6.785539066;-6.766990576;-8.481923832;-8.315795754;-10.1783086;-10.54946813
1.65;-1.702356686;-0.223053078;-3.416571345;-2.200685654;-5.124857018;-4.676260665;-6.833142691;-6.810972873;-8.541428364;-8.45873822;-10.24971404;-10.63900352
1.66;-1.714193317;-0.223053078;-3.440117053;-2.214822821;-5.16017558;-4.731238536;-6.880234106;-6.85495517;-8.600292633;-8.601680686;-10.32035116;-10.72853891
1.67;-1.725902645;-0.223053078;-3.463409675;-2.236813969;-5.195114513;-4.764225259;-6.926819351;-6.94920295;-8.658524188;-8.670795724;-10.39022903;-10.88247695
1.68;-1.737486195;-0.223053078;-3.48645228;-2.258805118;-5.229678421;-4.797211982;-6.972904561;-7.043450729;-8.716130701;-8.739910762;-10.45935684;-11.03641499
1.69;-1.748945507;-0.223053078;-3.509247947;-2.269800692;-5.26387192;-4.82391552;-7.018495894;-7.095287008;-8.773119867;-8.79645943;-10.52774384;-11.10710083
1.7;-1.760282117;-0.223053078;-3.531799732;-2.280796267;-5.297699597;-4.850619057;-7.063599463;-7.147123287;-8.829499329;-8.853008098;-10.59539919;-11.17778666
1.71;-1.771497542;-0.223053078;-3.55411064;-2.293362637;-5.331165961;-4.888318169;-7.108221281;-7.191105584;-8.885276601;-8.922123136;-10.66233192;-11.2877424
1.72;-1.78259327;-0.223053078;-3.576183608;-2.305929008;-5.364275411;-4.926017281;-7.152367215;-7.235087881;-8.940459019;-8.991238175;-10.72855082;-11.39769815
1.73;-1.793570747;-0.223053078;-3.59802148;-2.315353786;-5.39703222;-4.954291615;-7.196042961;-7.28692416;-8.995053701;-9.116901881;-10.79406444;-11.48252115
1.74;-1.804431372;-0.223053078;-3.61962701;-2.324778564;-5.429440515;-4.982565949;-7.23925402;-7.338760439;-9.049067524;-9.242565587;-10.85888103;-11.56734415
1.75;-1.815176497;-0.223053078;-3.641002849;-2.342057323;-5.461504273;-5.034402227;-7.282005698;-7.387455125;-9.102507122;-9.313251422;-10.92300855;-11.7165698
1.76;-1.825807424;-0.223053078;-3.662151554;-2.359336083;-5.49322733;-5.086238506;-7.324303107;-7.436149811;-9.155378884;-9.383937256;-10.98645466;-11.86579545
