Zeit [s];y_1Modell;y_1Ref;y_2Modell;y_2Ref
Winkel [rad];-;--;-;--
4.57;11.06333065;11.65845034;-11.0573611;-11.66159193
4.58;11.0653272;11.65845034;-11.05942128;-11.66159193
4.59;11.06730246;11.65845034;-11.0614595;-11.66159193
4.6;11.06925668;11.65845034;-11.063476;-11.66159193
4.61;11.07119006;11.65845034;-11.065471;-11.66159193
4.62;11.07310283;11.65845034;-11.06744473;-11.66159193
4.63;11.07499522;11.65845034;-11.06939743;-11.66159193
4.64;11.07686743;11.65845034;-11.07132931;-11.66159193
4.65;11.07871969;11.65845034;-11.0732406;-11.66159193
4.66;11.0805522;11.65845034;-11.07513152;-11.66159193
4.67;11.08236518;11.65845034;-11.07700228;-11.66159193
4.68;11.08415884;11.65845034;-11.0788531;-11.66159193
4.69;11.08593337;11.65845034;-11.08068419;-11.66159193
4.7;11.08768899;11.65845034;-11.08249576;-11.66159193
4.71;11.0894259;11.65845034;-11.08428803;-11.66159193
4.72;11.09114429;11.65845034;-11.08606119;-11.66159193
4.73;11.09284437;11.65845034;-11.08781544;-11.66159193
4.74;11.09452632;11.65845034;-11.089551;-11.66159193
4.75;11.09619035;11.65845034;-11.09126806;-11.66159193
4.76;11.09783664;11.65845034;-11.09296682;-11.66159193
4.77;11.09946538;11.65845034;-11.09464747;-11.66159193
4.78;11.10107676;11.65845034;-11.0963102;-11.66159193
4.79;11.10267096;11.65845034;-11.09795521;-11.66159193
4.8;11.10424817;11.65845034;-11.09958269;-11.66159193
4.81;11.10580857;11.65845034;-11.10119282;-11.66159193
4.82;11.10735233;11.65845034;-11.10278578;-11.66159193
4.83;11.10887964;11.65845034;-11.10436177;-11.66159193
4.84;11.11039067;11.65845034;-11.10592096;-11.66159193
4.85;11.11188559;11.65845034;-11.10746352;-11.66159193
4.86;11.11336458;11.65845034;-11.10898965;-11.66159193
4.87;11.1148278;11.65845034;-11.1104995;-11.66159193
4.88;11.11627543;11.65845034;-11.11199327;-11.66159193
4.89;11.11770763;11.65845034;-11.11347111;-11.66159193
4.9;11.11912455;11.65845034;-11.11493319;-11.66159193
4.91;11.12052638;11.65845034;-11.1163797;-11.66159193
4.92;11.12191326;11.65845034;-11.11781078;-11.66159193
4.93;11.12328536;11.65845034;-11.11922661;-11.66159193
4.94;11.12464284;11.65845034;-11.12062735;-11.66159193
4.95;11.12598584;11.65845034;-11.12201315;-11.66159193
4.96;11.12731453;11.65845034;-11.12338419;-11.66159193
4.97;11.12862906;11.65845034;-11.12474061;-11.66159193
4.98;11.12992957;11.65845034;-11.12608257;-11.66159193
4.99;11.13100956;11.65845034;-11.12740957;-11.66159193
5;11.13083599;11.65845034;-11.12870324;-11.66159193
5.01;11.12837854;11.65845034;-11.12987419;-11.66159193
5.02;11.1234409;11.65845034;-11.13072416;-11.66159193
5.03;11.11604262;11.65216715;-11.13096236;-11.66159193
5.04;11.10621134;11.64588397;-11.13024052;-11.66159193
5.05;11.09398122;11.62703441;-11.12818597;-11.66002113
5.06;11.07939115;11.60818486;-11.12443056;-11.65845034
5.07;11.06248301;11.5909061;-11.11863426;-11.65687954
5.08;11.0433;11.57362734;-11.11050286;-11.65530874
5.09;11.02188517;11.55634858;-11.09979986;-11.65216715
5.1;10.99828021;11.53906982;-11.08635259;-11.64902556
5.11;10.97252452;11.49351672;-11.07005339;-11.63488839
5.12;10.94465453;11.44796363;-11.05085645;-11.62075123
5.13;10.91470334;11.42283089;-11.0287714;-11.60661406
5.14;10.88270064;11.39769815;-11.00385457;-11.59247689
5.15;10.84867276;11.37256541;-10.97619876;-11.57362734
5.16;10.812643;11.34743266;-10.94592256;-11.55477778
5.17;10.774632;11.32387072;-10.91315995;-11.53592822
5.18;10.73465825;11.30030877;-10.87805059;-11.51707867
5.19;10.6927386;11.27360524;-10.84073159;-11.48880433
5.2;10.64888876;11.2469017;-10.80133069;-11.46053
5.21;10.60312384;11.19506542;-10.7599613;-11.38984417
5.22;10.55545873;11.14322914;-10.71671924;-11.31915833
5.23;10.50590845;11.11495481;-10.67168108;-11.27988842
5.24;10.45448847;11.08668047;-10.62490402;-11.24061851
5.25;10.40121484;11.05997694;-10.57642691;-11.19977781
5.26;10.34610432;11.0332734;-10.52627229;-11.15893711
5.27;10.28917438;10.97201234;-10.47444899;-11.07254331
5.28;10.23044322;10.91075129;-10.42095523;-10.98614951
5.29;10.16992962;10.87148138;-10.3657817;-10.93274243
5.3;10.10765287;10.83221147;-10.30891467;-10.87933536
5.31;10.04363259;10.79451236;-10.25033879;-10.83692386
5.32;9.977888623;10.75681325;-10.19003944;-10.79451236
5.33;9.910440833;10.70811856;-10.12800471;-10.74267608
5.34;9.841309005;10.65942387;-10.0642268;-10.6908398
5.35;9.770512712;10.56046371;-9.998702875;-10.59816282
5.36;9.698071214;10.46150354;-9.931435568;-10.50548583
5.37;9.62400339;10.40024248;-9.862432921;-10.45207876
5.38;9.548327687;10.33898142;-9.791708061;-10.39867168
5.39;9.471062095;10.28557435;-9.719278581;-10.35311859
5.4;9.392224144;10.23216727;-9.645165746;-10.3075655
5.41;9.311830921;10.16148144;-9.569393592;-10.25258762
5.42;9.229899097;10.0907956;-9.491987999;-10.19760975
5.43;9.146444966;9.966702694;-9.412975804;-10.09550799
5.44;9.061484492;9.842609784;-9.332383986;-9.993406231
5.45;8.975033353;9.770353153;-9.250238986;-9.930574378
5.46;8.88710699;9.698096522;-9.166566153;-9.867742525
5.47;8.797720648;9.633693872;-9.081389355;-9.809623061
5.48;8.706889415;9.569291223;-8.994730732;-9.751503597
5.49;8.614834913;9.495463795;-8.906611249;-9.680817762
5.5;8.522605179;9.421636368;-8.817067911;-9.610131927
5.51;8.431245442;9.289689477;-8.726207039;-9.471901851
5.52;8.340966846;9.157742585;-8.634242318;-9.333671774
5.53;8.251764597;9.093339936;-8.541478691;-9.250419568
5.54;8.163625709;9.028937286;-8.448277592;-9.167167363
5.55;8.076530612;8.977101008;-8.3550241;-9.096481528
5.56;7.990454894;8.925264729;-8.262098325;-9.025795694
5.57;7.905371051;8.815308986;-8.169852045;-8.939401896
5.58;7.821250135;8.705353243;-8.078591156;-8.853008098
5.59;7.738063208;8.648804575;-7.988564009;-8.691216076
5.6;7.655782552;8.592255908;-7.899955341;-8.529424054
5.61;7.574382605;8.53570724;-7.812885217;-8.452455034
5.62;7.493840598;8.479158572;-7.727412167;-8.375486014
5.63;7.414136924;8.424180701;-7.643539616;-8.309512569
5.64;7.335255247;8.369202829;-7.561224618;-8.243539123
5.65;7.257182398;8.245109919;-7.480387976;-8.105309046
5.66;7.179908096;8.12101701;-7.400924857;-7.96707897
5.67;7.103424546;8.05661436;-7.322715179;-7.901105524
5.68;7.027725956;7.992211711;-7.245633145;-7.835132078
5.69;6.952808022;7.927809061;-7.169555495;-7.781725003
5.7;6.878667412;7.863406412;-7.094368177;-7.728317928
5.71;6.805301283;7.788008188;-7.019971298;-7.668627667
5.72;6.732706866;7.712609965;-6.946282348;-7.608937407
5.73;6.66088111;7.571238295;-6.87323779;-7.506835646
5.74;6.589820424;7.429866626;-6.800793204;-7.404733885
5.75;6.51952049;7.360751587;-6.728922226;-7.351326809
5.76;6.44997617;7.291636549;-6.657614557;-7.297919734
5.77;6.381181477;7.2272339;-6.586873316;-7.252366641
5.78;6.313129615;7.16283125;-6.516712033;-7.206813547
5.79;6.245813059;7.093716212;-6.447151518;-7.147123287
5.8;6.179223683;7.024601173;-6.378216821;-7.087433026
5.81;6.113352899;6.905220653;-6.309934466;-6.983760469
5.82;6.04819181;6.785840132;-6.24233007;-6.880087911
5.83;5.983731356;6.726149871;-6.175426442;-6.818826855
5.84;5.919962459;6.666459611;-6.109242185;-6.757565798
5.85;5.856876137;6.619335721;-6.043790808;-6.704158723
5.86;5.794463608;6.572211831;-5.979080314;-6.650751648
5.87;5.732716361;6.51723396;-5.915113202;-6.586348998
5.88;5.671626202;6.462256088;-5.851886819;-6.521946349
5.89;5.611185287;6.369579105;-5.789393973;-6.399424235
5.9;5.551386118;6.276902122;-5.727623729;-6.276902122
5.91;5.492221535;6.226636639;-5.6665623;-6.210928676
5.92;5.433684683;6.176371157;-5.606193974;-6.14495523
5.93;5.375768979;6.13238886;-5.546501992;-6.088406563
5.94;5.318468065;6.088406563;-5.487469356;-6.031857895
5.95;5.261775765;6.03814108;-5.42907951;-5.969026042
5.96;5.205686037;5.987875598;-5.371316882;-5.906194189
5.97;5.150192935;5.888915429;-5.314167274;-5.796238446
5.98;5.09529057;5.789955261;-5.257618105;-5.686282703
5.99;5.040973085;5.733406593;-5.201658517;-5.636017221
6;4.987234628;5.676857925;-5.146279357;-5.585751738
6.01;4.934069343;5.625021646;-5.091473064;-5.540198645
6.02;4.881471358;5.573185367;-5.037233475;-5.494645551
6.03;4.829434786;5.513495107;-4.98355559;-5.445950865
6.04;4.777953729;5.453804847;-4.930435305;-5.397256179
6.05;4.727022284;5.343849104;-4.877869135;-5.314003974
6.06;4.676634554;5.233893361;-4.825853962;-5.230751768
6.07;4.626784661;5.177344693;-4.774386795;-5.183627878
6.08;4.577466758;5.120796025;-4.723464579;-5.136503989
6.09;4.528675042;5.068959747;-4.673084033;-5.095663284
6.1;4.480403763;5.017123468;-4.623241546;-5.05482258
6.11;4.432647235;4.915021707;-4.573933108;-4.971570374
6.12;4.385399844;4.812919945;-4.525154278;-4.888318169
6.13;4.338656052;4.761083667;-4.476900201;-4.834911094
6.14;4.292410402;4.709247388;-4.429165637;-4.781504019
6.15;4.246657515;4.663694294;-4.381945019;-4.732809333
6.16;4.201392096;4.618141201;-4.335232529;-4.684114647
6.17;4.156608925;4.577300496;-4.28902217;-4.636990757
6.18;4.112302859;4.536459792;-4.24330785;-4.589866867
6.19;4.068468826;4.453207586;-4.198083454;-4.489335902
6.2;4.025101819;4.369955381;-4.15334291;-4.388804937
6.21;3.982196894;4.330685473;-4.109080248;-4.333827066
6.22;3.939749166;4.291415565;-4.065289641;-4.278849194
6.23;3.897753804;4.255287249;-4.021965436;-4.230154508
6.24;3.856206024;4.219158934;-3.979102169;-4.181459822
6.25;3.815101095;4.176747433;-3.936694577;-4.128052747
6.26;3.774434326;4.134335932;-3.894737585;-4.074645672
6.27;3.734201074;4.052654523;-3.853226302;-3.983539485
6.28;3.694396735;3.970973114;-3.812155998;-3.892433298
6.29;3.655016751;3.926990817;-3.771522081;-3.845309408
6.3;3.616056605;3.88300852;-3.73132008;-3.798185518
6.31;3.57751182;3.83588463;-3.691545612;-3.757344814
6.32;3.539377966;3.78876074;-3.652194365;-3.716504109
6.33;3.501650654;3.744778443;-3.613262078;-3.680375794
6.34;3.464325541;3.700796146;-3.574744522;-3.644247478
6.35;3.427398327;3.655243052;-3.536637488;-3.606548366
6.36;3.390864758;3.609689959;-3.49893678;-3.568849254
6.37;3.354720628;3.513871383;-3.461638206;-3.493451031
6.38;3.318961774;3.418052807;-3.424737577;-3.418052807
6.39;3.28358408;3.372499714;-3.388230711;-3.381924492
6.4;3.248583477;3.32694662;-3.352113433;-3.345796176
6.41;3.213955938;3.286105916;-3.31638158;-3.311238657
6.42;3.179697484;3.245265211;-3.281031007;-3.276681138
6.43;3.14580418;3.163583802;-3.246057598;-3.199712118
6.44;3.112272133;3.081902393;-3.211457264;-3.122743098
6.45;3.079097495;3.041061689;-3.177225957;-3.081902393
6.46;3.046276456;3.000220984;-3.143359669;-3.041061689
6.47;3.013805253;2.964092669;-3.10985444;-3.000220984
6.48;2.981680159;2.927964353;-3.076706361;-2.95938028
6.49;2.949897488;2.89497763;-3.043911573;-2.920110372
6.5;2.918453594;2.861990907;-3.01146627;-2.880840463
6.51;2.88734487;2.794446665;-2.979366701;-2.838428963
6.52;2.856567744;2.726902423;-2.947609163;-2.796017462
6.53;2.826118684;2.692344904;-2.916190006;-2.715906849
6.54;2.795994196;2.657787385;-2.885105627;-2.635796236
6.55;2.766190819;2.624800662;-2.854352468;-2.596526328
6.56;2.736705133;2.591813939;-2.823927016;-2.55725642
6.57;2.707533749;2.561968809;-2.793825797;-2.522698901
6.58;2.678673319;2.532123679;-2.764045376;-2.488141382
6.59;2.650120525;2.46300864;-2.734582356;-2.419026343
6.6;2.621872089;2.393893602;-2.705433374;-2.349911305
6.61;2.593924764;2.35619449;-2.6765951;-2.315353786
6.62;2.566275341;2.318495378;-2.648064236;-2.280796267
6.63;2.538920642;2.285508655;-2.619837517;-2.250951136
6.64;2.511857526;2.252521933;-2.59191171;-2.221106006
6.65;2.485082883;2.213252024;-2.564283609;-2.188119283
6.66;2.458593638;2.173982116;-2.536950044;-2.15513256
6.67;2.432386749;2.11272106;-2.509907874;-2.098583893
6.68;2.406459204;2.051460003;-2.483153988;-2.042035225
6.69;2.380808028;2.016902484;-2.456685309;-2.010619298
6.7;2.355430273;1.982344964;-2.430498791;-1.979203372
6.71;2.330323026;1.952499834;-2.404591419;-1.950929038
6.72;2.305483403;1.922654704;-2.378960213;-1.922654704
6.73;2.280908552;1.891238777;-2.353602221;-1.891238777
6.74;2.256595651;1.859822851;-2.328514528;-1.859822851
6.75;2.232541908;1.803274183;-2.303694248;-1.801703387
6.76;2.208744561;1.746725515;-2.279138526;-1.743583923
6.77;2.185200877;1.718451182;-2.254844541;-1.7105972
6.78;2.161908152;1.690176848;-2.230809502;-1.677610477
6.79;2.138863712;1.666614903;-2.207030648;-1.650906939
6.8;2.11606491;1.643052958;-2.18350525;-1.624203402
6.81;2.093509129;1.614778624;-2.160230605;-1.594358272
6.82;2.071193776;1.58650429;-2.137204044;-1.564513141
6.83;2.049116291;1.536238808;-2.114422924;-1.512676863
6.84;2.027274136;1.485973325;-2.09188463;-1.460840584
6.85;2.005664804;1.457698991;-2.069586575;-1.434137046
6.86;1.984285813;1.429424657;-2.047526201;-1.407433509
6.87;1.963134707;1.405862712;-2.025700976;-1.383871564
6.88;1.942209058;1.382300768;-2.004108394;-1.360309619
6.89;1.921506461;1.35559723;-1.982745976;-1.335176878
6.9;1.90102454;1.328893692;-1.96161127;-1.310044137
6.91;1.880760942;1.281769803;-1.940701848;-1.266061839
6.92;1.860713339;1.234645913;-1.92001531;-1.222079542
6.93;1.84087943;1.209513172;-1.899549279;-1.196946801
6.94;1.821256936;1.18438043;-1.879301404;-1.17181406
6.95;1.801843604;1.162389282;-1.85926936;-1.151393708
6.96;1.782637205;1.140398133;-1.839450846;-1.130973355
6.97;1.763635533;1.116836188;-1.819843585;-1.10741141
6.98;1.744836405;1.093274243;-1.800445324;-1.083849465
6.99;1.726237662;1.052433539;-1.781253835;-1.043008761
7;1.707837169;1.011592834;-1.762266914;-1.002168056
7.01;1.689632813;0.991172482;-1.74348238;-0.980176908
7.02;1.671622502;0.97075213;-1.724898075;-0.958185759
7.03;1.653804168;0.951902574;-1.706511866;-0.939336203
7.04;1.636175766;0.933053018;-1.688321639;-0.920486648
7.05;1.61873527;0.912632666;-1.670325307;-0.898495499
7.06;1.601480678;0.892212314;-1.652520802;-0.87650435
7.07;1.584410008;0.857654794;-1.634906079;-0.840376035
7.08;1.567521299;0.823097275;-1.617479117;-0.804247719
7.09;1.550812613;0.805818516;-1.600237914;-0.78696896
7.1;1.534282029;0.788539756;-1.583180489;-0.7696902
7.11;1.51792765;0.771260996;-1.566304885;-0.752411441
7.12;1.501747597;0.753982237;-1.549609162;-0.735132681
7.13;1.485740012;0.719424718;-1.533091405;-0.702145958
7.14;1.469903057;0.684867198;-1.516749715;-0.669159235
7.15;1.454234913;0.667588439;-1.500582217;-0.653451272
7.16;1.438733781;0.650309679;-1.484587053;-0.637743309
7.17;1.423397879;0.63303092;-1.468762387;-0.622035345
7.18;1.408225448;0.61575216;-1.453106401;-0.606327382
7.19;1.393214745;0.601614993;-1.437617298;-0.592190215
7.2;1.378364045;0.587477826;-1.422293297;-0.578053048
7.21;1.363671643;0.559203492;-1.40713264;-0.562345085
7.22;1.349135851;0.530929158;-1.392133585;-0.546637122
7.23;1.334755002;0.515221195;-1.37729441;-0.518362788
7.24;1.320527442;0.499513232;-1.36261341;-0.490088454
7.25;1.306451538;0.485376065;-1.3480889;-0.475951287
7.26;1.292525673;0.471238898;-1.33371921;-0.46181412
7.27;1.278748249;0.460243324;-1.319502692;-0.449247749
7.28;1.265117682;0.449247749;-1.305437711;-0.436681379
7.29;1.251632407;0.424115008;-1.291522654;-0.422544212
7.3;1.238290876;0.398982267;-1.277755921;-0.408407045
7.31;1.225091557;0.386415896;-1.264135932;-0.3848451
7.32;1.212032933;0.373849526;-1.250661122;-0.361283155
7.33;1.199113505;0.361283155;-1.237329944;-0.348716785
7.34;1.186331789;0.348716785;-1.224140868;-0.336150414
7.35;1.173686318;0.339292007;-1.211092378;-0.326725636
7.36;1.161175638;0.329867229;-1.198182975;-0.317300858
7.37;1.148798313;0.30787608;-1.185411178;-0.295309709
7.38;1.136552922;0.285884931;-1.172775519;-0.273318561
7.39;1.124438059;0.274889357;-1.160274548;-0.262322987
7.4;1.112452331;0.263893783;-1.147906828;-0.251327412
7.41;1.100594363;0.254469005;-1.13567094;-0.241902634
7.42;1.088862793;0.245044227;-1.123565477;-0.232477856
7.43;1.077256273;0.235619449;-1.111589051;-0.224623875
7.44;1.065773471;0.226194671;-1.099740285;-0.216769893
7.45;1.054413067;0.208915911;-1.088017818;-0.199491134
7.46;1.043173757;0.191637152;-1.076420305;-0.182212374
7.47;1.03205425;0.182212374;-1.064946413;-0.172787596
7.48;1.02105327;0.172787596;-1.053594826;-0.163362818
7.49;1.010169552;0.164933614;-1.042364238;-0.157079633
7.5;0.999401847;0.157079633;-1.03125336;-0.150796447
7.51;0.988748919;0.149225651;-1.020260917;-0.141371669
7.52;0.978209543;0.141371669;-1.009385645;-0.131946891
7.53;0.96778251;0.127234502;-0.998626296;-0.117809725
7.54;0.957466622;0.113097336;-0.987981634;-0.103672558
7.55;0.947260693;0.10681415;-0.977450437;-0.097389372
7.56;0.937163553;0.100530965;-0.967031496;-0.091106187
7.57;0.927174042;0.09424778;-0.956723613;-0.084823002
7.58;0.917291011;0.087964594;-0.946525604;-0.078539816
7.59;0.907513327;0.081681409;-0.9364363;-0.072256631
7.6;0.897839866;0.075398224;-0.92645454;-0.065973446
7.61;0.888269518;0.064402649;-0.916579179;-0.054977871
7.62;0.878801183;0.053407075;-0.906809083;-0.043982297
7.63;0.869433774;0.048694686;-0.897143129;-0.039269908
7.64;0.860166214;0.043982297;-0.887580207;-0.034557519
7.65;0.850997441;0.039269908;-0.87811922;-0.02984513
7.66;0.8419264;0.034557519;-0.868759079;-0.025132741
7.67;0.83295205;0.02984513;-0.859498712;-0.020420352
7.68;0.824073361;0.025132741;-0.850337054;-0.015707963
7.69;0.815289312;0.01727876;-0.841273052;-0.007853982
7.7;0.806598895;0.009424778;-0.832305666;5.68E-14
7.71;0.798001112;0.006283185;-0.823433867;0.003141593
7.72;0.789494975;0.003141593;-0.814656635;0.006283185
7.73;0.781079508;1.28E-13;-0.805972962;0.009424778
7.74;0.772753744;-0.003141593;-0.797381851;0.012566371
7.75;0.764516726;-0.006283185;-0.788882315;0.014137167
7.76;0.75636751;-0.009424778;-0.780473378;0.015707963
7.77;0.748305158;-0.014137167;-0.772154075;0.020420352
7.78;0.740328746;-0.018849556;-0.763923449;0.025132741
7.79;0.732437356;-0.020420352;-0.755780557;0.028274334
7.8;0.724630084;-0.021991149;-0.747724462;0.031415927
7.81;0.716906031;-0.021991149;-0.739754239;0.031415927
7.82;0.709264311;-0.021991149;-0.731868974;0.031415927
7.83;0.701704047;-0.023561945;-0.724067759;0.034557519
7.84;0.69422437;-0.025132741;-0.716349701;0.037699112
7.85;0.686824421;-0.026703538;-0.708713911;0.037699112
7.86;0.679503351;-0.028274334;-0.701159514;0.037699112
7.87;0.672260318;-0.028274334;-0.693685641;0.037699112
7.88;0.66509449;-0.028274334;-0.686291435;0.037699112
7.89;0.658005046;-0.028274334;-0.678976045;0.037699112
7.9;0.65099117;-0.028274334;-0.671738633;0.037699112
7.91;0.644052056;-0.026703538;-0.664578367;0.036128316
7.92;0.63718691;-0.025132741;-0.657494423;0.034557519
7.93;0.63039494;-0.025132741;-0.65048599;0.032986723
7.94;0.623675369;-0.025132741;-0.643552262;0.031415927
7.95;0.617027423;-0.025132741;-0.636692443;0.031415927
7.96;0.61045034;-0.025132741;-0.629905744;0.031415927
7.97;0.603943364;-0.025132741;-0.623191387;0.02984513
7.98;0.597505748;-0.025132741;-0.6165486;0.028274334
7.99;0.591136752;-0.025132741;-0.609976621;0.028274334
8;0.584835646;-0.025132741;-0.603474695;0.028274334
8.01;0.578601704;-0.025132741;-0.597042074;0.028274334
8.02;0.572434213;-0.025132741;-0.590678021;0.028274334
8.03;0.566332462;-0.025132741;-0.584381804;0.026703538
8.04;0.560295752;-0.025132741;-0.578152701;0.025132741
8.05;0.554323389;-0.025132741;-0.571989995;0.025132741
8.06;0.548414687;-0.025132741;-0.565892979;0.025132741
8.07;0.542568968;-0.025132741;-0.559860954;0.026703538
8.08;0.536785561;-0.025132741;-0.553893226;0.028274334
8.09;0.5310638;-0.025132741;-0.547989109;0.028274334
8.1;0.525403029;-0.025132741;-0.542147926;0.028274334
8.11;0.519802598;-0.025132741;-0.536369007;0.028274334
8.12;0.514261864;-0.025132741;-0.530651686;0.028274334
8.13;0.50878019;-0.025132741;-0.524995308;0.028274334
8.14;0.503356948;-0.025132741;-0.519399223;0.028274334
8.15;0.497991513;-0.025132741;-0.513862789;0.028274334
8.16;0.49268327;-0.025132741;-0.508385369;0.028274334
8.17;0.487431609;-0.025132741;-0.502966335;0.028274334
8.18;0.482235927;-0.025132741;-0.497605063;0.028274334
8.19;0.477095627;-0.025132741;-0.49230094;0.028274334
8.2;0.47201012;-0.025132741;-0.487053354;0.028274334
8.21;0.46697882;-0.025132741;-0.481861704;0.028274334
8.22;0.462001151;-0.025132741;-0.476725394;0.028274334
8.23;0.45707654;-0.025132741;-0.471643832;0.028274334
8.24;0.452204422;-0.025132741;-0.466616437;0.028274334
8.25;0.447384237;-0.025132741;-0.461642631;0.028274334
8.26;0.442615432;-0.025132741;-0.456721841;0.028274334
8.27;0.43789746;-0.025132741;-0.451853504;0.028274334
8.28;0.433229778;-0.025132741;-0.44703706;0.028274334
8.29;0.428611849;-0.025132741;-0.442271956;0.028274334
8.3;0.424043145;-0.025132741;-0.437557645;0.028274334
8.31;0.41952314;-0.025132741;-0.432893584;0.028274334
8.32;0.415051315;-0.025132741;-0.42827924;0.028274334
8.33;0.410627157;-0.025132741;-0.423714081;0.028274334
8.34;0.406250157;-0.025132741;-0.419197584;0.028274334
8.35;0.401919813;-0.025132741;-0.414729229;0.028274334
8.36;0.397635628;-0.025132741;-0.410308504;0.028274334
8.37;0.393397108;-0.025132741;-0.405934901;0.028274334
8.38;0.389203769;-0.025132741;-0.401607917;0.028274334
8.39;0.385055127;-0.025132741;-0.397327056;0.028274334
8.4;0.380950708;-0.025132741;-0.393091826;0.028274334
8.41;0.376890038;-0.025132741;-0.388901741;0.028274334
8.42;0.372872652;-0.025132741;-0.384756319;0.028274334
8.43;0.368898089;-0.025132741;-0.380655084;0.028274334
8.44;0.364965892;-0.025132741;-0.376597566;0.028274334
8.45;0.36107561;-0.025132741;-0.372583297;0.028274334
8.46;0.357226795;-0.025132741;-0.368611819;0.028274334
8.47;0.353419006;-0.025132741;-0.364682673;0.028274334
8.48;0.349651805;-0.025132741;-0.360795409;0.028274334
8.49;0.34592476;-0.025132741;-0.356949581;0.028274334
8.5;0.342237443;-0.025132741;-0.353144747;0.028274334
8.51;0.33858943;-0.025132741;-0.34938047;0.028274334
8.52;0.334980302;-0.025132741;-0.345656317;0.028274334
8.53;0.331409645;-0.025132741;-0.341971861;0.028274334
8.54;0.327877048;-0.025132741;-0.338326679;0.028274334
8.55;0.324382107;-0.025132741;-0.334720352;0.028274334
8.56;0.32092442;-0.025132741;-0.331152466;0.028274334
8.57;0.317503589;-0.025132741;-0.327622611;0.028274334
8.58;0.314119221;-0.025132741;-0.324130382;0.028274334
8.59;0.310770929;-0.025132741;-0.320675377;0.028274334
8.6;0.307458327;-0.025132741;-0.317257201;0.028274334
8.61;0.304181035;-0.025132741;-0.31387546;0.028274334
8.62;0.300938677;-0.025132741;-0.310529766;0.028274334
8.63;0.29773088;-0.025132741;-0.307219734;0.028274334
8.64;0.294557276;-0.025132741;-0.303944986;0.028274334
8.65;0.2914175;-0.025132741;-0.300705144;0.028274334
8.66;0.288311192;-0.025132741;-0.297499836;0.028274334
8.67;0.285237995;-0.025132741;-0.294328695;0.028274334
8.68;0.282197557;-0.025132741;-0.291191355;0.028274334
8.69;0.279189527;-0.025132741;-0.288087458;0.028274334
8.7;0.276213561;-0.025132741;-0.285016646;0.028274334
8.71;0.273269317;-0.025132741;-0.281978567;0.028274334
8.72;0.270356456;-0.025132741;-0.278972872;0.028274334
8.73;0.267474644;-0.025132741;-0.275999215;0.028274334
8.74;0.26462355;-0.025132741;-0.273057255;0.028274334
8.75;0.261802847;-0.025132741;-0.270146655;0.028274334
8.76;0.259012211;-0.025132741;-0.267267079;0.028274334
8.77;0.256251321;-0.025132741;-0.264418198;0.028274334
8.78;0.25351986;-0.025132741;-0.261599684;0.028274334
8.79;0.250817515;-0.025132741;-0.258811214;0.028274334
8.8;0.248143975;-0.025132741;-0.256052466;0.028274334
8.81;0.245498932;-0.025132741;-0.253323125;0.028274334
8.82;0.242882085;-0.025132741;-0.250622877;0.028274334
8.83;0.240293131;-0.025132741;-0.247951411;0.028274334
8.84;0.237731773;-0.025132741;-0.245308421;0.028274334
8.85;0.235197718;-0.025132741;-0.242693604;0.028274334
8.86;0.232690674;-0.025132741;-0.240106659;0.028274334
8.87;0.230210353;-0.025132741;-0.237547289;0.028274334
8.88;0.227756471;-0.025132741;-0.2350152;0.028274334
8.89;0.225328745;-0.025132741;-0.232510102;0.028274334
8.9;0.222926897;-0.025132741;-0.230031706;0.028274334
8.91;0.220550652;-0.025132741;-0.227579728;0.028274334
8.92;0.218199735;-0.025132741;-0.225153886;0.028274334
8.93;0.215873878;-0.025132741;-0.222753903;0.028274334
8.94;0.213572812;-0.025132741;-0.220379501;0.028274334
8.95;0.211296275;-0.025132741;-0.218030409;0.028274334
8.96;0.209044003;-0.025132741;-0.215706356;0.028274334
8.97;0.20681574;-0.025132741;-0.213407077;0.028274334
8.98;0.204611228;-0.025132741;-0.211132306;0.028274334
8.99;0.202430214;-0.025132741;-0.208881782;0.028274334
9;0.200272449;-0.025132741;-0.206655248;0.028274334
9.01;0.198137684;-0.025132741;-0.204452446;0.028274334
9.02;0.196025674;-0.025132741;-0.202273125;0.028274334
9.03;0.193936177;-0.025132741;-0.200117035;0.028274334
9.04;0.191868952;-0.025132741;-0.197983926;0.028274334
9.05;0.189823763;-0.025132741;-0.195873555;0.028274334
9.06;0.187800373;-0.025132741;-0.19378568;0.028274334
9.07;0.185798552;-0.025132741;-0.191720059;0.028274334
9.08;0.183818069;-0.025132741;-0.189676456;0.028274334
9.09;0.181858696;-0.025132741;-0.187654637;0.028274334
9.1;0.179920209;-0.025132741;-0.18565437;0.028274334
9.11;0.178002385;-0.025132741;-0.183675423;0.028274334
9.12;0.176105003;-0.025132741;-0.181717571;0.028274334
9.13;0.174227846;-0.025132741;-0.179780588;0.028274334
9.14;0.172370698;-0.025132741;-0.177864252;0.028274334
9.15;0.170533347;-0.025132741;-0.175968343;0.028274334
9.16;0.16871558;-0.025132741;-0.174092643;0.028274334
9.17;0.166917189;-0.025132741;-0.172236936;0.028274334
9.18;0.165137968;-0.025132741;-0.17040101;0.028274334
9.19;0.163377712;-0.025132741;-0.168584654;0.028274334
9.2;0.161636219;-0.025132741;-0.166787659;0.028274334
9.21;0.15991329;-0.025132741;-0.165009818;0.028274334
