Zeit [s];r [rad];d;y2Systune [rad];y2Genetic [rad];y2DifferentialEvol [rad]
10.13;12.566371;0;29.04088249;29.65663465;29.95194436
10.14;12.566371;0;29.00318338;29.65663465;29.95194436
10.15;12.566371;0;29.00318338;29.62207713;29.90482047
10.16;12.566371;0;28.95920108;29.57181165;29.85141339
10.17;12.566371;0;28.89636923;29.57181165;29.85141339
10.18;12.566371;0;28.89636923;29.52154617;29.77601517
10.19;12.566371;0;28.83039578;29.45243113;29.77601517
10.2;12.566371;0;28.74243119;29.45243113;29.69747535
10.21;12.566371;0;28.736148;29.35818335;29.5938028
10.22;12.566371;0;28.63875863;29.26707716;29.5938028
10.23;12.566371;0;28.63875863;29.26707716;29.48384705
10.24;12.566371;0;28.53508607;29.17282938;29.37074972
10.25;12.566371;0;28.41884714;29.05344886;29.37074972
10.26;12.566371;0;28.41884714;29.05344886;29.23880283
10.27;12.566371;0;28.3088914;28.94349312;29.23880283
10.28;12.566371;0;28.17694451;28.80840463;29.11313912
10.29;12.566371;0;28.17694451;28.80840463;28.96234267
10.3;12.566371;0;28.05756399;28.67017456;28.96234267
10.31;12.566371;0;27.90676754;28.54451085;28.81782941
10.32;12.566371;0;27.90676754;28.54451085;28.67959933
10.33;12.566371;0;27.76539587;28.3937144;28.67959933
10.34;12.566371;0;27.63030739;28.26176751;28.51623652
10.35;12.566371;0;27.63030739;28.26176751;28.51623652
10.36;12.566371;0;27.47951094;28.10782947;28.37172325
10.37;12.566371;0;27.47951094;27.96959939;28.21150203
10.38;12.566371;0;27.34756405;27.96959939;28.21150203
10.39;12.566371;0;27.19990919;27.80937817;28.07013036
10.4;12.566371;0;27.19990919;27.66486491;27.90362595
10.41;12.566371;0;27.07424549;27.66486491;27.90362595
10.42;12.566371;0;26.94858178;27.4952189;27.7528295
10.43;12.566371;0;26.94858178;27.34442246;27.56119235
10.44;12.566371;0;26.81035171;27.34442246;27.56119235
10.45;12.566371;0;26.69097118;27.1527853;27.37583838
10.46;12.566371;0;26.69097118;26.99884726;27.19362601
10.47;12.566371;0;26.55902429;26.99884726;27.19362601
10.48;12.566371;0;26.55902429;26.80406852;26.97685612
10.49;12.566371;0;26.43964377;26.62813933;26.97685612
10.5;12.566371;0;26.32654644;26.62813933;26.77579419
10.51;12.566371;0;26.32654644;26.41451103;26.54017474
10.52;12.566371;0;26.19459955;26.22287388;26.54017474
10.53;12.566371;0;26.09092699;26.22287388;26.30769688
10.54;12.566371;0;26.09092699;25.99353762;26.0846438
10.55;12.566371;0;25.96526328;25.7861925;26.0846438
10.56;12.566371;0;25.96526328;25.7861925;25.82389161
10.57;12.566371;0;25.86159072;25.54428987;25.82389161
10.58;12.566371;0;25.7422102;25.32437838;25.58513057
10.59;12.566371;0;25.7422102;25.32437838;25.31181201
10.6;12.566371;0;25.63539605;25.06676778;25.31181201
10.61;12.566371;0;25.51601553;24.84057311;25.04791823
10.62;12.566371;0;25.51601553;24.84057311;24.79659081
10.63;12.566371;0;25.39663501;24.57353774;24.79659081
10.64;12.566371;0;25.28667927;24.32535192;24.50756429
10.65;12.566371;0;25.28667927;24.32535192;24.50756429
10.66;12.566371;0;25.16729875;24.05203336;24.24995369
10.67;12.566371;0;25.06676778;23.81327231;23.95464398
10.68;12.566371;0;25.06676778;23.81327231;23.95464398
10.69;12.566371;0;24.95367045;23.53995375;23.69389179
10.7;12.566371;0;24.85628108;23.29805112;23.44570597
10.71;12.566371;0;24.85628108;23.29805112;23.44570597
10.72;12.566371;0;24.74318374;23.00274141;23.15982104
10.73;12.566371;0;24.65207755;23.00274141;22.90849363
10.74;12.566371;0;24.65207755;22.74513081;22.90849363
10.75;12.566371;0;24.53583862;22.4498211;22.61946711
10.76;12.566371;0;24.45415722;22.4498211;22.36813969
10.77;12.566371;0;24.45415722;22.17021936;22.36813969
10.78;12.566371;0;24.34734307;21.90632557;22.07597158
10.79;12.566371;0;24.34734307;21.90632557;21.79951142
10.8;12.566371;0;24.24367051;21.59216631;21.79951142
10.81;12.566371;0;24.15884751;21.59216631;21.48849375
10.82;12.566371;0;24.15884751;21.34712208;21.23088315
10.83;12.566371;0;24.04889176;21.05181237;21.23088315
10.84;12.566371;0;24.04889176;21.05181237;20.93871504
10.85;12.566371;0;23.96721035;20.77221063;20.68110444
10.86;12.566371;0;23.8635378;20.51145844;20.68110444
10.87;12.566371;0;23.8635378;20.51145844;20.39207791
10.88;12.566371;0;23.76929002;20.21929032;20.12190095
10.89;12.566371;0;23.67818383;20.21929032;20.12190095
10.9;12.566371;0;23.67818383;19.96167972;19.81716646
10.91;12.566371;0;23.57136968;19.6726532;19.81716646
10.92;12.566371;0;23.48968827;19.6726532;19.53756471
10.93;12.566371;0;23.48968827;19.43703375;19.27995412
10.94;12.566371;0;23.38287412;19.14172404;19.27995412
10.95;12.566371;0;23.38287412;19.14172404;18.99406918
10.96;12.566371;0;23.29805112;18.91552937;18.99406918
10.97;12.566371;0;23.21008652;18.67676833;18.74902496
10.98;12.566371;0;23.21008652;18.67676833;18.49141436
10.99;12.566371;0;23.10955556;18.42858251;18.27464447
11;12.566371;0;23.03101574;18.2180958;18.27464447
11.01;12.566371;0;23.03101574;18.2180958;18.03274183
11.02;12.566371;0;22.93990956;17.98247635;17.82539672
11.03;12.566371;0;22.93990956;17.78455601;17.82539672
11.04;12.566371;0;22.84880337;17.78455601;17.58349408
11.05;12.566371;0;22.77654674;17.56150293;17.58349408
11.06;12.566371;0;22.77654674;17.37300737;17.360441
11.07;12.566371;0;22.68858214;17.37300737;17.15623748
11.08;12.566371;0;22.68858214;17.16566226;17.15623748
11.09;12.566371;0;22.61004233;16.97402511;16.93004281
11.1;12.566371;0;22.52521933;16.97402511;16.74783044
11.11;12.566371;0;22.52521933;16.76039681;16.74783044
11.12;12.566371;0;22.44667951;16.5907508;16.54362691
11.13;12.566371;0;22.37128129;16.5907508;16.36769773
11.14;12.566371;0;22.37128129;16.39911365;16.36769773
11.15;12.566371;0;22.29274147;16.39911365;16.17291898
11.16;12.566371;0;22.22362643;16.23575083;15.99070661
11.17;12.566371;0;22.22362643;16.05039687;15.99070661
11.18;12.566371;0;22.14508662;16.05039687;15.79278627
11.19;12.566371;0;22.07911317;15.88389246;15.79278627
11.2;12.566371;0;22.07911317;15.6953969;15.6074323
11.21;12.566371;0;21.99114858;15.6953969;15.44092789
11.22;12.566371;0;21.92517513;15.52575089;15.44092789
11.23;12.566371;0;21.92517513;15.36867126;15.25871552
11.24;12.566371;0;21.84349372;15.36867126;15.10477748
11.25;12.566371;0;21.84349372;15.19902526;15.10477748
11.26;12.566371;0;21.77437868;15.19902526;14.93827307
11.27;12.566371;0;21.70840524;15.05765359;14.93827307
11.28;12.566371;0;21.70840524;14.90057396;14.78747662
11.29;12.566371;0;21.6392902;14.90057396;14.65552973
11.3;12.566371;0;21.57959994;14.75920229;14.65552973
11.31;12.566371;0;21.57959994;14.64296336;14.51101647
11.32;12.566371;0;21.50734331;14.64296336;14.39163595
11.33;12.566371;0;21.44765305;14.51101647;14.39163595
11.34;12.566371;0;21.44765305;14.41362709;14.26283065
11.35;12.566371;0;21.37853801;14.41362709;14.26283065
11.36;12.566371;0;21.32513093;14.30052976;14.14973331
11.37;12.566371;0;21.32513093;14.19999879;14.04920235
11.38;12.566371;0;21.25915749;14.19999879;14.04920235
11.39;12.566371;0;21.208892;14.09004305;13.9423882
11.4;12.566371;0;21.208892;14.09004305;13.85128201
11.41;12.566371;0;21.14291856;14.00522005;13.85128201
11.42;12.566371;0;21.08636989;13.91411386;13.75389264
11.43;12.566371;0;21.08636989;13.83557405;13.75389264
11.44;12.566371;0;21.02353804;13.83557405;13.66592804
11.45;12.566371;0;20.97327256;13.75389264;13.59052982
11.46;12.566371;0;20.97327256;13.75389264;13.59052982
11.47;12.566371;0;20.91672389;13.67849441;13.51199
11.48;12.566371;0;20.91672389;13.59367141;13.51199
11.49;12.566371;0;20.84760885;13.59367141;13.427167
11.5;12.566371;0;20.79420177;13.53083956;13.36433515
11.51;12.566371;0;20.79420177;13.4711493;13.36433515
11.52;12.566371;0;20.73451151;13.4711493;13.30778648
11.53;12.566371;0;20.68110444;13.41145904;13.24809622
11.54;12.566371;0;20.68110444;13.35805196;13.24809622
11.55;12.566371;0;20.61827259;13.35805196;13.20097233
11.56;12.566371;0;20.61827259;13.3015033;13.15384844
11.57;12.566371;0;20.5680071;13.26066259;13.15384844
11.58;12.566371;0;20.51145844;13.26066259;13.11300774
11.59;12.566371;0;20.51145844;13.21668029;13.07845022
11.6;12.566371;0;20.46433455;13.18212277;13.07845022
11.61;12.566371;0;20.40778588;13.18212277;13.04703429
11.62;12.566371;0;20.40778588;13.15070685;13.02504314
11.63;12.566371;0;20.36694517;13.1287157;13.02504314
11.64;12.566371;0;20.31039651;13.1287157;13.00305199
11.65;12.566371;0;20.31039651;13.10358296;12.98734403
11.66;12.566371;0;20.26013102;13.10358296;12.98734403
11.67;12.566371;0;20.21614873;13.0847334;12.97791925
11.68;12.566371;0;20.21614873;13.06902544;12.96849447
11.69;12.566371;0;20.16588324;13.06902544;12.96849447
11.7;12.566371;0;20.12190095;13.05960066;12.96221129
11.71;12.566371;0;20.12190095;13.05331748;12.96221129
11.72;12.566371;0;20.07163546;13.05331748;12.9590697
11.73;12.566371;0;20.02765317;13.04703429;12.9590697
11.74;12.566371;0;20.02765317;13.0438927;12.9590697
11.75;12.566371;0;19.9711045;13.0438927;12.9590697
11.76;12.566371;0;19.9711045;13.04075111;12.96221129
11.77;12.566371;0;19.93026379;13.0438927;12.96221129
11.78;12.566371;0;19.87999831;13.0438927;12.96535288
11.79;12.566371;0;19.87999831;13.0438927;12.96535288
11.8;12.566371;0;19.82973283;13.05017588;12.97163607
11.81;12.566371;0;19.78889212;13.05017588;12.97791925
11.82;12.566371;0;19.78889212;13.05331748;12.97791925
11.83;12.566371;0;19.74176824;13.05331748;12.98420244
11.84;12.566371;0;19.70092753;13.06274225;12.99362722
11.85;12.566371;0;19.70092753;13.06902544;12.99362722
11.86;12.566371;0;19.65380364;13.06902544;13.00305199
11.87;12.566371;0;19.61296294;13.07845022;13.01247677
11.88;12.566371;0;19.61296294;13.09101659;13.01247677
11.89;12.566371;0;19.56269745;13.09101659;13.02818473
11.9;12.566371;0;19.52499834;13.10044137;13.03760951
11.91;12.566371;0;19.52499834;13.11300774;13.03760951
11.92;12.566371;0;19.47473286;13.11300774;13.05331748
11.93;12.566371;0;19.47473286;13.1287157;13.06588385
11.94;12.566371;0;19.43703375;13.1287157;13.06588385
11.95;12.566371;0;19.38990986;13.14128207;13.08159181
11.96;12.566371;0;19.38990986;13.15699003;13.09415818
11.97;12.566371;0;19.35535234;13.15699003;13.09415818
11.98;12.566371;0;19.30822845;13.1695564;13.10986614
11.99;12.566371;0;19.30822845;13.18526437;13.12243251
12;12.566371;0;19.26738774;13.18526437;13.12243251
12.01;12.566371;0;19.22654704;13.19783074;13.13814048
12.02;12.566371;0;19.22654704;13.21039711;13.15070685
12.03;12.566371;0;19.18256474;13.21039711;13.15070685
12.04;12.566371;0;19.14172404;13.22296348;13.16327322
12.05;12.566371;0;19.14172404;13.23238826;13.16327322
12.06;12.566371;0;19.09774174;13.23238826;13.172698
12.07;12.566371;0;19.09774174;13.24495463;13.18526437
12.08;12.566371;0;19.05690104;13.24495463;13.18526437
12.09;12.566371;0;19.02234352;13.25437941;13.19468915
12.1;12.566371;0;19.02234352;13.26380418;13.20411392
12.11;12.566371;0;18.97836122;13.26380418;13.20411392
12.12;12.566371;0;18.94694529;13.27322896;13.2135387
12.13;12.566371;0;18.94694529;13.28265374;13.21982189
12.14;12.566371;0;18.90610459;13.28265374;13.21982189
12.15;12.566371;0;18.87154707;13.29207852;13.22924666
12.16;12.566371;0;18.87154707;13.3015033;13.23552985
12.17;12.566371;0;18.82756477;13.3015033;13.23552985
12.18;12.566371;0;18.82756477;13.31092807;13.24495463
12.19;12.566371;0;18.79300725;13.32035285;13.25123781
12.2;12.566371;0;18.74902496;13.32035285;13.25123781
12.21;12.566371;0;18.74902496;13.32977763;13.257521
12.22;12.566371;0;18.71760903;13.32977763;13.257521
12.23;12.566371;0;18.67990992;13.33606081;13.26380418
12.24;12.566371;0;18.67990992;13.342344;13.27008737
12.25;12.566371;0;18.6453524;13.342344;13.27008737
12.26;12.566371;0;18.60765329;13.34862719;13.27637055
12.27;12.566371;0;18.60765329;13.35491037;13.27951215
12.28;12.566371;0;18.56995418;13.35491037;13.27951215
12.29;12.566371;0;18.53539666;13.35805196;13.28265374
12.3;12.566371;0;18.53539666;13.36119356;13.28579533
12.31;12.566371;0;18.49769754;13.36119356;13.28579533
12.32;12.566371;0;18.49769754;13.36433515;13.28579533
12.33;12.566371;0;18.46314003;13.36433515;13.28579533
12.34;12.566371;0;18.42544091;13.36433515;13.28579533
12.35;12.566371;0;18.42544091;13.36433515;13.28265374
12.36;12.566371;0;18.39088339;13.36433515;13.28265374
12.37;12.566371;0;18.35946747;13.36433515;13.28265374
12.38;12.566371;0;18.35946747;13.36433515;13.27951215
12.39;12.566371;0;18.32176836;13.36433515;13.27951215
12.4;12.566371;0;18.32176836;13.36119356;13.27637055
12.41;12.566371;0;18.29035243;13.36119356;13.27322896
12.42;12.566371;0;18.25265332;13.36119356;13.27322896
12.43;12.566371;0;18.25265332;13.35805196;13.27008737
12.44;12.566371;0;18.2180958;13.35491037;13.27008737
12.45;12.566371;0;18.18982146;13.35491037;13.27008737
12.46;12.566371;0;18.18982146;13.35491037;13.26694578
12.47;12.566371;0;18.15526395;13.35176878;13.26694578
12.48;12.566371;0;18.15526395;13.35176878;13.26380418
12.49;12.566371;0;18.12384802;13.35176878;13.26380418
12.5;12.566371;0;18.0892905;13.35176878;13.26380418
12.51;12.566371;0;18.0892905;13.35176878;13.26380418
12.52;12.566371;0;18.05159139;13.35176878;13.26380418
12.53;12.566371;0;18.02331705;13.35176878;13.26380418
12.54;12.566371;0;18.02331705;13.35176878;13.26380418
12.55;12.566371;0;17.99190113;13.35176878;13.26380418
12.56;12.566371;0;17.99190113;13.35176878;13.26380418
12.57;12.566371;0;17.9604852;13.35176878;13.26694578
12.58;12.566371;0;17.92592768;13.35176878;13.26694578
12.59;12.566371;0;17.92592768;13.35176878;13.26694578
12.6;12.566371;0;17.90079494;13.35176878;13.26694578
12.61;12.566371;0;17.86623742;13.35491037;13.26694578
12.62;12.566371;0;17.86623742;13.35491037;13.26694578
12.63;12.566371;0;17.84110468;13.35491037;13.26694578
12.64;12.566371;0;17.80968875;13.35491037;13.26694578
12.65;12.566371;0;17.80968875;13.35491037;13.26694578
12.66;12.566371;0;17.77827283;13.35491037;13.26694578
12.67;12.566371;0;17.75314009;13.35176878;13.26694578
12.68;12.566371;0;17.75314009;13.35176878;13.26694578
12.69;12.566371;0;17.72172416;13.35176878;13.26694578
12.7;12.566371;0;17.69659142;13.35176878;13.26694578
12.71;12.566371;0;17.69659142;13.35176878;13.26694578
12.72;12.566371;0;17.66517549;13.35176878;13.26694578
12.73;12.566371;0;17.64318434;13.35176878;13.26694578
12.74;12.566371;0;17.64318434;13.35176878;13.26694578
12.75;12.566371;0;17.61491001;13.35176878;13.26694578
12.76;12.566371;0;17.58349408;13.35176878;13.26694578
12.77;12.566371;0;17.58349408;13.35176878;13.26694578
12.78;12.566371;0;17.55836134;13.35176878;13.26694578
12.79;12.566371;0;17.5332286;13.35176878;13.26694578
12.8;12.566371;0;17.5332286;13.35176878;13.26694578
12.81;12.566371;0;17.50181267;13.35491037;13.26694578
12.82;12.566371;0;17.50181267;13.35491037;13.26694578
12.83;12.566371;0;17.47667993;13.35491037;13.26694578
12.84;12.566371;0;17.44526401;13.35491037;13.26694578
12.85;12.566371;0;17.44526401;13.35491037;13.26694578
12.86;12.566371;0;17.42327286;13.35176878;13.26694578
12.87;12.566371;0;17.39499852;13.35176878;13.26694578
12.88;12.566371;0;17.39499852;13.35176878;13.26694578
12.89;12.566371;0;17.37300737;13.35176878;13.26694578
12.9;12.566371;0;17.34473304;13.35176878;13.26694578
12.91;12.566371;0;17.34473304;13.35176878;13.26694578
12.92;12.566371;0;17.3196003;13.35176878;13.26694578
12.93;12.566371;0;17.29446756;13.35176878;13.26694578
12.94;12.566371;0;17.29446756;13.35176878;13.26694578
12.95;12.566371;0;17.26619322;13.35176878;13.26694578
12.96;12.566371;0;17.24420208;13.35176878;13.26694578
12.97;12.566371;0;17.24420208;13.35176878;13.26694578
12.98;12.566371;0;17.21592774;13.35176878;13.26694578
12.99;12.566371;0;17.19393659;13.35176878;13.26694578
13;12.566371;0;17.19393659;13.35176878;13.26694578
13.01;12.566371;0;17.16566226;13.35176878;13.26694578
13.02;12.566371;0;17.16566226;13.35176878;13.26694578
13.03;12.566371;0;17.14052952;13.35176878;13.26694578
13.04;12.566371;0;17.11853837;13.35176878;13.26694578
13.05;12.566371;0;17.11853837;13.35176878;13.26694578
13.06;12.566371;0;17.09026404;13.35176878;13.26694578
13.07;12.566371;0;17.09026404;13.35176878;13.26694578
13.08;12.566371;0;17.06827289;13.35176878;13.26694578
13.09;12.566371;0;17.03999855;13.35176878;13.26694578
13.1;12.566371;0;17.03999855;13.35176878;13.26694578
13.11;12.566371;0;17.0180074;13.35176878;13.26694578
13.12;12.566371;0;16.99601626;13.35176878;13.26694578
13.13;12.566371;0;16.99601626;13.35176878;13.26694578
13.14;12.566371;0;16.96774192;13.35176878;13.26694578
13.15;12.566371;0;16.96774192;13.35176878;13.26694578
13.16;12.566371;0;16.94889237;13.35176878;13.26694578
13.17;12.566371;0;16.92061803;13.35176878;13.26694578
13.18;12.566371;0;16.92061803;13.35176878;13.26694578
13.19;12.566371;0;16.89862688;13.35491037;13.26694578
13.2;12.566371;0;16.87663574;13.35176878;13.26694578
13.21;12.566371;0;16.87663574;13.35176878;13.26694578
13.22;12.566371;0;16.85150299;13.35176878;13.26694578
13.23;12.566371;0;16.83265344;13.35176878;13.26694578
13.24;12.566371;0;16.83265344;13.35176878;13.26694578
13.25;12.566371;0;16.8075207;13.35176878;13.26694578
13.26;12.566371;0;16.8075207;13.35176878;13.26694578
13.27;12.566371;0;16.78552955;13.35176878;13.26694578
13.28;12.566371;0;16.76667999;13.35176878;13.26694578
13.29;12.566371;0;16.76667999;13.35176878;13.26694578
13.3;12.566371;0;16.74154725;13.35176878;13.26694578
13.31;12.566371;0;16.7226977;13.35176878;13.26694578
13.32;12.566371;0;16.7226977;13.35176878;13.26694578
13.33;12.566371;0;16.69756495;13.35176878;13.26694578
13.34;12.566371;0;16.69756495;13.35491037;13.26694578
13.35;12.566371;0;16.6787154;13.35491037;13.26694578
13.36;12.566371;0;16.65986584;13.35491037;13.26694578
13.37;12.566371;0;16.65986584;13.35176878;13.26694578
13.38;12.566371;0;16.6347331;13.35176878;13.26694578
13.39;12.566371;0;16.6347331;13.35176878;13.26694578
13.4;12.566371;0;16.61902514;13.35176878;13.26694578
13.41;12.566371;0;16.5938924;13.35176878;13.26694578
13.42;12.566371;0;16.5938924;13.35176878;13.26694578
13.43;12.566371;0;16.57504284;13.35176878;13.26694578
13.44;12.566371;0;16.55619328;13.35176878;13.26694578
13.45;12.566371;0;16.55619328;13.35176878;13.26694578
13.46;12.566371;0;16.53420214;13.35491037;13.26694578
13.47;12.566371;0;16.53420214;13.35491037;13.26694578
13.48;12.566371;0;16.51849417;13.35491037;13.26694578
13.49;12.566371;0;16.49650302;13.35491037;13.26694578
13.5;12.566371;0;16.49650302;13.35491037;13.26694578
13.51;12.566371;0;16.47765347;13.35491037;13.26694578
13.52;12.566371;0;16.45880391;13.35176878;13.26694578
13.53;12.566371;0;16.45880391;13.35176878;13.26694578
13.54;12.566371;0;16.43995436;13.35176878;13.26694578
13.55;12.566371;0;16.43995436;13.35176878;13.26694578
13.56;12.566371;0;16.4211048;13.35176878;13.26694578
13.57;12.566371;0;16.40225524;13.35176878;13.26694578
13.58;12.566371;0;16.40225524;13.35176878;13.26694578
13.59;12.566371;0;16.38654728;13.35176878;13.26694578
13.6;12.566371;0;16.37083932;13.35176878;13.26694578
13.61;12.566371;0;16.37083932;13.35176878;13.26694578
13.62;12.566371;0;16.34884817;13.35176878;13.26694578
13.63;12.566371;0;16.34884817;13.35491037;13.26694578
13.64;12.566371;0;16.3362818;13.35491037;13.26694578
13.65;12.566371;0;16.31743224;13.35491037;13.26694578
13.66;12.566371;0;16.31743224;13.35176878;13.26694578
13.67;12.566371;0;16.30172428;13.35176878;13.26694578
13.68;12.566371;0;16.28601632;13.35176878;13.26694578
13.69;12.566371;0;16.28601632;13.35176878;13.26694578
13.7;12.566371;0;16.27030835;13.35176878;13.26694578
13.71;12.566371;0;16.25460039;13.35176878;13.26694578
13.72;12.566371;0;16.25460039;13.35176878;13.26694578
13.73;12.566371;0;16.23889243;13.35176878;13.26694578
13.74;12.566371;0;16.22318446;13.35176878;13.26694578
13.75;12.566371;0;16.22318446;13.35176878;13.26694578
13.76;12.566371;0;16.2074765;13.35176878;13.26694578
13.77;12.566371;0;16.19805172;13.35176878;13.26694578
13.78;12.566371;0;16.19805172;13.35176878;13.26694578
13.79;12.566371;0;16.18234376;13.35176878;13.26694578
13.8;12.566371;0;16.16977739;13.35176878;13.26694578
13.81;12.566371;0;16.16977739;13.35176878;13.26694578
13.82;12.566371;0;16.15406942;13.35176878;13.26694578
13.83;12.566371;0;16.15406942;13.35176878;13.26694578
13.84;12.566371;0;16.13836146;13.35176878;13.26694578
13.85;12.566371;0;16.12579509;13.35176878;13.26694578
13.86;12.566371;0;16.12579509;13.35176878;13.26694578
13.87;12.566371;0;16.11008713;13.35176878;13.26694578
13.88;12.566371;0;16.09752076;13.35176878;13.26694578
13.89;12.566371;0;16.09752076;13.35176878;13.26694578
13.9;12.566371;0;16.08495439;13.35176878;13.26694578
13.91;12.566371;0;16.07238802;13.35176878;13.26694578
13.92;12.566371;0;16.07238802;13.35176878;13.26694578
13.93;12.566371;0;16.05668005;13.35176878;13.26694578
13.94;12.566371;0;16.05668005;13.35176878;13.26694578
13.95;12.566371;0;16.04411368;13.35176878;13.26694578
13.96;12.566371;0;16.03154731;13.35176878;13.26694578
13.97;12.566371;0;16.03154731;13.35176878;13.26694578
13.98;12.566371;0;16.01898094;13.35176878;13.26694578
13.99;12.566371;0;16.01898094;13.35176878;13.26694578
14;12.566371;10;16.00641457;13.35176878;13.26694578
14.01;12.566371;10;15.9938482;13.35176878;13.26694578
14.02;12.566371;10;15.9938482;13.35176878;13.27322896
14.03;12.566371;10;15.99070661;13.35176878;13.27322896
14.04;12.566371;10;15.99070661;13.36433515;13.28893692
14.05;12.566371;10;15.99070661;13.36433515;13.3015033
14.06;12.566371;10;16.00327298;13.37375993;13.3015033
14.07;12.566371;10;16.01269776;13.39260948;13.32349444
14.08;12.566371;10;16.01269776;13.39260948;13.35176878
14.09;12.566371;10;16.03154731;13.41774222;13.35176878
14.1;12.566371;10;16.05353846;13.41774222;13.3863263
14.11;12.566371;10;16.05353846;13.44915815;13.3863263
14.12;12.566371;10;16.0786712;13.48685726;13.42088382
14.13;12.566371;10;16.10380394;13.48685726;13.46172452
14.14;12.566371;10;16.10380394;13.52455637;13.46172452
14.15;12.566371;10;16.13207828;13.55911389;13.50256523
14.16;12.566371;10;16.15721102;13.55911389;13.53398115
14.17;12.566371;10;16.15721102;13.5999546;13.53398115
14.18;12.566371;10;16.18862694;13.5999546;13.57482186
14.19;12.566371;10;16.18862694;13.63137052;13.60623778
14.2;12.566371;10;16.21375969;13.67221123;13.60623778
14.21;12.566371;10;16.24203402;13.67221123;13.64393689
14.22;12.566371;10;16.24203402;13.70362715;13.67849441
14.23;12.566371;10;16.26716676;13.74760945;13.67849441
14.24;12.566371;10;16.28915791;13.74760945;13.71619353
14.25;12.566371;10;16.28915791;13.78216697;13.75075104
14.26;12.566371;10;16.32371543;13.8135829;13.75075104
14.27;12.566371;10;16.34570658;13.8135829;13.79787493
14.28;12.566371;10;16.34570658;13.85756519;13.83557405
14.29;12.566371;10;16.3802641;13.89526431;13.83557405
14.3;12.566371;10;16.3802641;13.89526431;13.88898112
14.31;12.566371;10;16.41168002;13.94867138;13.93610501
14.32;12.566371;10;16.45252073;13.99265368;13.93610501
14.33;12.566371;10;16.45252073;13.99265368;14.00207846
14.34;12.566371;10;16.49336143;14.05862712;14.00207846
14.35;12.566371;10;16.54048532;14.10889261;14.05548553
14.36;12.566371;10;16.54048532;14.10889261;14.13402535
14.37;12.566371;10;16.5907508;14.17800765;14.13402535
14.38;12.566371;10;16.6347331;14.2408395;14.20314039
14.39;12.566371;10;16.6347331;14.2408395;14.26597224
14.4;12.566371;10;16.69756495;14.31623772;14.26597224
14.41;12.566371;10;16.75097203;14.31623772;14.35079524
14.42;12.566371;10;16.75097203;14.38849435;14.41991028
14.43;12.566371;10;16.81380388;14.47645895;14.41991028
14.44;12.566371;10;16.81380388;14.5392908;14.50473328
14.45;12.566371;10;16.86721096;14.5392908;14.57698991
14.46;12.566371;10;16.9331844;14.62097221;14.57698991
14.47;12.566371;10;16.9331844;14.69322884;14.65552973
14.48;12.566371;10;16.98973307;14.69322884;14.72464477
14.49;12.566371;10;17.04314015;14.77176866;14.72464477
14.5;12.566371;10;17.04314015;14.77176866;14.80946777
14.51;12.566371;10;17.09968881;14.8408837;14.87229962
14.52;12.566371;10;17.09968881;14.9257067;14.87229962
14.53;12.566371;10;17.1499543;14.9257067;14.95083944
14.54;12.566371;10;17.20650296;14.99168014;15.0105297
14.55;12.566371;10;17.20650296;15.07336155;15.0105297
14.56;12.566371;10;17.24734367;15.07336155;15.08906952
14.57;12.566371;10;17.30389234;15.14247659;15.08906952
14.58;12.566371;10;17.30389234;15.21473322;15.15504296
14.59;12.566371;10;17.34787463;15.21473322;15.23358278
14.6;12.566371;10;17.40756489;15.29327304;15.23358278
14.61;12.566371;10;17.40756489;15.36552967;15.31212259
14.62;12.566371;10;17.46097197;15.36552967;15.38123763
14.63;12.566371;10;17.51123745;15.45035267;15.38123763
14.64;12.566371;10;17.51123745;15.51632612;15.46920223
14.65;12.566371;10;17.5740693;15.51632612;15.53517567
14.66;12.566371;10;17.5740693;15.6105739;15.53517567
14.67;12.566371;10;17.62433479;15.67654734;15.62314027
14.68;12.566371;10;17.69030823;15.67654734;15.68597212
14.69;12.566371;10;17.69030823;15.76137034;15.68597212
14.7;12.566371;10;17.7468569;15.82734379;15.76451194
14.71;12.566371;10;17.80026398;15.82734379;15.83048538
14.72;12.566371;10;17.80026398;15.9090252;15.83048538
14.73;12.566371;10;17.85995424;15.97814024;15.91530838
14.74;12.566371;10;17.85995424;15.97814024;15.91530838
14.75;12.566371;10;17.91021972;16.05982165;15.97499864
14.76;12.566371;10;17.96676839;16.1226535;16.05039687
14.77;12.566371;10;17.96676839;16.1226535;16.05039687
14.78;12.566371;10;18.02017546;16.2074765;16.1226535
14.79;12.566371;10;18.06729935;16.2074765;16.17606057
14.8;12.566371;10;18.06729935;16.27030835;16.17606057
14.81;12.566371;10;18.12384802;16.35198976;16.2483172
14.82;12.566371;10;18.12384802;16.35198976;16.30486587
14.83;12.566371;10;18.16783032;16.4211048;16.30486587
14.84;12.566371;10;18.22437898;16.48079506;16.37083932
14.85;12.566371;10;18.22437898;16.48079506;16.41796321
14.86;12.566371;10;18.27464447;16.55619328;16.41796321
14.87;12.566371;10;18.31548517;16.55619328;16.48393665
14.88;12.566371;10;18.31548517;16.60960036;16.48393665
14.89;12.566371;10;18.37203384;16.67557381;16.53106054
14.9;12.566371;10;18.41915773;16.67557381;16.58446762
14.91;12.566371;10;18.41915773;16.72583929;16.58446762
14.92;12.566371;10;18.4725648;16.78867114;16.63159151
14.93;12.566371;10;18.4725648;16.78867114;16.69128177
