Zeit [s];y_1Modell;y_1Ref;y_2Modell;y_2Ref;a;b;c;d;e;f;g;h
Winkel [rad];-;--;-;--;-;--;-;--;-;--;-;--
0;1;1;1;1;1;1;1;1;1;1;1;1
0;1d56e9;1d56e9;046be1;046be1;007ed8;007ed8;008fcf;008fcf;009ec5;009ec5;00adba;00adba
5.81;1.536542315;-0.490088454;3.05667645;0.358141563;4.585014674;3.355220954;6.113352899;6.905220653;7.641691124;10.28557435;9.170029349;15.0110841
5.82;1.520163706;-0.496371639;3.024095905;0.304734487;4.536143857;3.308097064;6.04819181;6.785840132;7.560239762;10.19446816;9.072287714;14.89798676
5.83;1.503961392;-0.505796417;2.991865678;0.279601746;4.487798517;3.26725636;5.983731356;6.726149871;7.479664195;10.12378233;8.975597034;14.7094912
5.84;1.4879331;-0.515221195;2.959981229;0.254469005;4.439971844;3.226415655;5.919962459;6.666459611;7.399953073;10.05309649;8.879943688;14.52099564
5.85;1.472076569;-0.519933584;2.928438069;0.232477856;4.392657103;3.188716543;5.856876137;6.619335721;7.321095171;9.982410657;8.785314206;14.42674786
5.86;1.456389573;-0.524645973;2.897231804;0.210486708;4.345847706;3.151017432;5.794463608;6.572211831;7.24307951;9.911724822;8.691695413;14.33250008
5.87;1.44086995;-0.529358362;2.86635818;0.186924763;4.29953727;3.078760801;5.732716361;6.51723396;7.165895451;9.782919523;8.599074541;14.26024345
5.88;1.425515608;-0.534070751;2.835813101;0.163362818;4.253719651;3.006504169;5.671626202;6.462256088;7.089532752;9.654114224;8.507439303;14.18798682
5.89;1.410324543;-0.53878314;2.805592643;0.120951317;4.208388965;2.970375854;5.611185287;6.369579105;7.013981608;9.591282371;8.41677793;14.03247799
5.9;1.395294838;-0.543495529;2.775693059;0.078539816;4.163539588;2.934247538;5.551386118;6.276902122;6.939232647;9.528450518;8.327079177;13.87696915
5.91;1.380424661;-0.552920307;2.746110767;0.05969026;4.119166151;2.904402408;5.492221535;6.226636639;6.865276918;9.471901851;8.238332302;13.79685854
5.92;1.365712261;-0.562345085;2.716842341;0.040840704;4.075263512;2.874557278;5.433684683;6.176371157;6.792105853;9.415353183;8.150527024;13.71674792
5.93;1.351155961;-0.567057474;2.687884489;0.020420352;4.031826734;2.83528737;5.375768979;6.13238886;6.719711224;9.35252133;8.063653468;13.6413497
5.94;1.336754144;-0.571769863;2.659234033;2.84E-14;3.988851049;2.796017462;5.318468065;6.088406563;6.648085082;9.289689477;7.977702098;13.56595148
5.95;1.322505247;-0.574911456;2.630887883;-0.021991149;3.946331824;2.726902423;5.261775765;6.03814108;6.577219706;9.165596567;7.892663648;13.49369485
5.96;1.308407743;-0.578053048;2.602843019;-0.043982297;3.904264528;2.657787385;5.205686037;5.987875598;6.507107547;9.041503657;7.808529056;13.42143821
5.97;1.294460135;-0.58590703;2.575096467;-0.087964594;3.862644701;2.615375884;5.150192935;5.888915429;6.437741169;8.977101008;7.725289402;13.33661521
5.98;1.280660946;-0.593761012;2.547645285;-0.131946891;3.821467928;2.572964383;5.09529057;5.789955261;6.369113213;8.912698358;7.642935855;13.25179221
5.99;1.267008709;-0.596902604;2.520486542;-0.155508836;3.780729813;2.536836068;5.040973085;5.733406593;6.301216356;8.851437301;7.561459627;13.08214621
6;1.25350196;-0.600044197;2.493617314;-0.179070781;3.740425971;2.500707752;4.987234628;5.676857925;6.234043285;8.790176245;7.480851942;12.9125002
6.01;1.240139236;-0.601614993;2.467034671;-0.20106193;3.700552007;2.456725455;4.934069343;5.625021646;6.167586678;8.716348817;7.401104014;12.82139402
6.02;1.226919073;-0.603185789;2.440735679;-0.223053078;3.661103518;2.412743158;4.881471358;5.573185367;6.101839197;8.64252139;7.322207037;12.73028783
6.03;1.213839999;-0.604756586;2.414717393;-0.24818582;3.62207609;2.334203342;4.829434786;5.513495107;6.036793483;8.501149721;7.244152179;12.64232324
6.04;1.200900541;-0.606327382;2.388976865;-0.273318561;3.583465297;2.255663525;4.777953729;5.453804847;5.972442161;8.359778051;7.166930594;12.55435864
6.05;1.188099224;-0.607898178;2.363511142;-0.320442451;3.545266713;2.214822821;4.727022284;5.343849104;5.908777855;8.28752142;7.090533426;12.45382768
6.06;1.175434573;-0.609468975;2.338317277;-0.36756634;3.507475915;2.173982116;4.676634554;5.233893361;5.845793192;8.215264789;7.014951831;12.35329671
6.07;1.162905114;-0.611039771;2.313392331;-0.389557489;3.470088496;2.137853801;4.626784661;5.177344693;5.783480826;8.147720547;6.940176992;12.16323036
6.08;1.150509382;-0.612610567;2.288733379;-0.411548638;3.433100069;2.101725485;4.577466758;5.120796025;5.721833448;8.080176305;6.866200138;11.973164
6.09;1.138245921;-0.612610567;2.264337521;-0.43196899;3.396506282;2.064026373;4.528675042;5.068959747;5.660843803;8.004778081;6.793012563;11.87891622
6.1;1.126113285;-0.612610567;2.240201881;-0.452389342;3.360302822;2.026327262;4.480403763;5.017123468;5.600504703;7.929379858;6.720605644;11.78466844
6.11;1.114110044;-0.612610567;2.216323617;-0.474380491;3.324485426;1.961924612;4.432647235;4.915021707;5.540809044;7.79586217;6.648970852;11.69827464
6.12;1.102234787;-0.612610567;2.192699922;-0.496371639;3.289049883;1.897521963;4.385399844;4.812919945;5.481749805;7.662344482;6.578099766;11.61188085
6.13;1.090486118;-0.612610567;2.169328026;-0.532499955;3.253992039;1.862964444;4.338656052;4.761083667;5.423320065;7.597941833;6.507984078;11.44380564
6.14;1.078862664;-0.612610567;2.146205201;-0.56862827;3.219307801;1.828406924;4.292410402;4.709247388;5.365513002;7.533539183;6.438615603;11.27573043
6.15;1.067363069;-0.612610567;2.123328758;-0.587477826;3.184993136;1.800132591;4.246657515;4.663694294;5.308321894;7.473848923;6.369986273;11.18776584
6.16;1.055986;-0.612610567;2.100696048;-0.606327382;3.151044072;1.771858257;4.201392096;4.618141201;5.25174012;7.414158662;6.302088144;11.09980124
6.17;1.044730142;-0.612610567;2.078304463;-0.620464549;3.117456694;1.742013126;4.156608925;4.577300496;5.195761157;7.302632123;6.234913388;11.02283222
6.18;1.0335942;-0.612610567;2.05615143;-0.634601716;3.084227145;1.712167996;4.112302859;4.536459792;5.140378574;7.191105584;6.168454289;10.9458632
6.19;1.022576897;-0.612610567;2.034234413;-0.666017643;3.051351619;1.657190125;4.068468826;4.453207586;5.085586032;7.13298612;6.102703239;10.87674817
6.2;1.011676975;-0.612610567;2.012550909;-0.697433569;3.018826364;1.602212253;4.025101819;4.369955381;5.031377273;7.074866656;6.037652728;10.80763313
6.21;1.000893188;-0.611039771;1.991098447;-0.714712329;2.986647671;1.572367123;3.982196894;4.330685473;4.977746118;7.024601173;5.973295341;10.67097385
6.22;0.990224309;-0.609468975;1.969874583;-0.731991088;2.954811875;1.542521993;3.939749166;4.291415565;4.924686458;6.974335691;5.90962375;10.53431457
6.23;0.979669123;-0.609468975;1.948876902;-0.747699052;2.923315353;1.514247659;3.897753804;4.255287249;4.872192255;6.924070209;5.846630706;10.46362873
6.24;0.969226428;-0.609468975;1.928103012;-0.763407015;2.892154518;1.485973325;3.856206024;4.219158934;4.820257531;6.873804726;5.784309037;10.3929429
6.25;0.958895036;-0.609468975;1.907550547;-0.777544182;2.861325821;1.457698991;3.815101095;4.176747433;4.768876368;6.773273761;5.722651642;10.33011104
6.26;0.948673768;-0.609468975;1.887217163;-0.791681349;2.830825745;1.429424657;3.774434326;4.134335932;4.718042908;6.672742796;5.661651489;10.26727919
6.27;0.938561458;-0.609468975;1.867100537;-0.810530905;2.800650805;1.374446786;3.734201074;4.052654523;4.667751342;6.617764925;5.60130161;10.19502256
6.28;0.92855695;-0.609468975;1.847198368;-0.829380461;2.770797551;1.319468915;3.694396735;3.970973114;4.617995919;6.562787053;5.541595103;10.12276593
6.29;0.918659099;-0.609468975;1.827508376;-0.860796387;2.741262564;1.289623784;3.655016751;3.926990817;4.568770939;6.512521571;5.482525127;9.987677444
6.3;0.90886677;-0.609468975;1.808028302;-0.892212314;2.712042454;1.259778654;3.616056605;3.88300852;4.520070756;6.462256088;5.424084907;9.85258896
6.31;0.899178839;-0.609468975;1.78875591;-0.909491073;2.683133865;1.233075117;3.57751182;3.83588463;4.471889775;6.404136624;5.36626773;9.77561994
6.32;0.889594193;-0.609468975;1.769688983;-0.926769833;2.654533475;1.206371579;3.539377966;3.78876074;4.424222458;6.34601716;5.309066949;9.69865092
6.33;0.880111729;-0.609468975;1.750825327;-0.940907;2.626237991;1.176526449;3.501650654;3.744778443;4.377063318;6.234490621;5.252475981;9.627965086
6.34;0.870730356;-0.609468975;1.73216277;-0.955044167;2.598244156;1.146681319;3.464325541;3.700796146;4.330406926;6.122964082;5.196488311;9.557279251
6.35;0.861448993;-0.609468975;1.713699163;-0.969181334;2.570548745;1.091703447;3.427398327;3.655243052;4.284247908;6.05541984;5.14109749;9.480310231
6.36;0.852266572;-0.609468975;1.695432379;-0.983318501;2.543148569;1.036725576;3.390864758;3.609689959;4.238580948;5.987875598;5.086297138;9.403341211
6.37;0.843182034;-0.609468975;1.677360314;-1.011592834;2.516040471;1.013163631;3.354720628;3.513871383;4.193400785;5.940751708;5.032080942;9.244690782
6.38;0.834194333;-0.609468975;1.659480887;-1.039867168;2.489221331;0.989601686;3.318961774;3.418052807;4.148702218;5.893627818;4.978442661;9.086040353
6.39;0.825302435;-0.609468975;1.64179204;-1.050862743;2.46268806;0.966039741;3.28358408;3.372499714;4.1044801;5.829225169;4.925376121;9.001217351
6.4;0.816505317;-0.609468975;1.624291738;-1.061858317;2.436437607;0.942477796;3.248583477;3.32694662;4.060729346;5.764822519;4.872875215;8.91639435
6.41;0.807801966;-0.609468975;1.606977969;-1.074424688;2.410466953;0.917345055;3.213955938;3.286105916;4.017444922;5.648583591;4.820933907;8.842566922
6.42;0.799191382;-0.609468975;1.589848742;-1.086991058;2.384773113;0.892212314;3.179697484;3.245265211;3.974621855;5.532344663;4.769546226;8.768739495
6.43;0.790672575;-0.609468975;1.57290209;-1.10741141;2.359353135;0.848230016;3.14580418;3.163583802;3.932255225;5.480508384;4.71870627;8.688628882
6.44;0.782244567;-0.609468975;1.556136067;-1.127831763;2.3342041;0.804247719;3.112272133;3.081902393;3.890340167;5.428672105;4.6684082;8.60851827
6.45;0.773906391;-0.609468975;1.539548747;-1.140398133;2.309323121;0.783827367;3.079097495;3.041061689;3.848871868;5.376835827;4.618646242;8.465575804
6.46;0.765657089;-0.609468975;1.523138228;-1.152964504;2.284707342;0.763407015;3.046276456;3.000220984;3.807845571;5.324999548;4.569414685;8.322633338
6.47;0.757495715;-0.609468975;1.506902627;-1.162389282;2.26035394;0.744557459;3.013805253;2.964092669;3.767256566;5.224468583;4.52070788;8.250376707
6.48;0.749421332;-0.609468975;1.490840079;-1.17181406;2.236260119;0.725707903;2.981680159;2.927964353;3.727100198;5.123937618;4.472520238;8.178120076
6.49;0.741433015;-0.609468975;1.474948744;-1.182809634;2.212423116;0.703716754;2.949897488;2.89497763;3.68737186;5.072101339;4.424846232;8.116859019
6.5;0.733529845;-0.609468975;1.459226797;-1.193805208;2.188840196;0.681725606;2.918453594;2.861990907;3.648066993;5.02026506;4.377680392;8.055597963
6.51;0.725710917;-0.609468975;1.443672435;-1.214225561;2.165508652;0.642455698;2.88734487;2.794446665;3.609181087;4.974711967;4.331017304;7.98805372
6.52;0.717975334;-0.609468975;1.428283872;-1.234645913;2.142425808;0.603185789;2.856567744;2.726902423;3.57070968;4.929158873;4.284851616;7.920509478
6.53;0.710322207;-0.609468975;1.413059342;-1.245641487;2.119589013;0.582765437;2.826118684;2.692344904;3.532648355;4.886747373;4.239178026;7.80427055
6.54;0.702750659;-0.609468975;1.397997098;-1.256637061;2.096995647;0.562345085;2.795994196;2.657787385;3.494992745;4.844335872;4.193991294;7.688031622
6.55;0.695259819;-0.609468975;1.38309541;-1.266061839;2.074643115;0.545066325;2.766190819;2.624800662;3.457738524;4.798782778;4.149286229;7.626770565
6.56;0.687848828;-0.609468975;1.368352566;-1.275486617;2.05252885;0.527787566;2.736705133;2.591813939;3.420881416;4.753229685;4.105057699;7.565509509
6.57;0.680516834;-0.609468975;1.353766875;-1.284911395;2.030650312;0.507367214;2.707533749;2.561968809;3.384417187;4.665265091;4.061300624;7.510531637
6.58;0.673262997;-0.609468975;1.339336659;-1.294336173;2.009004989;0.486946861;2.678673319;2.532123679;3.348341648;4.577300496;4.018009978;7.455553766
6.59;0.666086481;-0.609468975;1.325060263;-1.310044137;1.987590394;0.449247749;2.650120525;2.46300864;3.312650656;4.538030588;3.975180788;7.392721913
6.6;0.658986463;-0.609468975;1.310936044;-1.3257521;1.966404067;0.411548638;2.621872089;2.393893602;3.277340111;4.49876068;3.932808133;7.32989006
6.61;0.651962127;-0.609468975;1.296962382;-1.333606081;1.945443573;0.394269878;2.593924764;2.35619449;3.242405955;4.450065994;3.890887146;7.212080335
6.62;0.645012667;-0.609468975;1.28313767;-1.341460063;1.924706506;0.376991118;2.566275341;2.318495378;3.207844176;4.401371308;3.849413011;7.094270611
6.63;0.638137283;-0.609468975;1.269460321;-1.347743248;1.904190482;0.359712359;2.538920642;2.285508655;3.173650803;4.313406713;3.808380963;7.028297165
6.64;0.631335187;-0.609468975;1.255928763;-1.354026434;1.883893144;0.342433599;2.511857526;2.252521933;3.139821907;4.225442119;3.767786289;6.962323719
6.65;0.624605596;-0.609468975;1.242541442;-1.360309619;1.863812162;0.32515484;2.485082883;2.213252024;3.106353604;4.17360584;3.727624325;6.905775051
6.66;0.617947737;-0.609468975;1.229296819;-1.366592804;1.843945229;0.30787608;2.458593638;2.173982116;3.073242048;4.121769562;3.687890457;6.849226384
6.67;0.611360847;-0.609468975;1.216193374;-1.377588379;1.824290061;0.276460154;2.432386749;2.11272106;3.040483436;4.076216468;3.648580123;6.780111345
6.68;0.604844167;-0.609468975;1.203229602;-1.388583953;1.804844403;0.245044227;2.406459204;2.051460003;3.008074005;4.030663375;3.609688806;6.710996307
6.69;0.59839695;-0.609468975;1.190404014;-1.393296342;1.785606021;0.23090706;2.380808028;2.016902484;2.976010035;3.980397892;3.571212042;6.583761804
6.7;0.592018456;-0.609468975;1.177715137;-1.398008731;1.766572705;0.216769893;2.355430273;1.982344964;2.944287841;3.93013241;3.53314541;6.456527302
6.71;0.585707952;-0.609468975;1.165161513;-1.404291916;1.747742269;0.20106193;2.330323026;1.952499834;2.912903782;3.839026223;3.495484539;6.38898306
6.72;0.579464712;-0.609468975;1.152741702;-1.410575101;1.729112552;0.185353967;2.305483403;1.922654704;2.881854254;3.747920036;3.458225105;6.321438818
6.73;0.573288021;-0.609468975;1.140454276;-1.41528749;1.710681414;0.158650429;2.280908552;1.891238777;2.85113569;3.700796146;3.421362828;6.261748557
6.74;0.567177169;-0.609468975;1.128297826;-1.419999879;1.692446738;0.131946891;2.256595651;1.859822851;2.820744564;3.653672256;3.384893477;6.202058297
6.75;0.561131454;-0.609468975;1.116270954;-1.427853861;1.674406431;0.117809725;2.232541908;1.803274183;2.790677385;3.612831552;3.348812862;6.137655647
6.76;0.555150183;-0.609468975;1.10437228;-1.435707843;1.656558421;0.103672558;2.208744561;1.746725515;2.760930701;3.571990847;3.313116841;6.073252998
6.77;0.549232667;-0.609468975;1.092600438;-1.440420232;1.638900658;0.091106187;2.185200877;1.718451182;2.731501096;3.52800855;3.277801315;5.961726459
6.78;0.543378228;-0.609468975;1.080954076;-1.445132621;1.621431114;0.078539816;2.161908152;1.690176848;2.70238519;3.484026253;3.242862228;5.85019992
6.79;0.537586193;-0.609468975;1.069431856;-1.448274213;1.604147784;0.065973446;2.138863712;1.666614903;2.67357964;3.408628029;3.208295568;5.795222048
6.8;0.531855898;-0.609468975;1.058032455;-1.451415806;1.587048683;0.053407075;2.11606491;1.643052958;2.645081138;3.333229805;3.174097366;5.740244177
6.81;0.526186683;-0.609468975;1.046754564;-1.454557399;1.570131846;0.028274334;2.093509129;1.614778624;2.616886411;3.292389101;3.140263693;5.693120287
6.82;0.520577899;-0.609468975;1.035596888;-1.457698991;1.553395332;0.003141593;2.071193776;1.58650429;2.58899222;3.251548396;3.106790664;5.645996397
6.83;0.5150289;-0.609468975;1.024558145;-1.460840584;1.536837218;-0.009424778;2.049116291;1.536238808;2.561395363;3.216990877;3.073674436;5.543894636
6.84;0.50953905;-0.609468975;1.013637068;-1.463982177;1.520455602;-0.021991149;2.027274136;1.485973325;2.53409267;3.182433358;3.040911204;5.441792875
6.85;0.504107718;-0.609468975;1.002832402;-1.465552973;1.504248603;-0.032986723;2.005664804;1.457698991;2.507081005;3.14316345;3.008497206;5.386815003
6.86;0.498734281;-0.609468975;0.992142906;-1.467123769;1.48821436;-0.043982297;1.984285813;1.429424657;2.480357266;3.103893542;2.976428719;5.331837132
6.87;0.493418121;-0.609468975;0.981567354;-1.467123769;1.47235103;-0.056548668;1.963134707;1.405862712;2.453918384;3.034778503;2.944702061;5.281571649
6.88;0.488158627;-0.609468975;0.971104529;-1.467123769;1.456656793;-0.069115038;1.942209058;1.382300768;2.427761322;2.965663465;2.913313586;5.231306167
6.89;0.482955196;-0.609468975;0.960753231;-1.467123769;1.441129846;-0.091106187;1.921506461;1.35559723;2.401883076;2.926393557;2.882259692;5.188894666
6.9;0.47780723;-0.609468975;0.95051227;-1.467123769;1.425768405;-0.113097336;1.90102454;1.328893692;2.376280675;2.887123649;2.85153681;5.146483165
6.91;0.472714137;-0.609468975;0.940380471;-1.467123769;1.410570706;-0.12409291;1.880760942;1.281769803;2.350951177;2.855707722;2.821141412;5.0459522
6.92;0.467675333;-0.609468975;0.930356669;-1.467123769;1.395535004;-0.135088484;1.860713339;1.234645913;2.325891674;2.824291796;2.791070008;4.945421235
6.93;0.46269024;-0.609468975;0.920439715;-1.467123769;1.380659572;-0.144513262;1.84087943;1.209513172;2.301099287;2.785021887;2.761319145;4.89201416
6.94;0.457758284;-0.609468975;0.910628468;-1.467123769;1.365942702;-0.15393804;1.821256936;1.18438043;2.27657117;2.745751979;2.731885404;4.838607085
6.95;0.452878899;-0.609468975;0.900921802;-1.467123769;1.351382703;-0.163362818;1.801843604;1.162389282;2.252304506;2.673495348;2.702765407;4.786770806
6.96;0.448051525;-0.609468975;0.891318603;-1.467123769;1.336977904;-0.172787596;1.782637205;1.140398133;2.228296506;2.601238717;2.673955808;4.734934528
6.97;0.443275608;-0.609468975;0.881817766;-1.467123769;1.322726649;-0.190066356;1.763635533;1.116836188;2.204544416;2.566681198;2.645453299;4.686239842
6.98;0.438550598;-0.609468975;0.872418202;-1.467123769;1.308627303;-0.207345115;1.744836405;1.093274243;2.181045506;2.532123679;2.617254607;4.637545155
6.99;0.433875954;-0.609468975;0.863118831;-1.467123769;1.294678247;-0.216769893;1.726237662;1.052433539;2.157797078;2.499136956;2.589356493;4.535443394
7;0.429251138;-0.609468975;0.853918585;-1.467123769;1.280877877;-0.226194671;1.707837169;1.011592834;2.134796461;2.466150233;2.561755754;4.433341633
7.01;0.424675619;-0.609468975;0.844816406;-1.465552973;1.267224609;-0.234048653;1.689632813;0.991172482;2.112041016;2.398605991;2.534449219;4.378363761
7.02;0.420148872;-0.609468975;0.835811251;-1.463982177;1.253716876;-0.241902634;1.671622502;0.97075213;2.089528127;2.331061749;2.507433753;4.32338589
7.03;0.415670378;-0.609468975;0.826902084;-1.463982177;1.240353126;-0.249756616;1.653804168;0.951902574;2.067255211;2.29650423;2.480706253;4.274691204
7.04;0.41123962;-0.609468975;0.818087883;-1.463982177;1.227131825;-0.257610598;1.636175766;0.933053018;2.045219708;2.261946711;2.454263649;4.225996518
7.05;0.406856092;-0.609468975;0.809367635;-1.463982177;1.214051453;-0.271747765;1.61873527;0.912632666;2.023419088;2.230530784;2.428102905;4.180443424
7.06;0.402519289;-0.609468975;0.800740339;-1.463982177;1.201110509;-0.285884931;1.601480678;0.892212314;2.001850848;2.199114858;2.402221017;4.134890331
7.07;0.398228713;-0.609468975;0.792205004;-1.463982177;1.188307506;-0.293738913;1.584410008;0.857654794;1.98051251;2.169269727;2.376615012;4.040642551
7.08;0.393983872;-0.609468975;0.78376065;-1.463982177;1.175640974;-0.301592895;1.567521299;0.823097275;1.959401624;2.139424597;2.351281949;3.946394772
7.09;0.389784278;-0.609468975;0.775406306;-1.463982177;1.163109459;-0.30787608;1.550812613;0.805818516;1.938515766;2.081305133;2.326218919;3.899270882
7.1;0.385629449;-0.609468975;0.767141014;-1.463982177;1.150711522;-0.314159265;1.534282029;0.788539756;1.917852536;2.023185669;2.301423043;3.852146992
7.11;0.381518907;-0.609468975;0.758963825;-1.463982177;1.138445737;-0.320442451;1.51792765;0.771260996;1.897409562;1.993340539;2.276891475;3.808164695
7.12;0.377452181;-0.609468975;0.750873798;-1.463982177;1.126310698;-0.326725636;1.501747597;0.753982237;1.877184496;1.963495408;2.252621395;3.764182398
7.13;0.373428803;-0.609468975;0.742870006;-1.463982177;1.114305009;-0.339292007;1.485740012;0.719424718;1.857175015;1.936791871;2.228610018;3.72491249
7.14;0.369448312;-0.609468975;0.734951529;-1.463982177;1.102427293;-0.351858377;1.469903057;0.684867198;1.837378821;1.910088333;2.204854586;3.685642581
7.15;0.36551025;-0.609468975;0.727117457;-1.463982177;1.090676185;-0.358141563;1.454234913;0.667588439;1.817793641;1.881814;2.18135237;3.605531969
7.16;0.361614165;-0.609468975;0.71936689;-1.463982177;1.079050335;-0.364424748;1.438733781;0.650309679;1.798417226;1.853539666;2.158100671;3.525421356
7.17;0.35775961;-0.609468975;0.71169894;-1.463982177;1.06754841;-0.369137137;1.423397879;0.63303092;1.779247349;1.798561794;2.135096819;3.478297466
7.18;0.353946141;-0.609468975;0.704112724;-1.463982177;1.056169086;-0.373849526;1.408225448;0.61575216;1.76028181;1.743583923;2.112338172;3.431173576
7.19;0.350173322;-0.609468975;0.696607372;-1.463982177;1.044911058;-0.380132711;1.393214745;0.601614993;1.741518431;1.715309589;2.089822117;3.395045261
7.2;0.346440717;-0.609468975;0.689182022;-1.463982177;1.033773033;-0.386415896;1.378364045;0.587477826;1.722955056;1.687035255;2.067546067;3.358916945
7.21;0.3427479;-0.609468975;0.681835821;-1.463982177;1.022753732;-0.394269878;1.363671643;0.559203492;1.704589553;1.661902514;2.045507464;3.314934648
7.22;0.339094446;-0.609468975;0.674567926;-1.463982177;1.011851889;-0.40212386;1.349135851;0.530929158;1.686419814;1.636769773;2.023703777;3.270952351
7.23;0.335479935;-0.609468975;0.667377501;-1.463982177;1.001066251;-0.406836249;1.334755002;0.515221195;1.668443752;1.610066235;2.002132503;3.189270942
7.24;0.331903953;-0.609468975;0.660263721;-1.463982177;0.990395581;-0.411548638;1.320527442;0.499513232;1.650659302;1.583362697;1.980791163;3.107589533
7.25;0.328366087;-0.609468975;0.653225769;-1.463982177;0.979838653;-0.41469023;1.306451538;0.485376065;1.633064422;1.533097215;1.959677307;3.063607236
7.26;0.324865933;-0.609468975;0.646262837;-1.463982177;0.969394255;-0.417831823;1.292525673;0.471238898;1.615657092;1.482831732;1.93878851;3.019624939
7.27;0.321403088;-0.609468975;0.639374124;-1.463982177;0.959061186;-0.422544212;1.278748249;0.460243324;1.598435311;1.456128195;1.918122373;2.980355031
7.28;0.317977155;-0.609468975;0.632558841;-1.463982177;0.948838261;-0.427256601;1.265117682;0.449247749;1.581397102;1.429424657;1.897676523;2.941085122
7.29;0.31458774;-0.609468975;0.625816204;-1.463982177;0.938724305;-0.430398194;1.251632407;0.424115008;1.564540509;1.407433509;1.877448611;2.895532029
7.3;0.311234453;-0.609468975;0.619145438;-1.463982177;0.928718157;-0.433539786;1.238290876;0.398982267;1.547863596;1.38544236;1.857436315;2.849978936
7.31;0.30791691;-0.609468975;0.612545779;-1.463982177;0.918818668;-0.436681379;1.225091557;0.386415896;1.531364446;1.360309619;1.837637336;2.769868323
7.32;0.30463473;-0.609468975;0.606016467;-1.463982177;0.9090247;-0.439822972;1.212032933;0.373849526;1.515041167;1.335176878;1.8180494;2.68975771
7.33;0.301387536;-0.609468975;0.599556753;-1.463982177;0.899335129;-0.441393768;1.199113505;0.361283155;1.498891882;1.289623784;1.798670258;2.644204617
7.34;0.298174955;-0.609468975;0.593165895;-1.463982177;0.889748842;-0.442964564;1.186331789;0.348716785;1.482914737;1.244070691;1.779497684;2.598651523
7.35;0.294996617;-0.609468975;0.586843159;-1.463982177;0.880264738;-0.447676953;1.173686318;0.339292007;1.467107897;1.222079542;1.760529477;2.564094004
7.36;0.291852158;-0.609468975;0.580587819;-1.463982177;0.870881728;-0.452389342;1.161175638;0.329867229;1.451469547;1.200088394;1.741763457;2.529536485
7.37;0.288741217;-0.609468975;0.574399157;-1.463982177;0.861598735;-0.453960138;1.148798313;0.30787608;1.435997892;1.181238838;1.72319747;2.485554188
7.38;0.285663437;-0.609468975;0.568276461;-1.463982177;0.852414692;-0.455530935;1.136552922;0.285884931;1.420691153;1.162389282;1.704829384;2.441571891
7.39;0.282618463;-0.609468975;0.562219029;-1.463982177;0.843328544;-0.455530935;1.124438059;0.274889357;1.405547574;1.138827337;1.686657088;2.370886056
7.4;0.279605947;-0.609468975;0.556226166;-1.463982177;0.834339249;-0.455530935;1.112452331;0.263893783;1.390565414;1.115265392;1.668678497;2.300200221
7.41;0.276625542;-0.609468975;0.550297182;-1.463982177;0.825445773;-0.457101731;1.100594363;0.254469005;1.375742954;1.075995484;1.650891545;2.262501109
7.42;0.273676906;-0.609468975;0.544431397;-1.463982177;0.816647095;-0.458672527;1.088862793;0.245044227;1.361078491;1.036725576;1.63329419;2.224801997
7.43;0.270759701;-0.609468975;0.538628137;-1.463982177;0.807942205;-0.458672527;1.077256273;0.235619449;1.346570341;1.016305223;1.61588441;2.191815275
7.44;0.267873591;-0.609468975;0.532886735;-1.463982177;0.799330103;-0.458672527;1.065773471;0.226194671;1.332216838;0.995884871;1.598660206;2.158828552
7.45;0.265018245;-0.609468975;0.527206533;-1.463982177;0.7908098;-0.458672527;1.054413067;0.208915911;1.318016333;0.975464519;1.5816196;2.12112944
7.46;0.262193334;-0.609468975;0.521586878;-1.463982177;0.782380318;-0.458672527;1.043173757;0.191637152;1.303967196;0.955044167;1.564760635;2.083430328
7.47;0.259398536;-0.609468975;0.516027125;-1.463982177;0.774040688;-0.458672527;1.03205425;0.182212374;1.290067813;0.933053018;1.548081375;2.015886086
7.48;0.256633528;-0.609468975;0.510526635;-1.463982177;0.765789952;-0.458672527;1.02105327;0.172787596;1.276316587;0.91106187;1.531579905;1.948341844
7.49;0.253897993;-0.609468975;0.505084776;-1.463982177;0.757627164;-0.457101731;1.010169552;0.164933614;1.26271194;0.871791961;1.515254328;1.912213528
7.5;0.251191617;-0.609468975;0.499700924;-1.463982177;0.749551386;-0.455530935;0.999401847;0.157079633;1.249252309;0.832522053;1.499102771;1.876085213
7.51;0.248514089;-0.609468975;0.494374459;-1.463982177;0.741561689;-0.455530935;0.988748919;0.149225651;1.235936149;0.813672497;1.483123378;1.84309849
7.52;0.245865102;-0.609468975;0.489104772;-1.463982177;0.733657157;-0.455530935;0.978209543;0.141371669;1.222761929;0.794822941;1.467314315;1.810111767
7.53;0.243244351;-0.609468975;0.483891255;-1.463982177;0.725836882;-0.455530935;0.96778251;0.127234502;1.209728137;0.777544182;1.451673765;1.773983452
7.54;0.240651535;-0.609468975;0.478733311;-1.463982177;0.718099966;-0.455530935;0.957466622;0.113097336;1.196833277;0.760265422;1.436199932;1.737855136
7.55;0.238086357;-0.609468975;0.473630347;-1.463982177;0.71044552;-0.455530935;0.947260693;0.10681415;1.184075867;0.741415866;1.42089104;1.670310894
7.56;0.235548522;-0.609468975;0.468581777;-1.463982177;0.702872665;-0.455530935;0.937163553;0.100530965;1.171454442;0.72256631;1.40574533;1.602766652
