Zeit [s];y_1Modell;y_1Ref;y_2Modell;y_2Ref;a;b;c;d;e;f;g;h
Winkel [rad];-;--;-;--;-;--;-;--;-;--;-;--
0;1;1;1;1;1;1;1;1;1;1;1;1
0;1d56e9;1d56e9;046be1;046be1;007ed8;007ed8;008fcf;008fcf;009ec5;009ec5;00adba;00adba
0;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.002587194
0.01;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.001016398
0.02;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.03;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.04;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.05;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.001016398
0.06;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.002587194
0.07;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.002587194
0.08;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.002587194
0.09;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.001016398
0.1;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.11;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.12;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.13;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.14;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.15;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.16;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.17;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.18;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.19;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.2;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.21;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.22;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.23;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.24;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.25;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.26;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.27;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.28;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.29;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.3;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.31;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.32;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.33;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.001016398
0.34;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.002587194
0.35;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.002587194
0.36;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.002587194
0.37;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;-0.001016398
0.38;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.39;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.4;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.41;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.42;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.43;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.44;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.45;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.46;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.47;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.48;0;-5.68E-14;0;2.84E-14;0;-5.68E-14;0;1.14E-13;0;8.53E-14;0;0.000554399
0.486127952;0;-5.68E-14;2.38E-05;2.84E-14;3.57E-05;-5.68E-14;4.76E-05;1.14E-13;5.94E-05;8.53E-14;7.13E-05;0.000554399
0.49;0;-5.68E-14;0.000103332;2.84E-14;0.000154997;-5.68E-14;0.000206663;1.14E-13;0.000258329;8.53E-14;0.000309995;0.000554399
0.495975904;5.54E-05;-5.68E-14;0.000421338;2.84E-14;0.000632007;-5.68E-14;0.000842676;1.14E-13;0.001053345;8.53E-14;0.001264014;0.000554399
0.5;0.000155004;-5.68E-14;0.000826585;2.84E-14;0.001239878;-5.68E-14;0.001653171;1.14E-13;0.002066464;8.53E-14;0.002479756;0.000554399
0.51;0.000774822;-5.68E-14;0.002684993;2.84E-14;0.00402749;-5.68E-14;0.005369987;0.004712389;0.006712483;8.53E-14;0.00805498;0.000554399
0.52;0.002012993;-5.68E-14;0.005776785;2.84E-14;0.008665177;-5.68E-14;0.01155357;0.009424778;0.014441962;8.53E-14;0.017330355;0.000554399
0.53;0.003865799;0.001570796;0.010092259;0.001570796;0.015138389;0.007853982;0.020184519;0.015707963;0.025230648;0.004712389;0.030276778;0.006837584
0.54;0.006327314;0.003141593;0.01561766;0.003141593;0.02342649;0.015707963;0.03123532;0.021991149;0.039044151;0.009424778;0.046852981;0.013120769
0.55;0.009389776;0.003141593;0.022335982;0.006283185;0.033503973;0.025132741;0.044671964;0.034557519;0.055839956;0.023561945;0.067007947;0.030399529
0.56;0.013044014;0.003141593;0.030227848;0.009424778;0.045341772;0.034557519;0.060455696;0.04712389;0.07556962;0.037699112;0.090683544;0.047678289
0.57;0.017279896;0.004712389;0.039272388;0.014137167;0.058908583;0.042411501;0.078544777;0.061261057;0.098180971;0.053407075;0.117817165;0.064957048
0.58;0.022086754;0.006283185;0.049448072;0.018849556;0.074172107;0.050265482;0.098896143;0.075398224;0.123620179;0.069115038;0.148344215;0.082235808
0.59;0.027453785;0.009424778;0.060733436;0.031415927;0.091100154;0.062831853;0.121466873;0.09424778;0.151833591;0.091106187;0.182200309;0.105797753
0.6;0.033370383;0.012566371;0.073107703;0.043982297;0.109661554;0.075398224;0.146215405;0.113097336;0.182769257;0.113097336;0.219323108;0.129359698
0.61;0.039826413;0.015707963;0.086551242;0.051836279;0.129826864;0.10681415;0.173102485;0.15393804;0.216378106;0.160221225;0.259653727;0.163917217
0.62;0.046812409;0.018849556;0.101045904;0.05969026;0.151568855;0.138230077;0.202091807;0.194778745;0.252614759;0.207345115;0.303137711;0.198474736
0.63;0.0543197;0.020420352;0.116575195;0.067544242;0.174862793;0.15393804;0.23315039;0.218340689;0.291437988;0.234048653;0.349725585;0.264448182
0.64;0.06234047;0.021991149;0.133124343;0.075398224;0.199686515;0.169646003;0.266248686;0.241902634;0.332810858;0.26075219;0.399373029;0.330421627
0.65;0.070867756;0.025132741;0.150680239;0.089535391;0.226020358;0.185353967;0.301360477;0.274889357;0.376700596;0.298451302;0.452040716;0.368120739
0.66;0.079895402;0.028274334;0.169231299;0.103672558;0.253846948;0.20106193;0.338462597;0.30787608;0.423078246;0.336150414;0.507693896;0.405819851
0.67;0.089417963;0.02984513;0.188767262;0.111526539;0.283150893;0.234048653;0.377534524;0.329867229;0.471918155;0.361283155;0.566301786;0.44037737
0.68;0.099430602;0.031415927;0.209278948;0.119380521;0.313918422;0.267035376;0.418557895;0.351858377;0.523197369;0.386415896;0.627836843;0.474934889
0.69;0.109928954;0.034557519;0.230757993;0.128805299;0.346136989;0.284314135;0.461515985;0.375420322;0.576894982;0.446106157;0.692273978;0.526771168
0.7;0.120908999;0.037699112;0.253196593;0.138230077;0.379794889;0.301592895;0.506393185;0.398982267;0.632991481;0.505796417;0.759589778;0.578607447
0.71;0.132366932;0.039269908;0.276587259;0.155508836;0.414880889;0.301592895;0.553174518;0.446106157;0.691468148;0.537212344;0.829761777;0.614735762
0.72;0.144299051;0.040840704;0.300922606;0.172787596;0.451383909;0.301592895;0.601845212;0.493230047;0.752306515;0.56862827;0.902767818;0.650864078
0.73;0.156701658;0.045553093;0.326195173;0.175929189;0.489292759;0.350287581;0.652390345;0.527787566;0.815487932;0.607898178;0.978585518;0.732545487
0.74;0.16957098;0.050265482;0.35239729;0.179070781;0.528595935;0.398982267;0.70479458;0.562345085;0.880993225;0.647168087;1.05719187;0.814226896
0.75;0.182903112;0.053407075;0.379520987;0.199491134;0.569281481;0.422544212;0.759041974;0.584336234;0.948802468;0.669159235;1.138562961;0.8550676
0.76;0.196693983;0.056548668;0.407557942;0.219911486;0.611336914;0.446106157;0.815115885;0.606327382;1.018894856;0.691150384;1.222673827;0.895908305
0.77;0.210939343;0.058119464;0.436499468;0.23090706;0.654749202;0.469668102;0.872998936;0.639314105;1.091248669;0.763407015;1.309498403;0.946173787
0.78;0.225634756;0.05969026;0.466336527;0.241902634;0.699504791;0.493230047;0.932673055;0.672300828;1.165841318;0.835663646;1.399009582;0.99643927
0.79;0.240775623;0.062831853;0.497059779;0.254469005;0.745589668;0.516791992;0.994119558;0.741415866;1.242649447;0.835663646;1.491179337;1.100111827
0.8;0.256357208;0.065973446;0.528659635;0.267035376;0.792989453;0.540353936;1.05731927;0.810530905;1.321649088;0.835663646;1.585978905;1.203784385
0.81;0.272374665;0.072256631;0.561126333;0.296880506;0.8416895;0.596902604;1.122252667;0.854513202;1.402815833;0.929911425;1.683379;1.268187034
0.82;0.288823084;0.078539816;0.594450013;0.326725636;0.891675019;0.653451272;1.188900025;0.898495499;1.486125032;1.024159205;1.783350038;1.332589684
0.83;0.30569752;0.081681409;0.628620788;0.345575192;0.942931182;0.691150384;1.257241575;0.939336203;1.571551969;1.121548577;1.885862363;1.393850741
0.84;0.322993038;0.084823002;0.663628818;0.364424748;0.995443227;0.728849496;1.327257636;0.980176908;1.659072045;1.21893795;1.990886454;1.455111797
0.85;0.340704739;0.089535391;0.699464369;0.380132711;1.049196553;0.764977811;1.398928737;1.032013187;1.748660921;1.284911395;2.098393106;1.530510021
0.86;0.35882779;0.09424778;0.736117859;0.395840674;1.104176788;0.801106127;1.472235717;1.083849465;1.840294647;1.350884841;2.208353576;1.605908245
0.87;0.377357446;0.098960169;0.773579899;0.41469023;1.160369849;0.83409285;1.547159798;1.187522023;1.933949748;1.416858287;2.320739697;1.681306468
0.88;0.396289066;0.103672558;0.811841316;0.433539786;1.217761973;0.867079572;1.623682631;1.291194581;2.029603289;1.482831732;2.435523947;1.756704692
0.89;0.415618117;0.111526539;0.850893162;0.458672527;1.276339743;0.950331778;1.701786324;1.350884841;2.127232904;1.548805178;2.552679485;1.863518842
0.9;0.435340185;0.119380521;0.89072672;0.483805269;1.336090081;1.033583983;1.781453441;1.410575101;2.226816801;1.614778624;2.672180161;1.970332993
0.91;0.455450968;0.12409291;0.931333496;0.524645973;1.397000244;1.07756628;1.862666992;1.496968899;2.32833374;1.760862682;2.794000488;2.152545366
0.92;0.475946271;0.128805299;0.9727052;0.565486678;1.4590578;1.121548577;1.945410401;1.583362697;2.431763001;1.906946741;2.918115601;2.33475774
0.93;0.496821997;0.133517688;1.014833732;0.589048623;1.522250599;1.162389282;2.029667465;1.652477736;2.537084331;1.906946741;3.044501197;2.427434724
0.94;0.518074141;0.138230077;1.057711157;0.612610567;1.586566735;1.203229986;2.115422314;1.721592774;2.644277892;1.906946741;3.17313347;2.520111707
0.95;0.539698773;0.141371669;1.10132968;0.639314105;1.65199452;1.251924672;2.20265936;1.776570646;2.7533242;2.101725485;3.30398904;2.641063024
0.96;0.561692025;0.144513262;1.145681626;0.666017643;1.71852244;1.300619359;2.291363253;1.831548517;2.864204066;2.29650423;3.437044879;2.762014341
0.97;0.584050088;0.15393804;1.190759418;0.688008791;1.786139127;1.383871564;2.381518836;1.899092759;2.976898545;2.384468824;3.572278254;2.848408139
0.98;0.606769192;0.163362818;1.236555556;0.70999994;1.854833333;1.467123769;2.473111111;1.966637001;3.091388889;2.472433418;3.709666667;2.934801937
0.99;0.629845606;0.168075207;1.282959272;0.755553033;1.924438907;1.511106066;2.565918543;2.092300707;3.207398179;2.550973235;3.848877815;3.140576256
1;0.65312062;0.172787596;1.329446591;0.801106127;1.994169886;1.555088364;2.658893182;2.217964413;3.323616477;2.629513051;3.988339772;3.346350575
1.01;0.676280745;0.177499985;1.375494942;0.830951257;2.063242412;1.595929068;2.750989883;2.29650423;3.438737354;2.717477645;4.126484825;3.457877114
1.02;0.699168782;0.182212374;1.420998794;0.860796387;2.131498191;1.636769773;2.841997588;2.375044046;3.552496985;2.80544224;4.262996382;3.569403653
1.03;0.721784807;0.186924763;1.465960587;0.884358332;2.198940881;1.685464459;2.931921174;2.453583862;3.664901468;2.95938028;4.397881761;3.658939044
1.04;0.744131126;0.191637152;1.510386855;0.907920277;2.265580282;1.734159145;3.02077371;2.532123679;3.775967137;3.11331832;4.531160565;3.748474434
1.05;0.766211901;0.197920337;1.554287424;0.928340629;2.331431136;1.807986572;3.108574848;2.598097125;3.88571856;3.185574951;4.662862272;3.850576196
1.06;0.788032723;0.204203522;1.597674541;0.948760981;2.396511811;1.881814;3.195349081;2.66407057;3.994186352;3.257831582;4.793023622;3.952677957
1.07;0.809600174;0.207345115;1.640561997;0.97075213;2.460842995;1.921083908;3.281123993;2.722190034;4.101404992;3.257831582;4.92168599;4.136461127
1.08;0.830921395;0.210486708;1.682964306;0.992743279;2.524446459;1.960353816;3.365928612;2.780309498;4.207410765;3.257831582;5.048892918;4.320244297
1.09;0.852003697;0.212057504;1.724895977;1.033583983;2.587343966;2.042035225;3.449791955;2.846282944;4.312239944;3.452610326;5.174687932;4.411350484
1.1;0.872854228;0.2136283;1.766370908;1.074424688;2.649556362;2.123716634;3.532741816;2.91225639;4.41592727;3.647389071;5.299112723;4.502456671
1.11;0.893479699;0.215199097;1.807401917;1.09484504;2.711102876;2.162986542;3.614803835;3.028495318;4.518504794;3.721216498;5.422205752;4.502456671
1.12;0.913886191;0.216769893;1.848000428;1.115265392;2.772000643;2.20225645;3.696000857;3.144734246;4.620001071;3.795043926;5.544001285;4.502456671
1.13;0.93407903;0.218340689;1.888176282;1.132544152;2.832264423;2.241526358;3.776352563;3.218561674;4.720440704;3.857875779;5.664528845;4.670531878
1.14;0.954062727;0.219911486;1.927937683;1.149822911;2.891906524;2.280796267;3.855875365;3.292389101;4.819844207;3.920707632;5.783813048;4.838607085
1.15;0.973840981;0.221482282;1.967291253;1.176526449;2.950936879;2.337344934;3.934582506;3.348937769;4.918228132;4.011813819;5.901873758;4.98626194
1.16;0.993416727;0.223053078;2.006242169;1.203229986;3.009363253;2.393893602;4.012484338;3.405486436;5.015605422;4.102920006;6.018726507;5.133916795
1.17;1.012792223;0.224623875;2.044794364;1.225221135;3.067191547;2.477145807;4.089588729;3.463605901;5.111985911;4.255287249;6.134383093;5.226593778
1.18;1.031969165;0.226194671;2.082950771;1.247212283;3.124426156;2.560398013;4.165901542;3.521725365;5.207376927;4.407654493;6.248852313;5.319270761
1.19;1.05094881;0.226194671;2.120713576;1.291194581;3.181070364;2.610663495;4.241427152;3.647389071;5.30178394;4.490906698;6.362140727;5.514049506
1.2;1.06973211;0.226194671;2.158084481;1.335176878;3.237126721;2.660928978;4.316168961;3.773052777;5.395211201;4.574158904;6.474253442;5.70882825
1.21;1.088319834;0.227765467;2.19506494;1.363451212;3.29259741;2.715906849;4.39012988;3.845309408;5.48766235;4.654269516;6.58519482;5.83292116
1.22;1.106712686;0.229336264;2.231656374;1.391725546;3.347484561;2.77088472;4.463312747;3.917566039;5.579140934;4.734380129;6.694969121;5.95701407
1.23;1.124911397;0.229336264;2.26786034;1.416858287;3.401790511;2.814867018;4.535720681;4.002389041;5.669650851;4.820773927;6.803581021;6.065399016
1.24;1.142916804;0.229336264;2.30367867;1.441991028;3.455518005;2.858849315;4.60735734;4.087212042;5.759196675;4.907167725;6.911036009;6.173783963
1.25;1.160729908;0.229336264;2.339113553;1.460840584;3.50867033;2.907544001;4.678227106;4.156327081;5.847783883;5.032831431;7.017340659;6.269602539
1.26;1.178351904;0.229336264;2.374167592;1.47969014;3.561251389;2.956238687;4.748335185;4.225442119;5.935418981;5.158495137;7.122502777;6.365421115
1.27;1.1957842;0.227765467;2.408843813;1.504822881;3.61326572;3.045774078;4.817687627;4.288273972;6.022109533;5.31557477;7.22653144;6.481660043
1.28;1.213028412;0.226194671;2.443145647;1.529955622;3.66471847;3.135309468;4.886291294;4.351105825;6.107864117;5.472654403;7.329436941;6.597898971
1.29;1.23008635;0.226194671;2.477076886;1.573937919;3.715615329;3.179291765;4.954153772;4.478340328;6.192692215;5.554335812;7.431230658;6.825664439
1.3;1.246959993;0.226194671;2.510641625;1.617920217;3.765962438;3.223274063;5.021283251;4.60557483;6.276604064;5.636017221;7.531924876;7.053429906
1.31;1.26365145;0.226194671;2.54384419;1.638340569;3.815766286;3.262543971;5.087688381;4.671548276;6.359610476;5.733406593;7.631532571;7.161814853
1.32;1.280162931;0.226194671;2.57668906;1.658760921;3.865033591;3.301813879;5.153378121;4.737521722;6.441722651;5.830795965;7.730067181;7.270199799
1.33;1.296496701;0.226194671;2.609180795;1.674468884;3.913771192;3.334800602;5.21836159;4.809778353;6.522951987;5.9014818;7.827542385;7.355022801
1.34;1.312655047;0.226194671;2.641323964;1.690176848;3.961985946;3.367787325;5.282647927;4.882034984;6.603309909;5.972167634;7.923971891;7.439845802
1.35;1.328640247;0.226194671;2.673123087;1.707455607;4.00968463;3.414911214;5.346246174;4.935442059;6.682807717;6.104114526;8.01936926;7.549801545
1.36;1.344454539;0.226194671;2.704582585;1.724734367;4.056873878;3.462035104;5.40916517;4.988849134;6.761456463;6.236061417;8.113747756;7.659757288
1.37;1.360100103;0.226194671;2.735706744;1.753008701;4.103560116;3.52800855;5.471413488;5.045397802;6.83926686;6.309888845;8.207120232;7.819978513
1.38;1.375579041;0.226194671;2.766499687;1.781283035;4.149749531;3.593981996;5.532999375;5.101946469;6.916249218;6.383716272;8.299499062;7.980199739
1.39;1.390893375;0.226194671;2.796965367;1.793849405;4.195448051;3.626968719;5.593930734;5.196194249;6.992413418;6.444977329;8.390896101;8.066593537
1.4;1.406045036;0.226194671;2.82710756;1.806415776;4.240661339;3.659955441;5.654215119;5.290442029;7.067768899;6.506238386;8.481322679;8.152987335
1.41;1.421035868;0.226194671;2.856929874;1.818982146;4.28539481;3.700796146;5.713859747;5.342278307;7.142324684;6.562787053;8.570789621;8.251947503
1.42;1.435867637;0.226194671;2.886435763;1.831548517;4.329653645;3.74163685;5.772871526;5.394114586;7.216089408;6.619335721;8.659307289;8.350907672
1.43;1.450542035;0.226194671;2.915628548;1.845685684;4.373442821;3.771481981;5.831257095;5.438096883;7.289071369;6.682167574;8.746885643;8.42002271
1.44;1.465060689;0.226194671;2.944511433;1.859822851;4.416767149;3.801327111;5.889022865;5.482079181;7.361278582;6.744999427;8.833534298;8.489137749
1.45;1.479425179;0.226194671;2.973087534;1.877101611;4.4596313;3.867300557;5.946175067;5.573185367;7.432718834;6.862809152;8.919262601;8.572389954
1.46;1.493637043;0.226194671;3.001359897;1.89438037;4.502039846;3.933274002;6.002719794;5.664291554;7.503399743;6.980618876;9.004079691;8.655642159
1.47;1.507697792;0.226194671;3.029331523;1.921083908;4.543997284;3.978827096;6.058663046;5.719269426;7.573328807;7.060729489;9.087994569;8.825288163
1.48;1.521608917;0.226194671;3.057005381;1.947787445;4.585508071;4.024380189;6.114010762;5.774247297;7.642513452;7.140840102;9.171016143;8.994934166
1.49;1.535371896;0.226194671;3.084384426;1.961924612;4.626576638;4.058937708;6.168768851;5.819800391;7.710961064;7.206813547;9.253153277;9.084469557
1.5;1.548988207;0.226194671;3.111471608;1.976061779;4.667207412;4.093495228;6.222943215;5.865353484;7.778679019;7.272786993;9.334414823;9.174004947
1.51;1.562459325;0.226194671;3.138269881;1.994911335;4.707404821;4.124911154;6.276539761;5.940751708;7.845674702;7.337189642;9.414809642;9.260398745
1.52;1.575786727;0.226194671;3.164782205;2.013760891;4.747173308;4.156327081;6.32956441;6.016149932;7.911955513;7.401592292;9.494346616;9.346792543
1.53;1.588971896;0.226194671;3.191011549;2.026327262;4.786517324;4.192455396;6.382023098;6.071127803;7.977528873;7.472278127;9.573034647;9.423761563
1.54;1.602016319;0.226194671;3.216960886;2.038893632;4.825441329;4.228583712;6.433921772;6.126105675;8.042402215;7.542963961;9.650882657;9.500730583
1.55;1.614921481;0.226194671;3.242633191;2.067167966;4.863949786;4.300840343;6.485266382;6.184225139;8.106582977;7.696902001;9.727899573;9.681372161
1.56;1.627688872;0.226194671;3.268031437;2.0954423;4.902047155;4.373096974;6.536062873;6.242344603;8.170078591;7.850840041;9.80409431;9.862013738
1.57;1.640319974;0.226194671;3.293158585;2.11272106;4.939737877;4.407654493;6.58631717;6.353871142;8.232896462;7.927809061;9.879475755;9.97668187
1.58;1.652816266;0.226194671;3.318017583;2.129999819;4.977026374;4.442212012;6.636035166;6.465397681;8.295043957;8.004778081;9.954052749;10.09135
1.59;1.665179215;0.226194671;3.342611355;2.144136986;5.013917033;4.46891555;6.685222711;6.520375553;8.356528388;8.067609934;10.02783407;10.18088539
1.6;1.677410279;0.226194671;3.3669428;2.158274153;5.050414199;4.495619087;6.733885599;6.575353424;8.417356999;8.130441787;10.1008284;10.27042078
1.61;1.689510899;0.226194671;3.391014781;2.169269727;5.086522172;4.530176606;6.782029562;6.647610055;8.477536953;8.204269215;10.17304434;10.3489606
1.62;1.701482497;0.226194671;3.414830129;2.180265302;5.122245194;4.564734126;6.829660258;6.719866686;8.537075323;8.278096642;10.24449039;10.42750042
1.63;1.713326479;0.226194671;3.438391635;2.191260876;5.157587452;4.597720849;6.876783269;6.768561372;8.595979087;8.336216106;10.3151749;10.52488979
1.64;1.725044232;0.226194671;3.461702049;2.20225645;5.192553073;4.630707571;6.923404097;6.817256058;8.654255121;8.39433557;10.38510615;10.62227916
1.65;1.736637119;0.226194671;3.484764081;2.214822821;5.227146121;4.68254385;6.969528162;6.862809152;8.711910202;8.53570724;10.45429224;10.79035437
1.66;1.748106486;0.226194671;3.507580401;2.227389191;5.261370602;4.734380129;7.015160802;6.908362245;8.768951003;8.677078909;10.5227412;10.95842957
1.67;1.759453659;0.226194671;3.53015364;2.243097155;5.29523046;4.762654463;7.06030728;6.997897636;8.825384101;8.73676917;10.59046092;11.03854019
1.68;1.770679941;0.226194671;3.552486391;2.258805118;5.328729586;4.790928797;7.104972781;7.087433026;8.881215976;8.79645943;10.65745917;11.1186508
1.69;1.781786622;0.226194671;3.574581209;2.2666591;5.361871814;4.814490742;7.149162418;7.131415324;8.936453023;8.846724913;10.72374363;11.18305345
1.7;1.79277497;0.226194671;3.596440619;2.274513081;5.394660929;4.838052687;7.192881238;7.175397621;8.991101548;8.896990395;10.78932186;11.2474561
1.71;1.80364624;0.226194671;3.618067113;2.282367063;5.427100669;4.872610206;7.236134225;7.211525936;9.045167782;8.951968266;10.85420134;11.34013308
1.72;1.814401669;0.226194671;3.639463153;2.290221044;5.459194729;4.907167725;7.278926306;7.247654252;9.098657882;9.006946138;10.91838946;11.43281007
1.73;1.825042483;0.226194671;3.660631175;2.29650423;5.490946763;4.954291615;7.321262351;7.290065753;9.151577938;9.105906306;10.98189353;11.49564192
1.74;1.835569892;0.226194671;3.68157359;2.302787415;5.522360385;5.001415505;7.36314718;7.332477253;9.203933976;9.204866475;11.04472077;11.55847377
1.75;1.845985096;0.226194671;3.702292784;2.315353786;5.553439176;5.028119042;7.404585568;7.371747162;9.25573196;9.25827355;11.10687835;11.68570827
1.76;1.856289283;0.226194671;3.72279112;2.327920156;5.58418668;5.05482258;7.44558224;7.41101707;9.3069778;9.311680625;11.16837336;11.81294278
1.77;1.866483628;0.226194671;3.74307094;2.335774138;5.61460641;5.086238506;7.48614188;7.498981664;9.35767735;9.380795664;11.22921282;11.90247817
1.78;1.876569296;0.226194671;3.763134563;2.34362812;5.644701845;5.117654433;7.526269126;7.586946258;9.407836408;9.449910702;11.28940369;11.99201356
1.79;1.886547442;0.226194671;3.782984288;2.351482101;5.674476432;5.142787174;7.565968576;7.632499352;9.45746072;9.497034592;11.34895286;12.0611286
1.8;1.896419211;0.226194671;3.802622392;2.359336083;5.703933587;5.167919915;7.605244783;7.678052445;9.506555979;9.544158482;11.40786717;12.13024363
1.81;1.906185734;0.226194671;3.82205113;2.367190064;5.733076694;5.193052656;7.644102259;7.717322354;9.555127824;9.602277946;11.46615339;12.19307549
1.82;1.915848135;0.226194671;3.841272736;2.375044046;5.761909104;5.218185398;7.682545472;7.756592262;9.60318184;9.66039741;11.52381821;12.25590734
1.83;1.925407525;0.226194671;3.860289422;2.390752009;5.790434134;5.26845088;7.720578845;7.802145355;9.650723556;9.76721156;11.58086827;12.32973477
1.84;1.934865004;0.226194671;3.879103379;2.406459973;5.818655068;5.318716363;7.758206757;7.847698449;9.697758446;9.87402571;11.63731014;12.4035622
1.85;1.944221661;0.226194671;3.897716771;2.412743158;5.846575157;5.343849104;7.795433542;7.934092247;9.744291928;9.939999156;11.69315031;12.56221262
1.86;1.953478575;0.226194671;3.916131744;2.419026343;5.874197616;5.368981845;7.832263488;8.020486045;9.79032936;10.0059726;11.74839523;12.72086305
1.87;1.962636811;0.226194671;3.934350419;2.425309529;5.901525628;5.398826975;7.868700837;8.062897545;9.835876047;10.07980003;11.80305126;12.80254446
1.88;1.971697424;0.226194671;3.952374892;2.431592714;5.928562338;5.428672105;7.904749784;8.105309046;9.88093723;10.15362746;11.85712468;12.88422587
1.89;1.980661458;0.226194671;3.97020724;2.444159084;5.955310859;5.449092458;7.940414479;8.164999307;9.925518099;10.20389294;11.91062172;12.9564825
