Zeit [s];r [rad];u1;d;y2 [rad]
4.98;31.415927;-1.30897135;0;29.7194665
4.99;31.415927;-1.308985853;0;29.7194665
5;31.415927;-1.308999817;0;29.7194665
5.01;31.415927;-1.309013263;0;29.7194665
5.02;31.415927;-1.309026212;0;29.7194665
5.03;31.415927;-1.309038684;0;29.7194665
5.04;31.415927;-1.309050698;0;29.7194665
5.05;31.415927;-1.309062271;0;29.7194665
5.06;31.415927;-1.309073423;0;29.7194665
5.07;31.415927;-1.309084168;0;29.7194665
5.08;31.415927;-1.309094525;0;29.7194665
5.09;31.415927;-1.309104507;0;29.7194665
5.1;31.415927;-1.309114131;0;29.7194665
5.11;31.415927;-1.30912341;0;29.7194665
5.12;31.415927;-1.309132358;0;29.7194665
5.13;31.415927;-1.309140988;0;29.7194665
5.14;31.415927;-1.309149314;0;29.7194665
5.15;31.415927;-1.309157346;0;29.7194665
5.16;31.415927;-1.309165098;0;29.7194665
5.17;31.415927;-1.309172579;0;29.7194665
5.18;31.415927;-1.309179801;0;29.7194665
5.19;31.415927;-1.309186775;0;29.7194665
5.2;31.415927;-1.309193509;0;29.7194665
5.21;31.415927;-1.309200015;0;29.7194665
5.22;31.415927;-1.3092063;0;29.7194665
5.23;31.415927;-1.309212373;0;29.7194665
5.24;31.415927;-1.309218244;0;29.7194665
5.25;31.415927;-1.309223919;0;29.7194665
5.26;31.415927;-1.309229408;0;29.7194665
5.27;31.415927;-1.309234716;0;29.7194665
5.28;31.415927;-1.309239853;0;29.7194665
5.29;31.415927;-1.309244823;0;29.7194665
5.3;31.415927;-1.309249635;0;29.7194665
5.31;31.415927;-1.309254294;0;29.7194665
5.32;31.415927;-1.309258806;0;29.7194665
5.33;31.415927;-1.309263178;0;29.7194665
5.34;31.415927;-1.309267414;0;29.7194665
5.35;31.415927;-1.309271521;0;29.7194665
5.36;31.415927;-1.309275503;0;29.7194665
5.37;31.415927;-1.309279365;0;29.7194665
5.38;31.415927;-1.309283113;0;29.7194665
5.39;31.415927;-1.309286751;0;29.7194665
5.4;31.415927;-1.309290282;0;29.7194665
5.41;31.415927;-1.309293712;0;29.7194665
5.42;31.415927;-1.309297045;0;29.7194665
5.43;31.415927;-1.309300283;0;29.7194665
5.44;31.415927;-1.309303432;0;29.7194665
5.45;31.415927;-1.309306494;0;29.7194665
5.46;31.415927;-1.309309474;0;29.7194665
5.47;31.415927;-1.309312374;0;29.7194665
5.48;31.415927;-1.309315197;0;29.7194665
5.49;31.415927;-1.309317947;0;29.7194665
5.5;31.415927;-1.309320627;0;29.7194665
5.51;31.415927;-1.309323239;0;29.7194665
5.52;31.415927;-1.309325786;0;29.7194665
5.53;31.415927;-1.309328271;0;29.7194665
5.54;31.415927;-1.309330695;0;29.7194665
5.55;31.415927;-1.309333063;0;29.7194665
5.56;31.415927;-1.309335375;0;29.7194665
5.57;31.415927;-1.309337634;0;29.7194665
5.58;31.415927;-1.309339842;0;29.7194665
5.59;31.415927;-1.309342002;0;29.7194665
5.6;31.415927;-1.309344114;0;29.7194665
5.61;31.415927;-1.309346182;0;29.7194665
5.62;31.415927;-1.309348206;0;29.7194665
5.63;31.415927;-1.309350189;0;29.7194665
5.64;31.415927;-1.309352131;0;29.7194665
5.65;31.415927;-1.309354036;0;29.7194665
5.66;31.415927;-1.309355904;0;29.7194665
5.67;31.415927;-1.309357737;0;29.7194665
5.68;31.415927;-1.309359535;0;29.7194665
5.69;31.415927;-1.309361302;0;29.7194665
5.7;31.415927;-1.309363037;0;29.7194665
5.71;31.415927;-1.309364742;0;29.7194665
5.72;31.415927;-1.309366418;0;29.7194665
5.73;31.415927;-1.309368067;0;29.7194665
5.74;31.415927;-1.309369689;0;29.7194665
5.75;31.415927;-1.309371285;0;29.7194665
5.76;31.415927;-1.309372858;0;29.7194665
5.77;31.415927;-1.309374406;0;29.7194665
5.78;31.415927;-1.309375932;0;29.7194665
5.79;31.415927;-1.309377437;0;29.7194665
5.8;31.415927;-1.309378921;0;29.7194665
5.81;31.415927;-1.309380385;0;29.7194665
5.82;31.415927;-1.309381829;0;29.7194665
5.83;31.415927;-1.309383255;0;29.7194665
5.84;31.415927;-1.309384664;0;29.7194665
5.85;31.415927;-1.309386056;0;29.7194665
5.86;31.415927;-1.309387431;0;29.7194665
5.87;31.415927;-1.309388791;0;29.7194665
5.88;31.415927;-1.309390136;0;29.7194665
5.89;31.415927;-1.309391466;0;29.7194665
5.9;31.415927;-1.309392783;0;29.7194665
5.91;31.415927;-1.309394086;0;29.7194665
5.92;31.415927;-1.309395376;0;29.7194665
5.93;31.415927;-1.309396655;0;29.7194665
5.94;31.415927;-1.309397921;0;29.7194665
5.95;31.415927;-1.309399176;0;29.7194665
5.96;31.415927;-1.309400421;0;29.7194665
5.97;31.415927;-1.309401655;0;29.7194665
5.98;31.415927;-1.309402879;0;29.7194665
5.99;31.415927;-1.309404093;0;29.7194665
6;31.415927;-1.309405298;0;29.7194665
6.01;31.415927;-1.309406495;0;29.7194665
6.02;31.415927;-1.309407682;0;29.7194665
6.03;31.415927;-1.309408862;0;29.7194665
6.04;31.415927;-1.309410034;0;29.7194665
6.05;31.415927;-1.309411198;0;29.7194665
6.06;31.415927;-1.309412356;0;29.7194665
6.07;31.415927;-1.309413506;0;29.7194665
6.08;31.415927;-1.309414649;0;29.7194665
6.09;31.415927;-1.309415787;0;29.7194665
6.1;31.415927;-1.309416918;0;29.7194665
6.11;31.415927;-1.309418043;0;29.7194665
6.12;31.415927;-1.309419163;0;29.7194665
6.13;31.415927;-1.309420277;0;29.7194665
6.14;31.415927;-1.309421386;0;29.7194665
6.15;31.415927;-1.30942249;0;29.7194665
6.16;31.415927;-1.309423589;0;29.7194665
6.17;31.415927;-1.309424683;0;29.7194665
6.18;31.415927;-1.309425773;0;29.7194665
6.19;31.415927;-1.309426859;0;29.7194665
6.2;31.415927;-1.309427941;0;29.7194665
6.21;31.415927;-1.309429019;0;29.7194665
