Epoche;Durchschnitt
Fehler;-
0;1
0;A741F0
0;128.280136
1;126.257504
2;122.720582
3;118.639260
4;111.985430
5;103.713856
6;94.894986
7;86.868189
8;79.205375
9;72.160960
10;65.703174
11;59.848560
12;54.529806
13;49.698141
14;45.330135
15;41.388851
16;37.823877
17;34.600327
18;31.687450
19;29.057928
20;26.683492
21;24.542332
22;22.606463
23;20.856208
24;19.277218
25;17.850738
26;16.560611
27;15.392566
28;14.334442
29;13.379802
30;12.516603
31;11.732583
32;11.020604
33;10.378127
34;9.796986
35;9.271774
36;8.796888
37;8.367005
38;7.978891
39;7.629025
40;7.312973
41;7.027602
42;6.770563
43;6.538554
44;6.329353
45;6.140708
46;5.970657
47;5.817060
48;5.678670
49;5.553851
50;5.441172
51;5.339619
52;5.247985
53;5.165284
54;5.090542
55;5.022978
56;4.962018
57;4.907008
58;4.857246
59;4.812408
60;4.772008
61;4.735623
62;4.702720
63;4.672914
64;4.646027
65;4.621743
66;4.599869
67;4.580118
68;4.562313
69;4.546256
70;4.531714
71;4.518458
72;4.506441
73;4.495545
74;4.485739
75;4.476913
76;4.468934
77;4.461753
78;4.455291
79;4.449269
80;4.443850
81;4.438918
82;4.434444
83;4.430327
84;4.426570
85;4.423116
86;4.420008
87;4.417126
88;4.414519
89;4.412174
90;4.410062
91;4.408162
92;4.406435
93;4.404881
94;4.403480
95;4.402187
96;4.401021
97;4.399936
98;4.398959
99;4.398029
100;4.397192
101;4.396381
102;4.395604
103;4.394900
104;4.394226
105;4.393581
106;4.393000
107;4.392437
108;4.391931
109;4.391436
110;4.390984
111;4.390577
112;4.390211
113;4.389881
114;4.389584
115;4.389316
116;4.389026
117;4.388765
118;4.388513
119;4.388286
120;4.388082
121;4.387890
122;4.387717
123;4.387561
124;4.387421
125;4.387288
126;4.387169
127;4.387061
128;4.386964
129;4.386877
130;4.386774
131;4.386680
132;4.386596
133;4.386510
134;4.386433
135;4.386344
136;4.386264
137;4.386166
138;4.386042
139;4.385930
140;4.385829
141;4.385739
142;4.385656
143;4.385581
144;4.385403
145;4.385243
146;4.385099
147;4.384969
148;4.384844
149;4.384726
150;4.384620
151;4.384466
152;4.384321
153;4.384153
154;4.384002
155;4.383865
156;4.383741
157;4.383629
158;4.383506
159;4.383394
160;4.383292
161;4.383184
162;4.383037
163;4.382854
164;4.382651
165;4.382422
166;4.382158
167;4.381921
168;4.381706
169;4.381507
170;4.381327
171;4.381144
172;4.380943
173;4.380762
174;4.380593
175;4.380436
176;4.380256
177;4.380077
178;4.379916
179;4.379756
180;4.379612
181;4.379468
182;4.379299
183;4.379128
184;4.378975
185;4.378827
186;4.378678
187;4.378545
188;4.378418
189;4.378305
190;4.378176
191;4.378057
192;4.377934
193;4.377822
194;4.377719
195;4.377608
196;4.377507
197;4.377416
