Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"12CAFF";"12CAFF";"12CAFF";"12CAFF";"12CAFF";"12CAFF"
0;-0.944151;-0.574633;-0.777825;0.607044;100000000.000000;0.100000
1;-0.604419;-0.702383;-0.372435;-0.034700;100000000.000000;0.100000
2;-0.944151;-0.574633;-0.777825;0.129795;100000000.000000;0.100000
3;-0.944151;0.102211;-0.214515;0.789056;100000000.000000;0.100000
4;-0.944151;0.102211;-0.300226;0.370403;100000000.000000;0.100000
5;-0.944151;-0.061545;0.246131;0.224281;100000000.000000;0.100000
6;-0.944151;-0.066811;0.246131;0.789056;100000000.000000;0.100000
7;-0.944151;-0.066811;0.255460;0.466292;100000000.000000;0.100000
8;-0.944151;-0.066811;0.255460;0.466292;100000000.000000;0.100000
9;-0.591134;-0.064453;0.986389;0.224281;100000000.000000;0.100000
10;-0.944151;-0.061545;0.255460;0.466292;100000000.000000;0.100000
11;-0.944151;-0.064799;0.255460;0.466292;100000000.000000;0.100000
12;-0.944151;-0.061545;0.255460;0.466292;100000000.000000;0.100000
13;-0.944151;-0.061545;0.255460;0.466292;100000000.000000;0.100000
14;-0.944151;-0.066332;0.422253;0.370403;100000000.000000;0.100000
15;-0.944151;-0.066332;0.422253;0.370403;100000000.000000;0.100000
16;-0.944151;-0.066332;0.422253;0.369842;100000000.000000;0.100000
17;-0.944151;-0.066811;0.263071;0.508020;100000000.000000;0.100000
18;-0.944151;-0.064805;0.422253;0.370403;100000000.000000;0.100000
19;-0.944151;-0.063816;0.422253;0.370403;100000000.000000;0.100000
20;-0.944151;-0.060695;0.288009;0.490559;100000000.000000;0.100000
21;-0.944151;-0.064805;0.422253;0.370403;100000000.000000;0.100000
22;-0.944151;-0.064799;0.422253;0.370403;100000000.000000;0.100000
23;-0.944151;-0.066068;0.422253;0.370403;100000000.000000;0.100000
24;-0.944151;-0.064805;0.422253;0.370403;100000000.000000;0.100000
25;-1.006772;-0.064805;0.421751;0.415983;100000000.000000;0.100000
26;-0.944151;-0.063129;0.405400;0.393094;100000000.000000;0.100000
27;-0.944151;-0.064799;0.422253;0.370403;100000000.000000;0.100000
28;-0.944766;-0.061713;0.397315;0.400606;100000000.000000;0.100000
29;-0.944151;-0.061713;0.397315;0.400606;100000000.000000;0.100000
30;-0.944151;-0.061713;0.426036;0.370403;100000000.000000;0.100000
31;-0.944151;-0.061713;0.426036;0.370403;100000000.000000;0.100000
32;-0.944151;-0.061713;0.426036;0.370403;100000000.000000;0.100000
33;-0.944151;-0.061734;0.393108;0.400606;100000000.000000;0.100000
34;-0.944151;-0.058358;0.388943;0.400606;100000000.000000;0.100000
35;-0.944151;-0.058358;0.388943;0.400606;100000000.000000;0.100000
36;-0.944151;-0.061734;0.393108;0.400606;100000000.000000;0.100000
37;-0.944151;-0.064805;0.384714;0.400606;100000000.000000;0.100000
38;-0.960143;-0.064805;0.389843;0.408885;100000000.000000;0.100000
39;-0.944151;-0.058258;0.389843;0.408885;100000000.000000;0.100000
40;-0.944151;-0.058258;0.389843;0.408885;100000000.000000;0.100000
