Epoche;Durchschnitt
Fehler;-
0;1
0;"3073FF"
0;41656.699791
1;39852.352161
2;37248.691706
3;35132.981409
4;32549.482734
5;30216.684000
6;27702.747084
7;25038.964091
8;22612.032955
9;20529.721102
10;18569.517931
11;16773.187827
12;15152.126411
13;13680.154651
14;12351.346280
15;11152.730492
16;10071.549490
17;9097.903138
18;8220.555631
19;7429.855807
20;6717.223174
21;6075.333493
22;5497.277382
23;4976.973978
24;4508.512641
25;4086.735444
26;3707.039640
27;3365.260165
28;3057.449801
29;2780.239193
30;2530.510558
31;2305.382033
32;2102.584143
33;1919.636825
34;1754.674249
35;1605.914114
36;1471.685274
37;1350.469019
38;1240.809710
39;1141.392455
40;1051.551029
41;970.443826
42;897.346086
43;831.336618
44;771.689017
45;717.823371
46;668.751256
47;624.228206
48;584.065777
49;547.712706
50;514.787030
51;484.874399
52;457.628136
53;432.785046
54;410.168063
55;389.635719
56;370.983058
57;354.045513
58;338.608928
59;324.426581
60;311.439626
61;299.485101
62;288.364538
63;278.113044
64;268.729896
65;259.986328
66;251.910259
67;244.621547
68;237.939472
69;231.778970
70;225.822461
71;220.295569
72;215.192580
73;210.444590
74;206.041715
75;201.859285
76;197.754980
77;194.093343
78;190.603959
79;187.315796
80;184.380881
81;181.675509
82;179.131110
83;176.727224
84;174.429855
85;172.359729
86;170.445493
87;168.686720
88;167.017468
89;165.353181
90;163.798193
91;162.352682
92;160.995823
93;159.657341
94;158.313086
95;157.097817
96;155.982946
97;154.920417
98;153.891206
99;152.871281
100;151.837646
101;159049.916103
102;300691.673365
103;426940.561875
104;539533.486075
105;640019.505896
106;729400.432697
107;807052.424551
108;875015.107161
109;935217.644353
110;989371.128839
111;1038127.170868
112;1081784.532199
113;1118155.384098
114;1150737.535763
115;1179642.228264
116;1202643.204411
117;1222269.405201
118;1238336.631683
119;1252017.471500
120;1264234.021093
121;1274253.337962
122;1283116.148890
123;1290793.728969
124;1295185.639130
125;1299138.301489
126;1302695.658031
127;1305930.121926
128;1308870.443053
129;1311503.541414
130;1313787.018906
131;1315896.432618
132;1317661.917505
133;1319451.656453
134;1320812.835546
135;1319827.333289
136;1318932.998723
137;1318075.324451
138;1317310.070197
139;1316531.157653
140;1315379.617131
141;1312620.658704
142;1309727.801396
143;1306309.094225
144;1302471.282363
145;1298536.662835
146;1294546.008880
147;1290462.211732
148;1285738.239107
149;1280143.520339
150;1275013.534513
151;1270443.343719
152;1266251.253976
153;1262282.939996
154;1257879.316131
155;1252726.735477
156;1248002.990060
157;1243451.922435
158;1237879.337426
159;1232263.923247
160;1226693.106461
161;1221134.257494
162;1215965.434156
163;1211017.074643
164;1206093.607943
165;1201616.733261
166;1197575.627537
167;1193898.384226
168;1190210.625661
169;1186852.262634
170;1183829.658423
171;1181094.818927
172;1178546.534986
