Zeit [s];y
;-
0;1
0;"3073FF"
0.010000;-0.000001
0.030000;-0.000034
0.050000;-0.000159
0.070000;-0.000335
0.090000;-0.000450
0.110000;-0.000440
0.130000;-0.000359
0.150000;-0.000349
0.170000;-0.000505
0.190000;-0.000758
0.210000;-0.000948
0.230000;-0.000937
0.250000;-0.000607
0.270000;0.000150
0.290000;0.001333
0.310000;0.002736
0.330000;0.004060
0.350000;0.005186
0.370000;0.006136
0.390000;0.006846
0.410000;0.007204
0.430000;0.007144
0.450000;0.006599
0.470000;0.005613
0.490000;0.004392
0.510000;0.003231
0.530000;0.002994
0.550000;0.006718
0.570000;0.019539
0.590000;0.046703
0.610000;0.091741
0.630000;0.155560
0.650000;0.236598
0.670000;0.331774
0.690000;0.437777
0.710000;0.552182
0.730000;0.674060
0.750000;0.803963
0.770000;0.943423
0.790000;1.094205
0.810000;1.257635
0.830000;1.434196
0.850000;1.623488
0.870000;1.824493
0.890000;2.036001
0.910000;2.257014
0.930000;2.487007
0.950000;2.725979
0.970000;2.974319
0.990000;3.232566
1.010000;3.501161
1.030000;3.780288
1.050000;4.069823
1.070000;4.369401
1.090000;4.678554
1.110000;4.996852
1.130000;5.324010
1.150000;5.659923
1.170000;6.004637
1.190000;6.358270
1.210000;6.720931
1.230000;7.092651
1.250000;7.473359
1.270000;7.862890
1.290000;8.260967
1.310000;8.666919
1.330000;9.079334
1.350000;9.495938
1.370000;9.913842
1.390000;10.330105
1.410000;10.742185
1.430000;11.148133
1.450000;11.546624
1.470000;11.936740
1.490000;12.317771
1.510000;12.689108
1.530000;13.050095
1.550000;13.400059
1.570000;13.738313
1.590000;14.064085
1.610000;14.376659
1.630000;14.675614
1.650000;14.960857
1.670000;15.232481
1.690000;15.490636
1.710000;15.735538
1.730000;15.967565
1.750000;16.187256
1.770000;16.395268
1.790000;16.592254
1.810000;16.778913
1.830000;16.955795
1.850000;17.123255
1.870000;17.281690
1.890000;17.431748
1.910000;17.574267
1.930000;17.710134
1.950000;17.840230
1.970000;17.965311
1.990000;18.086014
2.010000;18.202952
2.030000;18.316655
2.050000;18.427517
2.070000;18.535972
2.090000;18.642656
2.110000;18.748341
2.130000;18.853772
2.150000;18.959494
2.170000;19.065774
2.190000;19.172737
2.210000;19.280590
2.230000;19.389589
2.250000;19.499901
2.270000;19.611675
2.290000;19.725095
2.310000;19.840288
2.330000;19.957346
2.350000;20.076278
2.370000;20.197061
2.390000;20.319727
2.410000;20.444364
2.430000;20.570976
2.450000;20.699355
2.470000;20.829189
2.490000;20.960236
2.510000;21.092359
2.530000;21.225565
2.550000;21.359966
2.570000;21.495623
2.590000;21.632352
2.610000;21.769728
2.630000;21.907325
2.650000;22.044839
2.670000;22.182061
2.690000;22.318856
2.710000;22.455159
2.730000;22.590893
2.750000;22.725976
2.770000;22.860291
2.790000;22.993593
