Epoche;Durchschnitt
Fehler;-
0;1
0;"0CDCFF"
0;48797.546562
1;45673.052314
2;42583.487174
3;39164.025547
4;35917.317109
5;32934.732995
6;29989.011274
7;27341.323184
8;24679.265004
9;22246.427942
10;20054.034404
11;18079.214038
12;16301.711372
13;14701.603688
14;13259.048994
15;11959.250438
16;10787.661959
17;9731.091425
18;8778.775951
19;7921.616783
20;7149.943560
21;6455.076034
22;5829.022954
23;5265.001146
24;4757.044679
25;4299.455231
26;3887.678876
27;3516.845807
28;3182.937823
29;2882.333298
30;2611.673553
31;2368.058176
32;2148.522413
33;1950.827165
34;1772.868896
35;1612.647585
36;1468.333948
37;1338.381392
38;1221.348681
39;1115.930306
40;1020.993326
41;935.478607
42;858.408259
43;788.940239
44;726.359474
45;669.974756
46;619.245356
47;573.625316
48;532.638288
49;495.685192
50;462.391857
51;432.502235
52;405.553449
53;381.431948
54;359.561969
55;339.898662
56;322.143807
57;306.165716
58;291.686520
59;278.489534
60;266.488975
61;255.399395
62;245.292256
63;236.162626
64;227.866893
65;220.362323
66;213.517213
67;207.260730
68;201.609916
69;196.543503
70;191.940797
71;187.747080
72;183.969764
73;180.504658
74;177.288695
75;174.251853
76;171.406176
77;168.816767
78;166.552220
79;164.401125
80;162.364423
81;160.494020
82;158.763656
83;157.232687
84;155.753365
85;154.450523
86;153.264879
87;152.177000
88;151.161942
89;150.180420
90;149.271021
91;148.452548
92;147.647354
93;146.890766
94;146.169027
95;145.480641
96;144.940619
97;144.393748
98;143.800828
99;143.291346
100;142.826068
101;32167.277562
102;61344.330601
103;86970.853636
104;108844.733748
105;126909.949913
106;141216.992380
107;152005.549292
108;160621.734497
109;168121.233947
110;174339.455974
111;178191.225274
112;180869.524781
113;182418.379973
114;178340.306374
115;172218.263635
116;165286.222028
117;157211.094333
118;147938.851452
119;139144.337130
120;131021.935032
121;124001.901108
122;117386.482233
123;111495.442032
124;105907.401456
125;101160.869265
126;96123.398167
127;91040.335871
128;84016.604504
129;77276.381961
130;70208.702383
131;63559.300701
132;57702.704689
133;52128.866560
134;47118.530556
135;42705.307237
136;38604.957596
137;34772.426065
138;31316.476579
139;28308.018095
140;25491.724032
141;23147.407905
142;20972.881558
143;18949.311747
144;17152.212276
145;15469.199566
146;14012.266183
147;12638.854478
148;11544.799380
149;10565.563968
150;9543.954980
151;8604.065670
152;7758.138072
153;7191.978441
154;6513.526260
155;6047.895869
156;5508.083463
157;5082.589152
158;4667.156081
159;4339.193152
160;3943.199938
161;3635.001382
162;3342.531865
163;3147.391511
164;2930.773726
165;2655.397266
166;2404.181064
167;2177.963071
168;2002.418055
169;1956.351714
170;1792.747935
171;1749.330748
172;1618.754787
173;1485.938305
174;1404.239853
175;1283.796987
176;1184.512094
177;1103.421112
178;1033.563419
179;979.967798
