Epoche;Durchschnitt
Fehler;-
0;1
0;"00C6FF"
0;181.129065
1;176.343637
2;169.889643
3;161.536156
4;148.096132
5;135.838028
6;124.385475
7;113.482157
8;103.373520
9;94.140976
10;85.810460
11;78.328328
12;71.537900
13;65.647091
14;60.118716
15;55.079300
16;50.506118
17;46.335530
18;42.560944
19;39.129675
20;36.007369
21;33.172224
22;30.607387
23;28.253940
24;26.108810
25;24.145171
26;22.332520
27;20.648994
28;19.119264
29;17.737247
30;16.470396
31;15.313485
32;14.267415
33;13.396436
34;12.546457
35;11.777491
36;11.091071
37;10.463333
38;9.894586
39;9.379136
40;8.936389
41;8.551915
42;8.206881
43;7.916116
44;7.602092
45;7.331950
46;7.091013
47;6.872610
48;6.702310
49;6.552196
50;6.411882
51;6.286035
52;6.169576
53;6.040263
54;5.925582
55;5.821153
56;5.720029
57;5.636914
58;5.587942
59;5.516297
60;5.444286
61;5.378890
62;5.314665
63;5.283373
64;5.236625
65;5.205648
66;5.147378
67;5.098868
68;5.052822
69;5.029428
70;5.013884
71;4.969660
72;4.929292
73;4.911231
74;4.875990
75;4.853211
76;4.848580
77;4.849420
78;4.820253
79;4.789387
80;4.761767
81;4.736192
82;4.714035
83;4.702592
84;4.686907
85;4.673534
86;4.659309
87;4.653052
88;4.633898
89;4.625290
90;4.621947
91;4.619124
92;4.613718
93;4.618803
94;4.607883
95;4.599977
96;4.619974
97;4.611482
98;4.599872
99;4.640686
100;4.627024
101;4.648628
102;4.689647
103;4.695825
104;4.690861
105;4.703834
106;4.705078
107;4.717176
108;4.707059
109;4.695051
110;4.673515
111;4.651249
112;4.633467
113;4.638351
114;4.625329
115;4.637245
116;4.627794
117;4.644330
118;4.640666
119;4.625973
120;4.609825
121;4.598111
122;4.659723
123;4.646764
124;4.663270
125;4.655890
126;4.672449
127;4.685779
128;4.691210
129;4.721291
130;4.725574
131;4.724197
132;4.712420
133;4.696823
134;4.672952
135;4.658798
136;4.643600
137;4.633002
138;4.609999
139;4.632215
140;4.615845
141;4.602718
142;4.587535
143;4.581839
144;4.569791
145;4.564814
146;4.584736
147;4.582529
148;4.577453
149;4.566156
150;4.581527
151;4.568180
152;4.552399
153;4.539229
154;4.525451
155;4.520310
156;4.542740
157;4.547863
158;4.537576
159;4.531665
160;4.544448
161;4.587539
162;4.570724
163;4.583894
164;4.566564
165;4.564882
166;4.565242
167;4.554087
168;4.567403
169;4.586414
170;4.591798
171;4.585418
172;4.606086
173;4.608617
174;4.601582
175;4.592162
176;4.585769
177;4.574629
178;4.569297
179;4.564492
180;4.578650
181;4.585241
182;4.583756
183;4.583835
184;4.578745
185;4.568814
186;4.558454
187;4.558347
188;4.561221
189;4.559438
190;4.556943
191;4.556540
192;4.552380
193;4.556806
194;4.547728
195;4.538521
196;4.549778
197;4.540320
