Epoche;Durchschnitt
Fehler;-
0;1
0;7A1DBB
0;31356.770395
1;30157.832984
2;28498.181286
3;26310.413492
4;24082.344086
5;21799.833331
6;19718.220566
7;17832.275945
8;16079.347789
9;14499.541312
10;13074.391325
11;11789.935792
12;10630.935406
13;9585.425400
14;8643.339677
15;7794.934217
16;7030.765417
17;6342.426125
18;5722.709852
19;5164.771861
20;4662.525841
21;4210.294675
22;3803.183472
23;3436.743933
24;3106.803721
25;2809.808159
26;2542.474036
27;2301.798679
28;2085.163909
29;1890.158669
30;1714.585281
31;1556.517200
32;1414.214774
33;1286.120417
34;1170.798715
35;1066.937189
36;973.390427
37;889.154868
38;813.314670
39;745.032584
40;683.562089
41;628.181349
42;578.304351
43;533.392207
44;492.938514
45;456.520534
46;423.725541
47;394.174425
48;367.562354
49;343.597988
50;321.991373
51;302.522309
52;284.971479
53;269.156254
54;254.891956
55;242.027251
56;230.402867
57;219.929006
58;210.499022
59;201.985986
60;194.309427
61;187.387853
62;181.124925
63;175.483957
64;170.360109
65;165.738264
66;161.572434
67;157.799384
68;154.354980
69;151.232410
70;148.339828
71;145.713210
72;143.285872
73;141.014327
74;138.913913
75;136.951106
76;135.121831
77;133.406480
78;131.793764
79;130.328684
80;128.986676
81;127.751990
82;126.611696
83;125.529545
84;124.494484
85;123.543020
86;122.670876
87;121.866358
88;121.121550
89;120.399140
90;119.735231
91;119.102032
92;118.502227
93;117.904226
94;117.343967
95;116.813556
96;116.316661
97;115.864625
98;115.418550
99;114.993760
100;114.609458
101;114.263585
102;113.952300
103;113.672143
104;113.401792
105;113.158476
106;112.939492
107;112.742406
108;112.565029
109;112.405389
110;112.261714
111;112.132406
112;112.016029
113;111.911289
114;111.817023
115;111.732184
116;111.655829
117;111.587110
118;111.525262
119;111.469599
120;111.419503
121;111.361051
122;111.308445
123;111.259364
124;111.215192
125;111.175436
126;111.139656
127;111.107455
128;111.078473
129;111.052389
130;111.028914
131;111.007787
132;110.988772
133;110.971658
134;110.956256
135;110.942395
136;110.929919
137;110.918691
138;110.908586
139;110.899491
140;110.891305
141;110.883939
142;110.877309
143;110.871342
144;110.865971
145;110.861138
146;110.856788
147;110.852873
148;110.849349
149;110.846178
150;110.843324
151;110.840756
152;110.838444
153;110.836363
154;110.834491
155;110.830488
156;110.826885
157;110.823643
158;110.820725
159;110.818099
160;110.815735
161;110.808780
162;110.802520
163;110.796887
164;110.791817
165;110.780810
166;110.770904
167;110.761988
168;110.753965
169;110.746743
170;110.740244
171;110.734394
172;110.729130
173;110.724392
174;110.720128
175;110.716290
176;110.712836
177;110.709727
178;110.706929
179;110.704411
180;110.702145
181;110.700106
182;110.698270
183;110.696618
184;110.695131
185;110.693793
186;110.692589
187;110.691505
188;110.690529
189;110.689651
190;110.688861
191;110.664218
192;110.642039
