Epoche;Durchschnitt
Fehler;-
0;1
0;8C2CD0
0;40338.510116
1;39327.514325
2;37183.346690
3;34561.902246
4;31595.120778
5;28894.078231
6;26304.662721
7;23759.679385
8;21433.671705
9;19332.978620
10;17427.472173
11;15710.509562
12;14161.547518
13;12764.771341
14;11505.249751
15;10370.225749
16;9348.007529
17;8427.632119
18;7599.088263
19;6853.151222
20;6181.646948
21;5577.159343
22;5033.019792
23;4543.191160
24;4102.172294
25;3705.136667
26;3347.736197
27;3025.984012
28;2736.337394
29;2475.574512
30;2240.852547
31;2029.568841
32;1839.376042
33;1668.167043
34;1514.048661
35;1375.305734
36;1250.400734
37;1137.942582
38;1036.694144
39;945.537687
40;863.477233
41;789.609940
42;723.079870
43;663.183601
44;609.273220
45;560.747929
46;517.075166
47;477.767851
48;442.391017
49;410.550058
50;381.892146
51;356.076935
52;332.815291
53;311.877015
54;293.032568
55;276.071715
56;260.806948
57;247.063837
58;234.692719
59;223.558713
60;213.538108
61;204.516545
62;196.391527
63;189.079010
64;182.497547
65;176.563396
66;171.222660
67;166.413353
68;162.082876
69;158.183065
70;154.673235
71;151.514388
72;148.671426
73;146.111478
74;143.807310
75;141.732505
76;139.864928
77;138.184108
78;136.671371
79;135.309907
80;134.084590
81;132.981640
82;131.988986
83;131.095462
84;130.287370
85;129.560087
86;128.905533
87;128.294341
88;127.743853
89;127.248415
90;126.802520
91;126.400549
92;126.038530
93;125.712714
94;125.419479
95;125.155567
96;124.918047
97;124.704278
98;124.511887
99;124.338734
100;124.182897
101;124.042644
102;123.916416
103;123.802811
104;123.700566
105;123.608545
106;123.525727
107;123.451191
108;123.384108
109;123.323734
110;123.269397
111;123.220493
112;123.176480
113;123.136868
114;123.101218
115;123.069132
116;123.040255
117;123.014266
118;122.990876
119;122.969825
120;122.950878
121;122.933827
122;122.918481
123;122.904669
124;122.892238
125;122.881051
126;122.870982
127;122.861920
128;122.853764
129;122.846424
130;122.839818
131;122.833873
132;122.828522
133;122.823706
134;122.819372
135;122.815471
136;122.811960
137;122.808800
138;122.805957
139;122.803397
140;122.801094
141;122.799021
142;122.797155
143;122.795476
144;122.793964
145;122.792604
146;122.791380
147;122.790278
148;122.789287
149;122.788395
150;122.787591
151;122.786869
152;122.786218
153;122.785633
154;122.785106
155;122.784631
156;122.784204
157;122.783820
158;122.783475
159;122.783163
160;122.782883
161;122.782631
162;122.782405
163;122.782200
164;122.782017
165;122.781851
166;122.781702
167;122.781569
168;122.781448
169;122.781339
170;122.781242
171;122.781154
172;122.781075
173;122.781004
174;122.780940
175;122.780882
176;122.780830
177;122.780783
178;122.780741
179;122.780704
180;122.780669
181;122.780639
182;122.780611
183;122.780586
184;122.780564
185;122.780544
186;122.780526
187;122.780510
188;122.780495
189;122.780482
190;122.780470
191;122.780459
