Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"2A84FF";"2A84FF";"2A84FF";"2A84FF";"2A84FF";"2A84FF"
0;1.357463;14.328135;1.103549;3.572100;10.000000;0.100000
1;2.271493;9.661550;3.104343;2.078219;10.000000;0.100000
2;6.992706;7.919858;3.130894;1.611286;10.000000;0.100000
3;6.992706;7.919858;3.130894;1.611286;10.000000;0.100000
4;10.708640;13.038499;-2.271035;2.050447;10.000000;0.100000
5;10.708640;13.038499;-2.271035;2.050447;10.000000;0.100000
6;12.801981;16.032403;-1.290342;2.631825;10.000000;0.100000
7;12.801981;16.032403;-1.290342;2.631825;10.000000;0.100000
8;12.801981;16.032403;-1.290342;2.631825;10.000000;0.100000
9;12.801981;16.032403;-1.290342;2.631825;10.000000;0.100000
10;3.546868;36.067042;0.170198;0.725941;10.000000;0.100000
11;3.546868;36.067042;0.170198;0.725941;10.000000;0.100000
12;3.546868;36.067042;0.170198;0.725941;10.000000;0.100000
13;3.546868;36.067042;0.170198;0.725941;10.000000;0.100000
14;3.546868;36.067042;0.170198;0.725941;10.000000;0.100000
15;6.334005;40.477324;3.518672;-0.006458;10.000000;0.100000
16;6.334005;40.477324;3.518672;-0.006458;10.000000;0.100000
17;6.334005;40.477324;3.518672;-0.006458;10.000000;0.100000
18;6.334005;40.477324;3.518672;-0.006458;10.000000;0.100000
19;6.334005;40.477324;3.518672;-0.006458;10.000000;0.100000
20;6.334005;40.477324;3.518672;-0.006458;10.000000;0.100000
21;4.599132;41.360498;1.377951;0.953071;10.000000;0.100000
22;4.791520;47.828919;1.003490;0.619489;10.000000;0.100000
23;4.791520;47.828919;1.003490;0.619489;10.000000;0.100000
24;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
25;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
26;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
27;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
28;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
29;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
30;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
31;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
32;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
33;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
34;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
35;5.657263;58.977121;-0.819958;0.133277;10.000000;0.100000
36;5.923029;98.231655;0.032144;0.946165;10.000000;0.100000
37;5.923029;98.231655;0.032144;0.946165;10.000000;0.100000
38;5.923029;98.231655;0.032144;0.946165;10.000000;0.100000
39;5.923029;98.231655;0.032144;0.946165;10.000000;0.100000
40;5.923029;98.231655;0.032144;0.946165;10.000000;0.100000
41;5.923029;98.231655;0.032144;0.946165;10.000000;0.100000
42;5.923029;98.231655;0.032144;0.946165;10.000000;0.100000
43;5.731327;111.109585;0.564223;0.285363;10.000000;0.100000
44;5.731327;111.109585;0.564223;0.285363;10.000000;0.100000
45;5.731327;111.109585;0.564223;0.285363;10.000000;0.100000
