Epoche;Durchschnitt
Fehler;-
0;1
0;"2A84FF"
0;126.610066
1;125.511099
2;123.113429
3;119.388524
4;113.695206
5;107.616149
6;101.133617
7;93.894702
8;86.649780
9;79.474316
10;72.842462
11;66.411359
12;60.600218
13;55.333763
14;50.504508
15;46.131923
16;42.157952
17;38.572271
18;35.333096
19;32.409912
20;29.774107
21;27.394664
22;25.239049
23;23.292585
24;21.528463
25;19.933164
26;18.487018
27;17.176469
28;15.993120
29;14.919589
30;13.941108
31;13.056154
32;12.256026
33;11.529546
34;10.862536
35;10.256881
36;9.703570
37;9.196378
38;8.735700
39;8.316150
40;7.937281
41;7.593141
42;7.282029
43;7.000833
44;6.747135
45;6.518307
46;6.311920
47;6.125690
48;5.956884
49;5.804954
50;5.667166
51;5.541968
52;5.428500
53;5.325484
54;5.231936
55;5.147621
56;5.070921
57;5.001368
58;4.938623
59;4.880492
60;4.827961
61;4.779458
62;4.733722
63;4.691588
64;4.652554
65;4.617130
66;4.583262
67;4.550948
68;4.520399
69;4.491174
70;4.462150
71;4.434737
72;4.408939
73;4.385249
74;4.363430
75;4.343289
76;4.324489
77;4.305888
78;4.287373
79;4.269649
80;4.253337
81;4.238260
82;4.224510
83;4.211738
84;4.199691
85;4.188780
86;4.178679
87;4.169254
88;4.160178
89;4.151458
90;4.143151
91;4.135630
92;4.128527
93;4.122090
94;4.115579
95;4.108660
96;4.101460
97;4.094914
98;4.088944
99;4.083439
100;4.078067
101;4.073014
102;4.068263
103;4.063541
104;4.058758
105;4.054327
106;4.050222
107;4.046394
108;4.042928
109;4.039708
110;4.036613
111;4.033771
112;4.031092
113;4.028680
114;4.026413
115;4.024308
116;4.022350
117;4.020538
118;4.018873
119;4.017357
120;4.015963
121;4.014651
122;4.013470
123;4.012373
124;4.011301
125;4.010279
126;4.009311
127;4.008435
128;4.007611
129;4.006824
130;4.006057
131;4.005334
132;4.004644
133;4.003976
134;4.003375
135;4.002788
136;4.002244
137;4.001742
138;4.001278
139;4.000833
140;4.000409
141;4.000004
142;3.999627
143;3.999245
144;3.998883
145;3.998530
146;3.998204
147;3.997887
148;3.997600
149;3.997333
150;3.997071
151;3.996809
152;3.996562
153;3.996314
154;3.996080
155;3.995852
156;3.995638
157;3.995441
158;3.995263
159;3.995083
160;3.994914
161;3.994760
162;3.994610
163;3.994472
164;3.994348
165;3.994233
166;3.994120
167;3.994015
168;3.993909
169;3.993807
170;3.993698
171;3.993588
172;3.993479
173;3.993374
174;3.993276
175;3.993177
176;3.993085
177;3.992992
178;3.992901
179;3.992810
180;3.992716
181;3.992627
182;3.992527
183;3.992432
184;3.992345
185;3.992265
186;3.992189
187;3.992112
188;3.992040
189;3.991966
190;3.991897
191;3.991830
192;3.991768
193;3.991712
194;3.991654
195;3.991599
196;3.991549
197;3.991501
