Zeit [s];y
;-
0;1
0;"2A84FF"
0.010000;0.000000
0.020000;0.000000
0.030000;0.000000
0.040000;0.000000
0.050000;0.000000
0.060000;0.000000
0.070000;0.000000
0.080000;0.000000
0.090000;0.000000
0.100000;0.000000
0.120000;0.000000
0.130000;0.000000
0.140000;0.000000
0.150000;0.000000
0.160000;0.000000
0.170000;0.000000
0.180000;0.000000
0.190000;0.000000
0.200000;0.000000
0.210000;0.000000
0.220000;0.000000
0.230000;0.000000
0.240000;0.000000
0.250000;0.000000
0.260000;0.000000
0.270000;0.000000
0.280000;0.000000
0.290000;0.000000
0.300000;0.000000
0.310000;0.000000
0.320000;0.000000
0.330000;0.000000
0.340000;0.000000
0.350000;0.000000
0.360000;0.000000
0.370000;0.000000
0.380000;0.000000
0.390000;0.000000
0.400000;0.000000
0.410000;0.000000
0.420000;0.000000
0.430000;0.000000
0.440000;0.000000
0.450000;0.000000
0.460000;0.000000
0.470000;0.000000
0.480000;0.000000
0.490000;0.000000
0.500000;0.258227
0.510000;0.734499
0.520000;1.057092
0.530000;1.180847
0.540000;1.180847
0.550000;1.135970
0.560000;1.091364
0.570000;1.061743
0.580000;1.045820
0.590000;1.037814
0.600000;1.033000
0.610000;1.028966
0.620000;1.025004
0.630000;1.021178
0.640000;1.017714
0.650000;1.014742
0.660000;1.012273
0.670000;1.010244
0.680000;1.008572
0.690000;1.007183
0.700000;1.006022
0.710000;1.005048
0.720000;1.004229
0.730000;1.003542
0.740000;1.002966
0.750000;1.002484
0.760000;1.002080
0.770000;1.001742
0.780000;1.001459
0.790000;1.001222
0.800000;1.001023
0.810000;1.000857
0.820000;1.000718
0.830000;1.000601
0.840000;1.000503
0.850000;1.000421
0.860000;1.000353
0.870000;1.000295
0.880000;1.000247
0.890000;1.000207
0.900000;1.000173
0.910000;1.000145
0.920000;1.000121
0.930000;1.000101
0.940000;1.000085
0.950000;1.000071
0.960000;1.000059
0.970000;1.000050
0.980000;1.000041
0.990000;1.000035
1.000000;0.964316
1.010000;0.894161
1.020000;0.827786
1.030000;0.766288
1.040000;0.709357
1.050000;0.656655
1.060000;0.607869
1.070000;0.562708
1.080000;0.520901
1.090000;0.482201
1.100000;0.446376
1.110000;0.413212
1.120000;0.382513
1.130000;0.354094
1.140000;0.327787
1.150000;0.303434
1.160000;0.280890
1.170000;0.260022
1.180000;0.240703
1.190000;0.222820
1.200000;0.206266
1.210000;0.190941
1.220000;0.176755
1.230000;0.163623
1.240000;0.151467
1.250000;0.140214
1.260000;0.129797
1.270000;0.120153
1.280000;0.111227
1.290000;0.102963
1.300000;0.095313
1.310000;0.088232
1.320000;0.081677
1.330000;0.075609
1.340000;0.069991
1.350000;0.064791
1.360000;0.059978
1.370000;0.055522
1.380000;0.051397
1.390000;0.047578
1.400000;0.044043
1.410000;0.040771
1.420000;0.037742
