Epoche;Durchschnitt
Fehler;-
0;1
0;8325C6
0;31581.980816
1;30813.794177
2;29168.019471
3;27232.343285
4;24908.690171
5;22645.915185
6;20540.770896
7;18633.132067
8;16903.812081
9;15234.574954
10;13729.813243
11;12372.850761
12;11150.266941
13;10049.542129
14;9058.654514
15;8166.573842
16;7363.568576
17;6640.745724
18;5990.076440
19;5404.413057
20;4877.185056
21;4402.533591
22;3975.236639
23;3590.562496
24;3244.277663
25;2932.557925
26;2651.944188
27;2399.297032
28;2171.839529
29;1967.016172
30;1782.552588
31;1616.454359
32;1466.787730
33;1331.980179
34;1210.491052
35;1101.082320
36;1002.565980
37;913.862470
38;833.964406
39;761.993706
40;697.183072
41;638.785345
42;586.201115
43;538.858049
44;496.201622
45;457.773880
46;423.150646
47;391.956808
48;363.871284
49;338.552196
50;315.741693
51;295.190466
52;276.663557
53;259.970732
54;244.933302
55;231.376440
56;219.164701
57;208.144395
58;198.212641
59;189.273256
60;181.227196
61;173.983043
62;167.462482
63;161.593842
64;156.311764
65;151.552213
66;147.268617
67;143.412753
68;139.939200
69;136.812929
70;133.992922
71;131.454915
72;129.170709
73;127.114924
74;125.258544
75;123.587803
76;122.082619
77;120.727954
78;119.507801
79;118.409663
80;117.419339
81;116.528047
82;115.725885
83;115.003939
84;114.350065
85;113.761579
86;113.231457
87;112.754348
88;112.324950
89;111.938174
90;111.590075
91;111.276787
92;110.994827
93;110.740866
94;110.498429
95;110.280235
96;110.083861
97;109.907124
98;109.748061
99;109.604904
100;109.476063
101;109.339138
102;109.215256
103;109.055641
104;108.884144
105;108.729481
106;108.590285
107;108.464320
108;108.350953
109;108.225797
110;108.112787
111;107.994586
112;107.848289
113;107.711457
114;107.541541
115;107.362179
116;107.200302
117;107.017329
118;106.793072
119;106.547921
120;106.283214
121;105.940505
122;105.583442
123;105.174144
124;104.753696
125;104.327497
126;103.930697
127;103.547518
128;103.173133
129;102.831096
130;102.514109
131;102.223485
132;101.960733
133;101.718135
134;101.498989
135;101.297625
136;101.116103
137;100.946677
138;100.790534
139;100.649415
140;100.520638
141;100.393987
142;100.280001
143;100.176228
144;100.082833
145;99.981081
146;99.889503
147;99.806915
148;99.732586
149;99.665689
150;99.605482
151;99.551296
152;99.502529
153;99.458638
154;99.419136
155;99.383584
156;99.350919
157;99.321520
158;99.295061
159;99.271248
160;99.249614
161;99.226496
162;99.205048
163;99.185744
164;99.156183
165;99.119692
166;99.086850
167;99.057292
168;99.030690
169;99.006748
170;98.985200
171;98.965807
172;98.948354
173;98.932096
174;98.917464
175;98.904295
176;98.892443
177;98.881776
178;98.872176
179;98.863535
180;98.855759
181;98.848761
182;98.842462
183;98.836793
184;98.831691
185;98.827100
186;98.822967
187;98.819248
188;98.815736
189;98.812575
190;98.809731
191;98.807171
192;98.804867
