Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"008DFF";"008DFF";"008DFF";"008DFF";"008DFF";"008DFF"
0;9.819330;5.405744;-0.532548;0.731132;10.000000;0.100000
1;9.819330;5.405744;-0.532548;1.429395;10.000000;0.100000
2;9.819330;5.405744;-0.841589;0.731132;10.000000;0.100000
3;9.819330;5.405744;-0.841589;1.429395;10.000000;0.100000
4;9.819330;5.405744;-0.841589;1.429395;10.000000;0.100000
5;9.819330;5.405744;-0.841589;1.429395;10.000000;0.100000
6;9.819330;6.425672;-0.532548;1.429395;10.000000;0.100000
7;9.819330;5.405744;-0.841589;1.026187;10.000000;0.100000
8;9.819330;8.169798;4.676351;0.219642;10.000000;0.100000
9;9.819330;6.896179;6.440931;0.196000;10.000000;0.100000
10;5.985595;10.924704;6.440931;0.196000;10.000000;0.100000
11;6.826977;12.688691;6.440931;0.196000;10.000000;0.100000
12;6.826977;12.688691;6.440931;0.149552;10.000000;0.100000
13;6.826977;12.688691;4.676351;0.196000;10.000000;0.100000
14;6.826977;12.688691;4.676351;0.196000;10.000000;0.100000
15;6.826977;19.429680;4.676351;0.196000;10.000000;0.100000
16;5.985595;19.376251;4.676351;0.196000;10.000000;0.100000
17;5.985595;19.376251;4.676351;0.196000;10.000000;0.100000
18;7.128983;19.376251;4.676351;0.219642;10.000000;0.100000
19;5.985595;24.460539;6.440931;0.196000;10.000000;0.100000
20;5.985595;24.460539;6.440931;0.196000;10.000000;0.100000
21;5.985595;24.460539;6.440931;0.196000;10.000000;0.100000
22;5.985595;24.460539;6.440931;0.108153;10.000000;0.100000
23;5.985595;24.460539;4.676351;0.219642;10.000000;0.100000
24;5.985595;35.328900;6.440931;0.219642;10.000000;0.100000
25;5.985595;45.509452;4.676351;0.196000;10.000000;0.100000
26;5.985595;45.509452;4.676351;0.196000;10.000000;0.100000
27;5.985595;45.509452;4.676351;0.196000;10.000000;0.100000
28;5.985595;51.473216;4.164696;0.219642;10.000000;0.100000
29;5.985595;51.473216;4.164696;0.196000;10.000000;0.100000
30;4.392675;51.473216;4.164696;0.219642;10.000000;0.100000
31;5.985595;83.966487;6.440931;0.305009;10.000000;0.100000
32;5.985595;158.611266;4.676351;0.219642;10.000000;0.100000
33;7.128983;62.686907;4.676351;0.375756;10.000000;0.100000
34;7.128983;62.686907;0.522491;0.219642;10.000000;0.100000
35;7.128983;62.686907;0.522491;0.276743;10.000000;0.100000
36;5.985595;62.686907;0.522491;0.479189;10.000000;0.100000
37;7.128983;62.686907;0.522491;0.375756;10.000000;0.100000
38;5.985595;62.686907;0.522491;0.375756;10.000000;0.100000
39;5.985595;62.686907;0.522491;0.485105;10.000000;0.100000
40;5.985595;76.710846;4.164696;0.375756;10.000000;0.100000
41;5.985595;76.710846;4.164696;0.375756;10.000000;0.100000
42;5.985595;76.710846;4.164696;0.375756;10.000000;0.100000
43;5.985595;76.710846;4.164696;0.239811;10.000000;0.100000
44;4.131965;76.710846;4.164696;0.276743;10.000000;0.100000
45;4.131965;76.710846;5.706312;0.276743;10.000000;0.100000
46;5.985595;87.959263;0.188599;0.197634;10.000000;0.100000
