Zeit [s];y
;-
0;1
0;"0CDCFF"
0.010000;-0.000000
0.030000;-0.000015
0.050000;-0.000098
0.070000;-0.000316
0.090000;-0.000681
0.110000;-0.001152
0.130000;-0.001683
0.150000;-0.002227
0.170000;-0.002735
0.190000;-0.003170
0.210000;-0.003529
0.230000;-0.003887
0.250000;-0.004354
0.270000;-0.005032
0.290000;-0.005906
0.310000;-0.006839
0.330000;-0.007657
0.350000;-0.008229
0.370000;-0.008505
0.390000;-0.008507
0.410000;-0.008293
0.430000;-0.007900
0.450000;-0.007372
0.470000;-0.006744
0.490000;-0.006011
0.510000;-0.005162
0.530000;-0.003641
0.550000;0.001377
0.570000;0.015004
0.590000;0.042630
0.610000;0.088010
0.630000;0.152274
0.650000;0.234000
0.670000;0.330138
0.690000;0.437304
0.710000;0.552946
0.730000;0.676000
0.750000;0.806930
0.770000;0.947242
0.790000;1.098737
0.810000;1.262812
0.830000;1.440030
0.850000;1.630046
0.870000;1.831865
0.890000;2.044259
0.910000;2.266188
0.930000;2.497084
0.950000;2.736910
0.970000;2.986039
0.990000;3.245017
1.010000;3.514310
1.030000;3.794126
1.050000;4.084364
1.070000;4.384671
1.090000;4.694574
1.110000;5.013632
1.130000;5.341545
1.150000;5.678195
1.170000;6.023619
1.190000;6.377938
1.210000;6.741266
1.230000;7.113644
1.250000;7.495007
1.270000;7.885200
1.290000;8.284014
1.310000;8.691235
1.330000;9.106694
1.350000;9.530280
1.370000;9.961941
1.390000;10.401655
1.410000;10.849316
1.430000;11.304533
1.450000;11.766484
1.470000;12.233876
1.490000;12.705096
1.510000;13.178491
1.530000;13.652616
1.550000;14.126366
1.570000;14.598984
1.590000;15.069969
1.610000;15.538928
1.630000;16.005451
1.650000;16.469029
1.670000;16.928971
1.690000;17.384396
1.710000;17.834389
1.730000;18.278155
1.750000;18.715034
1.770000;19.144495
1.790000;19.566151
1.810000;19.979776
1.830000;20.385243
1.850000;20.782391
1.870000;21.170938
1.890000;21.550568
1.910000;21.920960
1.930000;22.281854
1.950000;22.633084
1.970000;22.974536
1.990000;23.306148
2.010000;23.627896
2.030000;23.939805
2.050000;24.241899
2.070000;24.534197
2.090000;24.816693
2.110000;25.089319
2.130000;25.351993
2.150000;25.604707
2.170000;25.847561
2.190000;26.080755
2.210000;26.304547
2.230000;26.519236
2.250000;26.725086
2.270000;26.922272
2.290000;27.110901
2.310000;27.291066
2.330000;27.462910
2.350000;27.626598
2.370000;27.782272
2.390000;27.930102
2.410000;28.070368
2.430000;28.203399
2.450000;28.329558
2.470000;28.449221
2.490000;28.562702
2.510000;28.670258
2.530000;28.772095
2.550000;28.868372
2.570000;28.959237
2.590000;29.044827
2.610000;29.125301
2.630000;29.200888
2.650000;29.271940
2.670000;29.338835
2.690000;29.401821
2.710000;29.461010
2.730000;29.516488
2.750000;29.568404
