Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"0CDCFF";"0CDCFF";"0CDCFF";"0CDCFF";"0CDCFF";"0CDCFF"
0;-0.798700;0.028413;-0.676931;0.489364;100000000.000000;0.100000
1;-0.798700;0.028413;0.937010;0.132847;100000000.000000;0.100000
2;-0.798700;0.028413;0.937010;0.033540;100000000.000000;0.100000
3;-0.798700;0.028413;-0.143162;0.953978;100000000.000000;0.100000
4;-0.766891;0.028413;-0.676931;0.923996;100000000.000000;0.100000
5;-0.643178;0.015572;-0.166601;0.953978;100000000.000000;0.100000
6;-0.643178;0.028413;-0.143162;0.132847;100000000.000000;0.100000
7;-0.616505;0.015572;-0.166601;0.543321;100000000.000000;0.100000
8;-0.643178;0.028413;-0.143162;0.543321;100000000.000000;0.100000
9;-0.643178;0.028413;-0.143162;0.437054;100000000.000000;0.100000
10;-0.643178;0.028413;-0.143162;0.543321;100000000.000000;0.100000
11;-0.643178;0.028413;-0.143162;0.543321;100000000.000000;0.100000
12;-0.643178;0.028413;-0.143162;0.953978;100000000.000000;0.100000
13;-0.643178;0.028413;-0.146814;0.543321;100000000.000000;0.100000
14;-0.798700;0.029655;-0.723978;0.953978;100000000.000000;0.100000
15;-0.726515;0.028413;-0.723978;0.953978;100000000.000000;0.100000
16;-0.605042;0.028413;-0.723978;0.958755;100000000.000000;0.100000
17;-0.605042;0.028413;-0.723978;0.958755;100000000.000000;0.100000
18;-0.605042;0.028413;-0.723978;0.953978;100000000.000000;0.100000
19;-0.605042;0.028413;-0.723978;0.953978;100000000.000000;0.100000
20;-0.605042;0.034711;-0.723978;0.857934;100000000.000000;0.100000
21;-0.605042;0.034711;-0.674485;0.958755;100000000.000000;0.100000
22;-0.605042;0.034711;-0.676931;1.034559;100000000.000000;0.100000
23;-0.586154;0.034711;-0.674485;0.967530;100000000.000000;0.100000
24;-0.586154;0.036257;-0.729923;0.953978;100000000.000000;0.100000
25;-0.586154;0.035762;-0.811875;0.953978;100000000.000000;0.100000
26;-0.574619;0.036257;-0.723978;1.034848;100000000.000000;0.100000
27;-0.586154;0.036257;-0.686357;1.059822;100000000.000000;0.100000
28;-0.580332;0.036257;-0.686357;1.059822;100000000.000000;0.100000
29;-0.586154;0.036257;-0.723978;1.034848;100000000.000000;0.100000
30;-0.586154;0.036257;-0.781139;1.034848;100000000.000000;0.100000
31;-0.552064;0.036257;-0.723978;1.034848;100000000.000000;0.100000
32;-0.552064;0.043873;-0.781139;1.058702;100000000.000000;0.100000
33;-0.556648;0.036257;-0.729923;1.085664;100000000.000000;0.100000
34;-0.552064;0.036257;-0.723978;1.058702;100000000.000000;0.100000
35;-0.552064;0.036257;-0.686357;1.107697;100000000.000000;0.100000
36;-0.552064;0.036257;-0.686357;1.107697;100000000.000000;0.100000
37;-0.524162;0.036257;-0.686357;1.107697;100000000.000000;0.100000
38;-0.552064;0.036257;-0.723978;1.149981;100000000.000000;0.100000
39;-0.515843;0.036257;-0.686357;1.149981;100000000.000000;0.100000
40;-0.552064;0.036257;-0.719279;1.149981;100000000.000000;0.100000
