Zeit [s];r [rad];u2
27.47;0;0
27.49;0;0
27.51;0;0
27.53;0;0
27.55;0;0
27.57;0;0
27.59;0;0
27.61;0;0
27.63;0;0
27.65;0;0
27.67;0;0
27.69;0;0
27.71;0;0
27.73;0;0
27.75;0;0
27.77;0;0
27.79;0;0
27.81;0;0
27.83;0;0
27.85;0;0
27.87;0;0
27.89;0;0
27.91;0;0
27.93;0;0
27.95;0;0
27.97;0;0
27.99;0;0
28.01;0;0
28.03;0;0
28.05;0;0
28.07;0;0
28.09;0;0
28.11;0;0
28.13;0;0
28.15;0;0
28.17;0;0
28.19;0;0
28.21;0;0
28.23;0;0
28.25;0;0
28.27;0;0
28.29;0;0
28.31;0;0
28.33;0;0
28.35;0;0
28.37;0;0
28.39;0;0
28.41;0;0
28.43;0;0
28.45;0;0
28.47;0;0
28.49;0;0
28.51;0;0
28.53;0;0
28.55;0;0
28.57;0;0
28.59;0;0
28.61;0;0
28.63;0;0
28.65;0;0
28.67;0;0
28.69;0;0
28.71;0;0
28.73;0;0
28.75;0;0
28.77;0;0
28.79;0;0
28.81;0;0
28.83;0;0
28.85;0;0
28.87;0;0
28.89;0;0
28.91;0;0
28.93;0;0
28.95;0;0
28.97;0;0
28.99;0;0
29.01;0;0
29.03;0;0
29.05;0;0
29.07;0;0
29.09;0;0
29.11;0;0
29.13;0;0
29.15;0;0
29.17;0;0
29.19;0;0
29.21;0;0
29.23;0;0
29.25;0;0
29.27;0;0
29.29;0;0
29.31;0;0
29.33;0;0
29.35;0;0
29.37;0;0
29.39;0;0
29.41;0;0
29.43;0;0
29.45;0;0
29.47;0;0
29.49;0;0
29.51;0;0
29.53;0;0
29.55;0;0
29.57;0;0
29.59;0;0
29.61;0;0
29.63;0;0
29.65;0;0
29.67;0;0
29.69;0;0
29.71;0;0
29.73;0;0
29.75;0;0
29.77;0;0
29.79;0;0
29.81;0;0
29.83;0;0
29.85;0;0
29.87;0;0
29.89;0;0
29.91;0;0
29.93;0;0
29.95;0;0
29.97;0;0
29.99;0;0
30.01;-18.849556;0
30.03;-18.849556;0
30.05;-18.849556;0
30.07;-18.849556;0
30.09;-18.849556;0
30.11;-18.849556;0
30.13;-18.849556;0
30.15;-18.849556;0
30.17;-18.849556;0
30.19;-18.849556;0
30.21;-18.849556;0
30.23;-18.849556;0
30.25;-18.849556;0
30.27;-18.849556;0
30.29;-18.849556;0
30.31;-18.849556;0
30.33;-18.849556;0
30.35;-18.849556;0
30.37;-18.849556;0
30.39;-18.849556;0
30.41;-18.849556;0
30.43;-18.849556;0
30.45;-18.849556;0
30.47;-18.849556;0
30.49;-18.849556;0
30.51;-18.849556;0
30.53;-18.849556;0
30.55;-18.849556;0
30.57;-18.849556;0
30.59;-18.849556;0
30.61;-18.849556;0
30.63;-18.849556;0
30.65;-18.849556;0
30.67;-18.849556;0
30.69;-18.849556;0
30.71;-18.849556;0
30.73;-18.849556;0
30.75;-18.849556;0
30.77;-18.849556;0
30.79;-18.849556;0
30.81;-18.849556;0
30.83;-18.849556;0
30.85;-18.849556;0
30.87;-18.849556;0
30.89;-18.849556;0
30.91;-18.849556;0
30.93;-18.849556;0
30.95;-18.849556;0
30.97;-18.849556;0
30.99;-18.849556;0
31.01;-18.849556;0
31.03;-18.849556;0
31.05;-18.849556;0
31.07;-18.849556;0
31.09;-18.849556;0
31.11;-18.849556;0
31.13;-18.849556;0
31.15;-18.849556;0
31.17;-18.849556;0
31.19;-18.849556;0
31.21;-18.849556;0
31.23;-18.849556;0
31.25;-18.849556;0
31.27;-18.849556;0
31.29;-18.849556;0
31.31;-18.849556;0
31.33;-18.849556;0
31.35;-18.849556;0
31.37;-18.849556;0
31.39;-18.849556;0
31.41;-18.849556;0
31.43;-18.849556;0
31.45;-18.849556;0
31.47;-18.849556;0
31.49;-18.849556;0
31.51;-18.849556;0
31.53;-18.849556;0
31.55;-18.849556;0
31.57;-18.849556;0
31.59;-18.849556;0
31.61;-18.849556;0
31.63;-18.849556;0
31.65;-18.849556;0
31.67;-18.849556;0
31.69;-18.849556;0
31.71;-18.849556;0
31.73;-18.849556;0
31.75;-18.849556;0
31.77;-18.849556;0
31.79;-18.849556;0
31.81;-18.849556;0
31.83;-18.849556;0
31.85;-18.849556;0
31.87;-18.849556;0
31.89;-18.849556;0
31.91;-18.849556;0
31.93;-18.849556;0
31.95;-18.849556;0
31.97;-18.849556;0
31.99;-18.849556;0
32.01;-18.849556;0
32.03;-18.849556;0
32.05;-18.849556;0
32.07;-18.849556;0
32.09;-18.849556;0
32.11;-18.849556;0
32.13;-18.849556;0
32.15;-18.849556;0
32.17;-18.849556;0
32.19;-18.849556;0
32.21;-18.849556;0
32.23;-18.849556;0
32.25;-18.849556;0
32.27;-18.849556;0
32.29;-18.849556;0
32.31;-18.849556;0
32.33;-18.849556;0
32.35;-18.849556;0
32.37;-18.849556;0
32.39;-18.849556;0
32.41;-18.849556;0
32.43;-18.849556;0
32.45;-18.849556;0
32.47;-18.849556;0
32.49;-18.849556;0
32.51;-18.849556;0
32.53;-18.849556;0
32.55;-18.849556;0
32.57;-18.849556;0
32.59;-18.849556;0
32.61;-18.849556;0
32.63;-18.849556;0
32.65;-18.849556;0
32.67;-18.849556;0
32.69;-18.849556;0
32.71;-18.849556;0
32.73;-18.849556;0
32.75;-18.849556;0
32.77;-18.849556;0
32.79;-18.849556;0
32.81;-18.849556;0
32.83;-18.849556;0
32.85;-18.849556;0
32.87;-18.849556;0
32.89;-18.849556;0
32.91;-18.849556;0
32.93;-18.849556;0
32.95;-18.849556;0
32.97;-18.849556;0
32.99;-18.849556;0
33.01;-18.849556;0
33.03;-18.849556;0
33.05;-18.849556;0
33.07;-18.849556;0
33.09;-18.849556;0
33.11;-18.849556;0
33.13;-18.849556;0
33.15;-18.849556;0
33.17;-18.849556;0
33.19;-18.849556;0
33.21;-18.849556;0
33.23;-18.849556;0
33.25;-18.849556;0
33.27;-18.849556;0
33.29;-18.849556;0
33.31;-18.849556;0
33.33;-18.849556;0
33.35;-18.849556;0
33.37;-18.849556;0
33.39;-18.849556;0
33.41;-18.849556;0
33.43;-18.849556;0
33.45;-18.849556;0
33.47;-18.849556;0
33.49;-18.849556;0
33.51;-18.849556;0
33.53;-18.849556;0
33.55;-18.849556;0
33.57;-18.849556;0
33.59;-18.849556;0
33.61;-18.849556;0
33.63;-18.849556;0
33.65;-18.849556;0
33.67;-18.849556;0
33.69;-18.849556;0
33.71;-18.849556;0
33.73;-18.849556;0
33.75;-18.849556;0
33.77;-18.849556;0
33.79;-18.849556;0
33.81;-18.849556;0
33.83;-18.849556;0
33.85;-18.849556;0
33.87;-18.849556;0
33.89;-18.849556;0
33.91;-18.849556;0
33.93;-18.849556;0
33.95;-18.849556;0
33.97;-18.849556;0
33.99;-18.849556;0
34.01;-18.849556;0
34.03;-18.849556;0
34.05;-18.849556;0
34.07;-18.849556;0
34.09;-18.849556;0
34.11;-18.849556;0
34.13;-18.849556;0
34.15;-18.849556;0
34.17;-18.849556;0
34.19;-18.849556;0
34.21;-18.849556;0
34.23;-18.849556;0
34.25;-18.849556;0
34.27;-18.849556;0
34.29;-18.849556;0
34.31;-18.849556;0
34.33;-18.849556;0
34.35;-18.849556;0
34.37;-18.849556;0
34.39;-18.849556;0
34.41;-18.849556;0
34.43;-18.849556;0
34.45;-18.849556;0
34.47;-18.849556;0
34.49;-18.849556;0
34.51;-18.849556;0
34.53;-18.849556;0
34.55;-18.849556;0
34.57;-18.849556;0
34.59;-18.849556;0
34.61;-18.849556;0
34.63;-18.849556;0
34.65;-18.849556;0
34.67;-18.849556;0
34.69;-18.849556;0
34.71;-18.849556;0
34.73;-18.849556;0
34.75;-18.849556;0
34.77;-18.849556;0
34.79;-18.849556;0
34.81;-18.849556;0
34.83;-18.849556;0
34.85;-18.849556;0
34.87;-18.849556;0
34.89;-18.849556;0
34.91;-18.849556;0
34.93;-18.849556;0
34.95;-18.849556;0
34.97;-18.849556;0
34.99;-18.849556;0
35.01;-18.849556;0
35.03;-18.849556;0
35.05;-18.849556;0
35.07;-18.849556;0
35.09;-18.849556;0
35.11;-18.849556;0
35.13;-18.849556;0
35.15;-18.849556;0
35.17;-18.849556;0
35.19;-18.849556;0
35.21;-18.849556;0
35.23;-18.849556;0
35.25;-18.849556;0
35.27;-18.849556;0
35.29;-18.849556;0
35.31;-18.849556;0
35.33;-18.849556;0
35.35;-18.849556;0
35.37;-18.849556;0
35.39;-18.849556;0
35.41;-18.849556;0
35.43;-18.849556;0
35.45;-18.849556;0
35.47;-18.849556;0
35.49;-18.849556;0
35.51;-18.849556;0
35.53;-18.849556;0
35.55;-18.849556;0
35.57;-18.849556;0
35.59;-18.849556;0
35.61;-18.849556;0
35.63;-18.849556;0
35.65;-18.849556;0
35.67;-18.849556;0
35.69;-18.849556;0
35.71;-18.849556;0
35.73;-18.849556;0
35.75;-18.849556;0
35.77;-18.849556;0
35.79;-18.849556;0
35.81;-18.849556;0
35.83;-18.849556;0
35.85;-18.849556;0
35.87;-18.849556;0
35.89;-18.849556;0
35.91;-18.849556;0
35.93;-18.849556;0
35.95;-18.849556;0
35.97;-18.849556;0
35.99;-18.849556;0
36.01;-18.849556;0
36.03;-18.849556;0
36.05;-18.849556;0
36.07;-18.849556;0
36.09;-18.849556;0
36.11;-18.849556;0
36.13;-18.849556;0
36.15;-18.849556;0
36.17;-18.849556;0
36.19;-18.849556;0
36.21;-18.849556;0
36.23;-18.849556;0
36.25;-18.849556;0
36.27;-18.849556;0
36.29;-18.849556;0
36.31;-18.849556;0
36.33;-18.849556;0
36.35;-18.849556;0
36.37;-18.849556;0
36.39;-18.849556;0
36.41;-18.849556;0
36.43;-18.849556;0
36.45;-18.849556;0
36.47;-18.849556;0
36.49;-18.849556;0
36.51;-18.849556;0
36.53;-18.849556;0
36.55;-18.849556;0
36.57;-18.849556;0
36.59;-18.849556;0
36.61;-18.849556;0
36.63;-18.849556;0
36.65;-18.849556;0
36.67;-18.849556;0
36.69;-18.849556;0
36.71;-18.849556;0
36.73;-18.849556;0
36.75;-18.849556;0
36.77;-18.849556;0
36.79;-18.849556;0
36.81;-18.849556;0
36.83;-18.849556;0
36.85;-18.849556;0
36.87;-18.849556;0
36.89;-18.849556;0
36.91;-18.849556;0
36.93;-18.849556;0
36.95;-18.849556;0
36.97;-18.849556;0
36.99;-18.849556;0
37.01;-18.849556;0
37.03;-18.849556;0
37.05;-18.849556;0
37.07;-18.849556;0
37.09;-18.849556;0
37.11;-18.849556;0
37.13;-18.849556;0
37.15;-18.849556;0
37.17;-18.849556;0
37.19;-18.849556;0
37.21;-18.849556;0
37.23;-18.849556;0
37.25;-18.849556;0
37.27;-18.849556;0
37.29;-18.849556;0
37.31;-18.849556;0
37.33;-18.849556;0
37.35;-18.849556;0
37.37;-18.849556;0
37.39;-18.849556;0
37.41;-18.849556;0
37.43;-18.849556;0
37.45;-18.849556;0
37.47;-18.849556;0
37.49;-18.849556;0
37.51;-18.849556;0
37.53;-18.849556;0
37.55;-18.849556;0
37.57;-18.849556;0
37.59;-18.849556;0
37.61;-18.849556;0
37.63;-18.849556;0
37.65;-18.849556;0
37.67;-18.849556;0
37.69;-18.849556;0
37.71;-18.849556;0
37.73;-18.849556;0
37.75;-18.849556;0
37.77;-18.849556;0
37.79;-18.849556;0
37.81;-18.849556;0
37.83;-18.849556;0
37.85;-18.849556;0
37.87;-18.849556;0
37.89;-18.849556;0
37.91;-18.849556;0
37.93;-18.849556;0
37.95;-18.849556;0
37.97;-18.849556;0
37.99;-18.849556;0
38.01;-18.849556;0
38.03;-18.849556;0
38.05;-18.849556;0
38.07;-18.849556;0
38.09;-18.849556;0
38.11;-18.849556;0
38.13;-18.849556;0
38.15;-18.849556;0
38.17;-18.849556;0
38.19;-18.849556;0
38.21;-18.849556;0
38.23;-18.849556;0
38.25;-18.849556;0
38.27;-18.849556;0
38.29;-18.849556;0
38.31;-18.849556;0
38.33;-18.849556;0
38.35;-18.849556;0
38.37;-18.849556;0
38.39;-18.849556;0
38.41;-18.849556;0
38.43;-18.849556;0
38.45;-18.849556;0
38.47;-18.849556;0
38.49;-18.849556;0
38.51;-18.849556;0
38.53;-18.849556;0
38.55;-18.849556;0
38.57;-18.849556;0
38.59;-18.849556;0
38.61;-18.849556;0
38.63;-18.849556;0
38.65;-18.849556;0
38.67;-18.849556;0
38.69;-18.849556;0
38.71;-18.849556;0
38.73;-18.849556;0
38.75;-18.849556;0
38.77;-18.849556;0
38.79;-18.849556;0
38.81;-18.849556;0
38.83;-18.849556;0
38.85;-18.849556;0
38.87;-18.849556;0
38.89;-18.849556;0
38.91;-18.849556;0
38.93;-18.849556;0
38.95;-18.849556;0
38.97;-18.849556;0
38.99;-18.849556;0
39.01;-18.849556;0
39.03;-18.849556;0
39.05;-18.849556;0
39.07;-18.849556;0
39.09;-18.849556;0
39.11;-18.849556;0
39.13;-18.849556;0
39.15;-18.849556;0
39.17;-18.849556;0
39.19;-18.849556;0
39.21;-18.849556;0
39.23;-18.849556;0
39.25;-18.849556;0
39.27;-18.849556;0
39.29;-18.849556;0
39.31;-18.849556;0
39.33;-18.849556;0
39.35;-18.849556;0
39.37;-18.849556;0
39.39;-18.849556;0
39.41;-18.849556;0
39.43;-18.849556;0
39.45;-18.849556;0
39.47;-18.849556;0
39.49;-18.849556;0
39.51;-18.849556;0
39.53;-18.849556;0
39.55;-18.849556;0
39.57;-18.849556;0
39.59;-18.849556;0
39.61;-18.849556;0
39.63;-18.849556;0
39.65;-18.849556;0
39.67;-18.849556;0
39.69;-18.849556;0
39.71;-18.849556;0
39.73;-18.849556;0
39.75;-18.849556;0
39.77;-18.849556;0
39.79;-18.849556;0
39.81;-18.849556;0
39.83;-18.849556;0
39.85;-18.849556;0
39.87;-18.849556;0
39.89;-18.849556;0
39.91;-18.849556;0
39.93;-18.849556;0
39.95;-18.849556;0
39.97;-18.849556;0
39.99;-18.849556;0
40.01;12.566371;0
40.03;12.566371;0
40.05;12.566371;0
40.07;12.566371;0
40.09;12.566371;0
40.11;12.566371;0
40.13;12.566371;0
40.15;12.566371;0
40.17;12.566371;0
40.19;12.566371;0
40.21;12.566371;0
40.23;12.566371;0
40.25;12.566371;0
40.27;12.566371;0
40.29;12.566371;0
40.31;12.566371;0
40.33;12.566371;0
40.35;12.566371;0
40.37;12.566371;0
40.39;12.566371;0
40.41;12.566371;0
40.43;12.566371;0
40.45;12.566371;0
40.47;12.566371;0
40.49;12.566371;0
40.51;12.566371;0
40.53;12.566371;0
40.55;12.566371;0
40.57;12.566371;0
40.59;12.566371;0
40.61;12.566371;0
40.63;12.566371;0
40.65;12.566371;0
40.67;12.566371;0
40.69;12.566371;0
40.71;12.566371;0
40.73;12.566371;0
40.75;12.566371;0
40.77;12.566371;0
40.79;12.566371;0
40.81;12.566371;0
40.83;12.566371;0
40.85;12.566371;0
40.87;12.566371;0
40.89;12.566371;0
40.91;12.566371;0
40.93;12.566371;0
40.95;12.566371;0
40.97;12.566371;0
40.99;12.566371;0
41.01;12.566371;0
41.03;12.566371;0
41.05;12.566371;0
41.07;12.566371;0
41.09;12.566371;0
41.11;12.566371;0
41.13;12.566371;0
41.15;12.566371;0
41.17;12.566371;0
41.19;12.566371;0
41.21;12.566371;0
41.23;12.566371;0
41.25;12.566371;0
41.27;12.566371;0
41.29;12.566371;0
41.31;12.566371;0
41.33;12.566371;0
41.35;12.566371;0
41.37;12.566371;0
41.39;12.566371;0
41.41;12.566371;0
41.43;12.566371;0
41.45;12.566371;0
41.47;12.566371;0
41.49;12.566371;0
41.51;12.566371;0
41.53;12.566371;0
41.55;12.566371;0
41.57;12.566371;0
41.59;12.566371;0
41.61;12.566371;0
41.63;12.566371;0
41.65;12.566371;0
41.67;12.566371;0
41.69;12.566371;0
41.71;12.566371;0
41.73;12.566371;0
41.75;12.566371;0
41.77;12.566371;0
41.79;12.566371;0
41.81;12.566371;0
41.83;12.566371;0
41.85;12.566371;0
41.87;12.566371;0
41.89;12.566371;0
41.91;12.566371;0
41.93;12.566371;0
41.95;12.566371;0
41.97;12.566371;0
41.99;12.566371;0
42.01;12.566371;0
42.03;12.566371;0
42.05;12.566371;0
42.07;12.566371;0
42.09;12.566371;0
42.11;12.566371;0
42.13;12.566371;0
42.15;12.566371;0
42.17;12.566371;0
42.19;12.566371;0
42.21;12.566371;0
42.23;12.566371;0
42.25;12.566371;0
42.27;12.566371;0
42.29;12.566371;0
42.31;12.566371;0
42.33;12.566371;0
42.35;12.566371;0
42.37;12.566371;0
42.39;12.566371;0
42.41;12.566371;0
42.43;12.566371;0
42.45;12.566371;0
42.47;12.566371;0
42.49;12.566371;0
42.51;12.566371;0
42.53;12.566371;0
42.55;12.566371;0
42.57;12.566371;0
42.59;12.566371;0
42.61;12.566371;0
42.63;12.566371;0
42.65;12.566371;0
42.67;12.566371;0
42.69;12.566371;0
42.71;12.566371;0
42.73;12.566371;0
42.75;12.566371;0
42.77;12.566371;0
42.79;12.566371;0
42.81;12.566371;0
42.83;12.566371;0
42.85;12.566371;0
42.87;12.566371;0
42.89;12.566371;0
42.91;12.566371;0
42.93;12.566371;0
42.95;12.566371;0
42.97;12.566371;0
42.99;12.566371;0
43.01;12.566371;0
43.03;12.566371;0
43.05;12.566371;0
43.07;12.566371;0
43.09;12.566371;0
43.11;12.566371;0
43.13;12.566371;0
43.15;12.566371;0
43.17;12.566371;0
43.19;12.566371;0
43.21;12.566371;0
43.23;12.566371;0
43.25;12.566371;0
43.27;12.566371;0
43.29;12.566371;0
43.31;12.566371;0
43.33;12.566371;0
43.35;12.566371;0
43.37;12.566371;0
43.39;12.566371;0
43.41;12.566371;0
43.43;12.566371;0
43.45;12.566371;0
43.47;12.566371;0
43.49;12.566371;0
43.51;12.566371;0
43.53;12.566371;0
43.55;12.566371;0
43.57;12.566371;0
43.59;12.566371;0
43.61;12.566371;0
43.63;12.566371;0
43.65;12.566371;0
43.67;12.566371;0
43.69;12.566371;0
43.71;12.566371;0
43.73;12.566371;0
43.75;12.566371;0
43.77;12.566371;0
43.79;12.566371;0
43.81;12.566371;0
43.83;12.566371;0
43.85;12.566371;0
43.87;12.566371;0
43.89;12.566371;0
43.91;12.566371;0
43.93;12.566371;0
43.95;12.566371;0
43.97;12.566371;0
43.99;12.566371;0
44.01;12.566371;0
44.03;12.566371;0
44.05;12.566371;0
44.07;12.566371;0
44.09;12.566371;0
44.11;12.566371;0
44.13;12.566371;0
44.15;12.566371;0
44.17;12.566371;0
44.19;12.566371;0
44.21;12.566371;0
44.23;12.566371;0
44.25;12.566371;0
44.27;12.566371;0
44.29;12.566371;0
44.31;12.566371;0
44.33;12.566371;0
44.35;12.566371;0
44.37;12.566371;0
44.39;12.566371;0
44.41;12.566371;0
44.43;12.566371;0
44.45;12.566371;0
44.47;12.566371;0
44.49;12.566371;0
44.51;12.566371;0
44.53;12.566371;0
44.55;12.566371;0
44.57;12.566371;0
44.59;12.566371;0
44.61;12.566371;0
44.63;12.566371;0
44.65;12.566371;0
44.67;12.566371;0
44.69;12.566371;0
44.71;12.566371;0
44.73;12.566371;0
44.75;12.566371;0
44.77;12.566371;0
44.79;12.566371;0
44.81;12.566371;0
44.83;12.566371;0
44.85;12.566371;0
44.87;12.566371;0
44.89;12.566371;0
44.91;12.566371;0
44.93;12.566371;0
44.95;12.566371;0
44.97;12.566371;0
44.99;12.566371;0
45.01;0;0
45.03;0;0
45.05;0;0
45.07;0;0
45.09;0;0
45.11;0;0
45.13;0;0
45.15;0;0
45.17;0;0
45.19;0;0
45.21;0;0
45.23;0;0
45.25;0;0
45.27;0;0
45.29;0;0
45.31;0;0
45.33;0;0
45.35;0;0
45.37;0;0
45.39;0;0
45.41;0;0
45.43;0;0
45.45;0;0
45.47;0;0
45.49;0;0
45.51;0;0
45.53;0;0
45.55;0;0
45.57;0;0
45.59;0;0
45.61;0;0
45.63;0;0
45.65;0;0
45.67;0;0
45.69;0;0
45.71;0;0
45.73;0;0
45.75;0;0
45.77;0;0
45.79;0;0
45.81;0;0
45.83;0;0
45.85;0;0
45.87;0;0
45.89;0;0
45.91;0;0
45.93;0;0
45.95;0;0
45.97;0;0
45.99;0;0
46.01;0;0
46.03;0;0
46.05;0;0
46.07;0;0
46.09;0;0
46.11;0;0
46.13;0;0
46.15;0;0
46.17;0;0
46.19;0;0
46.21;0;0
46.23;0;0
46.25;0;0
46.27;0;0
46.29;0;0
46.31;0;0
46.33;0;0
46.35;0;0
46.37;0;0
46.39;0;0
46.41;0;0
46.43;0;0
46.45;0;0
46.47;0;0
46.49;0;0
46.51;0;0
46.53;0;0
46.55;0;0
46.57;0;0
46.59;0;0
46.61;0;0
46.63;0;0
46.65;0;0
46.67;0;0
46.69;0;0
46.71;0;0
46.73;0;0
46.75;0;0
46.77;0;0
46.79;0;0
46.81;0;0
46.83;0;0
46.85;0;0
46.87;0;0
46.89;0;0
46.91;0;0
46.93;0;0
46.95;0;0
46.97;0;0
46.99;0;0
47.01;0;0
47.03;0;0
47.05;0;0
47.07;0;0
47.09;0;0
47.11;0;0
47.13;0;0
47.15;0;0
47.17;0;0
47.19;0;0
47.21;0;0
47.23;0;0
47.25;0;0
47.27;0;0
47.29;0;0
47.31;0;0
47.33;0;0
47.35;0;0
47.37;0;0
47.39;0;0
47.41;0;0
47.43;0;0
47.45;0;0
47.47;0;0
47.49;0;0
47.51;0;0
47.53;0;0
47.55;0;0
47.57;0;0
47.59;0;0
47.61;0;0
47.63;0;0
47.65;0;0
47.67;0;0
47.69;0;0
47.71;0;0
47.73;0;0
47.75;0;0
47.77;0;0
47.79;0;0
47.81;0;0
47.83;0;0
47.85;0;0
47.87;0;0
47.89;0;0
47.91;0;0
47.93;0;0
47.95;0;0
47.97;0;0
47.99;0;0
48.01;0;0
48.03;0;0
48.05;0;0
48.07;0;0
48.09;0;0
48.11;0;0
48.13;0;0
48.15;0;0
48.17;0;0
48.19;0;0
48.21;0;0
48.23;0;0
48.25;0;0
48.27;0;0
48.29;0;0
48.31;0;0
48.33;0;0
48.35;0;0
48.37;0;0
48.39;0;0
48.41;0;0
48.43;0;0
48.45;0;0
48.47;0;0
48.49;0;0
48.51;0;0
48.53;0;0
48.55;0;0
48.57;0;0
48.59;0;0
48.61;0;0
48.63;0;0
48.65;0;0
48.67;0;0
48.69;0;0
48.71;0;0
48.73;0;0
48.75;0;0
48.77;0;0
48.79;0;0
48.81;0;0
48.83;0;0
48.85;0;0
48.87;0;0
48.89;0;0
48.91;0;0
48.93;0;0
48.95;0;0
48.97;0;0
48.99;0;0
49.01;0;0
49.03;0;0
49.05;0;0
49.07;0;0
49.09;0;0
49.11;0;0
49.13;0;0
49.15;0;0
49.17;0;0
49.19;0;0
49.21;0;0
49.23;0;0
49.25;0;0
49.27;0;0
49.29;0;0
49.31;0;0
49.33;0;0
49.35;0;0
49.37;0;0
49.39;0;0
49.41;0;0
49.43;0;0
49.45;0;0
49.47;0;0
49.49;0;0
49.51;0;0
49.53;0;0
49.55;0;0
49.57;0;0
49.59;0;0
49.61;0;0
49.63;0;0
49.65;0;0
49.67;0;0
49.69;0;0
49.71;0;0
49.73;0;0
49.75;0;0
49.77;0;0
49.79;0;0
49.81;0;0
49.83;0;0
49.85;0;0
49.87;0;0
49.89;0;0
49.91;0;0
49.93;0;0
49.95;0;0
49.97;0;0
49.99;0;0
