Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"18B9FF";"18B9FF";"18B9FF";"18B9FF";"18B9FF";"18B9FF"
0;-0.889767;0.024812;0.012909;-0.162938;100000000.000000;0.100000
1;-0.889767;0.024812;-0.793085;0.957091;100000000.000000;0.100000
2;-0.889767;0.024812;0.012909;-0.162938;100000000.000000;0.100000
3;-0.745537;0.024812;-0.071627;0.554003;100000000.000000;0.100000
4;-0.889767;0.024812;-0.071627;0.554003;100000000.000000;0.100000
5;-0.457137;0.024812;-0.120029;0.554003;100000000.000000;0.100000
6;-0.889767;0.024812;0.018234;0.554003;100000000.000000;0.100000
7;-0.457137;0.024812;-0.120029;0.554003;100000000.000000;0.100000
8;-0.457137;0.024812;0.018234;0.554003;100000000.000000;0.100000
9;-0.457137;0.024812;-0.120029;0.554003;100000000.000000;0.100000
10;-0.814136;0.024812;0.012909;0.554003;100000000.000000;0.100000
11;-0.935301;0.024812;0.012909;-0.165097;100000000.000000;0.100000
12;-0.935301;0.024812;0.012909;-0.165097;100000000.000000;0.100000
13;-0.855103;0.039138;0.002662;-0.165097;100000000.000000;0.100000
14;-0.817084;0.039138;0.002662;-0.165097;100000000.000000;0.100000
15;-0.797108;0.039138;0.002662;-0.165097;100000000.000000;0.100000
16;-0.855103;0.039138;0.002662;-0.165097;100000000.000000;0.100000
17;-0.837207;0.046398;0.002662;-0.165097;100000000.000000;0.100000
18;-0.855103;0.046398;0.002662;-0.165097;100000000.000000;0.100000
19;-0.855103;0.046398;0.002662;-0.165097;100000000.000000;0.100000
20;-0.817596;0.038744;0.002662;-0.160586;100000000.000000;0.100000
21;-0.855103;0.046398;0.002662;-0.165097;100000000.000000;0.100000
22;-0.797108;0.046398;0.002662;-0.160586;100000000.000000;0.100000
23;-0.855103;0.046398;0.002662;-0.165097;100000000.000000;0.100000
24;-0.855103;0.045592;0.002662;-0.165097;100000000.000000;0.100000
25;-0.797108;0.046896;0.002662;-0.160586;100000000.000000;0.100000
26;-0.797108;0.046896;0.002662;-0.160586;100000000.000000;0.100000
27;-0.815867;0.039138;0.002662;-0.160586;100000000.000000;0.100000
28;-0.815867;0.045355;0.002662;-0.160586;100000000.000000;0.100000
29;-0.830650;0.046398;0.002662;-0.160586;100000000.000000;0.100000
30;-0.815867;0.045355;0.002662;-0.158133;100000000.000000;0.100000
31;-0.815867;0.045355;0.002662;-0.160154;100000000.000000;0.100000
32;-0.815867;0.046896;0.002662;-0.158133;100000000.000000;0.100000
33;-0.815867;0.046896;0.002662;-0.157062;100000000.000000;0.100000
34;-0.815867;0.046896;0.002662;-0.157062;100000000.000000;0.100000
35;-0.815867;0.046896;0.002662;-0.157062;100000000.000000;0.100000
36;-0.815867;0.046896;0.002662;-0.159291;100000000.000000;0.100000
37;-0.815867;0.046896;0.002662;-0.159291;100000000.000000;0.100000
38;-0.819512;0.045355;0.002662;-0.160586;100000000.000000;0.100000
39;-0.815867;0.045355;0.002662;-0.159291;100000000.000000;0.100000
40;-0.815867;0.046896;0.002662;-0.159291;100000000.000000;0.100000
