Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"00FFFF";"00FFFF";"00FFFF";"00FFFF";"00FFFF";"00FFFF"
0;8.411206;3.068636;2.911771;0.853816;10.000000;0.100000
1;9.542222;9.575793;0.600909;0.100009;10.000000;0.100000
2;9.542222;9.575793;0.600909;0.100009;10.000000;0.100000
3;9.025086;12.280343;-3.172552;-0.199835;10.000000;0.100000
4;8.457595;25.561846;0.068361;1.115665;10.000000;0.100000
5;8.457595;25.561846;0.068361;1.115665;10.000000;0.100000
6;8.457595;25.561846;0.068361;1.115665;10.000000;0.100000
7;8.457595;25.561846;0.068361;1.115665;10.000000;0.100000
8;13.041608;25.403035;-1.034144;2.768414;10.000000;0.100000
9;13.041608;25.403035;-1.034144;2.768414;10.000000;0.100000
10;13.041608;25.403035;-1.034144;2.768414;10.000000;0.100000
11;8.530278;42.443050;-1.292864;2.368804;10.000000;0.100000
12;9.025086;42.146321;-0.124740;1.417750;10.000000;0.100000
13;10.817721;46.425982;-1.499407;1.689555;10.000000;0.100000
14;10.817721;46.425982;-1.499407;1.689555;10.000000;0.100000
15;10.817721;46.425982;-1.499407;1.689555;10.000000;0.100000
16;5.390953;42.461635;0.357005;1.133183;10.000000;0.100000
17;5.390953;42.461635;0.357005;1.133183;10.000000;0.100000
18;11.677682;46.771902;-4.629683;1.136935;10.000000;0.100000
19;11.677682;46.771902;-4.629683;1.136935;10.000000;0.100000
20;11.677682;46.771902;-4.629683;1.136935;10.000000;0.100000
21;10.740730;49.566838;-1.745282;1.936082;10.000000;0.100000
22;4.695048;62.732393;0.265800;0.953338;10.000000;0.100000
23;4.695048;64.454835;0.265800;0.953338;10.000000;0.100000
24;4.695048;64.454835;0.265800;0.953338;10.000000;0.100000
25;4.695048;64.454835;0.265800;0.953338;10.000000;0.100000
26;4.695048;64.454835;0.265800;0.953338;10.000000;0.100000
27;6.385189;62.509910;-1.179608;0.461093;10.000000;0.100000
28;6.385189;62.509910;-1.179608;0.461093;10.000000;0.100000
29;6.385189;62.509910;-1.179608;0.461093;10.000000;0.100000
30;6.385189;62.509910;-1.179608;0.461093;10.000000;0.100000
31;6.230788;71.462738;-0.311578;0.581820;10.000000;0.100000
32;6.128799;77.851941;-0.412327;0.323816;10.000000;0.100000
33;5.998106;76.789882;-0.211990;0.380507;10.000000;0.100000
34;5.998106;76.789882;-0.211990;0.380507;10.000000;0.100000
35;5.998106;76.789882;-0.211990;0.380507;10.000000;0.100000
36;5.998106;76.789882;-0.211990;0.380507;10.000000;0.100000
37;6.079849;67.971131;-0.614843;0.487245;10.000000;0.100000
38;6.079849;67.971131;-0.614843;0.487245;10.000000;0.100000
39;6.128799;76.159490;-0.051993;0.470322;10.000000;0.100000
40;6.128799;76.159490;-0.051993;0.470322;10.000000;0.100000
41;6.128799;76.159490;-0.051993;0.470322;10.000000;0.100000
42;6.128799;76.159490;-0.051993;0.470322;10.000000;0.100000
43;6.128799;76.159490;-0.051993;0.470322;10.000000;0.100000
44;6.128799;76.159490;-0.051993;0.470322;10.000000;0.100000
45;6.336164;75.000317;-1.332977;0.233438;10.000000;0.100000
