Epoche;Durchschnitt
Fehler;-
0;1
0;"0000FF"
0;153.789138
1;153.614516
2;151.388729
3;145.574446
4;137.060044
5;126.248224
6;115.786009
7;106.128056
8;97.023546
9;88.567617
10;80.823778
11;74.121520
12;68.035036
13;62.566027
14;57.750741
15;52.972363
16;48.577732
17;44.605830
18;41.005039
19;37.780600
20;34.837541
21;32.231049
22;29.835801
23;27.685401
24;25.732125
25;23.948174
26;22.331192
27;20.864607
28;19.511703
29;18.354254
30;17.240253
31;16.204647
32;15.305813
33;14.439501
34;13.602648
35;12.825672
36;12.112259
37;11.452558
38;10.849197
39;10.284980
40;9.751509
41;9.262486
42;8.846607
43;8.464036
44;8.115474
45;7.827540
46;7.546190
47;7.278174
48;7.043807
49;6.829313
50;6.656474
51;6.481562
52;6.321288
53;6.170795
54;6.038070
55;5.926185
56;5.822932
57;5.719893
58;5.622864
59;5.553069
60;5.482866
61;5.404071
62;5.326904
63;5.256530
64;5.204421
65;5.214550
66;5.187520
67;5.145870
68;5.127306
69;5.096143
70;5.044892
71;4.990666
72;4.970975
73;4.993642
74;4.954333
75;4.929214
76;4.977285
77;4.955132
78;4.932528
79;4.958460
80;4.964096
81;4.987420
82;4.980194
83;4.970043
84;4.946720
85;4.921939
86;4.891492
87;4.859546
88;4.817909
89;4.782131
90;4.757443
91;4.724527
92;4.691913
93;4.675989
94;4.699811
95;4.672300
96;4.666574
97;4.637654
98;4.611217
99;4.597763
100;4.573786
101;4.554187
102;4.568913
103;4.607137
104;4.648437
105;4.677428
106;4.687465
107;4.662345
108;4.638137
109;4.612997
110;4.585895
111;4.568466
112;4.546888
113;4.526384
114;4.547808
115;4.562031
116;4.544237
117;4.544584
118;4.541516
119;4.524447
120;4.538481
121;4.515971
122;4.498650
123;4.486133
124;4.468343
125;4.453934
126;4.442543
127;4.431577
128;4.446994
129;4.460425
130;4.523897
131;4.558505
132;4.595121
133;4.618867
134;4.609798
135;4.608183
136;4.619484
137;4.637220
138;4.648440
139;4.641684
140;4.660962
141;4.699986
142;4.700033
143;4.681952
144;4.657709
145;4.633207
146;4.604203
147;4.588755
148;4.563175
149;4.536495
150;4.512771
151;4.516355
152;4.498718
153;4.496143
154;4.486061
155;4.500061
156;4.491695
157;4.497550
158;4.508374
159;4.504619
160;4.499498
161;4.490540
162;4.474479
163;4.459979
164;4.444610
165;4.439639
166;4.458940
167;4.460364
168;4.449594
169;4.441422
170;4.432695
171;4.453614
172;4.441435
173;4.456244
174;4.453041
175;4.449122
176;4.439964
177;4.432140
178;4.424137
179;4.412768
180;4.409250
181;4.404023
182;4.446928
183;4.447470
184;4.440696
185;4.438191
186;4.433065
187;4.440936
188;4.436575
189;4.463285
190;4.460595
191;4.455164
192;4.452447
193;4.480491
194;4.481164
195;4.468715
196;4.459573
197;4.458808
