Epoche;Durchschnitt
Fehler;-
0;1
0;"1EA7FF"
0;132.882763
1;131.487763
2;129.444636
3;126.114188
4;121.559743
5;116.598752
6;109.689391
7;102.854954
8;94.812010
9;86.782802
10;79.165739
11;72.187378
12;65.827306
13;60.021803
14;54.754502
15;49.971370
16;45.645969
17;41.743331
18;38.221823
19;35.039037
20;32.158414
21;29.553542
22;27.198279
23;25.067767
24;23.146960
25;21.411026
26;19.838823
27;18.412588
28;17.125541
29;15.963024
30;14.913819
31;13.966077
32;13.109384
33;12.336868
34;11.639007
35;11.006168
36;10.433717
37;9.914813
38;9.444876
39;9.019256
40;8.633155
41;8.280993
42;7.962714
43;7.672397
44;7.406236
45;7.158297
46;6.927537
47;6.716319
48;6.521534
49;6.337793
50;6.167742
51;6.011903
52;5.868613
53;5.736874
54;5.617450
55;5.507496
56;5.407357
57;5.315574
58;5.231261
59;5.155186
60;5.085939
61;5.023219
62;4.966180
63;4.914681
64;4.868043
65;4.825868
66;4.787762
67;4.753357
68;4.722369
69;4.694365
70;4.669105
71;4.646292
72;4.625575
73;4.606846
74;4.589828
75;4.574475
76;4.560656
77;4.548217
78;4.537008
79;4.526920
80;4.517715
81;4.509303
82;4.501687
83;4.494832
84;4.488575
85;4.482894
86;4.477665
87;4.472823
88;4.468308
89;4.464244
90;4.460384
91;4.456730
92;4.453291
93;4.450185
94;4.447313
95;4.444728
96;4.442402
97;4.440237
98;4.438250
99;4.436378
100;4.434610
101;4.432951
102;4.431456
103;4.430111
104;4.428868
105;4.427652
106;4.426516
107;4.425467
108;4.424507
109;4.423642
110;4.422836
111;4.422096
112;4.421357
113;4.420692
114;4.420091
115;4.419551
116;4.419037
117;4.418562
118;4.418031
119;4.417552
120;4.416998
121;4.416499
122;4.416048
123;4.415614
124;4.415190
125;4.414723
126;4.414277
127;4.413875
128;4.413514
129;4.413189
130;4.412895
131;4.412524
132;4.412098
133;4.411661
134;4.411255
135;4.410813
136;4.410339
137;4.409912
138;4.409528
139;4.409183
140;4.408872
141;4.408592
142;4.408317
143;4.407949
144;4.407615
145;4.407193
146;4.406786
147;4.406401
148;4.405987
149;4.405562
150;4.405177
151;4.404831
152;4.404520
153;4.404231
154;4.403971
155;4.403688
156;4.403433
157;4.403144
158;4.402844
159;4.402532
160;4.402249
161;4.401960
162;4.401697
163;4.401461
164;4.401133
165;4.400745
166;4.400333
167;4.399962
168;4.399589
169;4.399254
170;4.398952
171;4.398647
172;4.398351
173;4.398084
174;4.397844
175;4.397628
176;4.397434
177;4.397141
178;4.396877
179;4.396607
180;4.396318
181;4.396026
182;4.395763
183;4.395526
184;4.395313
185;4.395122
186;4.394949
187;4.394794
188;4.394654
189;4.394528
190;4.394415
191;4.394313
192;4.394160
193;4.393990
194;4.393837
195;4.393699
196;4.393575
