Zeit [s];y
;-
0;1
0;"3762FF"
0.010000;0.000000
0.030000;0.000010
0.050000;0.000086
0.070000;0.000300
0.090000;0.000615
0.110000;0.000890
0.130000;0.001042
0.150000;0.001082
0.170000;0.001049
0.190000;0.000996
0.210000;0.000957
0.230000;0.000963
0.250000;0.001033
0.270000;0.001195
0.290000;0.001432
0.310000;0.001663
0.330000;0.001801
0.350000;0.001816
0.370000;0.001743
0.390000;0.001684
0.410000;0.001774
0.430000;0.002068
0.450000;0.002490
0.470000;0.002911
0.490000;0.003249
0.510000;0.003479
0.530000;0.004168
0.550000;0.008197
0.570000;0.020774
0.590000;0.047390
0.610000;0.091873
0.630000;0.155375
0.650000;0.236450
0.670000;0.331992
0.690000;0.438559
0.710000;0.553552
0.730000;0.675890
0.750000;0.806050
0.770000;0.945566
0.790000;1.096274
0.810000;1.259601
0.830000;1.436120
0.850000;1.625483
0.870000;1.826677
0.890000;2.038454
0.910000;2.259758
0.930000;2.490010
0.950000;2.729175
0.970000;2.977637
0.990000;3.235952
1.010000;3.504596
1.030000;3.783785
1.050000;4.073415
1.070000;4.373129
1.090000;4.682448
1.110000;5.000925
1.130000;5.328255
1.150000;5.664319
1.170000;6.009157
1.190000;6.362895
1.210000;6.725649
1.230000;7.097463
1.250000;7.478274
1.270000;7.867924
1.290000;8.266200
1.310000;8.672890
1.330000;9.087820
1.350000;9.510880
1.370000;9.942019
1.390000;10.381220
1.410000;10.828468
1.430000;11.283628
1.450000;11.746216
1.470000;12.215258
1.490000;12.689317
1.510000;13.166651
1.530000;13.645520
1.550000;14.124467
1.570000;14.602442
1.590000;15.078791
1.610000;15.553089
1.630000;16.024997
1.650000;16.494145
1.670000;16.960037
1.690000;17.421998
1.710000;17.879228
1.730000;18.330842
1.750000;18.775995
1.770000;19.214010
1.790000;19.644355
1.810000;20.066611
1.830000;20.480485
1.850000;20.885828
1.870000;21.282517
1.890000;21.670348
1.910000;22.048995
1.930000;22.418025
1.950000;22.776989
1.970000;23.125545
1.990000;23.463488
2.010000;23.790759
2.030000;24.107423
2.050000;24.413655
2.070000;24.709678
2.090000;24.995712
2.110000;25.271887
2.130000;25.538179
2.150000;25.794446
2.170000;26.040490
2.190000;26.276180
2.210000;26.501538
2.230000;26.716763
2.250000;26.922239
2.270000;27.118492
2.290000;27.306060
2.310000;27.485334
2.330000;27.656530
2.350000;27.819710
2.370000;27.974889
2.390000;28.122110
2.410000;28.261448
2.430000;28.393049
2.450000;28.517175
2.470000;28.634244
2.490000;28.744736
2.510000;28.849069
2.530000;28.947566
2.550000;29.040440
2.570000;29.127828
2.590000;29.209911
2.610000;29.286911
2.630000;29.359031
2.650000;29.426514
2.670000;29.489710
2.690000;29.549018
2.710000;29.604782
2.730000;29.657215
2.750000;29.706446
2.770000;29.752574
2.790000;29.795680
2.810000;29.835844
