Epoche;Durchschnitt
Fehler;-
0;1
0;"3762FF"
0;24005.940742
1;23064.923089
2;21662.614243
3;19976.262663
4;18224.517154
5;16454.379082
6;14836.762820
7;13377.581184
8;12061.810120
9;10874.880128
10;9805.135137
11;8841.274847
12;7972.858666
13;7190.521717
14;6486.062665
15;5851.727437
16;5280.659773
17;4766.461240
18;4303.557670
19;3886.819017
20;3511.664997
21;3173.929661
22;2869.778157
23;2595.929896
24;2349.339978
25;2127.156636
26;1926.872023
27;1746.496206
28;1584.063369
29;1437.810539
30;1306.106647
31;1187.443182
32;1080.378012
33;983.928182
34;897.024398
35;818.727006
36;748.212577
37;684.728922
38;627.547394
39;576.069762
40;529.701729
41;487.960486
42;450.339214
43;416.463210
44;385.967153
45;358.480240
46;333.726291
47;311.426817
48;291.337889
49;273.252591
50;256.963281
51;242.284670
52;229.046490
53;217.118810
54;206.375288
55;196.693941
56;187.976047
57;180.129672
58;173.061330
59;166.683137
60;160.936095
61;155.754091
62;151.085258
63;146.878487
64;143.090834
65;139.680277
66;136.606616
67;133.840322
68;131.343441
69;129.087529
70;127.057207
71;125.229918
72;123.584697
73;122.086603
74;120.685609
75;119.423860
76;118.288286
77;117.266270
78;116.346455
79;115.518622
80;114.773572
81;114.103027
82;113.499536
83;112.956395
84;112.467460
85;112.027418
86;111.631381
87;111.274948
88;110.954157
89;110.665446
90;110.405606
91;110.171750
92;109.961280
93;109.771856
94;109.601375
95;109.447942
96;109.309853
97;109.185572
98;109.073719
99;108.973052
100;108.882451
101;108.800911
102;108.721729
103;108.650466
104;108.586329
105;108.525170
106;108.468554
107;108.391247
108;108.305901
109;108.229090
110;108.159960
111;108.097743
112;108.041206
113;107.990323
114;107.942590
115;107.899264
116;107.860271
117;107.825178
118;107.793593
119;107.744879
120;107.701035
121;107.661576
122;107.624142
123;107.590451
124;107.560129
125;107.507057
126;107.459292
127;107.391683
128;107.328827
129;107.242995
130;107.139128
131;107.045647
132;106.961098
133;106.885004
134;106.816519
135;106.699155
136;106.567765
137;106.420212
138;106.287415
139;106.158769
140;106.000552
141;105.763635
142;105.388732
143;104.933753
144;104.478274
145;104.051084
146;103.630956
147;103.240303
148;102.875820
149;102.539780
150;102.234946
151;101.958955
152;101.709703
153;101.481745
154;101.271158
155;101.080437
156;100.908788
157;100.751098
158;100.602410
159;100.468134
160;100.346514
161;100.234734
162;100.116993
163;100.011026
164;99.914632
165;99.827878
166;99.749799
167;99.679093
168;99.614482
169;99.556332
170;99.503997
171;99.456896
172;99.414505
173;99.376353
174;99.342016
175;99.311112
176;99.283300
177;99.258268
178;99.235740
179;99.215464
180;99.197216
181;99.180793
182;99.166012
183;99.152709
184;99.140576
185;99.129657
186;99.119829
187;99.109595
188;99.100385
189;99.092095
190;99.084634
191;99.077920
192;99.071877
