Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"00FFFF";"00FFFF";"00FFFF";"00FFFF";"00FFFF";"00FFFF"
0;-0.805231;0.017182;0.593585;0.148625;100000000.000000;0.100000
1;-0.805231;0.017182;0.593585;0.148625;100000000.000000;0.100000
2;-0.805231;0.017182;0.593585;0.148625;100000000.000000;0.100000
3;-0.805231;0.017182;0.593585;0.148625;100000000.000000;0.100000
4;-0.805231;0.017182;0.593585;0.148625;100000000.000000;0.100000
5;-0.779511;-0.060015;-0.285192;1.905953;100000000.000000;0.100000
6;-0.779511;-0.060015;-0.285192;1.905953;100000000.000000;0.100000
7;-1.423666;0.108557;-0.464633;2.202209;100000000.000000;0.100000
8;-1.423666;0.108557;-0.464633;2.202209;100000000.000000;0.100000
9;-1.012673;-0.792984;-0.723342;2.202209;100000000.000000;0.100000
10;-1.012673;-0.792984;-0.723342;2.202209;100000000.000000;0.100000
11;-0.687885;-1.094687;-1.011137;2.415518;100000000.000000;0.100000
12;-1.025573;-0.157248;-0.766438;3.422557;100000000.000000;0.100000
13;-1.025573;-0.157248;-0.766438;3.422557;100000000.000000;0.100000
14;-1.025573;-0.157248;-0.766438;3.422557;100000000.000000;0.100000
15;-1.489158;-1.298990;-1.267923;2.810676;100000000.000000;0.100000
16;-1.489158;-1.298990;-1.267923;2.810676;100000000.000000;0.100000
17;-1.489158;-1.298990;-1.267923;2.810676;100000000.000000;0.100000
18;-1.489158;-1.298990;-1.267923;2.810676;100000000.000000;0.100000
19;-1.442053;-1.027781;-1.128456;2.916713;100000000.000000;0.100000
20;-0.992685;0.009534;-0.808806;2.445765;100000000.000000;0.100000
21;-2.414224;0.025880;-1.079629;3.931621;100000000.000000;0.100000
22;-2.414224;0.025880;-1.079629;3.931621;100000000.000000;0.100000
23;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
24;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
25;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
26;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
27;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
28;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
29;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
30;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
31;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
32;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
33;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
34;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
35;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
36;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
37;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
38;-1.582657;-0.030332;-1.017510;3.090835;100000000.000000;0.100000
39;-1.560566;-0.006972;-1.029671;3.141352;100000000.000000;0.100000
40;-1.560566;-0.006972;-1.029671;3.141352;100000000.000000;0.100000
