Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"3073FF";"3073FF";"3073FF";"3073FF";"3073FF";"3073FF"
0;8.156072;8.063906;1.192358;8.343059;10.000000;0.100000
1;4.471114;11.609241;-0.069887;13.470779;10.000000;0.100000
2;3.787805;21.036561;0.415204;0.823298;10.000000;0.100000
3;3.787805;21.036561;0.415204;0.823298;10.000000;0.100000
4;3.787805;21.036561;0.415204;0.823298;10.000000;0.100000
5;3.787805;21.036561;0.415204;0.823298;10.000000;0.100000
6;9.826044;25.528275;-2.170381;1.344306;10.000000;0.100000
7;9.826044;25.528275;-2.170381;1.344306;10.000000;0.100000
8;9.826044;25.528275;-2.170381;1.344306;10.000000;0.100000
9;9.826044;25.528275;-2.170381;1.344306;10.000000;0.100000
10;12.675634;31.100831;-5.635796;0.734775;10.000000;0.100000
11;12.675634;31.100831;-5.635796;0.734775;10.000000;0.100000
12;12.675634;31.100831;-5.635796;0.734775;10.000000;0.100000
13;13.796634;30.868986;-4.216581;1.772130;10.000000;0.100000
14;13.796634;30.868986;-4.216581;1.772130;10.000000;0.100000
15;13.796634;30.868986;-4.216581;1.772130;10.000000;0.100000
16;14.509267;43.520813;-5.135632;1.465565;10.000000;0.100000
17;14.509267;43.520813;-5.135632;1.465565;10.000000;0.100000
18;14.509267;43.520813;-5.135632;1.465565;10.000000;0.100000
19;14.509267;43.520813;-5.135632;1.465565;10.000000;0.100000
20;7.790463;50.327078;-5.773766;0.345725;10.000000;0.100000
21;7.790463;50.327078;-5.773766;0.345725;10.000000;0.100000
22;7.790463;50.327078;-5.773766;0.345725;10.000000;0.100000
23;7.790463;50.714523;-5.773766;0.345725;10.000000;0.100000
24;7.790463;50.714523;-5.773766;0.345725;10.000000;0.100000
25;7.790463;50.714523;-5.773766;0.345725;10.000000;0.100000
26;12.584477;57.780343;-8.802563;0.581902;10.000000;0.100000
27;5.527174;63.331221;-2.768702;-0.125270;10.000000;0.100000
28;5.527174;63.331221;-2.768702;-0.125270;10.000000;0.100000
29;7.184074;64.059114;-1.288828;0.891976;10.000000;0.100000
30;8.070439;63.258238;-2.549958;0.274232;10.000000;0.100000
31;7.440704;63.258238;-7.599050;0.170016;10.000000;0.100000
32;5.433851;77.538425;-1.365116;0.051035;10.000000;0.100000
33;5.433851;77.538425;-1.365116;0.051035;10.000000;0.100000
34;5.433851;77.538425;-1.365116;0.051035;10.000000;0.100000
35;7.035577;79.255534;-4.536153;0.170016;10.000000;0.100000
36;7.035577;79.255534;-4.536153;0.170016;10.000000;0.100000
37;6.445767;76.826316;-4.686840;0.098656;10.000000;0.100000
38;7.144087;77.195281;-4.921502;0.253937;10.000000;0.100000
39;7.144087;77.195281;-4.921502;0.253937;10.000000;0.100000
40;6.253531;77.503072;-2.451713;0.041900;10.000000;0.100000
41;6.253531;77.503072;-2.451713;0.041900;10.000000;0.100000
42;5.864052;79.830595;-0.095463;0.103665;10.000000;0.100000
43;5.864052;79.830595;-0.095463;0.103665;10.000000;0.100000
44;5.864052;79.830595;-0.095463;0.103665;10.000000;0.100000
