Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"06EDFF";"06EDFF";"06EDFF";"06EDFF";"06EDFF";"06EDFF"
0;-0.468642;-0.076571;-0.450789;0.463210;100000000.000000;0.100000
1;-0.468642;-0.076571;-0.450789;0.463210;100000000.000000;0.100000
2;-0.468642;-0.076571;-0.450789;0.463210;100000000.000000;0.100000
3;-0.468642;-0.076571;-0.450789;0.463210;100000000.000000;0.100000
4;-0.039979;-1.060102;-1.578375;1.048864;100000000.000000;0.100000
5;-0.039979;-1.060102;-1.578375;1.048864;100000000.000000;0.100000
6;0.027223;-1.078928;-1.812128;0.989208;100000000.000000;0.100000
7;0.027223;-1.078928;-1.812128;0.989208;100000000.000000;0.100000
8;-0.085536;-0.950138;-1.788682;0.987257;100000000.000000;0.100000
9;-0.678613;-1.811840;-3.033322;1.064503;100000000.000000;0.100000
10;-0.788480;-1.329796;-1.245927;1.629379;100000000.000000;0.100000
11;-0.788480;-1.329796;-1.245927;1.629379;100000000.000000;0.100000
12;-1.064989;-1.850323;-2.198047;1.548014;100000000.000000;0.100000
13;-1.064989;-1.850323;-2.198047;1.548014;100000000.000000;0.100000
14;-1.021891;-1.796949;-1.796506;1.702344;100000000.000000;0.100000
15;-1.097606;-1.392968;-1.394052;2.262678;100000000.000000;0.100000
16;-1.097606;-1.392968;-1.394052;2.262678;100000000.000000;0.100000
17;-1.097606;-1.392968;-1.394052;2.262678;100000000.000000;0.100000
18;-1.097606;-1.392968;-1.394052;2.262678;100000000.000000;0.100000
19;-1.097606;-1.392968;-1.394052;2.262678;100000000.000000;0.100000
20;-1.240756;-1.540658;-1.311498;2.168328;100000000.000000;0.100000
21;-1.264246;-1.693181;-1.488001;2.131472;100000000.000000;0.100000
22;-1.264246;-1.693181;-1.488001;2.131472;100000000.000000;0.100000
23;-1.264246;-1.693181;-1.488001;2.131472;100000000.000000;0.100000
24;-1.272020;-1.461981;-1.293791;2.369646;100000000.000000;0.100000
25;-1.272020;-1.461981;-1.293791;2.369646;100000000.000000;0.100000
26;-1.330386;-1.173596;-1.273277;2.391651;100000000.000000;0.100000
27;-1.330386;-1.173596;-1.273277;2.391651;100000000.000000;0.100000
28;-1.330386;-1.173596;-1.273277;2.391651;100000000.000000;0.100000
29;-1.420794;-1.118236;-1.214005;2.621445;100000000.000000;0.100000
30;-1.420794;-1.118236;-1.214005;2.621445;100000000.000000;0.100000
31;-1.420794;-1.118236;-1.214005;2.621445;100000000.000000;0.100000
32;-1.297937;-1.293515;-1.241183;2.452884;100000000.000000;0.100000
33;-1.297937;-1.293515;-1.241183;2.452884;100000000.000000;0.100000
34;-1.297937;-1.293515;-1.241183;2.452884;100000000.000000;0.100000
35;-1.741945;-1.267339;-1.251246;2.994929;100000000.000000;0.100000
36;-1.642813;-1.210344;-1.197621;3.013633;100000000.000000;0.100000
37;-1.642813;-1.210344;-1.197621;3.013633;100000000.000000;0.100000
38;-1.719461;-1.434877;-1.200946;3.141400;100000000.000000;0.100000
39;-1.719461;-1.434877;-1.200946;3.141400;100000000.000000;0.100000
