Zeit [s];y
;-
0;1
0;"06EDFF"
0.010000;0.000000
0.030000;0.000011
0.050000;0.000091
0.070000;0.000288
0.090000;0.000548
0.110000;0.000774
0.130000;0.000906
0.150000;0.000962
0.170000;0.000989
0.190000;0.001035
0.210000;0.001130
0.230000;0.001358
0.250000;0.001832
0.270000;0.002555
0.290000;0.003371
0.310000;0.004107
0.330000;0.004627
0.350000;0.004830
0.370000;0.004663
0.390000;0.004208
0.410000;0.003650
0.430000;0.003165
0.450000;0.002806
0.470000;0.002517
0.490000;0.002160
0.510000;0.001618
0.530000;0.001468
0.550000;0.004691
0.570000;0.016580
0.590000;0.042658
0.610000;0.086728
0.630000;0.149884
0.650000;0.230609
0.670000;0.325746
0.690000;0.431830
0.710000;0.546271
0.730000;0.668023
0.750000;0.797601
0.770000;0.936572
0.790000;1.086788
0.810000;1.249672
0.830000;1.425780
0.850000;1.614739
0.870000;1.815518
0.890000;2.026857
0.910000;2.247701
0.930000;2.477481
0.950000;2.716175
0.970000;2.964178
0.990000;3.222054
1.010000;3.490280
1.030000;3.769065
1.050000;4.058299
1.070000;4.357618
1.090000;4.666537
1.110000;4.984609
1.130000;5.311530
1.150000;5.647188
1.170000;5.991626
1.190000;6.344972
1.210000;6.707344
1.230000;7.078784
1.250000;7.459227
1.270000;7.848512
1.290000;8.246425
1.310000;8.652751
1.330000;9.067319
1.350000;9.490019
1.370000;9.920802
1.390000;10.359652
1.410000;10.806562
1.430000;11.261504
1.450000;11.724413
1.470000;12.195193
1.490000;12.673724
1.510000;13.159882
1.530000;13.653555
1.550000;14.154653
1.570000;14.663105
1.590000;15.178857
1.610000;15.701858
1.630000;16.231974
1.650000;16.768684
1.670000;17.310762
1.690000;17.856307
1.710000;18.403087
1.730000;18.948809
1.750000;19.491380
1.770000;20.029041
1.790000;20.560369
1.810000;21.084218
1.830000;21.599581
1.850000;22.105565
1.870000;22.601318
1.890000;23.085871
1.910000;23.558162
1.930000;24.017157
1.950000;24.461897
1.970000;24.891444
1.990000;25.304892
2.010000;25.701492
2.030000;26.080823
2.050000;26.442866
2.070000;26.787958
2.090000;27.116634
2.110000;27.429466
2.130000;27.726914
2.150000;28.009247
2.170000;28.276548
2.190000;28.528769
2.210000;28.765829
2.230000;28.987699
2.250000;29.194455
2.270000;29.386281
2.290000;29.563442
2.310000;29.726226
2.330000;29.874895
2.350000;30.009655
2.370000;30.130650
2.390000;30.238023
2.410000;30.332071
2.430000;30.413397
2.450000;30.482866
2.470000;30.541501
2.490000;30.590434
2.510000;30.630852
2.530000;30.663799
2.550000;30.690036
2.570000;30.710133
2.590000;30.724683
2.610000;30.734431
2.630000;30.740296
2.650000;30.743250
2.670000;30.744142
2.690000;30.743668
2.710000;30.742437
2.730000;30.740920
2.750000;30.739451
2.770000;30.738342
2.790000;30.737993
2.810000;30.738960
