Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"0071FF";"0071FF";"0071FF";"0071FF";"0071FF";"0071FF"
0;3.834040;9.265114;4.565264;2.257668;10.000000;0.100000
1;-1.393170;9.265114;4.565264;2.257668;10.000000;0.100000
2;7.064730;4.036073;1.094089;6.301981;10.000000;0.100000
3;6.346748;0.976897;4.565264;2.257668;10.000000;0.100000
4;2.012085;9.265114;0.091930;5.999847;10.000000;0.100000
5;2.012085;9.265114;0.091930;5.310739;10.000000;0.100000
6;2.221442;9.265114;0.091930;5.310739;10.000000;0.100000
7;2.221442;9.265114;0.091930;5.310739;10.000000;0.100000
8;5.607776;9.265114;1.088548;2.799249;10.000000;0.100000
9;2.024598;9.265114;2.347179;1.665586;10.000000;0.100000
10;5.607776;9.265114;1.088548;1.665586;10.000000;0.100000
11;3.034793;9.265114;2.347179;2.799249;10.000000;0.100000
12;3.034793;9.265114;2.347179;2.799249;10.000000;0.100000
13;2.012085;8.330955;2.347179;2.257668;10.000000;0.100000
14;0.577251;10.026026;9.575405;0.214571;10.000000;0.100000
15;3.803548;9.265114;2.347179;0.214571;10.000000;0.100000
16;3.803548;9.265114;2.347179;1.920547;10.000000;0.100000
17;3.803548;9.265114;1.088548;1.037881;10.000000;0.100000
18;3.803548;9.265114;2.347179;0.214571;10.000000;0.100000
19;1.558035;18.215940;1.088548;2.257668;10.000000;0.100000
20;2.450941;18.215940;1.088548;2.257668;10.000000;0.100000
21;2.450941;18.215940;1.088548;1.044524;10.000000;0.100000
22;3.803548;18.215940;1.088548;1.044524;10.000000;0.100000
23;3.803548;18.215940;1.088548;1.044524;10.000000;0.100000
24;4.957853;18.215940;1.088548;1.044524;10.000000;0.100000
25;4.957853;18.215940;1.088548;1.044524;10.000000;0.100000
26;4.957853;18.215940;1.088548;1.205600;10.000000;0.100000
27;4.957853;18.215940;1.088548;1.205600;10.000000;0.100000
28;2.450941;21.186076;1.088548;1.044524;10.000000;0.100000
29;3.803548;24.209681;1.088548;1.044524;10.000000;0.100000
30;4.957853;24.209681;1.088548;1.044524;10.000000;0.100000
31;4.957853;24.209681;1.004379;1.044524;10.000000;0.100000
32;4.957853;31.372988;1.088548;1.044524;10.000000;0.100000
33;6.065017;31.372988;1.088548;1.044524;10.000000;0.100000
34;6.065017;31.372988;1.088548;1.044524;10.000000;0.100000
35;6.065017;31.372988;1.088548;1.044524;10.000000;0.100000
36;4.957853;61.072704;1.088548;1.044524;10.000000;0.100000
37;4.957853;61.072704;1.088548;0.684320;10.000000;0.100000
38;4.852241;118.029688;1.088548;0.684320;10.000000;0.100000
39;4.852241;118.029688;1.088548;0.684320;10.000000;0.100000
40;4.852241;118.029688;1.088548;1.044524;10.000000;0.100000
41;4.852241;118.029688;1.088548;1.044524;10.000000;0.100000
42;4.852241;118.029688;1.088548;1.044524;10.000000;0.100000
43;4.957853;118.029688;1.088548;1.044524;10.000000;0.100000
44;4.852241;118.772269;1.088548;1.044524;10.000000;0.100000
45;4.852241;118.029688;1.088548;1.044524;10.000000;0.100000
46;4.852241;118.029688;1.088548;1.044524;10.000000;0.100000
