Zeit [s];y
;-
0;1
0;"3762FF"
0.010000;-0.000000
0.030000;0.000000
0.050000;0.000006
0.070000;0.000029
0.090000;0.000075
0.110000;0.000149
0.130000;0.000264
0.150000;0.000427
0.170000;0.000637
0.190000;0.000887
0.210000;0.001171
0.230000;0.001476
0.250000;0.001792
0.270000;0.002106
0.290000;0.002399
0.310000;0.002644
0.330000;0.002831
0.350000;0.002965
0.370000;0.003066
0.390000;0.003160
0.410000;0.003270
0.430000;0.003407
0.450000;0.003561
0.470000;0.003721
0.490000;0.003875
0.510000;0.004030
0.530000;0.004790
0.550000;0.009064
0.570000;0.022032
0.590000;0.049109
0.610000;0.094039
0.630000;0.157910
0.650000;0.239248
0.670000;0.334962
0.690000;0.441648
0.710000;0.556758
0.730000;0.679252
0.750000;0.809623
0.770000;0.949403
0.790000;1.100405
0.810000;1.264028
0.830000;1.440818
0.850000;1.630417
0.870000;1.831812
0.890000;2.043766
0.910000;2.265241
0.930000;2.495673
0.950000;2.735035
0.970000;2.983711
0.990000;3.242252
1.010000;3.511123
1.030000;3.790531
1.050000;4.080368
1.070000;4.380275
1.090000;4.689777
1.110000;5.008432
1.130000;5.335940
1.150000;5.672186
1.170000;6.017212
1.190000;6.371140
1.210000;6.734085
1.230000;7.106087
1.250000;7.487080
1.270000;7.876907
1.290000;8.275356
1.310000;8.682214
1.330000;9.097311
1.350000;9.520538
1.370000;9.951844
1.390000;10.391214
1.410000;10.838637
1.430000;11.294084
1.450000;11.757492
1.470000;12.228764
1.490000;12.707782
1.510000;13.194422
1.530000;13.688574
1.550000;14.190146
1.570000;14.699068
1.590000;15.215285
1.610000;15.738749
1.630000;16.269405
1.650000;16.807188
1.670000;17.352023
1.690000;17.903827
1.710000;18.462504
1.730000;19.027902
1.750000;19.599721
1.770000;20.177479
1.790000;20.760520
1.810000;21.348065
1.830000;21.939315
1.850000;22.533550
1.870000;23.130169
1.890000;23.728673
1.910000;24.328639
1.930000;24.929656
1.950000;25.531283
1.970000;26.133012
1.990000;26.734282
2.010000;27.334501
2.030000;27.933080
2.050000;28.529452
2.070000;29.123086
2.090000;29.713470
2.110000;30.300113
2.130000;30.882533
2.150000;31.460255
2.170000;32.032814
2.190000;32.599755
2.210000;33.160628
2.230000;33.714985
2.250000;34.262390
2.270000;34.802418
2.290000;35.334652
2.310000;35.858677
2.330000;36.374080
2.350000;36.880457
2.370000;37.377428
2.390000;37.864639
2.410000;38.341755
2.430000;38.808456
2.450000;39.264432
2.470000;39.709385
2.490000;40.143009
2.510000;40.565002
2.530000;40.975081
2.550000;41.373002
2.570000;41.758548
2.590000;42.131498
2.610000;42.491629
2.630000;42.838718
2.650000;43.172557
2.670000;43.492947
2.690000;43.799721
2.710000;44.092729
2.730000;44.371830
2.750000;44.636893
2.770000;44.887814
2.790000;45.124509
2.810000;45.346908
