Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"3762FF";"3762FF";"3762FF";"3762FF";"3762FF";"3762FF"
0;-0.708426;0.061495;-0.603565;0.499802;100000000.000000;0.100000
1;-0.613208;0.061739;-0.709891;0.643300;100000000.000000;0.100000
2;-0.830988;-0.581103;-0.524827;0.942137;100000000.000000;0.100000
3;-0.830988;-0.237403;0.066439;0.643300;100000000.000000;0.100000
4;-0.757753;0.061495;-0.603565;0.279702;100000000.000000;0.100000
5;-0.757753;0.061495;-0.551415;0.643300;100000000.000000;0.100000
6;-0.712613;0.061495;-0.551415;0.475837;100000000.000000;0.100000
7;-0.757753;0.049664;0.066439;0.038423;100000000.000000;0.100000
8;-0.757753;0.049664;0.066439;-0.021594;100000000.000000;0.100000
9;-0.757753;0.049664;0.066439;0.038423;100000000.000000;0.100000
10;-0.757753;0.049664;0.051602;0.038423;100000000.000000;0.100000
11;-0.757753;0.049664;0.051602;0.038423;100000000.000000;0.100000
12;-0.757753;0.049664;0.067682;0.028757;100000000.000000;0.100000
13;-0.757753;0.049664;0.066439;0.038423;100000000.000000;0.100000
14;-0.757753;0.049664;0.062398;-0.025404;100000000.000000;0.100000
15;-0.757753;0.049664;0.062398;-0.025404;100000000.000000;0.100000
16;-0.757753;0.049664;0.062398;-0.025404;100000000.000000;0.100000
17;-0.735807;0.043568;0.073086;0.051978;100000000.000000;0.100000
18;-0.735807;0.043568;0.055779;-0.023413;100000000.000000;0.100000
19;-0.735807;0.043568;0.055779;0.038423;100000000.000000;0.100000
20;-0.735807;0.043568;0.066439;0.038423;100000000.000000;0.100000
21;-0.735807;0.043568;0.066439;0.038423;100000000.000000;0.100000
22;-0.757753;0.049664;0.076408;-0.025404;100000000.000000;0.100000
23;-0.757753;0.049664;0.066439;-0.025404;100000000.000000;0.100000
24;-0.761431;0.049664;0.066439;-0.025404;100000000.000000;0.100000
25;-0.762791;0.049664;0.053387;0.038423;100000000.000000;0.100000
26;-0.785904;0.053170;0.053387;0.038423;100000000.000000;0.100000
27;-0.785904;0.053170;0.053387;0.038423;100000000.000000;0.100000
28;-0.785904;0.053170;0.039840;0.051978;100000000.000000;0.100000
29;-0.768582;0.049664;0.053909;0.038423;100000000.000000;0.100000
30;-0.757753;0.049664;0.080946;-0.030524;100000000.000000;0.100000
31;-0.757753;0.049664;0.053387;0.032685;100000000.000000;0.100000
32;-0.765045;0.049664;0.053387;-0.018105;100000000.000000;0.100000
33;-0.765648;0.049664;0.066439;-0.020272;100000000.000000;0.100000
34;-0.757753;0.049664;0.066439;-0.030524;100000000.000000;0.100000
35;-0.765648;0.049664;0.066439;-0.025404;100000000.000000;0.100000
36;-0.757753;0.049664;0.065648;-0.030524;100000000.000000;0.100000
37;-0.765648;0.049664;0.039840;-0.023413;100000000.000000;0.100000
38;-0.765648;0.049664;0.057106;0.038423;100000000.000000;0.100000
39;-0.765648;0.049664;0.039840;-0.028879;100000000.000000;0.100000
40;-0.764598;0.049664;0.065648;-0.023413;100000000.000000;0.100000
41;-0.764598;0.049664;0.063139;-0.025404;100000000.000000;0.100000
