Epoche;Durchschnitt
Fehler;-
0;1
0;"00FFFF"
0;48405.337084
1;46727.262716
2;44346.201831
3;41572.980123
4;38710.858153
5;35543.845374
6;32532.203666
7;29490.301576
8;26702.069709
9;24182.897871
10;21889.919895
11;19788.664160
12;17909.809776
13;16198.944223
14;14647.054906
15;13243.378726
16;11979.362468
17;10840.261896
18;9811.337119
19;8884.212739
20;8046.764879
21;7292.226111
22;6611.761255
23;5997.636794
24;5444.132842
25;4944.322063
26;4494.472067
27;4088.576106
28;3721.652137
29;3391.070488
30;3092.154823
31;2822.335251
32;2580.089141
33;2362.737162
34;2166.594096
35;1990.219318
36;1829.405062
37;1684.904173
38;1553.920469
39;1436.174984
40;1329.532934
41;1233.039778
42;1146.643307
43;1069.491369
44;999.108573
45;938.589529
46;883.891301
47;835.401137
48;789.270191
49;750.610436
50;714.561690
51;680.343897
52;650.976703
53;625.518202
54;602.993178
55;582.515626
56;560.792469
57;541.144784
58;524.363966
59;514.475587
60;500.418128
61;492.951073
62;481.193372
63;469.852425
64;460.060543
65;454.457131
66;444.798699
67;436.063121
68;428.284395
69;420.459155
70;413.228583
71;406.188017
72;400.874799
73;394.873379
74;387.669831
75;383.239742
76;376.017358
77;372.922444
78;368.030769
79;365.438045
80;364.050114
81;359.033559
82;352.169347
83;345.827686
84;341.009988
85;334.767907
86;329.084234
87;324.696069
88;319.811628
89;316.121754
90;313.092007
91;309.986352
92;308.592076
93;307.312192
94;305.749201
95;304.309638
96;303.312911
97;300.467768
98;301.090529
99;298.069175
100;295.379293
101;1100570.663580
102;2090262.204701
103;2980817.766903
104;3782714.189239
105;4504419.326819
106;5153628.376924
107;5737662.371451
108;6263183.793836
109;6736392.443812
110;7161662.822173
111;7543831.029341
112;7887508.714170
113;8197391.532264
114;8475227.442022
115;8725272.362799
116;8950801.413111
117;9153286.668935
118;9335336.747312
119;9498924.712276
120;9647175.382856
121;9779534.787643
122;9898581.552166
123;10005604.993642
124;10101692.676831
125;10188796.583170
126;10267166.347567
127;10337032.010186
128;10399777.659792
129;10456166.679743
130;10506859.112428
131;10552435.304455
132;10593234.084632
133;10629823.432682
134;10663220.253171
135;10693338.885327
136;10719937.909153
137;10743962.973687
138;10765439.314972
139;10784853.145020
140;10802630.364586
141;10818122.964781
142;10832618.938021
143;10845667.376757
144;10858207.877788
145;10868877.166551
146;10878258.466759
147;10887369.472570
148;10895126.477792
149;10902760.744114
150;10908918.587985
151;10913875.114628
152;10918383.763493
153;10923597.097652
154;10927259.333364
155;10930905.152974
156;10934224.320963
157;10937276.438025
158;10941158.696256
159;10942977.856196
160;10945114.609091
161;10947707.552270
162;10949503.617878
163;10951031.841703
164;10951863.535832
165;10953067.545066
166;10954276.280015
167;10954817.093697
168;10954940.511024
169;10954729.573795
170;10955681.200104
