Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"00FFFF";"00FFFF";"00FFFF";"00FFFF";"00FFFF";"00FFFF"
0;-0.788751;-0.652699;-0.983581;0.370281;100000000.000000;0.100000
1;-0.419904;-0.337016;-0.276406;0.141514;100000000.000000;0.100000
2;-0.419904;-0.320621;-0.276406;0.151359;100000000.000000;0.100000
3;-0.788751;-0.707511;0.112094;0.141514;100000000.000000;0.100000
4;-0.524888;-0.337016;-0.007681;-0.160253;100000000.000000;0.100000
5;-0.524888;-0.337016;-0.007681;0.141514;100000000.000000;0.100000
6;-0.524888;-0.337016;0.081637;-0.160253;100000000.000000;0.100000
7;-0.652394;-0.337016;-0.005040;-0.194433;100000000.000000;0.100000
8;-0.652394;-0.753524;0.107578;0.141514;100000000.000000;0.100000
9;-0.650933;-0.337016;-0.007681;-0.194433;100000000.000000;0.100000
10;-0.652394;-0.338509;-0.011717;-0.194433;100000000.000000;0.100000
11;-0.652394;-0.330975;-0.007681;-0.194433;100000000.000000;0.100000
12;-0.557666;-0.323434;-0.007681;-0.194433;100000000.000000;0.100000
13;-0.564211;-0.330975;-0.007681;-0.194433;100000000.000000;0.100000
14;-0.557666;-0.323434;-0.007681;-0.194433;100000000.000000;0.100000
15;-0.557666;-0.323434;-0.007681;-0.194433;100000000.000000;0.100000
16;-0.557666;-0.338509;-0.007681;-0.185412;100000000.000000;0.100000
17;-0.557666;-0.338509;-0.007681;-0.187203;100000000.000000;0.100000
18;-0.585073;-0.346149;-0.011717;-0.185412;100000000.000000;0.100000
19;-0.585073;-0.346149;-0.007681;-0.194433;100000000.000000;0.100000
20;-0.585073;-0.346149;-0.004859;-0.190399;100000000.000000;0.100000
21;-0.573802;-0.338509;-0.005432;-0.187203;100000000.000000;0.100000
22;-0.578076;-0.337016;-0.007681;-0.185412;100000000.000000;0.100000
23;-0.573802;-0.337016;-0.003934;-0.187203;100000000.000000;0.100000
24;-0.573802;-0.337016;-0.003934;-0.187203;100000000.000000;0.100000
25;-0.573802;-0.337016;-0.005382;-0.178879;100000000.000000;0.100000
26;-0.573802;-0.338509;-0.003934;-0.185412;100000000.000000;0.100000
27;-0.573802;-0.338509;-0.005432;-0.180611;100000000.000000;0.100000
28;-0.573802;-0.337016;-0.003934;-0.180611;100000000.000000;0.100000
29;-0.577683;-0.338509;-0.005432;-0.187203;100000000.000000;0.100000
30;-0.573802;-0.338509;-0.005432;-0.180611;100000000.000000;0.100000
31;-0.573802;-0.338509;-0.005432;-0.187203;100000000.000000;0.100000
32;-0.576108;-0.337016;-0.005432;-0.180611;100000000.000000;0.100000
33;-0.573802;-0.349767;-0.005432;-0.188800;100000000.000000;0.100000
34;-0.573802;-0.353874;-0.005432;-0.180611;100000000.000000;0.100000
35;-0.573802;-0.353874;-0.005432;-0.180611;100000000.000000;0.100000
36;-0.573802;-0.353874;-0.005432;-0.180611;100000000.000000;0.100000
37;-0.573802;-0.353874;-0.005432;-0.180611;100000000.000000;0.100000
38;-0.573802;-0.353874;-0.005432;-0.180611;100000000.000000;0.100000
