time;u;z;y1;y2
0;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.02;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.04;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.06;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.08;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.1;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.12;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.14;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.16;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.18;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.2;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.22;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.24;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.26;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.28;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.3;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.32;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.34;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.36;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.38;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.4;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.42;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.44;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.46;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.48;0;0;2.8421709430404e-14;-5.6843418860808e-14
0.5;1000;0;2.8421709430404e-14;-5.6843418860808e-14
0.52;1000;0;2.8421709430404e-14;-5.6843418860808e-14
0.54;1000;0;0.00314159265360558;-5.6843418860808e-14
0.56;1000;0;0.00942477796078833;-5.6843418860808e-14
0.58;1000;0;0.0188495559215767;-5.6843418860808e-14
0.6;1000;0;0.0439822971502792;-0.00314159265366243
0.62;1000;0;0.0596902604182219;-0.00942477796081675
0.64;1000;0;0.075398223686193;-0.0157079632679995
0.66;1000;0;0.103672557568501;-0.0345575191895477
0.68;1000;0;0.119380520836444;-0.0502654824574904
0.7;1000;0;0.138230076757964;-0.0691150383790387
0.72;1000;0;0.172787595947455;-0.116238928182895
0.74;1000;0;0.179070781254637;-0.125663706143655
0.76;1000;0;0.219911485751311;-0.182212373908271
0.78;1000;0;0.241902634326436;-0.213628300444157
0.8;1000;0;0.267035375555167;-0.238761041672888
0.82;1000;0;0.326725635973361;-0.301592894744687
0.84;1000;0;0.364424747816429;-0.336150413934178
0.86;1000;0;0.395840674352343;-0.370707933123668
0.88;1000;0;0.433539786195411;-0.398982267005977
0.9;1000;0;0.483805268652844;-0.446106156809805
0.92;1000;0;0.565486677646192;-0.515221195188786
0.94;1000;0;0.612610567450048;-0.55606189968546
0.96;1000;0;0.666017642561059;-0.609468974796471
0.98;1000;0;0.709999939711309;-0.650309679293144
1;0;0;0.801106126665417;-0.700575161750578
1.02;0;0;0.860796387083639;-0.813672497279811
1.04;0;0;0.907920276887467;-0.870221165044427
1.06;0;0;0.94876098138414;-0.917345054848283
1.08;0;0;0.992743278534391;-0.977035315266477
1.1;0;0;1.07442468752774;-1.09327424344932
1.12;0;0;1.11526539202441;-1.14982291121393
1.14;0;0;1.1498229112139;-1.19694680101776
1.16;0;0;1.20322998632491;-1.25977865408956
1.18;0;0;1.24721228347516;-1.30690254389341
1.2;0;0;1.33517687777569;-1.38544236023316
1.22;0;0;1.39172554554031;-1.42942465738341
1.24;0;0;1.44199102799774;-1.46084058391932
1.26;0;0;1.47969013984081;-1.48911491780163
1.28;0;0;1.52995562229825;-1.52367243699112
1.3;0;0;1.61792021659878;-1.59278747537007
1.32;0;0;1.65876092109545;-1.62734499455956
1.34;0;0;1.69017684763134;-1.65876092109548
1.36;0;0;1.72473436682083;-1.69960162559215
1.38;0;0;1.78128303458544;-1.77499984927829
1.4;0;0;1.80641577581414;-1.81269896112138
1.42;0;0;1.83154851704288;-1.85039807296445
1.44;0;0;1.85982285092518;-1.88809718480752
1.46;0;0;1.89438037011467;-1.93522107461138
1.48;0;0;1.94778744522569;-1.99176974237599
1.5;0;0;1.97606177910799;-2.0169024836047
1.52;0;0;2.01376089095109;-2.045176817487
1.54;0;0;2.03889363217979;-2.06402637340855
1.56;0;0;2.09544229994441;-2.10172548525162
1.58;0;0;2.1299998191339;-2.12685822648035
1.6;0;0;2.15827415301621;-2.14884937505548
1.62;0;0;2.18026530159133;-2.16455733832342
1.64;0;0;2.20225645016646;-2.18654848689854
1.66;0;0;2.22738919139519;-2.21482282078085
1.68;0;0;2.25880511793108;-2.25880511793113
1.7;0;0;2.27451308119905;-2.28079626650626
