time;u;z;y1;y2
0;0;0;1.13686837721616e-13;5.6843418860808e-14
0.01;0;0;1.13686837721616e-13;5.6843418860808e-14
0.02;0;0;1.13686837721616e-13;5.6843418860808e-14
0.03;0;0;1.13686837721616e-13;5.6843418860808e-14
0.04;0;0;1.13686837721616e-13;5.6843418860808e-14
0.05;0;0;1.13686837721616e-13;5.6843418860808e-14
0.06;0;0;1.13686837721616e-13;5.6843418860808e-14
0.07;0;0;1.13686837721616e-13;5.6843418860808e-14
0.08;0;0;1.13686837721616e-13;5.6843418860808e-14
0.09;0;0;1.13686837721616e-13;5.6843418860808e-14
0.1;0;0;1.13686837721616e-13;5.6843418860808e-14
0.11;0;0;1.13686837721616e-13;5.6843418860808e-14
0.12;0;0;1.13686837721616e-13;5.6843418860808e-14
0.13;0;0;1.13686837721616e-13;5.6843418860808e-14
0.14;0;0;1.13686837721616e-13;5.6843418860808e-14
0.15;0;0;1.13686837721616e-13;5.6843418860808e-14
0.16;0;0;1.13686837721616e-13;5.6843418860808e-14
0.17;0;0;1.13686837721616e-13;5.6843418860808e-14
0.18;0;0;1.13686837721616e-13;5.6843418860808e-14
0.19;0;0;1.13686837721616e-13;5.6843418860808e-14
0.2;0;0;1.13686837721616e-13;5.6843418860808e-14
0.21;0;0;1.13686837721616e-13;5.6843418860808e-14
0.22;0;0;1.13686837721616e-13;5.6843418860808e-14
0.23;0;0;1.13686837721616e-13;5.6843418860808e-14
0.24;0;0;1.13686837721616e-13;5.6843418860808e-14
0.25;0;0;1.13686837721616e-13;5.6843418860808e-14
0.26;0;0;1.13686837721616e-13;5.6843418860808e-14
0.27;0;0;1.13686837721616e-13;5.6843418860808e-14
0.28;0;0;1.13686837721616e-13;5.6843418860808e-14
0.29;0;0;1.13686837721616e-13;5.6843418860808e-14
0.3;0;0;1.13686837721616e-13;5.6843418860808e-14
0.31;0;0;1.13686837721616e-13;5.6843418860808e-14
0.32;0;0;1.13686837721616e-13;5.6843418860808e-14
0.33;0;0;1.13686837721616e-13;5.6843418860808e-14
0.34;0;0;1.13686837721616e-13;5.6843418860808e-14
0.35;0;0;1.13686837721616e-13;5.6843418860808e-14
0.36;0;0;1.13686837721616e-13;5.6843418860808e-14
0.37;0;0;1.13686837721616e-13;5.6843418860808e-14
0.38;0;0;1.13686837721616e-13;5.6843418860808e-14
0.39;0;0;1.13686837721616e-13;5.6843418860808e-14
0.4;0;0;1.13686837721616e-13;5.6843418860808e-14
0.41;0;0;1.13686837721616e-13;5.6843418860808e-14
0.42;0;0;1.13686837721616e-13;5.6843418860808e-14
0.43;0;0;1.13686837721616e-13;5.6843418860808e-14
0.44;0;0;1.13686837721616e-13;5.6843418860808e-14
0.45;0;0;1.13686837721616e-13;5.6843418860808e-14
0.46;0;0;1.13686837721616e-13;5.6843418860808e-14
0.47;0;0;1.13686837721616e-13;5.6843418860808e-14
0.48;0;0;1.13686837721616e-13;5.6843418860808e-14
0.49;0;0;1.13686837721616e-13;5.6843418860808e-14
0.5;2000;0;1.13686837721616e-13;5.6843418860808e-14
0.51;2000;0;1.13686837721616e-13;5.6843418860808e-14
0.52;2000;0;0.00942477796090202;5.6843418860808e-14
0.53;2000;0;0.00942477796090202;5.6843418860808e-14
0.54;2000;0;0.0219911485752391;5.6843418860808e-14
0.55;2000;0;0.0219911485752391;5.6843418860808e-14
0.56;2000;0;0.0471238898039701;-0.00314159265352032
0.57;2000;0;0.0753982236862782;-0.0062831853071259
0.58;2000;0;0.0753982236862782;-0.0062831853071259
0.59;2000;0;0.113097335529346;-0.0125663706143087
0.6;2000;0;0.113097335529346;-0.0125663706143087
0.61;2000;0;0.147654854718837;-0.0219911485750686
0.62;2000;0;0.194778744522694;-0.0408407044966168
0.63;2000;0;0.194778744522694;-0.0408407044966168
0.64;2000;0;0.241902634326522;-0.0659734457253194
0.65;2000;0;0.241902634326522;-0.0659734457253194
0.66;2000;0;0.307876080051926;-0.116238928182753
0.67;2000;0;0.307876080051926;-0.116238928182753
0.68;2000;0;0.351858377202177;-0.160221225333004
0.69;2000;0;0.398982267006033;-0.210486707790466
0.7;2000;0;0.398982267006033;-0.210486707790466
0.71;2000;0;0.446106156809861;-0.270176968208659
0.72;2000;0;0.493230046613718;-0.333008821280458
0.73;2000;0;0.493230046613718;-0.333008821280458
0.74;2000;0;0.5623450849927;-0.424115008234565
0.75;2000;0;0.5623450849927;-0.424115008234565
0.76;2000;0;0.60632738214295;-0.483805268652759
0.77;2000;0;0.672300827868327;-0.574911455606866
0.78;2000;0;0.672300827868327;-0.574911455606866
0.79;2000;0;0.741415866247308;-0.656592864600213
0.8;2000;0;0.81053090462629;-0.738274273593532
0.81;2000;0;0.81053090462629;-0.738274273593532
0.82;2000;0;0.898495498926792;-0.832522053201245
0.83;2000;0;0.980176907920139;-0.91734505484817
0.84;2000;0;0.980176907920139;-0.91734505484817
0.85;2000;0;1.08384946548861;-1.01473442710943
0.86;2000;0;1.08384946548861;-1.01473442710943
0.87;2000;0;1.18752202305706;-1.10898220671714
0.88;2000;0;1.29119458062553;-1.19694680101765
0.89;2000;0;1.29119458062553;-1.19694680101765
0.9;2000;0;1.41057510146194;-1.3037609512397
0.91;2000;0;1.47026536188014;-1.35402643369713
0.92;2000;0;1.58336269740937;-1.46084058391918
0.93;2000;0;1.58336269740937;-1.46084058391918
0.94;2000;0;1.72159277416733;-1.58022110475559
0.95;2000;0;1.72159277416733;-1.58022110475559
0.96;2000;0;1.83154851704296;-1.69017684763125
0.97;2000;0;1.96663700114732;-1.82212373908203
0.98;2000;0;1.96663700114732;-1.82212373908203
0.99;2000;0;2.09544229994452;-1.95407063053278
1;0;0;2.21796441343452;-2.08287592932996
1.01;0;0;2.21796441343452;-2.08287592932996
1.02;0;0;2.375044046114;-2.24938033997023
1.03;0;0;2.40960156530349;-2.27765467385254
1.04;0;0;2.53212367879348;-2.42530952857126
1.05;0;0;2.53212367879348;-2.42530952857126
1.06;0;0;2.66407057024426;-2.58553075390435
1.07;0;0;2.7803094984271;-2.73004401596947
