time;u;z;y1;y2
0;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.02;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.04;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.06;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.08;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.1;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.12;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.14;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.16;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.18;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.2;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.22;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.24;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.26;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.28;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.3;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.32;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.34;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.36;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.38;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.4;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.42;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.44;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.46;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.48;0;0;8.5265128291212e-14;-2.8421709430404e-14
0.5;2500;0;8.5265128291212e-14;-2.8421709430404e-14
0.52;2500;0;8.5265128291212e-14;-2.8421709430404e-14
0.54;2500;0;0.0094247779608736;-2.8421709430404e-14
0.56;2500;0;0.0376991118431818;-2.8421709430404e-14
0.58;2500;0;0.0691150383790671;-0.00314159265360558
0.6;2500;0;0.113097335529318;-0.00942477796078833
0.62;2500;0;0.207345115137031;-0.0345575191895193
0.64;2500;0;0.260752190248041;-0.0596902604182219
0.66;2500;0;0.336150413934206;-0.103672557568501
0.68;2500;0;0.38641589639164;-0.147654854718752
0.7;2500;0;0.505796417228055;-0.270176968208744
0.72;2500;0;0.568628270299854;-0.354999969855669
0.74;2500;0;0.647168086639596;-0.458672527424142
0.76;2500;0;0.691150383789847;-0.524645973149518
0.78;2500;0;0.835663645854964;-0.725707902979281
0.8;2500;0;0.835663645854964;-0.725707902979281
0.82;2500;0;1.02415920507036;-0.955044166691323
0.84;2500;0;1.21893794959294;-1.16553087448185
0.86;2500;0;1.35088484104369;-1.28176980266466
0.88;2500;0;1.48283173249447;-1.40115032350107
0.9;2500;0;1.61477862394526;-1.52053084433749
0.92;2500;0;1.9069467407291;-1.75929188601032
0.94;2500;0;1.9069467407291;-1.75929188601032
0.96;2500;0;2.29650422977423;-2.10172548525159
0.98;2500;0;2.47243341837526;-2.27451308119905
1;0;0;2.62951305105474;-2.41902634326416
1.02;0;0;2.80544223965578;-2.61066349513314
1.04;0;0;3.11331831970759;-2.96880505764238
1.06;0;0;3.25783158177271;-3.14787583889699
1.08;0;0;3.25783158177271;-3.14787583889699
1.1;0;0;3.64738907081784;-3.69765455327521
1.12;0;0;3.79504392553656;-3.89871648310495
1.14;0;0;3.92070763168016;-4.05893770843804
1.16;0;0;4.10292000558837;-4.28199078684293
1.18;0;0;4.40765449298658;-4.58358368158753
1.2;0;0;4.57415890362682;-4.74380490692062
1.22;0;0;4.73438012895991;-4.8757517983714
1.24;0;0;4.90716772490734;-5.01084028247575
1.26;0;0;5.15849513719454;-5.18991106373036
1.28;0;0;5.4726544025535;-5.42238892009601
1.3;0;0;5.63601722054017;-5.55433581154679
1.32;0;0;5.83079596506275;-5.72398181484064
1.34;0;0;5.97216763447429;-5.859070298945
1.36;0;0;6.23606141737582;-6.00672515366372
1.38;0;0;6.38371627209455;-6.349158752905
1.4;0;0;6.50623838558457;-6.50623838558448
1.42;0;0;6.6193357211138;-6.64446846234245
1.44;0;0;6.74499942725737;-6.81411446563629
1.46;0;0;6.98061887627662;-7.10628258242014
1.48;0;0;7.14084010160968;-7.29163654898193
1.5;0;0;7.27278699306046;-7.41415866247195
1.52;0;0;7.40159229185764;-7.53353918330836
1.54;0;0;7.54296396126918;-7.65920288945193
1.56;0;0;7.85084004132099;-7.89796393112476
1.58;0;0;8.0047780813469;-8.00477808134681
1.6;0;0;8.13044178749047;-8.09902586095453
1.62;0;0;8.27809664220919;-8.2246895670981
1.64;0;0;8.39433557039203;-8.3157957540522
1.66;0;0;8.67707890921511;-8.60168068552889
1.68;0;0;8.79645943005153;-8.73991076228683
1.7;0;0;8.89699039496639;-8.85300809781606
1.72;0;0;9.00694613784202;-8.99123817457402
1.74;0;0;9.20486647501818;-9.24256558686119
1.76;0;0;9.31168062524023;-9.38393725627273
1.78;0;0;9.44991070199819;-9.53473370364506
1.8;0;0;9.54415848160588;-9.64468944652069
1.82;0;0;9.66039740978871;-9.76092837470352
1.84;0;0;9.87402571023281;-9.95570711922608
1.86;0;0;10.0059726016836;-10.0562380841409
1.88;0;0;10.1536274564023;-10.1756186049774
1.9;0;0;10.2541584213172;-10.2635831992779
1.92;0;0;10.3735389421536;-10.3641141641928
1.94;0;0;10.5746008719833;-10.5431849454474
1.96;0;0;10.6782734295518;-10.6437159103622
1.98;0;0;10.8039371356954;-10.7819459871202
2;0;0;10.8824769520351;-10.8730521740743
2.02;0;0;11.0552645479826;-11.074114103904
2.04;0;0;11.1620786982046;-11.1997778100476
