Epoche;Durchschnitt
Fehler;-
0;1
0;"00FFFF"
0;163.984136
1;161.979481
2;157.361439
3;151.676344
4;140.874753
5;131.200901
6;121.219375
7;111.675659
8;102.933281
9;94.769888
10;86.800114
11;79.508313
12;72.892513
13;66.924594
14;61.429815
15;56.424485
16;52.204520
17;48.082291
18;44.399912
19;41.046073
20;37.988714
21;35.135417
22;32.504581
23;30.023856
24;27.702649
25;25.602593
26;23.628849
27;21.835236
28;20.178810
29;18.687636
30;17.329537
31;16.096638
32;14.994950
33;13.973926
34;13.130835
35;12.305071
36;11.549074
37;10.867949
38;10.249865
39;9.696187
40;9.250891
41;8.802297
42;8.480819
43;8.108331
44;7.828474
45;7.513208
46;7.262292
47;7.034266
48;6.844283
49;6.644948
50;6.458817
51;6.283294
52;6.148865
53;5.999650
54;5.900943
55;5.792937
56;5.683835
57;5.641408
58;5.566962
59;5.512516
60;5.471123
61;5.409018
62;5.381040
63;5.361862
64;5.314058
65;5.284106
66;5.221143
67;5.164343
68;5.153446
69;5.139703
70;5.116506
71;5.075325
72;5.051825
73;5.021630
74;4.991849
75;4.962481
76;4.937262
77;4.931184
78;4.914920
79;4.897494
80;4.877306
81;4.870716
82;4.847634
83;4.845480
84;4.829239
85;4.840586
86;4.827691
87;4.839339
88;4.815342
89;4.793281
90;4.772283
91;4.766198
92;4.751902
93;4.803091
94;4.803033
95;4.824886
96;4.825340
97;4.809252
98;4.783904
99;4.779789
100;4.763446
101;4.742189
102;4.722315
103;4.701024
104;4.691004
105;4.683231
106;4.686009
107;4.684198
108;4.690528
109;4.684848
110;4.687678
111;4.687532
112;4.697705
113;4.697708
114;4.706511
115;4.702598
116;4.733648
117;4.722337
118;4.707244
119;4.689463
120;4.678153
121;4.701214
122;4.688161
123;4.677835
124;4.665161
125;4.650978
126;4.636388
127;4.625912
128;4.617082
129;4.654453
130;4.684322
131;4.680077
132;4.669759
133;4.687674
134;4.679524
135;4.668779
136;4.655768
137;4.641391
138;4.629203
139;4.617805
140;4.632325
141;4.621962
142;4.639124
143;4.652994
144;4.643092
145;4.635696
146;4.629120
147;4.625751
148;4.623975
149;4.615940
150;4.603249
151;4.589079
152;4.573373
153;4.570733
154;4.562988
155;4.563808
156;4.563815
157;4.565732
158;4.558554
159;4.557124
160;4.550250
161;4.549333
162;4.554133
163;4.555177
164;4.550979
165;4.551986
166;4.547612
167;4.533683
168;4.559100
169;4.562909
170;4.569172
171;4.564229
172;4.591396
173;4.619927
174;4.641664
175;4.643681
176;4.641447
177;4.644281
178;4.650312
179;4.646348
180;4.647052
181;4.661839
182;4.649019
183;4.636722
184;4.638085
185;4.637063
186;4.638191
187;4.634392
188;4.634383
189;4.618507
190;4.623634
191;4.608440
192;4.594705
193;4.583874
194;4.570536
195;4.569872
196;4.562598
197;4.551355
