Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"001CFF";"001CFF";"001CFF";"001CFF";"001CFF";"001CFF"
0;8.003479;8.409375;3.444624;2.875362;10.000000;0.100000
1;9.085665;8.409375;3.444624;2.875362;10.000000;0.100000
2;9.152806;8.478347;5.593127;0.522996;10.000000;0.100000
3;9.085665;8.478347;3.008582;0.522996;10.000000;0.100000
4;9.152806;4.061098;-0.692465;3.767113;10.000000;0.100000
5;9.152806;4.061098;5.593127;0.522996;10.000000;0.100000
6;9.152806;4.269234;0.583413;0.522996;10.000000;0.100000
7;5.690176;4.691610;5.593127;0.522996;10.000000;0.100000
8;2.565691;11.727430;-0.028561;-0.335795;10.000000;0.100000
9;5.690176;8.409375;3.738052;0.522996;10.000000;0.100000
10;5.690176;13.089906;3.576964;0.522996;10.000000;0.100000
11;5.690176;13.089906;3.576964;0.125502;10.000000;0.100000
12;5.945476;13.089906;3.576964;0.125502;10.000000;0.100000
13;5.690176;13.089906;3.576964;0.522996;10.000000;0.100000
14;5.690176;25.302852;5.593127;0.522996;10.000000;0.100000
15;5.690176;25.302852;5.593127;0.522996;10.000000;0.100000
16;4.409602;25.302852;3.296464;0.522996;10.000000;0.100000
17;5.690176;25.302852;7.355623;0.125502;10.000000;0.100000
18;10.528613;25.302852;0.149904;0.522996;10.000000;0.100000
19;10.528613;25.302852;0.149904;0.522996;10.000000;0.100000
20;5.690176;25.302852;0.056620;0.120063;10.000000;0.100000
21;5.690176;25.302852;0.056620;0.405535;10.000000;0.100000
22;5.690176;25.302852;0.056620;3.767113;10.000000;0.100000
23;10.528613;22.638968;0.149904;0.405535;10.000000;0.100000
24;10.528613;22.638968;0.149904;0.522996;10.000000;0.100000
25;10.528613;22.638968;0.056620;0.405535;10.000000;0.100000
26;10.528613;14.592741;0.149904;0.405535;10.000000;0.100000
27;10.528613;22.638968;0.149904;0.522996;10.000000;0.100000
28;10.528613;22.638968;0.056620;0.405535;10.000000;0.100000
29;10.528613;24.039882;0.056620;0.405535;10.000000;0.100000
30;2.565691;34.562565;0.056620;0.405535;10.000000;0.100000
31;8.416923;24.039882;0.056620;0.405535;10.000000;0.100000
32;10.528613;24.039882;0.056620;0.128038;10.000000;0.100000
33;10.528613;24.039882;0.056620;0.128038;10.000000;0.100000
34;10.528613;24.039882;0.019761;0.119502;10.000000;0.100000
35;10.528613;24.039882;0.044188;0.128038;10.000000;0.100000
36;10.528613;41.454418;0.056620;0.128038;10.000000;0.100000
37;10.528613;41.454418;0.056620;0.128038;10.000000;0.100000
38;10.528613;41.454418;0.056620;0.128038;10.000000;0.100000
39;10.528613;41.454418;0.056620;0.128038;10.000000;0.100000
40;10.528613;41.454418;0.056620;0.192982;10.000000;0.100000
41;10.528613;41.454418;0.056620;0.192982;10.000000;0.100000
42;10.528613;41.454418;0.056620;0.192982;10.000000;0.100000
43;10.528613;41.454418;0.018728;0.297353;10.000000;0.100000
44;10.528613;64.077679;0.149904;0.081505;10.000000;0.100000
45;10.528613;64.077679;0.149904;0.248451;10.000000;0.100000
46;7.078387;64.077679;0.149904;0.248451;10.000000;0.100000
