time;u;y;z1;z2
0;0;-0.00293060068659323;0;0
0.01;0;-0.00454158915213755;0;0
0.02;0;-0.00518598453530937;0;0
0.03;0;-0.00454158915213755;0;0
0.04;0;-0.00357499607411654;0;0
0.05;0;-0.00486378684394098;0;0
0.06;0;-0.00357499607411654;0;0
0.07;0;-0.00293060068659323;0;0
0.08;0;-0.00486378684394098;0;0
0.09;0;-0.00389719376722537;0;0
0.1;0;-0.00389719376722537;0;0
0.11;0;-0.00260840299217866;0;0
0.12;0;-0.00486378684394098;0;0
0.13;0;-0.00293060068659323;0;0
0.14;0;-0.00325279838057251;0;0
0.15;0;-0.00454158915213755;0;0
0.16;0;-0.00486378684394098;0;0
0.17;0;-0.00228620529732876;0;0
0.18;0;-0.00293060068659323;0;0
0.19;0;-0.00293060068659323;0;0
0.2;0;-0.00293060068659323;0;0
0.21;0;-0.00293060068659323;0;0
0.22;0;-0.00357499607411654;0;0
0.23;0;-0.00454158915213755;0;0
0.24;0;-0.00260840299217866;0;0
0.25;0;-0.00454158915213755;0;0
0.26;0;-0.00260840299217866;0;0
0.27;0;-0.00260840299217866;0;0
0.28;0;-0.00550818222624275;0;0
0.29;0;-0.00260840299217866;0;0
0.3;0;-0.00389719376722537;0;0
0.31;0;-0.00260840299217866;0;0
0.32;0;-0.00550818222624275;0;0
0.33;0;-0.00486378684394098;0;0
0.34;0;-0.00357499607411654;0;0
0.35;0;-0.00486378684394098;0;0
0.36;0;-0.00357499607411654;0;0
0.37;0;-0.00325279838057251;0;0
0.38;0;-0.00454158915213755;0;0
0.39;0;-0.00196400760204349;0;0
0.4;0;-0.00389719376722537;0;0
0.41;0;-0.00454158915213755;0;0
0.42;0;-0.00325279838057251;0;0
0.43;0;-0.00421939145989902;0;0
0.44;0;-0.00421939145989902;0;0
0.45;0;-0.00260840299217866;0;0
0.46;0;-0.00357499607411654;0;0
0.47;0;-0.00421939145989902;0;0
0.48;0;-0.00260840299217866;0;0
0.49;0;-0.00518598453530937;0;0
0.5;0;-0.00647477529643324;0;0
0.51;0;-0.000997414513575076;0;0
0.52;0;-0.00325279838057251;0;0
0.53;0;-0.00421939145989902;0;0
0.54;0;-0.00454158915213755;0;0
0.55;0;-0.00293060068659323;0;0
0.56;0;-0.00325279838057251;0;0
0.57;0;-0.00293060068659323;0;0
0.58;0;-0.00518598453530937;0;0
0.59;0;0.00576873721551734;0;0
0.6;0;-0.00357499607411654;0;0
0.61;0;-0.00486378684394098;0;0
0.62;0;-0.00744136836271008;0;0
0.63;0;-0.00228620529732876;0;0
0.64;0;-0.00357499607411654;0;0
0.65;0;-0.00325279838057251;0;0
0.66;0;-0.00550818222624275;0;0
0.67;0;-0.00550818222624275;0;0
0.68;0;-0.00325279838057251;0;0
0.69;0;-0.00196400760204349;0;0
0.7;0;-0.00421939145989902;0;0
0.71;0;-0.00550818222624275;0;0
0.72;0;-0.00550818222624275;0;0
0.73;0;-0.00196400760204349;0;0
0.74;0;-0.00518598453530937;0;0
0.75;0;-0.00808576373805426;0;0
0.76;0;-0.00583037991674116;0;0
0.77;0;-0.00228620529732876;0;0
0.78;0;-0.00518598453530937;0;0
0.79;0;0.004802144099588;0;0
0.8;0;-0.00518598453530937;0;0
0.81;0;-0.00486378684394098;0;0
0.82;0;-0.00454158915213755;0;0
0.83;0;-0.00486378684394098;0;0
0.84;0;-0.00325279838057251;0;0
0.85;0;-0.00293060068659323;0;0
0.86;0;-0.00260840299217866;0;0
0.87;0;-0.00454158915213755;0;0
0.88;0;-0.00325279838057251;0;0
0.89;0;-0.00357499607411654;0;0
0.9;0;-0.00389719376722537;0;0
0.91;0;-0.00357499607411654;0;0
0.92;0;-0.00518598453530937;0;0
0.93;0;-0.00325279838057251;0;0
0.94;0;-0.00389719376722537;0;0
0.95;0;-0.00260840299217866;0;0
0.96;0;-0.00454158915213755;0;0
0.97;0;-0.00325279838057251;0;0
0.98;0;-0.00550818222624275;0;0
0.99;0;-0.00389719376722537;0;0
1;5;-0.00357499607411654;0;0
1.01;5;0.0321889505753245;0;0
1.02;5;0.484232833517147;0;0
1.03;5;0.742958310377893;0;0
1.04;5;1.07740096580006;0;0
1.05;5;1.33226085536843;0;0
1.06;5;1.56907790343574;0;0
1.07;5;1.80267328429748;0;0
1.08;5;2.01339272465897;0;0
1.09;5;2.21960163498548;0;0
1.1;5;2.41743358184616;0;0
1.11;5;2.56339120517929;0;0
1.12;5;2.73383639615753;0;0
1.13;5;2.88946045533437;0;0
1.14;5;3.00480925613393;0;0
1.15;5;3.16075584457714;0;0
1.16;5;3.25999468331924;0;0
1.17;5;3.38082129918856;0;0
1.18;5;3.47554944998515;0;0
1.19;5;3.56447798622135;0;0
1.2;5;3.65985069359803;0;0
1.21;5;3.73234689148054;0;0
1.22;5;3.81515371539623;0;0
1.23;5;3.87637280664315;0;0
1.24;5;3.95499105658335;0;0
1.25;5;4.01459919263625;0;0
1.26;5;4.05906366085778;0;0
1.27;5;4.13993748592223;0;0
1.28;5;4.15830326326738;0;0
1.29;5;4.23821054111876;0;0
1.3;5;4.23595509295225;0;0
1.31;5;4.33003954232737;0;0
