time;u;y;z1;z2
0;0;-0.00357499607411654;0;0
0.01;0;-0.00583037991674116;0;0
0.02;0;-0.00808576373805426;0;0
0.03;0;-0.00454158915213755;0;0
0.04;0;-0.00389719376722537;0;0
0.05;0;-0.00389719376722537;0;0
0.06;0;-0.00389719376722537;0;0
0.07;0;-0.00486378684394098;0;0
0.08;0;-0.00357499607411654;0;0
0.09;0;-0.00421939145989902;0;0
0.1;0;-0.00518598453530937;0;0
0.11;0;-0.00164180990632281;0;0
0.12;0;-0.00550818222624275;0;0
0.13;0;-0.00228620529732876;0;0
0.14;0;-0.00776356605059951;0;0
0.15;0;-0.00228620529732876;0;0
0.16;0;-0.00583037991674116;0;0
0.17;0;-0.00260840299217866;0;0
0.18;0;-0.00454158915213755;0;0
0.19;0;-0.00228620529732876;0;0
0.2;0;-0.00550818222624275;0;0
0.21;0;-0.00196400760204349;0;0
0.22;0;-0.00486378684394098;0;0
0.23;0;-0.00228620529732876;0;0
0.24;0;-0.00325279838057251;0;0
0.25;0;-0.00228620529732876;0;0
0.26;0;-0.00518598453530937;0;0
0.27;0;-0.00389719376722537;0;0
0.28;0;-0.00583037991674116;0;0
0.29;0;-0.00486378684394098;0;0
0.3;0;-0.00583037991674116;0;0
0.31;0;-0.00228620529732876;0;0
0.32;0;-0.00325279838057251;0;0
0.33;0;-0.00389719376722537;0;0
0.34;0;-0.00583037991674116;0;0
0.35;0;-0.00164180990632281;0;0
0.36;0;-0.00389719376722537;0;0
0.37;0;-0.00260840299217866;0;0
0.38;0;0.00254676017768632;0;0
0.39;0;-0.00196400760204349;0;0
0.4;0;-0.00486378684394098;0;0
0.41;0;-0.00228620529732876;0;0
0.42;0;-0.00518598453530937;0;0
0.43;0;-0.00421939145989902;0;0
0.44;0;-0.00454158915213755;0;0
0.45;0;-0.00357499607411654;0;0
0.46;0;-0.00615257760680464;0;0
0.47;0;-0.00615257760680464;0;0
0.48;0;-0.00357499607411654;0;0
0.49;0;-0.000997414513575076;0;0
0.5;0;-0.00357499607411654;0;0
0.51;0;-0.00357499607411654;0;0
0.52;0;-0.00389719376722537;0;0
0.53;0;-0.000997414513575076;0;0
0.54;0;-0.00615257760680464;0;0
0.55;0;-0.00293060068659323;0;0
0.56;0;-0.00196400760204349;0;0
0.57;0;-0.00421939145989902;0;0
0.58;0;-0.00679697298562698;0;0
0.59;0;-0.00357499607411654;0;0
0.6;0;-0.00583037991674116;0;0
0.61;0;-0.00164180990632281;0;0
0.62;0;-0.00325279838057251;0;0
0.63;0;-0.00260840299217866;0;0
0.64;0;-0.00486378684394098;0;0
0.65;0;-0.00293060068659323;0;0
0.66;0;-0.00583037991674116;0;0
0.67;0;-0.00228620529732876;0;0
0.68;0;-0.00647477529643324;0;0
0.69;0;-0.00164180990632281;0;0
0.7;0;-0.00583037991674116;0;0
0.71;0;-0.00164180990632281;0;0
0.72;0;-0.00550818222624275;0;0
0.73;0;-0.00196400760204349;0;0
0.74;0;-0.00615257760680464;0;0
0.75;0;-0.00228620529732876;0;0
0.76;0;-0.00518598453530937;0;0
0.77;0;-0.00196400760204349;0;0
0.78;0;-0.00421939145989902;0;0
0.79;0;-0.00454158915213755;0;0
0.8;0;0.00254676017768632;0;0
0.81;0;-0.00228620529732876;0;0
0.82;0;-0.00518598453530937;0;0
0.83;0;-0.00260840299217866;0;0
0.84;0;-0.00583037991674116;0;0
0.85;0;-0.00357499607411654;0;0
0.86;0;-0.00325279838057251;0;0
0.87;0;-0.00421939145989902;0;0
0.88;0;-0.00357499607411654;0;0
0.89;0;-0.00293060068659323;0;0
0.9;0;-0.00421939145989902;0;0
0.91;0;-0.00389719376722537;0;0
0.92;0;-0.00486378684394098;0;0
0.93;0;-0.00228620529732876;0;0
0.94;0;-0.00615257760680464;0;0
0.95;0;-0.00454158915213755;0;0
0.96;0;-0.00357499607411654;0;0
0.97;0;-0.00711917067438591;0;0
0.98;0;-0.00550818222624275;0;0
0.99;0;-0.00196400760204349;0;0
1;4;-0.00518598453530937;0;0
1.01;4;0.112416202035523;0;0
1.02;4;0.373396613658748;0;0
1.03;4;0.607312658094689;0;0
1.04;4;0.818030647266891;0;0
1.05;4;1.03519285211801;0;0
1.06;4;1.22851253749091;0;0
1.07;4;1.41732163445264;0;0
1.08;4;1.58712112085484;0;0
1.09;4;1.73984414843116;0;0
1.1;4;1.87645727587481;0;0
1.11;4;2.01887014516443;0;0
1.12;4;2.15580572273745;0;0
1.13;4;2.2569770308442;0;0
1.14;4;2.34493812988801;0;0
1.15;4;2.47253015020728;0;0
1.16;4;2.55018090625175;0;0
1.17;4;2.62138765451802;0;0
1.18;4;2.72642573121577;0;0
1.19;4;2.78764428001012;0;0
1.2;4;2.85144048192463;0;0
1.21;4;2.93553552267719;0;0
1.22;4;2.95905636754728;0;0
1.23;4;3.05990606614028;0;0
1.24;4;3.0808493042542;0;0
1.25;4;3.1291798669497;0;0
1.26;4;3.17751044817572;0;0
1.27;4;3.19780929784887;0;0
1.28;4;3.27803811707008;0;0
1.29;4;3.27288285001498;0;0
1.3;4;3.33571268198244;0;0
1.31;4;3.34956746977684;0;0
1.32;4;3.37921027685765;0;0
1.33;4;3.4146527730817;0;0
1.34;4;3.41336395485541;0;0
1.35;4;3.46072803371922;0;0
1.36;4;3.45009527969927;0;0
1.37;4;3.52484678251753;0;0
1.38;4;3.49552614437581;0;0
1.39;4;3.55062317366485;0;0
1.4;4;3.51743607109721;0;0
1.41;4;3.58735454073965;0;0
1.42;4;3.56383357629905;0;0
1.43;4;3.60926448443879;0;0
1.44;4;3.57768839040258;0;0
1.45;4;3.62795238082028;0;0
1.46;4;3.61506417610097;0;0
1.47;4;3.64567366462298;0;0
1.48;4;3.6298856116503;0;0
1.49;4;3.65598423097967;0;0
1.5;4;3.67016126120661;0;0
1.51;4;3.66468377205108;0;0
1.52;4;3.67789418751149;0;0
1.53;4;3.67080567171242;0;0
1.54;4;3.71075913004335;0;0
1.55;4;3.70109296950972;0;0
1.56;4;3.6927156310318;0;0
1.57;4;3.68852696201937;0;0
1.58;4;3.73009145353;0;0
1.59;4;3.70882589787217;0;0
1.6;4;3.71204795150871;0;0
1.61;4;3.69754871084915;0;0
1.62;4;3.74265746552951;0;0
1.63;4;3.71688103213151;0;0
1.64;4;3.73234689148054;0;0
1.65;4;3.70914810323179;0;0
1.66;4;3.76488964395909;0;0
1.67;4;3.72429175614492;0;0
1.68;4;3.74716834196554;0;0
1.69;4;3.71784764828027;0;0
1.7;4;3.77133375445137;0;0
1.71;4;3.72300293454329;0;0
1.72;4;3.75006819119615;0;0
1.73;4;3.72235852374785;0;0
1.74;4;3.7793888930748;0;0
1.75;4;3.72848042644941;0;0
1.76;4;3.7568345063513;0;0
1.77;4;3.7346023294751;0;0
1.78;4;3.78325535981473;0;0
1.79;4;3.73331350775853;0;0
1.8;4;3.76102317783701;0;0
1.81;4;3.7368577675137;0;0
1.82;4;3.78583300438039;0;0
1.83;4;3.73299130233164;0;0
1.84;4;3.76521184947513;0;0
1.85;4;3.74362408189381;0;0
1.86;4;3.78583300438039;0;0
1.87;4;3.74297967098338;0;0
1.88;4;3.76263420537209;0;0
1.89;4;3.73911320559634;0;0
1.9;4;3.78679962110744;0;0
1.91;4;3.74749054743201;0;0
1.92;4;3.75876773932577;0;0
1.93;4;3.74265746552951;0;0
1.94;4;3.78551079880652;0;0
