time;u;y;z1;z2
0;0;0.00125796937476324;0;0
0.01;0;-0.00293060068659323;0;0
0.02;0;-0.00486378684394098;0;0
0.03;0;-0.00518598453530937;0;0
0.04;0;-0.00550818222624275;0;0
0.05;0;-0.00937455448352714;0;0
0.06;0;-0.00389719376722537;0;0
0.07;0;-0.00518598453530937;0;0
0.08;0;-0.00486378684394098;0;0
0.09;0;-0.00357499607411654;0;0
0.1;0;-0.00550818222624275;0;0
0.11;0;-0.00357499607411654;0;0
0.12;0;-0.00228620529732876;0;0
0.13;0;-0.0113077405887026;0;0
0.14;0;-0.00196400760204349;0;0
0.15;0;-0.00325279838057251;0;0
0.16;0;-0.00421939145989902;0;0
0.17;0;-0.00357499607411654;0;0
0.18;0;-0.00486378684394098;0;0
0.19;0;-0.00518598453530937;0;0
0.2;0;-0.00421939145989902;0;0
0.21;0;-0.00486378684394098;0;0
0.22;0;-0.00454158915213755;0;0
0.23;0;-0.00389719376722537;0;0
0.24;0;-0.00518598453530937;0;0
0.25;0;-0.00486378684394098;0;0
0.26;0;-0.00293060068659323;0;0
0.27;0;-0.00486378684394098;0;0
0.28;0;-0.00421939145989902;0;0
0.29;0;-0.00518598453530937;0;0
0.3;0;-0.00260840299217866;0;0
0.31;0;-0.00357499607411654;0;0
0.32;0;-0.00228620529732876;0;0
0.33;0;-0.00486378684394098;0;0
0.34;0;-0.00325279838057251;0;0
0.35;0;-0.00454158915213755;0;0
0.36;0;-0.00325279838057251;0;0
0.37;0;-0.00873015911165984;0;0
0.38;0;-0.00421939145989902;0;0
0.39;0;-0.00518598453530937;0;0
0.4;0;-0.00228620529732876;0;0
0.41;0;-0.00357499607411654;0;0
0.42;0;-0.00518598453530937;0;0
0.43;0;-0.00486378684394098;0;0
0.44;0;-0.00421939145989902;0;0
0.45;0;-0.00357499607411654;0;0
0.46;0;-0.00454158915213755;0;0
0.47;0;-0.00421939145989902;0;0
0.48;0;-0.00228620529732876;0;0
0.49;0;-0.00325279838057251;0;0
0.5;0;-0.00486378684394098;0;0
0.51;0;-0.00518598453530937;0;0
0.52;0;-0.00486378684394098;0;0
0.53;0;-0.00357499607411654;0;0
0.54;0;-0.00325279838057251;0;0
0.55;0;0.00641313262831867;0;0
0.56;0;-0.00486378684394098;0;0
0.57;0;-0.00647477529643324;0;0
0.58;0;-0.00808576373805426;0;0
0.59;0;-0.00325279838057251;0;0
0.6;0;-0.00293060068659323;0;0
0.61;0;-0.00357499607411654;0;0
0.62;0;-0.00325279838057251;0;0
0.63;0;-0.00325279838057251;0;0
0.64;0;-0.00260840299217866;0;0
0.65;0;-0.00518598453530937;0;0
0.66;0;-0.00550818222624275;0;0
0.67;0;-0.00357499607411654;0;0
0.68;0;-0.00486378684394098;0;0
0.69;0;0.00254676017768632;0;0
0.7;0;-0.00454158915213755;0;0
0.71;0;-0.00228620529732876;0;0
0.72;0;-0.00228620529732876;0;0
0.73;0;-0.00486378684394098;0;0
0.74;0;-0.00325279838057251;0;0
0.75;0;-0.00518598453530937;0;0
0.76;0;-0.00454158915213755;0;0
0.77;0;-0.00615257760680464;0;0
0.78;0;-0.00260840299217866;0;0
0.79;0;-0.00550818222624275;0;0
0.8;0;-0.00583037991674116;0;0
0.81;0;-0.00583037991674116;0;0
0.82;0;-0.00679697298562698;0;0
0.83;0;-0.00486378684394098;0;0
0.84;0;-0.00486378684394098;0;0
0.85;0;-0.00293060068659323;0;0
0.86;0;-0.00518598453530937;0;0
0.87;0;-0.00486378684394098;0;0
0.88;0;-0.0100189498536565;0;0
0.89;0;-0.00228620529732876;0;0
0.9;0;-0.00486378684394098;0;0
0.91;0;-0.00518598453530937;0;0
0.92;0;-0.00454158915213755;0;0
0.93;0;-0.00325279838057251;0;0
0.94;0;-0.00293060068659323;0;0
0.95;0;-0.00518598453530937;0;0
0.96;0;-0.000997414513575076;0;0
0.97;0;-0.00518598453530937;0;0
0.98;0;-0.00260840299217866;0;0
0.99;0;-0.00357499607411654;0;0
1;3;-0.00196400760204349;0;0
1.01;3;0.0341221370345235;0;0
1.02;3;0.314756543766037;0;0
1.03;3;0.432358897833804;0;0
1.04;3;0.576703794318303;0;0
1.05;3;0.742313912761102;0;0
1.06;3;0.882470444656404;0;0
1.07;3;1.01457209781346;0;0
1.08;3;1.14119645390384;0;0
1.09;3;1.24816671721256;0;0
1.1;3;1.34547104935495;0;0
1.11;3;1.42859863486269;0;0
1.12;3;1.5239698685186;0;0
1.13;3;1.62062995847157;0;0
1.14;3;1.69699146998845;0;0
1.15;3;1.76819780666093;0;0
1.16;3;1.82168313033106;0;0
1.17;3;1.89868914044766;0;0
1.18;3;1.96312934571308;0;0
1.19;3;2.00437109131689;0;0
1.2;3;2.04754605575661;0;0
1.21;3;2.10554229614804;0;0
1.22;3;2.14936169273476;0;0
1.23;3;2.16514956674086;0;0
1.24;3;2.21380200545242;0;0
1.25;3;2.26825409182724;0;0
1.26;3;2.27759794302121;0;0
1.27;3;2.29403023451731;0;0
1.28;3;2.3517043705079;0;0
1.29;3;2.36008162124355;0;0
1.3;3;2.36974768039644;0;0
1.31;3;2.42097780489267;0;0
