time;u;y;z1;z2
0;0;-0.00325279838057251;0;0
0.01;0;-0.00389719376722537;0;0
0.02;0;-0.00389719376722537;0;0
0.03;0;-0.00260840299217866;0;0
0.04;0;-0.00389719376722537;0;0
0.05;0;-0.00454158915213755;0;0
0.06;0;-0.00357499607411654;0;0
0.07;0;-0.00228620529732876;0;0
0.08;0;-0.00550818222624275;0;0
0.09;0;-0.00454158915213755;0;0
0.1;0;-0.00421939145989902;0;0
0.11;0;-0.00325279838057251;0;0
0.12;0;-0.00583037991674116;0;0
0.13;0;-0.00454158915213755;0;0
0.14;0;-0.00325279838057251;0;0
0.15;0;-0.00260840299217866;0;0
0.16;0;-0.00518598453530937;0;0
0.17;0;-0.00196400760204349;0;0
0.18;0;-0.00357499607411654;0;0
0.19;0;-0.00421939145989902;0;0
0.2;0;-0.00325279838057251;0;0
0.21;0;-0.00228620529732876;0;0
0.22;0;-0.00454158915213755;0;0
0.23;0;-0.00486378684394098;0;0
0.24;0;-0.00550818222624275;0;0
0.25;0;-0.00454158915213755;0;0
0.26;0;-0.00293060068659323;0;0
0.27;0;-0.00293060068659323;0;0
0.28;0;-0.00518598453530937;0;0
0.29;0;-0.00293060068659323;0;0
0.3;0;-0.00325279838057251;0;0
0.31;0;-0.00293060068659323;0;0
0.32;0;-0.00325279838057251;0;0
0.33;0;-0.00325279838057251;0;0
0.34;0;-0.00550818222624275;0;0
0.35;0;-0.00454158915213755;0;0
0.36;0;-0.00293060068659323;0;0
0.37;0;-0.00454158915213755;0;0
0.38;0;-0.00325279838057251;0;0
0.39;0;-0.00293060068659323;0;0
0.4;0;-0.00357499607411654;0;0
0.41;0;-0.00454158915213755;0;0
0.42;0;-0.00454158915213755;0;0
0.43;0;-0.00454158915213755;0;0
0.44;0;-0.00131961221016669;0;0
0.45;0;-0.00454158915213755;0;0
0.46;0;-0.00647477529643324;0;0
0.47;0;-0.00293060068659323;0;0
0.48;0;-0.00550818222624275;0;0
0.49;0;-0.00325279838057251;0;0
0.5;0;-0.00583037991674116;0;0
0.51;0;-0.00196400760204349;0;0
0.52;0;-0.00518598453530937;0;0
0.53;0;-0.00164180990632281;0;0
0.54;0;-0.00518598453530937;0;0
0.55;0;-0.00421939145989902;0;0
0.56;0;-0.00325279838057251;0;0
0.57;0;-0.00389719376722537;0;0
0.58;0;-0.00325279838057251;0;0
0.59;0;-0.00969675216880904;0;0
0.6;0;-0.00486378684394098;0;0
0.61;0;-0.00260840299217866;0;0
0.62;0;-0.00357499607411654;0;0
0.63;0;-0.00164180990632281;0;0
0.64;0;-0.00325279838057251;0;0
0.65;0;-0.00196400760204349;0;0
0.66;0;-0.00260840299217866;0;0
0.67;0;-0.00260840299217866;0;0
0.68;0;-0.00357499607411654;0;0
0.69;0;-0.00228620529732876;0;0
0.7;0;-0.00454158915213755;0;0
0.71;0;-0.00325279838057251;0;0
0.72;0;0.00125796937476324;0;0
0.73;0;0.0022245624763017;0;0
0.74;0;-0.00486378684394098;0;0
0.75;0;-0.00421939145989902;0;0
0.76;0;-0.00518598453530937;0;0
0.77;0;-0.00260840299217866;0;0
0.78;0;-0.00518598453530937;0;0
0.79;0;-0.00454158915213755;0;0
0.8;0;-0.00260840299217866;0;0
0.81;0;-0.00228620529732876;0;0
0.82;0;-0.00550818222624275;0;0
0.83;0;-0.00421939145989902;0;0
0.84;0;-0.00711917067438591;0;0
0.85;0;-0.013240926678245;0;0
0.86;0;-0.00486378684394098;0;0
0.87;0;-0.00550818222624275;0;0
0.88;0;-0.00228620529732876;0;0
0.89;0;-0.000997414513575076;0;0
0.9;0;-0.00325279838057251;0;0
0.91;0;-0.00421939145989902;0;0
0.92;0;-0.00325279838057251;0;0
0.93;0;-0.00260840299217866;0;0
0.94;0;-0.00518598453530937;0;0
0.95;0;-0.00196400760204349;0;0
0.96;0;-0.00357499607411654;0;0
0.97;0;-0.00518598453530937;0;0
0.98;0;-0.00260840299217866;0;0
0.99;0;-0.00454158915213755;0;0
1;8;-0.00421939145989902;0;0
1.01;8;0.195543263081248;0;0
1.02;8;0.997495537396163;0;0
1.03;8;1.26878749829862;0;0
1.04;8;1.71439030045408;0;0
1.05;8;2.16547176826877;0;0
1.06;8;2.58755638942373;0;0
1.07;8;2.99707637241468;0;0
1.08;8;3.34183456476756;0;0
1.09;8;3.67531654535283;0;0
1.1;8;3.96497944473186;0;0
1.11;8;4.26753137157365;0;0
1.12;8;4.50338713608058;0;0
1.13;8;4.78757470875212;0;0
1.14;8;4.98669980989155;0;0
1.15;8;5.19420277085896;0;0
1.16;8;5.42426092533362;0;0
1.17;8;5.60598793338412;0;0
1.18;8;5.74550554316307;0;0
1.19;8;5.90532274651221;0;0
1.2;8;6.09285055743884;0;0
1.21;8;6.2375243500566;0;0
1.22;8;6.34933254809304;0;0
1.23;8;6.45018560225837;0;0
1.24;8;6.54427226666916;0;0
1.25;8;6.65446979654511;0;0
1.26;8;6.75628986745151;0;0
1.27;8;6.88582064789844;0;0
1.28;8;6.9702413182837;0;0
1.29;8;7.07818390857752;0;0
1.3;8;7.13489410452113;0;0
1.31;8;7.22060391015848;0;0
1.32;8;7.26345884824043;0;0
1.33;8;7.33273567787067;0;0
1.34;8;7.3859016590241;0;0
1.35;8;7.42424563189152;0;0
1.36;8;7.50093363530168;0;0
1.37;8;7.52800000788616;0;0
1.38;8;7.5824550010653;0;0
1.39;8;7.61725466224144;0;0
1.4;8;7.6659097710665;0;0
1.41;8;7.69297620289168;0;0
1.42;8;7.73744250504021;0;0
1.43;8;7.7667645014189;0;0
1.44;8;7.80317534820925;0;0
1.45;8;7.82959738983716;0;0
1.46;8;7.85215279870736;0;0
1.47;8;7.87374155366415;0;0
1.48;8;7.88115262025912;0;0
1.49;8;7.89533031495827;0;0
1.5;8;7.89661919643029;0;0
1.51;8;7.91981906679942;0;0
1.52;8;7.91240799630014;0;0
1.53;8;7.93947451827814;0;0
1.54;8;7.92078572822416;0;0
1.55;8;7.97652989199987;0;0
1.56;8;7.93850785660655;0;0
1.57;8;8.01584083080418;0;0
1.58;8;7.98587429356251;0;0
1.59;8;8.04258517017938;0;0
1.6;8;8.02776300497056;0;0
1.61;8;8.08189614477347;0;0
1.62;8;8.07480727892321;0;0
1.63;8;8.07609616357152;0;0
1.64;8;8.07222950969554;0;0
1.65;8;8.0635295392307;0;0
1.66;8;8.08318502954825;0;0
1.67;8;8.05482956981218;0;0
1.68;8;8.07448505776472;0;0
1.69;8;8.04322961221372;0;0
1.7;8;8.10670718073139;0;0
1.71;8;8.07061840397492;0;0
1.72;8;8.14666263322189;0;0
1.73;8;8.11895159123388;0;0
1.74;8;8.15407372765757;0;0
1.75;8;8.14118486826095;0;0
1.76;8;8.14827374064284;0;0
1.77;8;8.143118197023;0;0
1.78;8;8.11991825530958;0;0
1.79;8;8.12185158349992;0;0
1.8;8;8.08930723254268;0;0
1.81;8;8.12765156838257;0;0
1.82;8;8.09542943605639;0;0
1.83;8;8.15665149981454;0;0
1.84;8;8.13151822523077;0;0
1.85;8;8.19402920650644;0;0
1.86;8;8.16470703840198;0;0
