Zeit [s];r [v];l [v];u [v];y [v]
5.37;0;0;0.324408106;0.000935772
5.38;0;0;0.332615857;-0.000353019
5.39;0;0;0.326079841;0.000613574
5.4;0;0;0.341559594;-0.00164181
5.41;0;0;0.329507554;0.000291376
5.42;0;0;0.354566245;-0.003252798
5.43;0;0;0.328121633;0.000935772
5.44;0;0;0.211754862;0.017045657
5.45;0;0;0.350046715;-0.004863787
5.46;0;0;0.339199694;-0.002608403
5.47;0;0;0.330508176;-0.000997415
5.48;0;0;0.354664713;-0.004219391
5.49;0;0;0.33850143;-0.001319612
5.5;9;0;10;-0.00164181
5.51;9;0;10;0.501953746
5.52;9;0;10;1.005550519
5.53;9;0;10;1.480150646
5.54;9;0;10;2.008881908
5.55;9;0;10;2.500239544
5.56;9;0;10;2.906215023
5.57;9;0;10;3.318313648
5.58;9;0;10;3.713981184
5.59;9;0;10;4.087417824
5.6;9;0;10;4.435079128
5.61;9;0;10;4.797563175
5.62;9;0;10;5.077562853
5.63;9;0;10;5.399450705
5.64;9;0;10;5.721017448
5.65;9;0;10;5.97846499
5.66;9;0;10;6.208847343
5.67;9;0;10;6.459852036
5.68;9;0;10;6.706024247
5.69;9;0;10;6.961541474
5.7;9;0;10;7.183871125
5.71;9;0;10;7.399434824
5.72;9;0;10;7.588254943
5.73;9;0;9.052024154;7.781908834
5.74;9;0;9.203124136;7.94624115
5.75;9;0;9.14741399;8.114440492
5.76;9;0;9.351328715;8.220773612
5.77;9;0;9.282455588;8.34901801
5.78;9;0;9.399097732;8.431829214
5.79;9;0;9.194763128;8.54686284
5.8;9;0;8.860426261;8.662541104
5.81;9;0;8.861423806;8.713774714
5.82;9;0;8.949618243;8.745030458
5.83;9;0;9.465168915;8.71184137
5.84;9;0;9.410121778;8.763397242
5.85;9;0;9.038172942;8.851364538
5.86;9;0;8.632631497;8.93063187
5.87;9;0;8.579043359;8.948676479
5.88;9;0;8.923377468;8.908398341
5.89;9;0;8.942473682;8.919676217
5.9;9;0;9.092319151;8.910976141
5.91;9;0;8.651793297;8.986054613
5.92;9;0;8.535487128;9.004421462
5.93;9;0;8.512210659;9.006999266
5.94;9;0;9.023686432;8.934498571
5.95;9;0;9.129689968;8.929665195
5.96;9;0;8.108158912;9.083044523
5.97;9;0;8.619802783;8.998943629
5.98;9;0;8.574811541;9.005388138
5.99;9;0;8.626616827;8.997332502
6;9;0;9.233993161;8.912909491
6.01;9;0;8.161511996;9.075955555
6.02;9;0;8.807775128;8.974132275
6.03;9;0;8.686007259;8.995076924
6.04;9;0;8.569095292;9.012154874
6.05;9;0;9.317200307;8.905820541
6.06;9;0;8.169389297;9.080466716
6.07;9;0;8.942241903;8.960276587
6.08;9;0;8.445671032;9.03567734
6.09;9;0;8.653646161;9.001199207
6.1;9;0;9.035323159;8.947709803
6.11;9;0;8.390950705;9.045666335
6.12;9;0;8.650330497;9.002488109
6.13;9;0;8.506883245;9.022143865
6.14;9;0;8.948787472;8.957054335
6.15;9;0;9.184783095;8.93063187
6.16;9;0;8.801274902;8.994754699
6.17;9;0;8.518600439;9.035032889
6.18;9;0;8.584235674;9.020532737
6.19;9;0;8.924075037;8.969943346
6.2;9;0;9.081421966;8.952543181
6.21;9;0;8.330267086;9.064677652
6.22;9;0;8.54123901;9.025366121
6.23;9;0;8.515897073;9.025043895
6.24;9;0;8.76084109;8.987021289
6.25;0;0;0;8.945454227
6.26;0;0;0;8.708296905
6.27;0;0;0;7.895652535
6.28;0;0;0;7.549910888
6.29;0;0;0;7.047895525
6.3;0;0;0;6.497228921
6.31;0;0;0;6.01745273
6.32;0;0;0;5.602121398
6.33;0;0;0;5.254778253
6.34;0;0;0;4.860716083
6.35;0;0;0;4.475677279
6.36;0;0;0;4.17409139
6.37;0;0;0;3.841574582
6.38;0;0;0;3.58284367
6.39;0;0;0;3.283193384
6.4;0;0;0;3.062483695
6.41;0;0;0;2.826630844
6.42;0;0;0;2.600766692
6.43;0;0;0;2.411633944
