Zeit [s];r [v];l [v];ySystune [v];yGenetic [v];yDifferentialEvol [v]
;-;-;-;-;-
0;4;3;1;1;1
0;ebbd34;e0162e;3189f5;2cf533;cc2cf5
10.31;5;0;4.744720977;4.960923075;4.949967965
10.32;5;0;4.841705765;5.005065737;5.010865505
10.33;5;0;5.180025536;5.072407501;5.012154342
10.34;5;0;5.083040415;4.972522605;4.957056566
10.35;5;0;4.736665766;4.980577835;5.019565156
10.36;5;0;4.939012856;5.039864346;5.019887366
10.37;5;0;5.02246504;4.976066906;4.956089938
10.38;5;0;4.810451521;4.991855158;5.002810272
10.39;5;0;5.104306247;4.989599693;5.019242947
10.4;5;0;5.060163541;5.001199226;4.963178539
10.41;5;0;4.716688846;4.960600866;5.014409807
10.42;5;0;4.762442443;5.014732016;5.024398296
10.43;5;0;5.238989959;5.016987482;4.95898982
10.44;5;0;5.178414486;4.96672284;5.024398296
10.45;5;0;4.746976436;5.029231437;5.027942599
10.46;5;0;4.75019852;5.021176203;4.95931203
10.47;5;0;4.981222253;4.968656095;5.016987482
10.48;5;0;5.130405229;5.035675624;5.024398296
10.49;5;0;4.908402999;4.998943761;4.956412147
10.5;5;0;5.039864346;4.980577835;5.008932249
10.51;5;0;5.113328117;5.016020854;5.020853994
10.52;5;0;4.876504316;4.991210739;4.965434003
10.53;5;0;5.127183133;4.955123311;5.02246504
10.54;5;0;5.0176319;5.045019697;5.022142831
10.55;5;0;4.780163912;4.994110622;4.95898982
10.56;5;0;4.900992193;4.993466204;5.010865505
10.57;5;0;4.974133651;5.010865505;5.021498412
10.58;5;0;5.047919582;5.001199226;4.966078422
10.59;5;0;5.037286671;4.963500748;5.025364924
10.6;5;0;4.949323547;5.018276319;5.016020854
10.61;5;0;5.12976081;5.014732016;4.958023193
10.62;5;0;4.966078422;4.967367258;5.005065737
10.63;5;0;4.860071666;5.034064577;5.020531784
10.64;5;0;5.127183133;5.01795411;4.964789585
10.65;5;0;4.938046229;4.962534121;5.020853994
10.66;5;0;5.038253299;5.033742368;5.023753878
10.67;5;0;5.069185406;4.998943761;4.95898982
10.68;5;0;4.995721669;4.973167023;5.015698644
10.69;5;0;4.928702166;5.024076087;5.021820622
10.7;5;0;5.051786095;4.994755041;4.964467376
10.71;5;0;4.938046229;4.977355743;5.025042715
10.72;5;0;5.065641102;5.025364924;5.020853994
10.73;5;0;4.865549216;4.993466204;4.958023193
10.74;5;0;5.208380008;4.967689467;5.00861004
10.75;5;0;5.101406361;5.036642252;5.021176203
10.76;5;0;4.73988785;5.009254458;4.967367258
10.77;5;0;5.034386787;4.969622722;5.0176319
10.78;5;0;5.007321202;5.035031205;5.02278725
10.79;5;0;4.80336293;4.993143995;4.956089938
10.8;5;0;5.166814932;4.988310856;5.010221086
10.81;5;0;5.072729711;5.011187714;5.0176319
10.82;5;0;4.827850789;4.989277484;4.964467376
10.83;5;0;4.984766555;4.961889703;5.018598528
10.84;5;0;4.84041693;5.035675624;5.017309691
10.85;5;0;5.194202771;5.010543295;4.954156684
10.86;5;0;5.158437477;4.95931203;5.025042715
10.87;5;0;4.75019852;5.040508765;5.025042715
10.88;5;0;4.977355743;5.008932249;4.968978304
10.89;5;0;5.088840187;4.960600866;5.028587018
10.9;5;0;4.99088853;5.034708996;5.011509923
10.91;5;0;5.036964462;5.003454691;4.964145167
10.92;5;0;5.026009343;4.961889703;5.023431668
10.93;5;0;4.945779247;5.035997834;5.019887366
10.94;5;0;4.981866672;4.996043878;4.961889703
10.95;5;0;5.024398296;4.983155508;5.024720506
10.96;5;0;4.98669981;5.020853994;5.009576667
10.97;5;0;5.020853994;4.987666438;4.95898982
10.98;5;0;4.99926597;4.960923075;5.013765388
10.99;5;0;4.997332715;5.044375278;5.017309691
11;5;1;4.997010506;5.015698644;4.965756213
11.01;5;1;5.005387947;4.896481268;4.950290174
11.02;5;1;4.887781627;4.888103836;4.883592912
11.03;5;1;4.917102642;4.87553769;4.818184529
11.04;5;1;4.922580195;4.846216688;4.874893272
11.05;5;1;4.884559538;4.923869031;4.880693032
11.06;5;1;4.949001338;4.929346585;4.864582589
11.07;5;1;4.974133651;4.920324732;4.935790766
11.08;5;1;4.928379957;4.98669981;4.922902404
11.09;5;1;4.974778069;4.961889703;4.917102642
11.1;5;1;4.949323547;4.948034711;4.989921902
11.11;5;1;4.929668794;5.009254458;4.967367258
11.12;5;1;4.984444345;4.985410973;4.952545638
11.13;5;1;4.971878187;4.96672284;5.012154342
11.14;5;1;4.954801102;5.024076087;4.975422488
11.15;5;1;4.991210739;4.978000161;4.961567494
11.16;5;1;4.952545638;4.964145167;5.016343063
11.17;5;1;4.94835692;5.018920738;4.989921902
11.18;5;1;5.005710156;4.990244111;4.973811442
11.19;5;1;4.980577835;4.976066906;5.023431668
11.2;5;1;4.959634239;5.026653762;4.988955274
11.21;5;1;5.004743528;4.985088764;4.973489233
11.22;5;1;4.963500748;4.97445586;5.02278725
11.23;5;1;4.963500748;5.026653762;4.991532948
11.24;5;1;5.015376435;4.993788413;4.981544462
11.25;5;1;4.981544462;4.975744697;5.023109459
11.26;5;1;4.970911559;5.027298181;4.990244111
11.27;5;1;5.014409807;4.984122136;4.979933416
11.28;5;1;4.96672284;4.974133651;5.02278725
11.29;5;1;4.968011677;5.031164693;4.990566321
11.3;5;1;5.020853994;4.996043878;4.983477718
11.31;5;1;4.990244111;4.981544462;5.035353415
11.32;5;1;4.974133651;5.031809112;4.98669981
11.33;5;1;5.016343063;4.987344228;4.980900044
11.34;5;1;4.971555977;4.978966789;5.023109459
11.35;5;1;4.973167023;5.027942599;4.988633065
11.36;5;1;5.02246504;4.991532948;4.986377601
11.37;5;1;4.995399459;4.979933416;5.021176203
11.38;5;1;4.981222253;5.030198065;4.983799927
11.39;5;1;5.022142831;4.985410973;4.987344228
11.4;5;1;4.973489233;4.97832237;5.025042715
11.41;5;1;4.973167023;5.03245353;4.982188881
11.42;5;1;5.026975971;4.992821785;4.988310856
11.43;5;1;4.993788413;4.983155508;5.028909227
11.44;5;1;4.982833299;5.030842484;4.981222253
11.45;5;1;5.024076087;4.985088764;4.989599693
11.46;5;1;4.97864458;4.979611207;5.028264809
11.47;5;1;4.97832237;5.030842484;4.986055391
11.48;5;1;5.025687134;4.99088853;4.993143995
11.49;5;1;4.993466204;4.983155508;5.026975971
11.5;5;1;4.983799927;5.029553646;4.979288998
11.51;5;1;5.026009343;4.982188881;4.989277484
11.52;5;1;4.977033534;4.979288998;5.027298181
11.53;5;1;4.980900044;5.030842484;4.981222253
11.54;5;1;5.028587018;4.99088853;4.993788413
11.55;5;1;4.992821785;4.984444345;5.026975971
11.56;5;1;4.983155508;5.031164693;4.981866672
11.57;5;1;5.030198065;4.987022019;4.991855158
11.58;5;1;4.979933416;4.978000161;5.02762039
11.59;5;1;4.976389115;5.027942599;4.979933416
11.6;5;1;5.025042715;4.990566321;4.993466204
11.61;5;1;4.993143995;4.982188881;5.025687134
11.62;5;1;4.985733182;5.030198065;4.979611207
11.63;5;1;5.026331553;4.984122136;4.990566321
11.64;5;1;4.979933416;4.992177367;5.025687134
11.65;5;1;4.976066906;5.024398296;4.983155508
11.66;5;1;5.029231437;4.983477718;4.998299343
11.67;5;1;5.003454691;4.981866672;5.026653762
11.68;5;1;4.984122136;5.028264809;4.979611207
11.69;5;1;5.029231437;4.988633065;4.991532948
11.7;5;1;4.983799927;4.980577835;5.02278725
11.71;5;1;4.976711324;5.030520274;4.980577835
11.72;5;1;5.026975971;4.997332715;4.994755041
11.73;5;1;4.997977133;4.987022019;5.024398296
11.74;5;1;4.981866672;5.030842484;4.976711324
11.75;5;1;5.025687134;4.987988647;4.990566321
11.76;5;1;4.982188881;4.976711324;5.026009343
11.77;5;1;4.977677952;5.026009343;4.983799927
11.78;5;1;5.030198065;4.994755041;4.997977133
11.79;5;1;4.998621552;4.979611207;5.025042715
11.8;5;1;4.980900044;5.028587018;4.97832237
11.81;5;1;5.027942599;4.987988647;4.994755041
11.82;5;1;4.984122136;4.971878187;5.024720506
11.83;5;1;4.977677952;5.027942599;4.976389115
11.84;5;1;5.029231437;4.995721669;4.999910389
11.85;5;1;4.99926597;4.981866672;5.025687134
11.86;5;1;4.983799927;5.031164693;4.980255626
11.87;5;1;5.035353415;4.985410973;4.996688296
11.88;5;1;4.978966789;4.975744697;5.025042715
11.89;5;1;4.973167023;5.029875855;4.980900044
11.9;5;1;5.025364924;4.997010506;5.001521435
11.91;5;1;4.99958818;4.981866672;5.021498412
11.92;5;1;4.983155508;5.030520274;4.97832237
11.93;5;1;5.029231437;4.986377601;4.99507725
11.94;5;1;4.985088764;4.975744697;5.019565156
11.95;5;1;4.973167023;5.03277574;4.980255626
11.96;5;1;5.02762039;4.997977133;5.001521435
11.97;5;1;5.005387947;4.980577835;5.019887366
11.98;5;1;4.979611207;5.031486902;4.980900044
11.99;5;1;5.031486902;4.986055391;4.99958818
12;5;2;4.987988647;4.977355743;5.020531784
12.01;5;2;4.892614761;4.950612383;4.935790766
12.02;5;2;4.919358105;4.863293754;4.898092313
12.03;5;2;4.906469746;4.854271907;4.900347775
12.04;5;2;4.922257986;4.924513449;4.850083193
12.05;5;2;4.966400631;4.897125686;4.881015241
12.06;5;2;4.931279839;4.950612383;4.916780433
12.07;5;2;4.946423665;4.974133651;4.905503119
12.08;5;2;4.976389115;4.937401811;4.942234947
12.09;5;2;4.945134829;4.96672284;4.955123311
12.1;5;2;4.962211912;5.001843645;4.932890884
12.11;5;2;4.989277484;4.957056566;4.974778069
12.12;5;2;4.936435184;4.983155508;4.980577835
12.13;5;2;4.960923075;5.009254458;4.955123311
12.14;5;2;4.992177367;4.976711324;4.996366087
12.15;5;2;4.957056566;4.991532948;4.992177367
12.16;5;2;4.977677952;5.013443179;4.970911559
12.17;5;2;5.001521435;4.967367258;5.006354575
12.18;5;2;4.951256802;4.993143995;4.996043878
12.19;5;2;4.977355743;5.016343063;4.975744697
12.2;5;2;5.005065737;4.974778069;5.01312097
12.21;5;2;4.964145167;4.997332715;4.993143995
12.22;5;2;4.985733182;5.024398296;4.97864458
12.23;5;2;5.012476551;4.975100278;5.0176319
12.24;5;2;4.960923075;4.995721669;4.992499576
12.25;5;2;4.980900044;5.022142831;4.977677952
12.26;5;2;5.009576667;4.981222253;5.016665272
12.27;5;2;4.97445586;4.998299343;4.990566321
12.28;5;2;4.99088853;5.025042715;4.984122136
12.29;5;2;5.014087598;4.97445586;5.021176203
12.3;5;2;4.961567494;4.994432832;4.991855158
12.31;5;2;4.991532948;5.02246504;4.980900044
12.32;5;2;5.015376435;4.97864458;5.018598528
12.33;5;2;4.971555977;4.996688296;4.991855158
12.34;5;2;4.991855158;5.028264809;4.988955274
12.35;5;2;5.014087598;4.977677952;5.021820622
12.36;5;2;4.966078422;4.995399459;4.993466204
12.37;5;2;4.993788413;5.025364924;4.98669981
12.38;5;2;5.011832133;4.980900044;5.01795411
12.39;5;2;4.979288998;4.997332715;4.988955274
12.4;5;2;4.998621552;5.026975971;4.994110622
12.41;5;2;5.021176203;4.975422488;5.018920738
12.42;5;2;4.97058935;4.994110622;4.989921902
12.43;5;2;4.993466204;5.026009343;5.00409911
12.44;5;2;5.020209575;4.980255626;5.015054226
12.45;5;2;4.979933416;4.995399459;4.980255626
12.46;5;2;4.997654924;5.029875855;4.995399459
12.47;5;2;5.023109459;4.979288998;5.018276319
12.48;5;2;4.972200396;4.992499576;4.988310856
12.49;5;2;4.99507725;5.025042715;4.995721669
12.5;5;2;5.020209575;4.980577835;5.018920738
12.51;5;2;4.979288998;4.993466204;4.981222253
12.52;5;2;4.995721669;5.028264809;4.997010506
12.53;5;2;5.022142831;4.975744697;5.021176203
12.54;5;2;4.973489233;4.990244111;4.984766555
12.55;5;2;4.994755041;5.024398296;4.995721669
12.56;5;2;5.022142831;4.984122136;5.020531784
12.57;5;2;4.984444345;4.995399459;4.979288998
12.58;5;2;4.999910389;5.030198065;4.99958818
12.59;5;2;5.02246504;4.980255626;5.020531784
12.6;5;2;4.969622722;4.99088853;4.984122136
12.61;5;2;4.994110622;5.025687134;4.996688296
12.62;5;2;5.023753878;4.986055391;5.019887366
12.63;5;2;4.984766555;4.994432832;4.980900044
12.64;5;2;4.99926597;5.029553646;5.010543295
12.65;5;2;5.023109459;4.980255626;5.018276319
12.66;5;2;4.975744697;4.990566321;4.97832237
12.67;5;2;4.993143995;5.024076087;4.996043878
12.68;5;2;5.023109459;4.983155508;5.0176319
12.69;5;2;4.978000161;4.991855158;4.975422488
12.7;5;2;4.997332715;5.028264809;5.005387947
12.71;5;2;5.024720506;4.979611207;5.014087598
12.72;5;2;4.974778069;4.992177367;4.979933416
12.73;5;2;4.996366087;5.0176319;5.007321202
12.74;5;2;5.022142831;4.97864458;5.021498412
12.75;5;2;4.980577835;4.996043878;4.975100278
12.76;5;2;4.997654924;5.032131321;5.009898877
12.77;5;2;5.024398296;4.983799927;5.021176203
12.78;5;2;4.976066906;4.989921902;4.974133651
12.79;5;2;4.996366087;5.025687134;5.005387947
12.8;5;2;5.023109459;4.99088853;5.020209575
12.81;5;2;4.985410973;4.987344228;4.968011677
12.82;5;2;4.996043878;5.025687134;5.007321202
12.83;5;2;5.02246504;4.982833299;5.021176203
12.84;5;2;4.991210739;4.987666438;4.972522605
12.85;5;2;4.987022019;5.02278725;5.005065737
12.86;5;2;5.016020854;4.994755041;5.01795411
12.87;5;2;4.983155508;4.991210739;4.969944932
12.88;5;2;5.002488063;5.026009343;5.006998993
12.89;5;2;5.023431668;4.985088764;5.020209575
12.9;5;2;4.973811442;4.984444345;4.97445586
12.91;5;2;4.994432832;5.023109459;5.009254458
12.92;5;2;5.025042715;4.993788413;5.016020854
12.93;5;2;4.983477718;4.978000161;4.974133651
12.94;5;2;4.99926597;5.029553646;5.012154342
12.95;5;2;5.023431668;4.99088853;5.013765388
12.96;5;2;4.977355743;4.983799927;4.971878187
12.97;5;2;4.996043878;5.025042715;5.009576667
12.98;5;2;5.039219928;4.994432832;5.010865505
12.99;5;2;4.978966789;4.981866672;4.969300513
13;5;0;4.989921902;5.026975971;5.018276319
13.01;5;0;5.098506475;5.07305192;5.039542137
13.02;5;0;5.137816053;5.152959911;5.1294386
13.03;5;0;5.175514598;5.26959992;5.247045211
13.04;5;0;5.184214264;5.240923219;5.289254742
13.05;5;0;5.093673331;5.147160135;5.221912827
13.06;5;0;5.15392654;5.207091168;5.221268407
13.07;5;0;5.153282121;5.143615828;5.224490507
13.08;5;0;5.055974818;5.101406361;5.142649199
13.09;5;0;5.078529482;5.10205078;5.149093394
13.1;5;0;5.17068145;5.06660773;5.136205004
13.11;5;0;4.979288998;4.998299343;5.116228004
13.12;5;0;5.217401887;5.106561715;5.04340865
13.13;5;0;5.188725203;4.96285633;5.076918434
13.14;5;0;4.864582589;4.999910389;5.049530629
13.15;5;0;5.128471971;5.087229139;4.998943761
13.16;5;0;5.121061149;4.98251109;5.073696339
13.17;5;0;4.821084407;4.994755041;4.960923075
13.18;5;0;4.900992193;5.071440873;4.995721669
13.19;5;0;5.296987788;4.958345402;5.053397142
13.2;5;0;5.27088876;4.997010506;4.973167023
13.21;5;0;4.718299888;5.009898877;4.985088764
13.22;5;0;4.826239746;5.025364924;5.074985177
13.23;5;0;5.093028912;4.956412147;4.94126832
13.24;5;0;5.215790837;5.020853994;4.992499576
13.25;5;0;5.146837925;5.025364924;5.09431775
13.26;5;0;5.016020854;4.95544552;4.910336253
13.27;5;0;4.99958818;5.023109459;5.053397142
13.28;5;0;5.043730859;5.021176203;4.912591716
13.29;5;0;4.964467376;4.963178539;5.068218778
13.3;5;0;5.033742368;5.030198065;4.905825328
13.31;5;0;4.964467376;5.006032365;5.074340758
13.32;5;0;5.076918434;4.963822958;4.94481262
13.33;5;0;4.927735539;5.034386787;5.002165854
13.34;5;0;5.107206134;5.008932249;5.108817182
13.35;5;0;4.914847179;4.968011677;4.912591716
13.36;5;0;4.957700984;5.028587018;5.084651463
13.37;5;0;5.118483471;4.997654924;4.915813806
13.38;5;0;5.038253299;4.972522605;5.127827552
13.39;5;0;5.041475393;5.020853994;4.862004918
13.4;5;0;4.993466204;5.00409911;5.09399554
13.41;5;0;5.019242947;4.956089938;5.085940301
13.42;5;0;4.983799927;5.038253299;4.953190056
13.43;5;0;4.974133651;5.000877017;5.004421319
13.44;5;0;5.024720506;4.985733182;4.948679129
13.45;5;0;4.972522605;5.015376435;4.988310856
13.46;5;0;5.000554808;5.016020854;4.998943761
13.47;5;0;5.037608881;4.95190122;4.978000161
13.48;5;0;4.981866672;5.022142831;4.97058935
13.49;5;0;4.99958818;5.020853994;5.046952953
13.5;5;0;5.034386787;4.953190056;4.984766555
13.51;5;0;4.973811442;5.01795411;4.989599693
13.52;5;0;4.993143995;5.020531784;5.013765388
13.53;5;0;5.039219928;4.962534121;4.983155508
13.54;5;0;4.971878187;5.028264809;5.002810272
13.55;5;0;5.003132482;5.014087598;5.033097949
13.56;5;0;5.035675624;4.97058935;4.988955274
13.57;5;0;4.968333886;5.025364924;4.987666438
13.58;5;0;4.991210739;5.00861004;5.021820622
13.59;5;0;5.040830975;4.970267141;4.981544462
13.6;5;0;4.970267141;5.029875855;4.97864458
13.61;5;0;5.016343063;4.998299343;5.025687134
13.62;5;0;5.039219928;4.981222253;4.992499576
13.63;5;0;4.947712501;5.013765388;4.995721669
13.64;5;0;5.068218778;4.999910389;5.027298181
13.65;5;0;4.93095763;4.962211912;4.982833299
13.66;5;0;5.130405229;5.035675624;4.990566321
13.67;5;0;5.048564;5.000232598;5.032131321
13.68;5;0;4.855238534;4.985733182;4.985733182
13.69;5;0;5.059841331;5.01312097;4.993143995
13.7;5;0;4.879404196;5.011187714;5.024398296
13.71;5;0;4.93095763;4.939979483;4.978966789
13.72;5;0;5.109139392;5.011832133;4.985088764
13.73;5;0;4.892292552;5.025687134;5.025687134
13.74;5;0;4.938368438;4.969622722;4.984122136
13.75;5;0;5.138138263;5.032131321;4.996043878
13.76;5;0;4.987022019;5.028909227;5.031164693
13.77;5;0;5.17132587;4.959956448;4.978000161
13.78;5;0;4.751165146;5.033097949;4.994110622
13.79;5;0;4.851372028;5.000877017;5.031809112
13.8;5;0;5.155859799;4.983155508;4.97864458
13.81;5;0;5.169070401;5.012154342;4.994110622
13.82;5;0;4.896159059;4.997977133;5.031809112
13.83;5;0;5.113650327;4.95190122;4.976066906
13.84;5;0;4.986055391;5.027298181;4.990244111
13.85;5;0;4.854594116;5.02246504;5.031809112
13.86;5;0;5.011187714;4.960923075;4.97832237
13.87;5;0;5.02246504;5.03245353;5.006032365
13.88;5;0;5.003132482;5.025042715;5.02246504
13.89;5;0;5.038897718;4.957378775;4.975422488
13.9;5;0;4.969622722;5.033420159;4.981866672
13.91;5;0;4.991210739;5.000554808;5.028587018
13.92;5;0;5.044053069;4.979933416;4.97864458
13.93;5;0;4.965111794;5.014087598;5.006354575
13.94;5;0;5.030842484;5.000877017;5.028587018
13.95;5;0;5.023753878;4.950934592;4.979933416
13.96;5;0;4.972522605;5.036964462;4.99926597
13.97;5;0;5.05436377;5.00409911;5.028264809
13.98;5;0;4.932890884;4.981866672;4.976711324
13.99;5;0;5.118483471;5.032131321;4.991210739
14;5;2;4.920324732;4.987666438;5.033420159
14.01;5;2;4.910980671;4.777908452;4.914847179
14.02;5;2;4.83268392;4.786930292;4.743109934
14.03;5;2;4.865227007;4.763409068;4.738599016
14.04;5;2;4.868126886;4.759220358;4.69671193
14.05;5;2;4.827528581;4.84557227;4.750520729
14.06;5;2;4.878115361;4.869093513;4.808518269
14.07;5;2;4.922902404;4.883270703;4.796274341
14.08;5;2;4.879081987;4.946101456;4.881015241
14.09;5;2;4.915169388;4.924835658;4.898092313
14.1;5;2;4.930635421;4.935468556;4.887459419
14.11;5;2;4.891648134;4.979933416;4.953834474
14.12;5;2;4.93772402;4.956734357;4.947390292
14.13;5;2;4.952223429;4.95931203;4.932568675
14.14;5;2;4.909691835;5.002488063;4.996688296
14.15;5;2;4.95544552;4.965111794;4.969300513
14.16;5;2;4.949001338;4.971878187;4.951579011
14.17;5;2;4.92096915;5.00828783;5.010543295
14.18;5;2;4.972844814;4.982188881;4.978966789
14.19;5;2;4.966400631;4.979933416;4.962211912
14.2;5;2;4.936757393;5.019887366;5.021498412
14.21;5;2;4.982833299;4.975422488;4.982833299
14.22;5;2;4.956089938;4.984122136;4.969944932
14.23;5;2;4.943201574;5.020853994;5.021498412
14.24;5;2;4.994432832;4.990566321;4.985088764
14.25;5;2;4.971233768;4.982833299;4.97864458
14.26;5;2;4.959634239;5.02246504;5.026331553
14.27;5;2;5.002810272;4.987666438;4.984122136
14.28;5;2;4.963822958;4.979933416;4.981222253
14.29;5;2;4.958345402;5.018598528;5.025687134
14.3;5;2;5.002810272;4.994755041;4.984444345
14.31;5;2;4.97832237;4.979933416;4.98669981
14.32;5;2;4.971878187;5.025042715;5.030520274
14.33;5;2;5.009898877;4.993143995;4.981866672
14.34;5;2;4.971555977;4.979933416;4.99088853
14.35;5;2;4.969944932;5.024076087;5.031809112
14.36;5;2;5.007643412;5.004743528;4.977033534
14.37;5;2;4.985410973;4.97832237;4.987344228
14.38;5;2;4.982188881;5.026331553;5.030842484
14.39;5;2;5.010543295;4.990244111;4.979288998
14.4;5;2;4.972844814;4.973811442;4.991532948
14.41;5;2;4.980900044;5.024076087;5.027942599
14.42;5;2;5.020531784;4.999910389;4.97864458
14.43;5;2;4.977033534;4.977677952;4.994110622
14.44;5;2;4.985410973;5.028587018;5.030198065
14.45;5;2;5.013443179;4.997654924;4.978966789
14.46;5;2;4.97445586;4.974778069;4.992821785
14.47;5;2;4.987344228;5.02246504;5.02278725
14.48;5;2;5.014409807;5.001199226;4.978966789
14.49;5;2;4.979288998;4.976066906;4.997654924
14.5;5;0;4.991855158;5.026975971;5.029875855
14.51;5;0;5.084973673;5.100117523;4.998621552
14.52;5;0;5.12976081;5.161659575;5.139749311
14.53;5;0;5.168103772;5.272499811;5.247689631
14.54;5;0;5.186791943;5.240278799;5.241245429
14.55;5;0;5.097862055;5.139427101;5.230290288
14.56;5;0;5.122672197;5.232545758;5.253811623
14.57;5;0;5.184536474;5.117516842;5.187114153
14.58;5;0;5.045986325;5.121705568;5.204835699
14.59;5;0;5.091740073;5.061452378;5.159081897
14.6;5;0;5.144904667;5.056619237;5.131694068
14.61;5;0;4.988310856;5.031809112;5.07305192
14.62;5;0;5.174547968;5.053397142;5.103339619
14.63;5;0;4.933213093;5.065318892;5.056619237
14.64;5;0;4.95190122;4.950612383;4.996043878
14.65;5;0;5.248978471;5.026653762;5.056297027
14.66;5;0;5.1194501;4.988955274;5.005065737
14.67;5;0;4.990566321;5.026975971;4.985733182
14.68;5;0;5.006998993;5.010221086;5.033420159
14.69;5;0;5.00861004;5.027942599;5.025364924
14.7;5;0;5.05468598;4.973167023;4.967045049
14.71;5;0;5.005065737;5.026975971;5.010221086
14.72;5;0;5.057585865;5.025687134;5.028587018
14.73;5;0;5.042119812;4.965434003;4.968011677
14.74;5;0;5.018276319;5.028909227;5.024720506
14.75;5;0;5.09463996;5.003132482;5.026653762
14.76;5;0;4.942879365;4.991532948;4.968978304
14.77;5;0;5.150704443;5.007321202;5.02278725
14.78;5;0;5.074340758;5.013443179;5.027942599
14.79;5;0;4.875859899;4.958345402;4.963500748
14.8;5;0;5.062419007;5.022142831;5.014732016
14.81;5;0;4.891648134;5.018598528;5.021498412
14.82;5;0;4.926446703;4.958345402;4.964145167
14.83;5;0;5.184214264;5.012476551;5.016343063
14.84;5;0;5.00861004;5.025042715;5.023431668
14.85;5;0;4.92741333;4.961567494;4.961245284
14.86;5;0;5.091417864;5.029875855;5.013765388
14.87;5;0;5.018598528;5.005710156;5.023109459
14.88;5;0;5.005065737;4.989599693;4.966400631
14.89;5;0;5.012154342;5.009254458;5.019242947
14.9;5;0;5.068540987;5.009576667;5.020209575
14.91;5;0;4.928379957;4.952867847;4.958667611
14.92;5;0;5.093028912;5.023109459;5.010221086
14.93;5;0;4.858460622;5.015054226;5.021176203
14.94;5;0;5.012798761;4.955767729;4.96672284
14.95;5;0;5.09399554;5.034386787;5.01795411
14.96;5;0;5.01795411;5.024398296;5.024398296
14.97;5;0;5.014087598;4.96285633;4.961567494
14.98;5;0;5.000554808;5.030198065;5.014087598
14.99;5;0;5.047597372;4.998621552;5.018276319
15;7;2;4.928379957;4.991855158;4.964789585
15.01;7;2;4.845894479;5.227068187;5.146193506
15.02;7;2;5.318575878;5.32083135;5.249622892
15.03;7;2;5.315998195;5.461315162;5.401383969
15.04;7;2;5.489025297;5.604054665;5.573122384
15.05;7;2;5.617587542;5.78417097;5.739383519
15.06;7;2;5.791581845;5.926910979;5.877612485
15.07;7;2;5.937866204;6.033241158;5.952687981
15.08;7;2;6.053540571;6.104128016;6.054184997
15.09;7;2;6.131193922;6.209813983;6.196925444
15.1;7;2;6.227857942;6.32935528;6.315822295
15.11;7;2;6.34385491;6.442774671;6.426019524
15.12;7;2;6.450507817;6.534605824;6.492073488
15.13;7;2;6.556838644;6.609359679;6.547816629
15.14;7;2;6.633203595;6.676380434;6.621603851
15.15;7;2;6.698613293;6.721812804;6.685724678
15.16;7;2;6.746301184;6.784644846;6.786255925
15.17;7;2;6.794633535;6.843610346;6.861654442
15.18;7;2;6.827821765;6.915142321;6.946397303
15.19;7;2;6.803655577;6.976041215;7.004074055
15.2;7;2;6.80494444;7.002462972;7.040484539
15.21;7;2;6.805588871;6.97829673;7.000851889
15.22;7;2;6.824921822;6.952197198;6.967663587
15.23;7;2;6.828788413;6.935441947;6.909664645
15.24;7;2;6.836843811;6.93608638;6.877120813
15.25;7;2;6.826855118;6.930608702;6.882598487
15.26;7;2;6.832655004;6.928675405;6.896131565
15.27;7;2;6.827821765;6.928353188;6.92996427
15.28;7;2;6.842643698;6.924164376;6.954774929
15.29;7;2;6.876798597;6.937697462;6.991829825
15.3;7;2;6.890976106;6.954774929;7.004718488
15.31;7;2;6.913853456;6.984418844;7.017607153
15.32;7;2;6.92384216;6.992152041;7.01116282
15.33;7;2;6.936408596;7.009873954;7.006974004
15.34;7;2;6.931575351;7.01309612;6.983129978
15.35;7;2;6.941241841;7.009229521;6.9737857
15.36;7;2;6.933508649;7.008907304;6.952197198
15.37;7;2;6.935119731;7.007296221;6.941886274
15.38;7;2;6.917397835;7.001174105;6.950586116
15.39;7;2;6.91610897;7.002785188;6.960897041
15.4;7;2;6.920619997;6.995696423;6.991507608
15.41;7;2;6.927386539;6.988929876;6.999563022
15.42;7;2;6.954130496;6.984418844;7.026951437
15.43;7;2;6.957997093;6.967663587;7.026951437
15.44;7;2;6.977974514;6.972174617;7.042095623
15.45;7;2;6.976363431;6.969274669;7.032751338
15.46;7;2;6.987318793;6.991507608;7.034362421
15.47;7;2;6.977974514;6.997307506;7.009229521
15.48;7;2;6.99601864;7.013418337;6.999240806
15.49;7;2;6.98667436;7.01502942;6.976363431
15.5;7;0;6.979585596;7.024051487;6.964119206
15.51;7;0;7.032751338;7.158738176;6.970885751
15.52;7;0;7.154549352;7.282791911;7.122649854
15.53;7;0;7.183871125;7.300191671;7.251536795
15.54;7;0;7.152616049;7.247992402;7.312758167
15.55;7;0;7.159060394;7.22447052;7.334991204
15.56;7;0;7.133927453;7.255725625;7.293747315
15.57;7;0;7.106861218;7.128449762;7.215126213
15.58;7;0;7.083017162;7.169693563;7.271192073
15.59;7;0;7.116849947;7.061106414;7.152938266
15.6;7;0;7.09590584;7.115238862;7.186771081
15.61;7;0;7.101061312;7.033395771;7.101705746
15.62;7;0;7.085272681;6.998918589;7.13650519
15.63;7;0;7.086239332;7.010518387;7.074317306
15.64;7;0;7.097516925;6.9737857;7.079150559
15.65;7;0;7.046928875;6.992796474;7.064328583
