Zeit [s];r [v];l [v];u [v];y [v]
;-;-;-;-
0;4;2;1;1
0;ebbd34;e0162e;8888FF;0000AA
15.78;7;0;6.94284925408025;7.04118612892676
15.79;7;0;6.94824861743438;7.03681845712441
15.8;7;0;6.95058724157614;7.03346846016187
15.81;7;0;6.93135511151185;7.03492932667601
15.82;7;0;6.93587737553024;7.03076232676807
15.83;7;0;6.94141808592999;7.02724330421452
15.84;7;0;6.94539059677989;7.02431118624554
15.85;7;0;6.94126841133157;7.02331352756596
15.86;7;0;6.94508005091621;7.02053778538927
15.87;7;0;6.93758458861238;7.02057847110551
15.88;7;0;6.94518071544035;7.01714299519311
15.89;7;0;6.95076641569223;7.01474720011021
15.9;7;0;6.94181274570885;7.01557483109383
15.91;7;0;6.9451794076532;7.01341281745004
15.92;7;0;6.95071467299387;7.0112429117803
15.93;7;0;6.94978725992276;7.01064465363179
15.94;7;0;6.94356497768763;7.01109038484456
15.95;7;0;6.93663131535115;7.01155626545152
15.96;7;0;6.94359624804493;7.00901130378565
15.97;7;0;6.94758234498198;7.00759325721773
15.98;7;0;6.94584379974555;7.00742250650011
15.99;7;0;6.94161362153301;7.00768827043044
16;7;2;7.29313265669727;6.93192067307827
16.01;7;2;7.86481086207421;6.82254235244693
16.02;7;2;8.27388209957045;6.76048831379288
16.03;7;2;8.5181677836214;6.73488560032937
16.04;7;2;8.66253165565841;6.72964089866377
16.05;7;2;8.7448083201178;6.73631119559832
16.06;7;2;8.79720430759787;6.74771951053386
16.07;7;2;8.8249045840897;6.76297829025528
16.08;7;2;8.85034476640537;6.77703642786645
16.09;7;2;8.86783879222748;6.79166166253227
16.1;7;2;8.87276606491885;6.80763412082373
16.11;7;2;8.879907904299;6.82160955908931
16.12;7;2;8.87903084716321;6.8362455152043
16.13;7;2;8.88501962472975;6.84806958260456
16.14;7;2;8.89263716039092;6.85875533076523
16.15;7;2;8.88563422111882;6.8717245416806
16.16;7;2;8.89094585723663;6.88072093937464
