Zeit [s];y
;-
0;1
0;"3073FF"
0.010000;0.000000
0.030000;0.000008
0.050000;0.000066
0.070000;0.000261
0.090000;0.000644
0.110000;0.001187
0.130000;0.001797
0.150000;0.002363
0.170000;0.002821
0.190000;0.003182
0.210000;0.003520
0.230000;0.003947
0.250000;0.004559
0.270000;0.005410
0.290000;0.006459
0.310000;0.007563
0.330000;0.008557
0.350000;0.009318
0.370000;0.009781
0.390000;0.009964
0.410000;0.009989
0.430000;0.009959
0.450000;0.009893
0.470000;0.009769
0.490000;0.009596
0.510000;0.009425
0.530000;0.009863
0.550000;0.013782
0.570000;0.026337
0.590000;0.052946
0.610000;0.097377
0.630000;0.160744
0.650000;0.241604
0.670000;0.336877
0.690000;0.443163
0.710000;0.557901
0.730000;0.680033
0.750000;0.810038
0.770000;0.949435
0.790000;1.100038
0.810000;1.263250
0.830000;1.439630
0.850000;1.628826
0.870000;1.829832
0.890000;2.041415
0.910000;2.262531
0.930000;2.492612
0.950000;2.731625
0.970000;2.979950
0.990000;3.238135
1.010000;3.506649
1.030000;3.785701
1.050000;4.075186
1.070000;4.374748
1.090000;4.683913
1.110000;5.002237
1.130000;5.329419
1.150000;5.665344
1.170000;6.010049
1.190000;6.363658
1.210000;6.726284
1.230000;7.097970
1.250000;7.478650
1.270000;7.868168
1.290000;8.266312
1.310000;8.672870
1.330000;9.087672
1.350000;9.510606
1.370000;9.941621
1.390000;10.380702
1.410000;10.827838
1.430000;11.282945
1.450000;11.745655
1.470000;12.215179
1.490000;12.690315
1.510000;13.169570
1.530000;13.651354
1.550000;14.134174
1.570000;14.616773
1.590000;15.098194
1.610000;15.577744
1.630000;16.054899
1.650000;16.529186
1.670000;17.000051
1.690000;17.466791
1.710000;17.928565
1.730000;18.384485
1.750000;18.833700
1.770000;19.275524
1.790000;19.709486
1.810000;20.135281
1.830000;20.552633
1.850000;20.961255
1.870000;21.360855
1.890000;21.751125
1.910000;22.131718
1.930000;22.502323
1.950000;22.862707
1.970000;23.212749
1.990000;23.552438
2.010000;23.881738
2.030000;24.200533
2.050000;24.508678
2.070000;24.806102
2.090000;25.092834
2.110000;25.368991
2.130000;25.634715
2.150000;25.890134
2.170000;26.135339
2.190000;26.370430
2.210000;26.595511
2.230000;26.810681
2.250000;27.016089
2.270000;27.211947
2.290000;27.398528
2.310000;27.576155
2.330000;27.745107
2.350000;27.905573
2.370000;28.057723
2.390000;28.201763
2.410000;28.337957
2.430000;28.466609
2.450000;28.588045
2.470000;28.702576
2.490000;28.810449
2.510000;28.911914
2.530000;29.007235
2.550000;29.096707
2.570000;29.180592
2.590000;29.259097
2.610000;29.332439
2.630000;29.400917
2.650000;29.464861
2.670000;29.524592
2.690000;29.580434
2.710000;29.632718
2.730000;29.681716
2.750000;29.727610
2.770000;29.770508
2.790000;29.810518
2.810000;29.847751
