Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"3073FF";"3073FF";"3073FF";"3073FF";"3073FF";"3073FF"
0;-1.504624;0.098422;-0.558916;0.888730;100000000.000000;0.100000
1;-0.780267;-0.300241;-0.759163;1.280419;100000000.000000;0.100000
2;-0.780267;-0.300241;-0.759163;1.280419;100000000.000000;0.100000
3;-2.417531;-0.288583;-1.022221;2.300462;100000000.000000;0.100000
4;-2.417531;-0.288583;-1.022221;2.300462;100000000.000000;0.100000
5;-2.417531;-0.288583;-1.022221;2.300462;100000000.000000;0.100000
6;-1.652430;-0.760079;-0.991088;3.200816;100000000.000000;0.100000
7;-1.652430;-0.760079;-0.991088;3.200816;100000000.000000;0.100000
8;-1.652430;-0.760079;-0.991088;3.200816;100000000.000000;0.100000
9;-2.491117;-0.024800;-1.082475;4.006329;100000000.000000;0.100000
10;-2.491117;-0.024800;-1.082475;4.006329;100000000.000000;0.100000
11;-2.491117;-0.024800;-1.082475;4.006329;100000000.000000;0.100000
12;-2.491117;-0.024800;-1.082475;4.006329;100000000.000000;0.100000
13;-2.491117;-0.024800;-1.082475;4.006329;100000000.000000;0.100000
14;-2.491117;-0.024800;-1.082475;4.006329;100000000.000000;0.100000
15;-2.491117;-0.024800;-1.082475;4.006329;100000000.000000;0.100000
16;-2.491117;-0.024800;-1.082475;4.006329;100000000.000000;0.100000
17;-2.491117;-0.024800;-1.082475;4.006329;100000000.000000;0.100000
18;-2.491117;-0.024800;-1.082475;4.006329;100000000.000000;0.100000
19;-1.473586;-0.068144;-0.938902;3.184571;100000000.000000;0.100000
20;-1.394089;-0.024800;-1.018111;2.988543;100000000.000000;0.100000
21;-1.394089;-0.024800;-1.018111;2.988543;100000000.000000;0.100000
22;-1.394089;-0.024800;-1.018111;2.988543;100000000.000000;0.100000
23;-1.394089;-0.024800;-1.018111;2.988543;100000000.000000;0.100000
24;-1.394089;-0.024800;-1.018111;2.988543;100000000.000000;0.100000
25;-1.957237;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
26;-1.957237;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
27;-1.957237;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
28;-1.957237;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
29;-1.957237;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
30;-1.957237;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
31;-1.957237;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
32;-1.957237;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
33;-1.957237;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
34;-1.850440;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
35;-1.850440;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
36;-1.850440;-0.002210;-1.027524;3.706936;100000000.000000;0.100000
37;-1.570105;-0.000081;-0.819814;4.249108;100000000.000000;0.100000
38;-1.570105;-0.000081;-0.819814;4.249108;100000000.000000;0.100000
39;-1.570105;-0.000081;-0.819814;4.249108;100000000.000000;0.100000
