Epoche;Durchschnitt
Fehler;-
0;1
0;"18B9FF"
0;48222.563695
1;47413.558101
2;45715.872624
3;42698.523505
4;39287.602476
5;35623.328380
6;32153.959681
7;28995.798799
8;26130.372372
9;23544.773460
10;21216.415185
11;19118.959183
12;17229.146371
13;15524.705509
14;13989.649830
15;12605.514671
16;11359.342415
17;10237.243770
18;9227.160287
19;8318.006656
20;7499.647960
21;6763.021370
22;6099.941310
23;5503.117390
24;4965.943786
25;4482.404996
26;4047.129348
27;3655.264983
28;3302.499644
29;2984.909382
30;2699.022711
31;2441.717172
32;2210.111245
33;2001.604517
34;1813.898083
35;1644.924900
36;1492.829607
37;1355.915378
38;1232.685525
39;1121.768460
40;1021.919656
41;932.019015
42;851.080805
43;778.135564
44;712.438474
45;653.204487
46;599.795865
47;551.624649
48;508.170338
49;468.996944
50;433.683731
51;401.863025
52;373.137414
53;347.259785
54;323.956539
55;302.961425
56;284.024144
57;266.943634
58;251.522235
59;237.637183
60;225.138654
61;213.853184
62;203.691988
63;194.543974
64;186.309711
65;178.896274
66;172.214992
67;166.201838
68;160.789522
69;155.911413
70;151.511744
71;147.510446
72;143.906839
73;140.659909
74;137.737381
75;135.102887
76;132.729497
77;130.577028
78;128.636395
79;126.879820
80;125.270145
81;123.819630
82;122.510489
83;121.329055
84;120.264640
85;119.302835
86;118.436995
87;117.657367
88;116.945335
89;116.304506
90;115.726689
91;115.204399
92;114.733999
93;114.303971
94;113.912115
95;113.558165
96;113.234939
97;112.913983
98;112.616985
99;112.334765
100;112.060761
101;111.814157
102;111.592214
103;111.392465
104;111.212692
105;111.050895
106;110.905278
107;110.771490
108;110.651080
109;110.542711
110;110.445179
111;110.357401
112;110.278400
113;110.198731
114;110.126551
115;110.061588
116;110.003122
117;109.931946
118;109.867887
119;109.800574
120;109.739992
121;109.680088
122;109.626175
123;109.577653
124;109.533296
125;109.493374
126;109.457445
127;109.425109
128;109.364198
129;109.302783
130;109.247509
131;109.173157
132;109.106239
133;109.046014
134;108.991765
135;108.942941
136;108.899000
137;108.847270
138;108.757330
139;108.654174
140;108.561334
141;108.460281
142;108.363120
143;108.275674
144;108.196974
145;108.122260
146;108.046543
147;107.936960
148;107.819372
149;107.671836
150;107.447559
151;107.111635
152;106.694557
153;106.309511
154;105.917755
155;105.490943
156;105.080114
157;104.693999
158;104.325347
159;103.957369
160;103.621576
161;103.315081
162;103.018346
163;102.743917
164;102.475273
165;102.224738
166;101.983375
167;101.756123
168;101.543475
169;101.351609
170;101.176043
171;101.004889
172;100.849866
173;100.707270
174;100.577340
175;100.459615
176;100.350712
177;100.237009
178;100.132215
179;100.037742
180;99.949318
181;99.864129
182;99.786414
183;99.716099
184;99.640278
185;99.572039
186;99.510624
187;99.455350
188;99.405604
189;99.360832
190;99.320538
191;99.284273
