Epoche;Durchschnitt
Fehler;-
0;1
0;"0055FF"
0;172.164388
1;169.086813
2;162.779393
3;155.374816
4;146.962448
5;137.061008
6;126.867701
7;116.546635
8;106.734327
9;97.599094
10;88.991682
11;81.130351
12;73.983081
13;67.537435
14;61.725947
15;56.483695
16;51.751807
17;47.490425
18;43.641482
19;40.169089
20;37.038648
21;34.252700
22;31.697068
23;29.388026
24;27.299496
25;25.402602
26;23.651678
27;22.028877
28;20.536407
29;19.161642
30;17.930272
31;16.822111
32;15.815966
33;14.896544
34;14.059945
35;13.277050
36;12.561295
37;11.925010
38;11.335401
39;10.800393
40;10.312637
41;9.860490
42;9.448046
43;9.049910
44;8.679538
45;8.326607
46;8.002690
47;7.704596
48;7.430079
49;7.169467
50;6.927172
51;6.721823
52;6.526211
53;6.345616
54;6.183516
55;6.028526
56;5.899385
57;5.843874
58;5.732471
59;5.627263
60;5.564896
61;5.508725
62;5.433666
63;5.396651
64;5.330576
65;5.305746
66;5.252530
67;5.194142
68;5.173276
69;5.126596
70;5.081122
71;5.036366
72;4.994469
73;5.002313
74;4.961211
75;4.933636
76;4.906854
77;4.873711
78;4.845799
79;4.831878
80;4.823739
81;4.803024
82;4.781351
83;4.764195
84;4.747036
85;4.758468
86;4.752750
87;4.743558
88;4.728087
89;4.710115
90;4.691587
91;4.682663
92;4.677303
93;4.669854
94;4.672950
95;4.678024
96;4.671724
97;4.690656
98;4.685547
99;4.665954
100;4.652726
101;4.642746
102;4.628687
103;4.620046
104;4.611278
105;4.620314
106;4.615795
107;4.607465
108;4.602724
109;4.599157
110;4.586629
111;4.589967
112;4.573726
113;4.595883
114;4.593732
115;4.628568
116;4.646301
117;4.660732
118;4.670504
119;4.664181
120;4.655270
121;4.684359
122;4.710301
123;4.699262
124;4.682060
125;4.659662
126;4.640277
127;4.630778
128;4.640808
129;4.631657
130;4.628368
131;4.616279
132;4.603962
133;4.589050
134;4.594785
135;4.582630
136;4.566815
137;4.556033
138;4.572852
139;4.620916
140;4.603395
141;4.604315
142;4.588027
143;4.580532
144;4.574203
145;4.566949
146;4.569238
147;4.560929
148;4.573658
149;4.566735
150;4.594504
151;4.584908
152;4.571335
153;4.561003
154;4.554562
155;4.542758
156;4.532279
157;4.532505
158;4.521909
159;4.512901
160;4.512257
161;4.505976
162;4.501824
163;4.495655
164;4.522481
165;4.526613
166;4.549639
167;4.559587
168;4.556186
169;4.561820
170;4.553426
171;4.552270
172;4.550776
173;4.556834
174;4.547402
175;4.537229
176;4.523266
177;4.554458
178;4.555960
179;4.542275
180;4.536371
181;4.530149
182;4.553132
183;4.552337
184;4.545988
185;4.533097
186;4.524173
187;4.517190
188;4.498505
189;4.496945
190;4.492898
191;4.485117
192;4.477387
193;4.469674
194;4.469673
195;4.480069
196;4.471146
197;4.467673
