Epoche;Durchschnitt
Fehler;-
0;1
0;5F089C
0;157.376722
1;155.327900
2;152.455413
3;148.823345
4;143.584451
5;138.323992
6;132.031787
7;125.295872
8;117.582731
9;109.223734
10;100.947204
11;92.145988
12;83.832636
13;76.298863
14;69.499298
15;63.333634
16;57.758718
17;52.708017
18;48.143151
19;44.021590
20;40.286356
21;36.903289
22;33.846616
23;31.088701
24;28.602834
25;26.360841
26;24.338376
27;22.511876
28;20.863663
29;19.376259
30;18.032016
31;16.820108
32;15.726091
33;14.740134
34;13.849694
35;13.044671
36;12.316651
37;11.657886
38;11.063026
39;10.525468
40;10.039511
41;9.599675
42;9.200592
43;8.839766
44;8.514589
45;8.219754
46;7.952343
47;7.711120
48;7.491336
49;7.290653
50;7.108254
51;6.942700
52;6.792324
53;6.652752
54;6.522610
55;6.402569
56;6.290876
57;6.188605
58;6.091794
59;6.002482
60;5.919442
61;5.843527
62;5.771924
63;5.706062
64;5.643149
65;5.585314
66;5.531967
67;5.481830
68;5.434980
69;5.390789
70;5.348540
71;5.307966
72;5.270000
73;5.233173
74;5.197619
75;5.164079
76;5.132702
77;5.103023
78;5.075462
79;5.049405
80;5.023783
81;4.998496
82;4.974268
83;4.949316
84;4.923716
85;4.897865
86;4.873623
87;4.848470
88;4.823691
89;4.797419
90;4.772546
91;4.748279
92;4.724784
93;4.702589
94;4.681798
95;4.662342
96;4.643826
97;4.626852
98;4.611065
99;4.596603
100;4.583392
101;4.570848
102;4.558647
103;4.547545
104;4.537341
105;4.527973
106;4.519530
107;4.511841
108;4.504813
109;4.498408
110;4.492596
111;4.487254
112;4.482447
113;4.478025
114;4.473902
115;4.470190
116;4.466745
117;4.463575
118;4.460688
119;4.458047
120;4.455450
121;4.453015
122;4.450822
123;4.448790
124;4.446838
125;4.445081
126;4.443440
127;4.441963
128;4.440611
129;4.439324
130;4.438166
131;4.437085
132;4.436078
133;4.435164
134;4.434341
135;4.433601
136;4.432875
137;4.432073
138;4.431268
139;4.430543
140;4.429890
141;4.429302
142;4.428772
143;4.428292
144;4.427798
145;4.427352
146;4.426902
147;4.426397
148;4.425939
149;4.425527
150;4.425156
151;4.424747
152;4.424365
153;4.424021
154;4.423649
155;4.423315
156;4.423015
157;4.422707
158;4.422390
159;4.422104
160;4.421825
161;4.421524
162;4.421223
163;4.420859
164;4.420486
165;4.420151
166;4.419848
167;4.419576
168;4.419332
169;4.419111
170;4.418881
171;4.418652
172;4.418420
173;4.418211
174;4.418023
175;4.417854
176;4.417675
177;4.417514
178;4.417370
179;4.417222
180;4.417078
181;4.416949
182;4.416706
183;4.416483
184;4.416282
185;4.416086
186;4.415845
187;4.415629
188;4.415434
189;4.415259
190;4.415083
191;4.414924
192;4.414778
193;4.414646
194;4.414528
195;4.414421
196;4.414325
197;4.414239
