Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"0055FF";"0055FF";"0055FF";"0055FF";"0055FF";"0055FF"
0;3.539842;-4.255196;-8.162786;-0.216773;10.000000;0.100000
1;7.501755;6.752220;5.524155;3.154413;10.000000;0.100000
2;7.501755;6.752220;3.536180;-0.084933;10.000000;0.100000
3;7.501755;6.752220;3.536180;-0.084933;10.000000;0.100000
4;7.501755;6.752220;2.680468;-0.084933;10.000000;0.100000
5;6.529435;10.795021;5.524155;0.669076;10.000000;0.100000
6;7.501755;10.795021;5.524155;0.669076;10.000000;0.100000
7;6.253548;13.105935;3.536180;-0.084933;10.000000;0.100000
8;6.253548;13.105935;2.680468;-0.057787;10.000000;0.100000
9;6.529435;10.795021;5.524155;0.332515;10.000000;0.100000
10;11.950810;10.795021;3.536180;0.332515;10.000000;0.100000
11;11.950810;10.795021;2.680468;-0.168983;10.000000;0.100000
12;6.529435;13.105935;3.536180;0.669076;10.000000;0.100000
13;11.950810;13.105935;3.536180;0.669076;10.000000;0.100000
14;6.253548;10.795021;3.536180;0.669076;10.000000;0.100000
15;6.253548;10.795021;4.394167;0.669076;10.000000;0.100000
16;9.305610;10.795021;4.394167;0.669076;10.000000;0.100000
17;6.253548;12.134314;4.394167;0.669076;10.000000;0.100000
18;6.253548;10.795021;5.524155;0.140847;10.000000;0.100000
19;9.305610;10.795021;4.394167;0.425580;10.000000;0.100000
20;6.253548;14.341019;4.394167;0.425580;10.000000;0.100000
21;9.305610;10.795021;0.142023;0.669076;10.000000;0.100000
22;6.253548;14.341019;4.394167;0.669076;10.000000;0.100000
23;9.305610;21.287161;1.178838;0.669076;10.000000;0.100000
24;9.305610;21.287161;1.178838;0.669076;10.000000;0.100000
25;9.305610;21.287161;1.178838;0.317607;10.000000;0.100000
26;9.305610;21.287161;1.178838;0.425580;10.000000;0.100000
27;9.305610;30.051997;1.178838;0.425580;10.000000;0.100000
28;9.305610;30.051997;1.178838;0.425580;10.000000;0.100000
29;9.305610;30.051997;1.178838;0.425580;10.000000;0.100000
30;9.305610;30.051997;1.178838;0.425580;10.000000;0.100000
31;9.305610;30.051997;1.178838;0.669076;10.000000;0.100000
32;9.305610;30.051997;1.178838;0.425580;10.000000;0.100000
33;6.253548;30.717348;2.301639;0.819008;10.000000;0.100000
34;6.253548;33.269274;2.353633;0.425580;10.000000;0.100000
35;6.253548;55.775496;2.353633;0.819008;10.000000;0.100000
36;6.253548;55.775496;1.178838;0.244805;10.000000;0.100000
37;6.253548;55.775496;1.178838;0.425580;10.000000;0.100000
38;6.253548;55.775496;1.178838;0.244805;10.000000;0.100000
39;7.391546;51.283825;2.353633;0.425580;10.000000;0.100000
40;6.253548;51.283825;2.353633;0.425580;10.000000;0.100000
41;6.253548;51.283825;1.178838;0.052014;10.000000;0.100000
42;6.004857;51.283825;1.178838;0.833308;10.000000;0.100000
43;6.004857;51.283825;0.050303;0.833308;10.000000;0.100000
44;6.004857;51.283825;1.178838;0.833308;10.000000;0.100000
45;6.004857;96.701086;2.353633;0.425580;10.000000;0.100000
46;6.253548;96.701086;2.353633;0.425580;10.000000;0.100000
