Epoche;Durchschnitt
Fehler;-
0;1
0;"008DFF"
0;171.441550
1;167.200958
2;159.190435
3;149.064668
4;136.612698
5;125.036646
6;114.145285
7;104.260270
8;95.005948
9;86.594526
10;79.210344
11;72.289080
12;66.072161
13;60.412021
14;55.316871
15;50.697839
16;46.493408
17;42.675741
18;39.193767
19;36.020385
20;33.122312
21;30.502012
22;28.139746
23;26.012435
24;24.087458
25;22.331805
26;20.708042
27;19.232352
28;17.886260
29;16.659796
30;15.566453
31;14.578685
32;13.677527
33;12.855386
34;12.108303
35;11.430722
36;10.807556
37;10.251496
38;9.755286
39;9.306387
40;8.890625
41;8.519064
42;8.190432
43;7.882493
44;7.600305
45;7.342927
46;7.105848
47;6.897353
48;6.704859
49;6.554430
50;6.417917
51;6.290815
52;6.166693
53;6.050211
54;5.974617
55;5.865783
56;5.760594
57;5.666986
58;5.594912
59;5.508911
60;5.428581
61;5.358313
62;5.299201
63;5.243728
64;5.183254
65;5.128311
66;5.077137
67;5.043709
68;5.023805
69;4.989033
70;4.965127
71;4.940125
72;4.920089
73;4.914898
74;4.899365
75;4.889414
76;4.866682
77;4.843864
78;4.822890
79;4.803589
80;4.790415
81;4.772996
82;4.756034
83;4.740459
84;4.721253
85;4.703799
86;4.685031
87;4.688794
88;4.680499
89;4.666550
90;4.646275
91;4.632094
92;4.618633
93;4.617638
94;4.603992
95;4.596151
96;4.585449
97;4.584636
98;4.566177
99;4.555120
100;4.552548
101;4.541968
102;4.528988
103;4.519016
104;4.499250
105;4.480686
106;4.467114
107;4.474893
108;4.467035
109;4.477904
110;4.461900
111;4.454010
112;4.444935
113;4.432790
114;4.420300
115;4.416872
116;4.409713
117;4.395363
118;4.396864
119;4.396338
120;4.393252
121;4.380752
122;4.373951
123;4.382971
124;4.395878
125;4.398574
126;4.408272
127;4.422935
128;4.448404
129;4.446107
130;4.447558
131;4.451533
132;4.448505
133;4.453976
134;4.454669
135;4.452839
136;4.447451
137;4.442858
138;4.439826
139;4.433553
140;4.432637
141;4.437646
142;4.438700
143;4.466990
144;4.457460
145;4.476582
146;4.468477
147;4.486593
148;4.485287
149;4.482962
150;4.481686
151;4.473260
152;4.472321
153;4.490522
154;4.486284
155;4.484585
156;4.474442
157;4.515298
158;4.514101
159;4.521253
160;4.534631
161;4.526582
162;4.520048
163;4.509394
164;4.495492
165;4.513615
166;4.497811
167;4.483408
168;4.471604
169;4.460796
170;4.464522
171;4.490529
172;4.496775
173;4.495404
174;4.520289
175;4.528013
176;4.529437
177;4.546292
178;4.550049
179;4.545607
180;4.542292
181;4.540968
182;4.535266
183;4.528697
184;4.524350
185;4.516159
186;4.502309
187;4.481822
188;4.465977
189;4.446710
190;4.448677
191;4.433063
192;4.420292
193;4.415222
194;4.411375
195;4.403591
196;4.394776
197;4.416310
