Epoche;Kp;Ki;Kd;Kn;IntegralSaturation;AntiWindupBackCalculationConstant
;-;-;-;-;-;-
0;1;1;1;1;1;1
0;"1EA7FF";"1EA7FF";"1EA7FF";"1EA7FF";"1EA7FF";"1EA7FF"
0;-0.710318;-0.986328;0.582873;0.162450;100000000.000000;0.100000
1;-0.804865;-0.257546;-0.855342;0.150853;100000000.000000;0.100000
2;-0.710318;-0.986328;0.582873;0.162450;100000000.000000;0.100000
3;-0.833430;-0.104892;-0.618397;0.875546;100000000.000000;0.100000
4;-0.855311;-0.257546;-0.867316;0.875546;100000000.000000;0.100000
5;-0.710318;-0.257546;-0.855342;0.875546;100000000.000000;0.100000
6;-0.803657;-0.104892;-0.855342;0.875546;100000000.000000;0.100000
7;-0.803657;-0.104892;-0.830389;0.875546;100000000.000000;0.100000
8;-0.710318;-0.104892;-0.791318;0.875546;100000000.000000;0.100000
9;-0.804865;-0.257546;-0.830389;0.875546;100000000.000000;0.100000
10;-0.833430;-0.262489;-0.830389;0.875546;100000000.000000;0.100000
11;-0.833430;-0.262489;-0.830389;0.875546;100000000.000000;0.100000
12;-0.855311;-0.257546;-0.830389;0.875546;100000000.000000;0.100000
13;-0.833430;-0.262489;-0.830389;0.875546;100000000.000000;0.100000
14;-0.804865;-0.257546;-0.794373;0.863176;100000000.000000;0.100000
15;-0.855311;-0.104951;-0.830389;0.875546;100000000.000000;0.100000
16;-0.855311;-0.104951;-0.666175;0.875546;100000000.000000;0.100000
17;-0.855311;-0.559130;-0.830389;0.901185;100000000.000000;0.100000
18;-0.833430;-0.559130;-0.830389;0.920995;100000000.000000;0.100000
19;-0.833430;-0.559130;-0.830389;0.901185;100000000.000000;0.100000
20;-0.804750;-0.104951;-0.830389;0.872820;100000000.000000;0.100000
21;-0.843130;-0.591698;-0.830389;0.920995;100000000.000000;0.100000
22;-0.765270;-0.262489;-0.873513;0.875546;100000000.000000;0.100000
23;-0.833430;-0.262489;-0.873513;0.875546;100000000.000000;0.100000
24;-0.765270;-0.262489;-0.830389;0.920995;100000000.000000;0.100000
25;-0.833430;-0.265370;-0.830389;0.920995;100000000.000000;0.100000
26;-0.833430;-0.265370;-0.817590;0.903363;100000000.000000;0.100000
27;-0.855311;-0.587390;-0.899798;0.920995;100000000.000000;0.100000
28;-0.784036;-0.559130;-0.899798;0.930077;100000000.000000;0.100000
29;-0.801304;-0.559130;-0.830389;1.006118;100000000.000000;0.100000
30;-0.855311;-0.559130;-0.830389;1.006118;100000000.000000;0.100000
31;-0.833430;-0.559130;-0.830389;1.001918;100000000.000000;0.100000
32;-0.855311;-0.587390;-0.830389;1.001918;100000000.000000;0.100000
33;-0.855311;-0.606746;-0.880119;0.991536;100000000.000000;0.100000
34;-0.898718;-0.559130;-0.899798;1.015987;100000000.000000;0.100000
35;-0.833430;-0.518496;-0.899798;1.003603;100000000.000000;0.100000
36;-0.855311;-0.518496;-0.899798;1.003603;100000000.000000;0.100000
37;-0.833430;-0.518496;-0.899798;1.015987;100000000.000000;0.100000
38;-0.855311;-0.564137;-0.899798;1.015987;100000000.000000;0.100000
39;-0.898718;-0.606746;-0.899798;1.064100;100000000.000000;0.100000
